"id","subject_class","subject_id","fyear1","fyear2","topic_keys","footnote_fr"
898,"program","ISC-APD00","2016-17","2016-17","FTE,DRR_FTE","L’écart entre le nombre prévu et le nombre réel d’ETP est principalement attribuable à une hausse des ressources allouées au Fonds d'investissement stratégique pour les établissements postsecondaires et à des réaffectations internes effectuées pour s’aligner avec les priorités ministérielles."
899,"program","ISC-APD00","2016-17","2016-17","EXP,DRR_EXP","L’écart entre les dépenses prévues et réelles s’explique principalement par le nouveau financement attribué dans le cadre du budget de 2016 pour le Fonds d'investissement stratégique pour les établissements postsecondaires, Mitacs Inc. et le Réseau de cellules souches, ainsi que par le transfert à ISDE des responsabilités afférentes à la fondation Technologies du développement durable du Canada."
900,"program","ISC-APG00","2016-17","2016-17","FTE,DRR_FTE","L'écart entre le nombre prévu et le nombre réel d’ETP s’expliquent principalement par une réorganisation interne et par un changement dans les exigences de rapport des fonctions des services organisationnels. Auparavant, si ces fonctions étaient exclusivement décrites dans l'exécution d'un programme, elles ne figuraient que dans le cadre de ce programme. Selon les nouvelles exigences, toutes les fonctions des services organisationnels doivent figurer sous les Services internes."
901,"program","ISC-APJ00","2016-17","2016-17","FTE,DRR_FTE","L’écart entre les ETP est lié aux nouvelles ressources destinées à améliorer le soutien à la croissance des entrepreneurs et des petites entreprises, à des réaffectations internes visant à répondre aux priorités ministérielles et à un changement dans les exigences de rapport des fonctions des services organisationnels. Auparavant, si ces fonctions étaient exclusivement décrites dans l'exécution d'un programme, elles ne figuraient que dans le cadre de ce programme. Selon les nouvelles exigences, toutes les fonctions des services organisationnels doivent figurer sous les Services internes."
902,"program","ISC-APJ00","2016-17","2016-17","EXP,DRR_EXP","L’écart entre les dépenses prévues et réelles s’explique principalement par une baisse des demandes d’indemnisation reçues dans le cadre du Programme FPEC et des paiements effectués au titre des prêts en défaut. La situation est partiellement corrigée par une hausse du financement pour le sous programme Service aux entreprises et par des réaffectations internes destinées à harmoniser le financement avec les exigences du programme."
903,"program","ISC-BNN01","2018-19","2018-19","PLANNED_EXP,DP_EXP","­ Élimination progressive de CodeCan en 2019-2020"
904,"program","ISC-BNN02","2018-19","2018-19","PLANNED_EXP,DP_EXP","- Élimination progressive de Futurpreneur in 2019-2020
 - Élimination progressive de Femmes entrepreneurs en 2020-2021"
905,"program","ISC-BNN03","2018-19","2018-19","PLANNED_EXP,DP_EXP","­ Le soutien approuvé pour le programme Brancher pour innover diminue en 2019-2020 et en 2020-2021.
­ Élimination progressive du programme Un Canada branché 
"
906,"program","ISC-BNO01","2018-19","2018-19","PLANNED_EXP,DP_EXP","­ Élimination progressive du FIS-EPS en 2019-2020
­ Financement approuvé en vue des diminutions à la FCI en 2020-2021
­ Financement approuvé en vue des diminutions à Génome Canada en 2019-2020 et en 2020-2021
­ Élimination progressive de Canarie en 2020-2021"
907,"program","ISC-BNO02","2018-19","2018-19","PLANNED_EXP,DP_EXP","­ Élimination progressive de l'OCDE en 2019-2020
­ Élimination progressive du SAP (Rideau Hall) en 2019-2020"
908,"program","ISC-BNP01","2018-19","2018-19","PLANNED_EXP,DP_EXP","­ Financement approuvé en vue des diminutions de l'ISAD en 2019-2020 et en 2020-2021
­ Financement approuvé en vue des diminutions du FIS en 2019-2020"
909,"program","ISC-BNP05","2018-19","2018-19","PLANNED_EXP,DP_EXP","­ Élimination progressive du programme d'amélioration du soutien aux entrepreneurs en 2019-2020"
910,"program","ISC-BNP07","2018-19","2018-19","PLANNED_EXP,DP_EXP","­ Financement approuvé en vue des augmentations de TDDC et des diminutions en 2020-2021
­ Modification du niveau de référence pour TDDC en 2020-2021"
911,"program","ISC-CRA00","2016-17","2016-17","EXP,DRR_EXP","L’écart entre les dépenses prévues et réelles s’explique principalement par les dépenses en salaires et en avantages sociaux moindres que celles prévues et par un changement dans les exigences de rapport des fonctions des services organisationnels. Auparavant, si ces fonctions étaient exclusivement décrites dans l'exécution d'un programme, elles ne figuraient que dans le cadre de ce programme. Selon les nouvelles exigences, toutes les fonctions des services organisationnels doivent figurer sous les Services internes."
912,"program","ISC-ISC00","2016-17","2016-17","FTE,DRR_FTE","L’écart entre les ETP prévus et réels s’explique principalement par un changement dans les exigences de rapport des fonctions des services organisationnels. Auparavant, si ces fonctions étaient exclusivement décrites dans l'exécution d'un programme, elles ne figuraient que dans le cadre de ce programme. Selon les nouvelles exigences, toutes les fonctions des services organisationnels doivent figurer sous les Services internes."
913,"program","ISC-ISC00","2016-17","2016-17","EXP,DRR_EXP","L’écart entre les dépenses prévues et réelles s’explique principalement par les fonds additionnels reçus en cours d'exercice et aussi par le report du budget d’exploitation, les réaffectations des Services internes et l’harmonisation de l’Architecture d'alignement des programmes."
914,"program","JUS-ASA00","2016-17","2016-17","EXP,DRR_EXP","Haut niveau de rotation des employés, tant au niveau de gestionnaires qu'au niveau des employés. Ce qui résulte en plusieurs projets prévus qui ne se sont pas réalisés."
915,"program","JUS-BNY05","2018-19","2018-19","PLANNED_EXP,DP_EXP","La temporisation de trois initiatives du Fonds d'aide aux victimes explique en majeur partie la réduction du financement."
916,"program","LAC-BHB00","2016-17","2016-17","FTE,DRR_FTE","L’écart entre le nombre d’ETP prévus et réels s’explique par le transfert d’employés d’une direction générale à une autre à la suite de la réorganisation du secteur des Opérations ayant affecté les programmes 1.1, 1.2, 2.1 et 2.3."
917,"program","LAC-BHB00","2016-17","2016-17","EXP,DRR_EXP","L’écart entre les dépenses prévues et réelles s’explique par une réorganisation du secteur des Opérations ayant affecté les programmes 1.1, 1.2, 2.1 et 2.3."
918,"program","LAC-BHC00","2016-17","2016-17","FTE,DRR_FTE","L’écart entre le nombre d’ETP prévus et réels s’explique par le transfert d’employés d’une direction générale à une autre à la suite de la réorganisation du secteur des Opérations ayant affecté les programmes 1.1, 1.2, 2.1 et 2.3."
919,"program","LAC-BHC00","2016-17","2016-17","EXP,DRR_EXP","L’écart entre les dépenses prévues et réelles s’explique par une réorganisation du secteur des Opérations ayant affecté les programmes 1.1, 1.2, 2.1 et 2.3."
920,"program","LAC-BHD00","2016-17","2016-17","FTE,DRR_FTE","L’écart entre le nombre d’ETP prévus et réels s’explique par le transfert d’employés d’une direction générale à une autre à la suite de la réorganisation du secteur des Opérations ayant affecté les programmes 1.1, 1.2, 2.1 et 2.3, ainsi qu'une augmentation minime qui s’explique par l’embauche de personnel afin de répondre aux besoins grandissants en matière d’accès."
921,"program","LAC-BHD00","2016-17","2016-17","EXP,DRR_EXP","L’écart entre les dépenses prévues et réelles s’explique par une réorganisation du secteur des Opérations ayant affecté les programmes 1.1, 1.2, 2.1 et 2.3, ainsi que par des économies générées en raison des délais encourus pour l’établissement d’une entente contractuelle visant à fournir un nouveau système de gestion de bibliothèque."
922,"program","LAC-LJN00","2016-17","2016-17","FTE,DRR_FTE","L’écart entre le nombre d’ETP prévus et réels s’explique par le transfert d’employés d’une direction générale à une autre à la suite de la réorganisation du secteur des Opérations ayant affecté les programmes 1.1, 1.2, 2.1 et 2.3, ainsi que par les départs liés à la fermeture des centres de services régionaux du Pacifique et de l’Atlantique."
923,"program","LAC-LJN00","2016-17","2016-17","EXP,DRR_EXP","L’écart entre les dépenses prévues et réelles s’explique par une réorganisation du secteur des Opérations ayant affecté les programmes 1.1, 1.2, 2.1 et 2.3, ainsi que par les économies réalisées en raison de la fermeture des centres de services régionaux du Pacifique et de l’Atlantique, dans le cadre de la mise en œuvre de la stratégie sur l’infrastructure à long terme."
924,"program","LAC-LJO00","2016-17","2016-17","FTE,DRR_FTE","L’écart entre le nombre d’ETP prévus et réels s’explique par l’embauche de personnel afin de répondre aux besoins grandissants en matière de numérisation à des fins de préservation."
925,"program","LAC-LJO00","2016-17","2016-17","EXP,DRR_EXP","L’écart entre les dépenses prévues et réelles s’explique par un montant reporté pour financer la mise en œuvre de la stratégie sur l’infrastructure à long terme de BAC."
926,"program","MPCC-BDV00","2016-17","2016-17","EXP,DRR_EXP","Il y a eu une baisse significative des services d'enquête en raison d'un nombre inférieur à la normale de cas en cours."
927,"program","MPCC-BVJ01","2018-19","2018-19","PLANNED_FTE,DP_FTE","Further to changes to the organizational structure, it was necessary to realign resources to support the core responsibility in order to resolve complaints in a timely manner and reduce those devoted to internal services"
928,"program","MPCC-ISC00","2016-17","2016-17","EXP,DRR_EXP","Une augmentation des postes vacants a entraîné une baisse des dépenses de Personnel par rapport aux prévisions. De plus, les dépenses liées aux Services professionnels étaient considérablement moins élevées que prévues."
929,"program","MPCC-ISC00","2016-17","2016-17","FTE,DRR_FTE","La différence est attribuable aux postes vacants qui sont restés non dotés toute l'année."
930,"program","MPCC-ISS00","2018-19","2018-19","PLANNED_FTE,DP_FTE","Further to changes to the organizational structure, it was necessary to realign resources to support the core responsibility in order to resolve complaints in a timely manner and reduce those devoted to internal services"
931,"program","NBC-ISC00","2016-17","2016-17","EXP,DRR_EXP","L’écart est dû à des revenus plus élevés de 351  505,00 $, à la diminution du report du budget de fonctionnement de 214 887,00 $, à l’augmentation du régime d’avantages sociaux des employés de 110 469,00 $, à une augmentation de transferts entre programmes internes de 44 568,00 $, à une réduction permanente dans les dépenses liées à la publicité de -41  000,00 $ et à un crédit parlementaire inutilisé de - 1,00 $."
932,"program","NBC-ISS00","2018-19","2018-19","PLANNED_EXP,DP_EXP","Les services internes sont affectés par une diminution des dépenses de fonctionnements, servant à appuyer les projets de santé et sécurité, tel que planifié dans le Budget 2016."
933,"program","ND-BUQ08","2018-19","2018-19","PLANNED_EXP,DP_EXP","Cette augmentation est attribuable à la mise en oeuvre du nouveau programme d’Innovation pour la défense, l’excellence et la sécurité (IDEeS). IDEeS aidera à faciliter l’intégration et l’adoption de nouvelles solutions et capacités pour les Forces armées canadiennes."
934,"program","ND-BUR01","2018-19","2018-19","PLANNED_EXP,DP_EXP","Cette augmentation est attribuable de la mise à niveau de notre flotte navale dans le cadre de la stratégie nationale de construction navale, y compris les navires de soutien interarmées, les navires de patrouille extracôtier et de l’Arctique et les navires de combat canadien"
935,"program","ND-BUR02","2018-19","2018-19","PLANNED_EXP,DP_EXP","Cette diminution est attribuable à l’achèvement de grands projets d’acquisition de biens d’équipement"
936,"program","ND-BUR03","2018-19","2018-19","PLANNED_EXP,DP_EXP","Cette diminution est attribuable à l’achèvement de grands projets d’acquisition de biens d’équipement"
937,"program","ND-BUR04","2018-19","2018-19","PLANNED_EXP,DP_EXP","Cette diminution est attribuable à l’achèvement de grands projets d’acquisition de biens d’équipement"
938,"program","ND-BUS02","2018-19","2018-19","PLANNED_EXP,DP_EXP","Cette diminution est attribuable à l’achèvement de grands projets d’infratructure"
939,"program","ND-BUS06","2018-19","2018-19","PLANNED_EXP,DP_EXP","L’écart est attribuable à une diminution du financement pour le plan d’action pour les sites contaminés fédéraux (PASCF)"
940,"program","ND-CQB00","2016-17","2016-17","FTE,DRR_FTE","Les écarts entre les ETP prévus et réels aux niveaux Sous-Programme et Sous-Sous-Programme sont principalement dus à un changement des activités dans l’ensemble de l’architecture d’alignement des programmes."
941,"program","NEB-AUD00","2016-17","2016-17","EXP,DRR_EXP","L’écart est attribuable à des sommes inutilisées au titre du Programme d’aide financière aux participants en raison du report de la méga-audience sur le projet Énergie Est et d’affectations pour les services administratifs, les déplacements et le soutien s’y rattachant, ainsi qu’à une modification des profils de dépenses pour l’examen des projets d’envergure et à la redistribution de ressources après l’adoption du cadre ministériel des résultats."
942,"program","NEB-AUF00","2016-17","2016-17","FTE,DRR_FTE","L’écart est attribuable à une redistribution d’équivalents temps plein du programme d’information sur l’énergie aux services internes afin de soutenir la mise en œuvre de la Politique sur les résultats."
943,"program","NEB-AUF00","2016-17","2016-17","EXP,DRR_EXP","L’écart est attribuable à une redistribution de ressources internes du programme d’information sur l’énergie aux services internes afin de soutenir la mise en œuvre de la Politique sur les résultats."
944,"program","NEB-ISC00","2016-17","2016-17","FTE,DRR_FTE","L’écart est attribuable à une redistribution d’équivalents temps plein du programme d’information sur l’énergie aux services internes afin de soutenir la mise en œuvre de la Politique sur les résultats et du système de gestion de l’Office."
945,"program","NEB-ISC00","2016-17","2016-17","EXP,DRR_EXP","L’écart est attribuable à une redistribution de ressources internes afin de soutenir la mise en œuvre de la Politique sur les résultats et du système de gestion de l’Office."
946,"program","NFB-AEA00","2016-17","2016-17","FTE,DRR_FTE","L’écart s’explique par un changement de méthodologie pour l’affectation aux services de postproduction des ETP qui étaient auparavant principalement affectés aux activités de production. La méthodologie a été revue et améliorée afin de refléter la part des services techniques internes consacrée à la livraison des produits dans les différents formats physiques et numériques."
947,"program","NFB-AEA00","2016-17","2016-17","EXP,DRR_EXP","L’écart provient d’un retard dans des projets réalisés dans le cadre de partenariats, du report de dépenses liées au déménagement de l’ONF et d’une révision de la répartition des coûts de services techniques."
948,"program","NFB-BLT00","2016-17","2016-17","EXP,DRR_EXP","L’écart s’explique par un changement de méthodologie pour l’affectation aux services de postproduction des ETP qui étaient auparavant principalement affectés aux activités de production. La méthodologie a été revue et améliorée afin de refléter la part des services techniques internes consacrée à la livraison des produits dans les différents formats physiques et numériques."
949,"program","NFB-BLT00","2016-17","2016-17","FTE,DRR_FTE","L’écart s’explique par un changement de méthodologie pour l’affectation aux services de postproduction des ETP qui étaient auparavant principalement affectés aux activités de production. La méthodologie a été revue et améliorée afin de refléter la part des services techniques internes consacrée à la livraison des produits dans les différents formats physiques et numériques."
950,"program","NFB-BSM01","2018-19","2018-19","PLANNED_EXP,DP_EXP","Relocalisation du siège social incluse au budget de 2018-19"
951,"program","NFB-BSP01","2018-19","2018-19","PLANNED_EXP,DP_EXP","Relocalisation du siège social incluse au budget de 2018-19"
952,"program","NFB-BSP02","2018-19","2018-19","PLANNED_EXP,DP_EXP","Relocalisation du siège social incluse au budget de 2018-19"
953,"program","NFB-BSP03","2018-19","2018-19","PLANNED_EXP,DP_EXP","Relocalisation du siège social incluse au budget de 2018-19"
954,"program","NFB-ISC00","2016-17","2016-17","EXP,DRR_EXP","La majeure partie des dépenses réelles correspondent à la mise en œuvre du projet de transformation organisationnelle «?Notre avenir, maintenant?», qui définit la vision de l’ONF du futur, ainsi qu’au déploiement de la dernière phase du projet Eureka, afin de se conformer à la Directive sur la tenue de documents."
955,"program","NFB-ISC00","2016-17","2016-17","FTE,DRR_FTE","L’écart provient de ressources supplémentaires consacrées à l’amélioration de la conformité avec les directives du Conseil du Trésor, notamment en ce qui a trait à la gestion de l’information, ainsi que de ressources consacrées à la transformation organisationnelle et à la gestion des changements liés aux déménagements du bureau central de l’ONF et des bureaux de Toronto et d’Edmonton."
956,"program","NFB-ISS00","2018-19","2018-19","PLANNED_EXP,DP_EXP","Relocalisation du siège social et implantation du système de gestion financière et ressources matérielles prévus en 2018-19"
957,"program","NPA-AUP00","2016-17","2016-17","EXP,DRR_EXP","Afin de s’adapter à la réduction des activités liées au projet de GRA dans un avenir prévisible, l’Administration a réduit ses opérations tout en continuant à respecter les obligations courantes du Canada énoncées dans la Loi."
958,"program","NPA-AUP00","2016-17","2016-17","FTE,DRR_FTE","Afin de s’adapter à la réduction des activités liées au projet de GRA dans un avenir prévisible, l’Administration a réduit ses opérations tout en continuant à respecter les obligations courantes du Canada énoncées dans la Loi."
959,"program","NPB-AXY00","2016-17","2016-17","EXP,DRR_EXP","Au cours de l'année, la CLCC a continué de travailler pour éliminer l'arriéré des demandes de pardons,  en traitant et menant à terme 3 865 demandes de pardon, ce qui a donné lieu à l'élimination de l'arriéré des demandes de pardon, ceci n'était pas inclus dans les dépenses prévues."
960,"program","NPB-BUA01","2018-19","2018-19","PLANNED_EXP,DP_EXP","Pour 2018-2019, les dépenses prévues pour cette responsabilité varient selon les dépenses prévues pour 2019-2020 et 2020-2021 en raison de l'augmentation du financement prévu pour l'année et des dépenses sur les secteurs prioritaires décrits dans le Plan ministériel."
961,"program","NPB-BUB01","2018-19","2018-19","PLANNED_EXP,DP_EXP","Pour 2018-2019, les dépenses prévues pour cette responsabilité varient selon les dépenses prévues pour 2019-2020 et 2020-2021 en raison de l'augmentation du financement prévu pour l'année et des dépenses sur les secteurs prioritaires décrits dans le Plan ministériel. Les dépenses prévues en 2018-2019 correspondent aux dépenses dans cette zone de responsabilité au cours des dernières années."
962,"program","NPB-BUC01","2018-19","2018-19","PLANNED_EXP,DP_EXP","Les revenus provenant de la suspension du casier dans le Budget principal des dépenses reflètent le seuil de rentabilité estimé de 12 000 demandes acceptées. Les dépenses prévues pour 2018-2019 reflètent une prévision inférieure basée sur les activités récentes."
963,"program","NPB-ISC00","2016-17","2016-17","EXP,DRR_EXP","L'utilisation des ressources financières et humaines par les Services internes a été inférieure à celle prévue en raison de postes devenus vacants de façon imprévisible et de la réaffectation des ressources à des priorités plus importantes."
964,"program","NPB-ISS00","2018-19","2018-19","PLANNED_EXP,DP_EXP","Pour 2018-2019, les dépenses prévues pour cette responsabilité varient selon les dépenses prévues pour 2019-2020 et 2020-2021 en raison de l'augmentation du financement prévu pour l'année et des dépenses sur les secteurs prioritaires décrits dans le Plan ministériel."
965,"program","NR-BMT00","2016-17","2016-17","FTE,DRR_FTE","L’augmentation de l’écart entre les ETP prévus et les ETP réels est principalement attribuable à l’embauche découlant du financement alloué dans le budget supplémentaire des dépenses pour la modernisation de l’Office national de l’énergie et la protection des aires marines ainsi que la réallocation des ressources d’autres secteurs de programme."
966,"program","NR-BMT00","2016-17","2016-17","EXP,DRR_EXP","L’augmentation de l’écart est principalement attribuable au financement supplémentaire reçu en cours d’exercice dans le budget supplémentaire des dépenses pour la modernisation de l’Office national de l’énergie, le financement de la protection des zones marines et côtières, le Programme d’adaptation aux changements climatiques, le règlement des droits miniers de la Commission d’établissement des soldats du Canada et la redistribution des dépenses immobilières liées aux édifices à vocation spéciale et à l’Initiative sur les infrastructures fédérales, prévus dans les services internes."
967,"program","NR-BMU00","2016-17","2016-17","FTE,DRR_FTE","L’augmentation de l’écart entre les ETP prévus et réels est principalement attribuable à l’embauche d’étudiants et de travailleurs occasionnels pour le programme sur les métaux des terres rares et la chromite, et à l’embauche de personnel pour terminer les livrables du projet."
968,"program","NR-BMV00","2016-17","2016-17","FTE,DRR_FTE","L’augmentation de l’écart entre les ETP prévus et les ETP réels est principalement attribuable à la réaffectation des ressources à d’autres secteurs du programme."
969,"program","NR-BMV00","2016-17","2016-17","EXP,DRR_EXP","L’augmentation de l’écart entre les dépenses prévues et les dépenses réelles est principalement attribuable au financement supplémentaire reçu en cours d’exercice dans le budget supplémentaire des dépenses pour la Stratégie intérimaire de gestion des projets de pipelines. Cette augmentation s’explique également par une redistribution des dépenses immobilières liées aux édifices à vocation spéciale et à l’Initiative sur les infrastructures fédérales prévues dans les Services internes, tandis que les coûts réels sont associés au programme approprié, conformément aux lignes directrices du SCT."
970,"program","NR-BMW00","2016-17","2016-17","EXP,DRR_EXP","La réduction de l’écart entre les dépenses prévues et les dépenses réelles est principalement attribuable à la baisse des redevances versées au Fonds terre-neuvien des recettes provenant des ressources en hydrocarbures à cause d’une baisse des prix du pétrole depuis les prévisions sur les redevances, faites à l’automne de 2015, jusqu’au moment de leur versement, ainsi qu’à des remises de fonds à la baisse perçus par l’Office Canada-Terre-Neuve-et-Labrador des hydrocarbures extracôtiers et de l’Office Canada-Nouvelle-Écosse sur les hydrocarbures extracôtiers en raison du délai de recouvrement."
971,"program","NR-BMX00","2016-17","2016-17","FTE,DRR_FTE","L’augmentation de l’écart entre les ETP prévus et les ETP réels est principalement attribuable à l’embauche découlant du financement alloué dans le budget supplémentaire des dépenses pour les programmes sur la croissance propre et les changements climatiques, et d’infrastructure écologique."
972,"program","NR-BMY00","2016-17","2016-17","FTE,DRR_FTE","L’augmentation de l’écart entre les ETP prévus et les ETP réels est principalement attribuable à l’embauche liée au financement obtenu grâce au budget supplémentaire des dépenses."
973,"program","NR-BMY00","2016-17","2016-17","EXP,DRR_EXP","L’augmentation de l’écart est principalement attribuable au financement additionnel reçu en cours d’exercice dans le budget supplémentaire des dépenses pour les programmes sur la croissance propre et les changements climatiques, d’infrastructure écologique et de technologies pétrolières et gazières plus propres, ainsi qu’à la redistribution des dépenses immobilières liées aux édifices à vocation spéciales et à l’Initiative sur les infrastructures fédérales. Ces augmentations sont compensées par les fonds transférés à l’ISDE pour le Fonds d’appui technologique au développement durable."
974,"program","NR-BMZ00","2016-17","2016-17","EXP,DRR_EXP","L’augmentation de l’écart entre les dépenses prévues et les dépenses réelles s’explique principalement par la redistribution des dépenses immobilières liées aux édifices à vocation spéciales et à l’Initiative sur les infrastructures fédérales prévues dans les Services internes, tandis que les coûts réels sont associés au programme approprié, de même que par le financement additionnel reçu en cours d’exercice dans le budget supplémentaire des dépenses pour les objectifs de conservation marine, compensées par le report de fonds à des années postérieures pour l’assainissement de la mine Gunnar."
975,"program","NR-BNA00","2016-17","2016-17","EXP,DRR_EXP","L’augmentation de l’écart entre les dépenses prévues et les dépenses réelles est principalement attribuable à une redistribution des dépenses immobilières liées aux édifices à vocation spéciale et à l’Initiative sur les infrastructures fédérales prévues dans les Services internes, tandis que les coûts réels sont associés au programme approprié, conformément aux lignes directrices du SCT."
976,"program","NR-BTL02","2018-19","2018-19","PLANNED_FTE,DP_FTE","Le déclin entre les ETP prévus de 2019-2020 et de 2020-2021 est principalement  lié à l'expiration des autorisations budgétaires rattachées au programme Géocartographie de l'énergie et des minéraux. Toute décision gouvernementale concernant le renouvellement de ce programme sera incluse dans les prochains documents."
977,"program","NR-BTL02","2018-19","2018-19","PLANNED_EXP,DP_EXP","Le déclin entre les dépenses prévues de 2018-2019 et de 2019-2020 est principalement lié au déclin du profil financier du programme Géocartographie de l'énergie et des minéraux.   

Le déclin entre les dépenses prévues de 2019-2020 et de 2020-2021 est principalement lié à l'expiration des autorisations budgétaires du programme Géocartographie de l'énergie et des minéraux prenant fin le 31 mars 2020.

Toute décision gouvernementale concernant le renouvellement de ce programme sera incluse dans les prochains documents."
978,"program","NR-BTL05","2018-19","2018-19","PLANNED_EXP,DP_EXP","Le déclin entre les dépenses prévues de 2019-2020 et de 2020-2021 est principalement lié à l'expiration des autorisations budgétaires pour le Régime de gestion des terres des Premières nations, soit des fonds en provenance du ministère Relations Couronne-Autochtones et Affaires du Nord Canada. Toute décision  concernant le renouvellement de ce transfert sera incluse dans les prochains documents."
979,"program","NR-BTL06","2018-19","2018-19","PLANNED_EXP,DP_EXP","Le déclin entre les dépenses prévues de 2018-2019 et de 2019-2020 est principalement lié au déclin du profil financier du programme objectifs de conservation marine et de l'Initiative géoscientifique ciblée.   

Le déclin entre les dépenses prévues de 2019-2020 et de 2020-2021 est principalement lié à l'expiration des autorisations budgétaires du programme objectifs de conservation marine et de l'Initiative géoscientifique ciblée prenant fin le 31 mars 2020.

Toute décision gouvernementale concernant le renouvellement de ces programmes sera incluse dans les prochains documents.
"
980,"program","NR-BTL09","2018-19","2018-19","PLANNED_FTE,DP_FTE","Le déclin entre les ETP prévus de 2019-2020 et de 2020-2021 est lié au fait que les employés occasionnels et déterminés n'ont pas fait l'objet de projections futures."
981,"program","NR-BTL09","2018-19","2018-19","PLANNED_EXP,DP_EXP","L'augmentation entre les dépenses prévues de 2018-2019 et de 2019-2020 est principalement liée à la hausse du profil financier du programme Renforcer la capacité et l’expertise régionales en matière d’adaptation. 

Le déclin entre les dépenses prévues de 2019-2020 et de 2020-2021 est principalement lié au déclin du profil financier du programme Adaptation aux changements climatiques."
982,"program","NR-BTM02","2018-19","2018-19","PLANNED_FTE,DP_FTE","Le déclin entre les ETP prévus de 2019-2020 et de 2020-2021 est principalement lié au déclin du profil financier de l'initiative de la croissance propre dans l'avancement des technologies propres et l'initiative Impact Canada."
983,"program","NR-BTM02","2018-19","2018-19","PLANNED_EXP,DP_EXP","Le déclin entre les dépenses prévues de 2019-2020 et de 2020-2021 est principalement lié au déclin du profil financier de l'initiative de la croissance propre dans l'avancement des technologies propres et l'initiative Impact Canada.   
"
984,"program","NR-BTM03","2018-19","2018-19","PLANNED_EXP,DP_EXP","Le déclin entre les dépenses prévues de 2018-2019 et de 2019-2020 est principalement lié au déclin du profil financier du programme Démonstration d'infrastructures pour les véhicules électriques."
985,"program","NR-BTM05","2018-19","2018-19","PLANNED_FTE,DP_FTE","Le déclin entre les ETP prévus de 2019-2020 et de 2020-2021 est principalement lié à l'expiration des autorisations budgétaires du programme d'innovation en foresterie prenant fin le 31 mars 2020.

Toute décision gouvernementale concernant le renouvellement de ce programme sera incluse dans les prochains documents."
986,"program","NR-BTM05","2018-19","2018-19","PLANNED_EXP,DP_EXP","Le déclin entre les dépenses prévues de 2019-2020 et de 2020-2021 est principalement lié à l'expiration des autorisations budgétaires du programme d'innovation en foresterie prenant fin le 31 mars 2020.

Toute décision gouvernementale concernant le renouvellement de ce programme sera incluse dans les prochains documents."
987,"program","NR-BTM08","2018-19","2018-19","PLANNED_EXP,DP_EXP","L'augmentation entre les dépenses prévues de 2019-2020 et de 2020-2021 est principalement liée à la hausse du profil financier du programme de déploiement des véhicules électriques."
988,"program","NR-BTM09","2018-19","2018-19","PLANNED_EXP,DP_EXP","Le déclin entre les dépenses prévues de 2018-2019 et de 2019-2020 est principalement lié au déclin du profil financier du programme écoÉNERGIE pour l’électricité renouvelable contrebalancée par une hausse dans le profil financier du programme des nouvelles énergies renouvelables. 

Le déclin entre les dépenses prévues de 2019-2020 et de 2020-2021 est principalement lié au déclin du profil financier du programme écoÉNERGIE pour l’électricité renouvelable contrebalancée par une hausse dans le profil financier du programme d'énergie propre pour les collectivités rurales et éloignées."
989,"program","NR-BTO01","2018-19","2018-19","PLANNED_FTE,DP_FTE","Le déclin entre les ETP prévus de 2019-2020 et de 2020-2021 est principalement lié à l'expiration des autorisations budgétaires des programmes Investissements dans la transformation de l'industrie forestière, Développement des marchés et Innovation en foresterie prenant fin le 31 mars 2020.

Toute décision gouvernementale concernant le renouvellement de ces programmes sera incluse dans les prochains documents."
990,"program","NR-BTO01","2018-19","2018-19","PLANNED_EXP,DP_EXP","L'augmentation entre les dépenses prévues de 2018-2019 et de 2019-2020 est principalement liée à la hausse du profil financier d'Investissement dans la transformation de l'industrie forestière. Le déclin entre les dépenses prévues de 2019-2020 et de 2020-2021 est principalement lié à l'expiration des autorisations budgétaires des programmes Investissements dans la transformation de l'industrie forestière, Développement des marchés et Innovation en foresterie prenant fin le 31 mars 2020. Toute décision concernant le renouvellement de ces programmes sera incluse dans les prochains documents."
991,"program","NR-BTO05","2018-19","2018-19","PLANNED_EXP,DP_EXP","Les paiements législatifs exigés en vertu de la loi des Accords atlantiques extracôtiers ce fluctuent significativement en fonction du prix du pétrole et du gaz, du niveau de production et des impôts sur les bénéfices prévus pour les activités en mer. Les prévisions du modèle économique à l'automne 2017 prévoyaient une augmentation au niveau des paiements exigés de 2018-2019 à 2019-2020 et un déclin au niveau des paiements exigés de 2019-2020 à 2020-2021."
992,"program","NR-BTO06","2018-19","2018-19","PLANNED_FTE,DP_FTE","Le déclin entre les ETP prévus de 2018-2019 et de 2019-2020 est principalement lié à l'expiration des autorisations budgétaires du programme de la participation des Autochtones dans des projets d'infrastructure énergétique sur la côte Ouest prenant fin le 31 mars 2019.

Toute décision gouvernementale concernant le renouvellement de ce programme sera incluse dans les prochains documents."
993,"program","NR-BTO06","2018-19","2018-19","PLANNED_EXP,DP_EXP","Le déclin entre les dépenses prévues de 2018-2019 et de 2019-2020 est lié à l'expiration des autorisations budgétaires du programme de la participation des Autochtones dans des projets d'infrastructure énergétique sur la côte Ouest prenant fin le 31 mars 2019. Toute décision concernant le renouvellement de ce programme sera incluse dans les prochains documents. Le déclin entre les dépenses prévues de 2019-2020 et de 2020-2021 est lié au déclin du profil financier du programme des comités autochtones de consultation et de surveillance à l'égard des projets d'infrastructure énergétique."
