service_id,year,cra_business_ids_collected,sin_collected,phone_inquiry_count,online_inquiry_count,online_application_count,live_application_count,mail_application_count,other_application_count,comment_en,comment_fr
1134,2018,Not Applicable,No,,0.0,,,,387.0,"GBA+ in process.
Number of Website Visits is currently unavailable.
This service does not utilize the following service delivery channels, and therefore data on use of these channels is not applicable: Telephone, Online Applications, In-Person Applications, Applications by Mail.","ACS+ en processus.
Le nombre de visites sur le site Web n'est actuellement pas disponible.
Ce service n’utilise pas les canaux de prestation de services suivants. Par conséquent, les données relatives à l’utilisation de ces canaux ne sont pas applicables : demandes téléphoniques, demandes en ligne, demandes en personne, demandes par courrier."
1135,2018,Not Applicable,No,,0.0,,,,,"GBA+ in process.
Number of Website Visits is currently unavailable.
This service does not utilize the following service delivery channels, and therefore data on use of these channels is not applicable: Telephone, Online Applications, In-Person Applications, Applications by Mail.","ACS+ en processus.
Le nombre de visites sur le site Web n'est actuellement pas disponible.
Ce service n’utilise pas les canaux de prestation de services suivants. Par conséquent, les données relatives à l’utilisation de ces canaux ne sont pas applicables : demandes téléphoniques, demandes en ligne, demandes en personne, demandes par courrier."
1145,2018,Not Applicable,No,28508.0,300971.0,,0.0,0.0,,"This service does not utilize the following service delivery channels, and therefore data on use of these channels is not applicable: Online Applications, Applications through other channels. Data for the following service delivery channels is not currently available: In-person applications, Applications by mail.","Ce service n’utilise pas les canaux de prestation de services suivants et, par conséquent, les données relatives à l’utilisation de ces canaux ne sont pas applicables : demandes téléphoniques, visites sur le site Web, demandes en ligne, demandes en personne, demandes par courrier."
1736,2018,Not Applicable,Not Applicable,47749.0,,724.0,156.0,70.0,9900.0,"The numbers provided are for both CIRNAC and ISC. Information and data is common across both departments. The public enquiries contact centre answered 47,749 enquiries by phone, 9577 enquiries by e-mail and 333 enquiries by fax. The website visits is based on the Contact Us page which lists other contact points apart from this service. It is not possible to isolate those visits that were made specifically to the PECC.","Les nombres fournis sont pour RCAANC et SAC. Les renseignements et les données sont partagés par les deux ministères. Le centre d’appels du public a répondu à 47 749 demandes par téléphone, à 9 577 demandes par courrier électronique et à 333 demandes par télécopieur. Le nombre de visites du site Web est fondé sur la page Contactez-nous, qui présente d’autres points de contact que ce service. Il n’est pas possible d’isoler les visites effectuées particulièrement pour le CCRP."
878,2018,No,No,0.0,0.0,0.0,0.0,0.0,116.0,"We do not have statistics on the number of telephone inquiries nor website hits. Note that the data is not extractable, it is all manual work.","Nous n'avons pas de statistiques sur le nombre de demandes de renseignements par téléphone ni le nombre de clics pour le site web. Les données ne peuvent pas être extraites, puisque c'est du travail manuel."
1806,2018,Not Applicable,No,,,,,,,Service Delivery Channels will vary in relation to community needs and capacity.,Les modes de prestation de services varieront en fonction des besoins et de la capacité de la communauté.
850,2018,No,Not Applicable,,,,,,,"Regarding feedback options, in addition to the availability of the Pest Management Information Service, Section 5.6 of Regulatory Directive DIR2017-01, Management of Submissions Policy, details dispute resolution options and the escalation process.

Regarding all service volumetrics, this inventory represents a first draft for PMRA. The availability of data is being confirmed and the data analyzed to verify that it aligns with the services as reflected here (i.e. metric information may not be available separated by service given shared channels of delivery)","Concernant les options de rétroaction, en plus du Service de renseignements sur la lutte antiparasitaire, l'article 5.6 de la directive DIR2017-01 intitulée """"Politique sur la gestion des demandes d'homologation"""" précise les options de résolution des différends et le processus de renvoi au niveau supérieur.

Concernant la mesure du volume de service, cet inventaire est une première ébauche pour l'ARLA. La disponibilité des données est en train d'être confirmée, et les données sont analysées pour en vérifier la concordance avec les services, comme dans le cas présent (c'est-à-dire que des mesures peuvent ne pas être obtenues par service, en raison des voies communes d'acheminement)."
1776,2018,Not Applicable,Not Applicable,0.0,,,,,,"- Numerous calls between INFC and funding recipients.
- No new applications in Fiscal Year 2018-2019.","- De nombreux appels entre l'INFC et les bénéficiaires de financement.
- Aucune nouvelle demande pour l'année fiscale 2018-2019."
247,2018,Yes,Not Applicable,0.0,33217.0,666.0,0.0,0.0,0.0,Information related to this service is available online. Some information requires a user account and all funding recipients must submit an application. Funding agreements are entered into with successful applicants and claims are submitted before payments are issued.,Des renseignements liés à ce service sont disponibles en ligne. Certains renseignements demandent un compte utilisateur et tout bénéficiaire de financement doit soumettre une demande. Les ententes de financement sont conclues avec les candidats retenus et les dépenses sont soumises avant que les paiements soient effectués.
1774,2018,Not Applicable,Not Applicable,0.0,,0.0,0.0,0.0,0.0,"- Numerous calls between INFC and funding recipients.
- No new applications in Fiscal Year 2018-2019","- De nombreux appels entre l'INFC et les bénéficiaires de financement.
- Aucune nouvelle demande pour l'année fiscale 2018-2019."
874,2018,No,No,0.0,0.0,0.0,0.0,3028.0,0.0,"We do not have statistics on the number of telephone inquiries, and the number of website visits. CPP applications are submitted by mail therefore none are received online or in person.",Nous ne disposons pas de statistiques sur le nombre de demandes de renseignements téléphoniques et le nombre de visites sur le site Web. Les demandes de CPP sont soumises par courrier alors aucune n'est recu en personne ou par voie electronique.
980,2018,Yes,No,0.0,18156.0,328.0,0.0,0.0,0.0,Information related to this service is available online. Some information requires a user account and all funding recipients must submit an application. Funding agreements are entered into with successful applicants and claims are submitted before payments are issued.,Des renseignements liés à ce service sont disponibles en ligne. Certains renseignements demandent un compte utilisateur et tout bénéficiaire de financement doit soumettre une demande. Les ententes de financement sont conclues avec les candidats retenus et les dépenses sont soumises avant que les paiements soient effectués.
1140,2018,Not Applicable,Not Applicable,,,,,41.0,,"This service does not utilize the following service delivery channels, and therefore data on use of these channels is not applicable: Telephone, Website Visits, Online Applications, In-Person Applications.","Ce service n’utilise pas les canaux de prestation de services suivants et, par conséquent, les données relatives à l’utilisation de ces canaux ne sont pas applicables : demandes téléphoniques, visites sur le site Web, demandes en ligne, demandes en personne, demandes par courrier."
1949,2018,Not Applicable,No,0.0,0.0,0.0,0.0,0.0,0.0,Number of interactions not currently available.,Nombre d'interactions non disponibles actuellement.
859,2018,No,Not Applicable,,,,,,,"Regarding feedback options, in addition to the availability of the Pest Management Information Service, Section 5.6 of Regulatory Directive DIR2017-01, Management of Submissions Policy, details dispute resolution options and the escalation process.

Regarding all service volumetrics, this inventory represents a first draft for PMRA. The availability of data is being confirmed and the data analyzed to verify that it aligns with the services as reflected here (i.e. metric information may not be available separated by service given shared channels of delivery)","Concernant les options de rétroaction, en plus du Service de renseignements sur la lutte antiparasitaire, l'article 5.6 de la directive DIR2017-01 intitulée """"Politique sur la gestion des demandes d'homologation"""" précise les options de résolution des différends et le processus de renvoi au niveau supérieur.

Concernant la mesure du volume de service, cet inventaire est une première ébauche pour l'ARLA. La disponibilité des données est en train d'être confirmée, et les données sont analysées pour en vérifier la concordance avec les services, comme dans le cas présent (c'est-à-dire que des mesures peuvent ne pas être obtenues par service, en raison des voies communes d'acheminement)."
1000,2018,Not Applicable,Not Applicable,,,,,,,"The objective of this service is to support the ""Permanent bilateral mechanisms"". This service does not utilize the following service delivery channels, and therefore data on use of these channels is not applicable: Telephone, Website Visits, Online Applications, In-Person Applications, Applications by Mail.","L’objectif de ce service est d’appuyer les « Mécanismes bilatéraux permanents ». Ce service n’utilise pas les canaux de prestation de services suivants et, par conséquent, les données relatives à l’utilisation de ces canaux ne sont pas applicables : demandes téléphoniques, visites sur le site Web, demandes en ligne, demandes en personne, demandes par courrier."
1772,2018,Not Applicable,Not Applicable,0.0,0.0,,,,0.0,This is not an online service.,Ceci n'est pas un service en ligne.
1809,2018,Not Applicable,No,,,,,,,"Communicable Diseases control is a mandatory programs within FNIHB as it has a direct impact on health and safety, is tied to legislated provincial or territorial standards, requiring specific professional certifications.  Service Delivery Channels will vary in relation to community needs and capacity.","Le contrôle des maladies transmissibles constitue des programmes obligatoires au sein de la DGSPNI, puisqu’ils ont une incidence directe sur la santé et la sécurité. Ils sont liés aux normes provinciales ou territoriales prescrites par la loi et exigent des certifications professionnelles spécifiques. Les modes de prestation de services varieront en fonction des besoins et de la capacité de la communauté."
860,2018,No,Not Applicable,,,,,,,"Regarding feedback options, in addition to the availability of the Pest Management Information Service, Section 5.6 of Regulatory Directive DIR2017-01, Management of Submissions Policy, details dispute resolution options and the escalation process.

Regarding all service volumetrics, this inventory represents a first draft for PMRA. The availability of data is being confirmed and the data analyzed to verify that it aligns with the services as reflected here (i.e. metric information may not be available separated by service given shared channels of delivery)","Concernant les options de rétroaction, en plus du Service de renseignements sur la lutte antiparasitaire, l'article 5.6 de la directive DIR2017-01 intitulée """"Politique sur la gestion des demandes d'homologation"""" précise les options de résolution des différends et le processus de renvoi au niveau supérieur.

Concernant la mesure du volume de service, cet inventaire est une première ébauche pour l'ARLA. La disponibilité des données est en train d'être confirmée, et les données sont analysées pour en vérifier la concordance avec les services, comme dans le cas présent (c'est-à-dire que des mesures peuvent ne pas être obtenues par service, en raison des voies communes d'acheminement)."
1948,2018,Not Applicable,No,0.0,0.0,0.0,0.0,0.0,0.0,Number of interactions not currently available.,Nombre d'interactions non disponibles actuellement.
1136,2018,Not Applicable,Not Applicable,,,,,,,"This service does not utilize the following service delivery channels, and therefore data on use of these channels is not applicable: Telephone, Website Visits, Online Applications, In-Person Applications, Applications by Mail.","Ce service n’utilise pas les canaux de prestation de services suivants et, par conséquent, les données relatives à l’utilisation de ces canaux ne sont pas applicables : demandes téléphoniques, visites sur le site Web, demandes en ligne, demandes en personne, demandes par courrier."
1193,2018,Not Applicable,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,,
1813,2018,Not Applicable,No,,,,,,,Service Delivery Channels will vary in relation to community needs and capacity.,Les modes de prestation de services varieront en fonction des besoins et de la capacité de la communauté.
267,2018,Not Applicable,No,0.0,0.0,112.0,,,,"The Environmental Funding - Habitat Stewardship Program program uses an online system for applicants to complete and submit funding applications. The number of submitted applications does not represent the number of projects that were funded. The Program does not accept in-person applications, mail applications or other channel applications. 
Since the program is coordinated nationally, but administered regionally, we cannot provide a number for the number of phone inquiries, since calls can be received by the regional coordinators. 
We are unable to provide a number for the website visits as the coordinating group in NCR does not track this. Additionally, two websites would be needed to be considered: the Program website and the Online application system, which are managed by two different groups.","Le Programme d'intendance de l'habitat pour les espèces en péril utilise un système en ligne pour que les requérants puissent compléter et soumettre leurs demandes de financement. Le nombre de demandes soumises ne représente pas le nombre de projets financés. Le programme n'accepte pas les demandes en personne, par courriel ou par tout autre moyen. Dans la mesure où le programme est géré au niveau national, mais administré par les bureaux régionaux, nous ne pouvons fournir d'information concernant le nombre d'appels téléphoniques ; et ce, parce que les coordonnateurs régionaux peuvent recevoir ces appels. Nous ne sommes pas en mesure de fournir d'indication concernant le nombre de consultations du site Web car l'équipe de la RCN qui coordonne le programme n'en fait aucun suivi. De plus, deux sites Web seraient nécessaires : un site Web pour le programme et un pour le système de demandes en ligne, qui sont gérés par deux groupes différents."
1952,2018,No,No,0.0,0.0,0.0,0.0,0.0,0.0,Number of interactions not currently available.,Nombre d'interactions non disponibles actuellement.
1469,2018,Not Applicable,Not Applicable,3.0,,0.0,0.0,0.0,16.0,"Applications for these services generally received by email; Exact number of users depends on whether one counts individuals, organizations, satellites. This service is not mentioned on a website.","Les applications pour ce service sont généralement reçues par courriel. Le nombre exact d’utilisateurs varie dépendamment de qui l’on compte, individus, organisations ou satellites. Ce service n'est pas affiché sur un site web."
1148,2018,Not Applicable,No,4386.0,1075064.0,,11278.0,42163.0,,"This service does not utilize the following service delivery channels, and therefore data on use of these channels is not applicable: Online Applications, Applications through other channels.","Ce service n’utilise pas les canaux de prestation de services suivants. Par conséquent, les données relatives à l’utilisation de ces canaux ne sont pas applicables : applications en ligne, applications via d’autres canaux."
1196,2018,No,No,45.0,0.0,180.0,0.0,0.0,0.0,Data on Website Visits is not available at this time.,Les données sur les visites du site Web ne sont pas disponibles pour le moment.
1188,2018,Not Applicable,No,1000.0,,,,,,"This service does not utilize the following service delivery channels, and therefore data on use of these channels is not applicable: Website Visits, Online Applications, In-Person Applications, Applications by Mail.","Ce service n’utilise pas les canaux de prestation de services suivants et, par conséquent, les données relatives à l’utilisation de ces canaux ne sont pas applicables : visites sur le site Web, applications en ligne, applications en personne, applications par courrier."
1366,2018,Not Applicable,Not Applicable,150.0,96.0,0.0,1088.0,3.0,642.0,The numbers provided are for both CIRNAC and ISC. Information and data is common across both departments. Website visit statistics available for Internet site only (secondary URL). Intranet statistics not available (Library is mainly an internal service). The website visits for URL # 1 is based on the Contact Us page which lists other contact points apart from this service. It is not possible to isolate those visits that were made specifically to the Library.,"Les nombres fournis sont pour RCAANC et SAC. Les renseignements et les données sont partagés par les deux ministères. Les statistiques des visites du site Web sont disponibles pour le site Internet seulement (URL secondaire). Les statistiques pour l’intranet ne sont pas disponibles (le service de bibliothèque est principalement un service interne). Le nombre de visites du site Web pour la première URL est fondé sur la page Contactez-nous, qui présente d’autres points de contact que ce service. Il n’est pas possible d’isoler les visites effectuées particulièrement pour la bibliothèque."
1682,2018,Not Applicable,Not Applicable,,,,,,,Information is not yet provide,L'information n'est pas encore fournie
1294,2018,Yes,Yes,0.0,40000000.0,85000.0,,,,"Data on phone enquiries not available because Job Bank is co-delivered with PTs and receives calls through each PT partner.

Volume for online applications are broken down as follows: 30,000 new employer files, 55,000 employers posted on  Job Bank.

Due to the nature of this service, it is provided online only. Therefore, in-person visits and applications via other channels do not apply.","Les données sur les demandes téléphoniques ne sont pas disponibles puisque les services du Guichet-Emplois sont offerts en partenariat avec les provinces et territoires, et il reçoit des appels par le biais de tous les partenaires provinciaux et territoriaux.

Le nombre de demandes soumises en ligne est ventilé comme suit : 30 000 nouveaux dossiers d’employeurs et 55 000 nouvelles publications d’employeurs sur le Guichet-Emplois.

En raison de la nature de ce service, il est seulement offert en ligne. Par conséquent, les données sur les visites en personne et les demandes soumises par un autre moyen ne sont pas pertinentes."
1212,2018,Not Applicable,No,0.0,0.0,0.0,0.0,0.0,0.0,,
1812,2018,Not Applicable,No,,,,,,,Service Delivery Channels will vary in relation to community needs and capacity.,Les modes de prestation de services varieront en fonction des besoins et de la capacité de la communauté.
1233,2018,Not Applicable,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,"This service does not utilize the following service delivery channels, and therefore data on use of these channels is not applicable: Telephone, Website Visits, Online Applications, In-Person Applications, Applications by Mail.","Ce service n'utilise pas les canaux de prestation de services suivants, et donc les données sur l'utilisation de ces canaux ne sont pas applicables : téléphone, visites de sites Web, applications en ligne, applications en personne, applications par la poste."
965,2018,No,No,,,,,0.0,,Finalizing the application generally requires communication with the permit officer.,"Pour finaliser une demande, il est généralement nécessaire de communiquer avec le bureau des permis."
261,2018,Not Applicable,Not Applicable,2340.0,2554.0,,,,100.0,Detailed application generally requires communication with the permit office. We do not collect the CRA Business Number or SIN from applicants for disposal at sea permits at this point in time. The data is not needed to provide the service.,"Pour une demande détaillée, il est généralement nécessaire de communiquer avec le bureau des permis. Nous ne recueillons pas le numéro d'entreprise de l'ARC ou le NAS des demandeurs pour les permis d'immersion en mer à ce moment. Les données ne sont pas nécessaires pour fournir le service."
963,2018,Not Applicable,Not Applicable,108000.0,,,,,30000.0,"NEEC receives notifications from Provinces and Territories, federal government departments and agencies, and from the public who report spills of hazardous substances across Canada. These notifications are received via phone calls and e-mails. NEEC receives approximately 30,000 email notifications per year and received approximately 10,800 telephone notifications in the 2018-19 fiscal year.","CNUE reçoit des avis de la part des provinces et territoires, des ministères et agences du gouvernement fédéral, et du public pour signaler des déversements de substances dangereuses partout au Canada. Nous recevons ces avis par téléphone et courriel. Le CNUE reçoit environ 30 000 avis par courriel chaque année et a reçu près de 10 800 avis par téléphone pour l’exercice 2018-2019."
1142,2018,Not Applicable,Not Applicable,,,,,,,"Feedback on Level of Satisfaction, by Channel, ""other"" is selected because feedback channel varies depending on security level of event","La rétroaction sur le niveau de satisfaction, par un moyen de communication, « autre » est sélectionné étant donné que le moyen de communication de la rétroaction varie selon le niveau de sécurité de l’événement"
1143,2018,Not Applicable,Yes,5115234.0,,,,,,"There was no service standard in place for 2018-2019 while a new standard was in development.  As of 2019-2020, the CRA's goal is to respond to calls within 15 minutes or less when clients opt to speak with an agent.  The service standard is calculated as the combined results across the three enquiry lines, at the end of Q4.","Aucune norme de service n’était établie pour 2018-2019. À compter de 2019-2020, l’objectif de l’Agence est d’émettre un avis de détermination de l’admissibilité ou une lettre indiquant la raison d’un retard dans le traitement d’une demande dans les huit semaines suivant la réception d’un certificat pour le crédit d’impôt pour personnes handicapées."
1318,2018,Not Applicable,Not Applicable,0.0,15028.0,0.0,0.0,0.0,0.0,"The number of phone calls is not significant since the calls are mainly handled by the ''Contact us'' service, we believe that it is more accurate de enter 0 instead for that service./
Open source data, accessible through statcan.gc.ca. Online, In-Person, by Mail or other applications are not optional since all information is accessible through web site. Number of telephone inquiries are only accounted for the ones that are directed to the division from the tier one service 1-800 general enquiries./
Number of Website Visits only available starting Sept. 1st 2018-Mar. 31 2019 since a new analytics tool was implemented. Visits cannot be summed. Excludes StatCan employees at work.","Le nombre d'appels téléphoniques n'est pas significatif puisque les appels sont principalement traités par le service ''Contact us'', nous avons donc jugé raisonnable d'inscrire 0 pour ce service./
Données de source ouverte, accessibles via statcan.gc.ca. Les applications en ligne, en personne, par la poste ou autres ne sont pas possibles car toutes les informations sont accessibles via le site Web. Le nombre de demandes de renseignements téléphoniques n'est pris en compte que pour celles qui sont adressées à la division à partir des demandes de renseignements généraux du service de niveau un 1-800./
Nombre de visites au site Web seulement disponible à partir du 1er sept. 2018-31 mars 2019 puisqu'un nouvel outil d'analytique a été mis en place. Les Visites ne peuvent être additionnées. Exclues les employés de StatCan au travail."
1678,2018,No,No,,,,,,103.0,The only channel being utilized is email.,La seule voie de transmission utilisée est par courriel.
1350,2018,Not Applicable,Not Applicable,,,1.0,,8.0,4.0,"In 2018-19, OCHRO received 4 applications through email. 
Telephone enquiries are not tracked. 
In-person services are not offered given the size and volume of documents to be provided.","En 2018-2019, le Bureau du dirigeant principal des ressources humaines (BDPRH) a reçu 4 demandes par courriel. Les demandes par téléphone ne font pas l’objet d’un suivi. On n’offre pas les services en personne en raison du volume de documents, et de la taille des documents, à fournir."
1414,2018,Not Applicable,Not Applicable,0.0,85919.0,0.0,0.0,0.0,0.0,"The number of phone calls is not significant since the calls are mainly handled by the ''Contact us'' service, we believe that it is more accurate de enter 0 instead for that service./
Open source information, accessible through statcan.gc.ca. Online, In-Person, by Mail or other applications are not optional since all information is accessible through web site. Number of telephone inquiries are only accounted for the ones that are directed to the division from the tier one service 1-800 general enquiries. /
Number of Website Visits only available starting Sept. 1st 2018-Mar. 31 2019 since a new analytics tool was implemented. Visits cannot be summed. Excludes StatCan employees at work.","Le nombre d'appels téléphoniques n'est pas significatif puisque les appels sont principalement traités par le service ''Contact us'', nous avons donc jugé raisonnable d'inscrire 0 pour ce service./
Information de source ouverte, accessibles via statcan.gc.ca. Les applications en ligne, en personne, par la poste ou autres ne sont pas possibles car toutes les informations sont accessibles via le site Web. Le nombre de demandes de renseignements téléphoniques n'est pris en compte que pour celles qui sont adressées à la division à partir des demandes de renseignements généraux du service de niveau un 1-800./
Nombre de visites au site Web seulement disponible à partir du 1er sept. 2018-31 mars 2019 puisqu'un nouvel outil d'analytique a été mis en place. Les Visites ne peuvent être additionnées. Exclues les employés de StatCan au travail."
1046,2018,Not Applicable,Not Applicable,0.0,12835.0,0.0,0.0,0.0,0.0,"The number of phone calls is not significant since the calls are mainly handled by the ''Contact us'' service, we believe that it is more accurate de enter 0 instead for that service./
Open source data, accessible through statcan.gc.ca. Online, In-Person, by Mail or other applications are not optional since all information is accessible through web site. Number of telephone inquiries are only accounted for the ones that are directed to the division from the tier one service 1-800 general enquiries. /
Number of Website Visits only available starting Sept. 1st 2018-Mar. 31 2019 since a new analytics tool was implemented. Visits cannot be summed. Excludes StatCan employees at work.","Le nombre d'appels téléphoniques n'est pas significatif puisque les appels sont principalement traités par le service ''Contact us'', nous avons donc jugé raisonnable d'inscrire 0 pour ce service./
Données de source ouverte, accessibles via statcan.gc.ca. Les applications en ligne, en personne, par la poste ou autres ne sont pas possibles car toutes les informations sont accessibles via le site Web. Le nombre de demandes de renseignements téléphoniques n'est pris en compte que pour celles qui sont adressées à la division à partir des demandes de renseignements généraux du service de niveau un 1-800./
Nombre de visites au site Web seulement disponible à partir du 1er sept. 2018-31 mars 2019 puisqu'un nouvel outil d'analytique a été mis en place. Les Visites ne peuvent être additionnées. Exclues les employés de StatCan au travail."
1047,2018,Not Applicable,Not Applicable,0.0,890.0,0.0,0.0,0.0,0.0,"The number of phone calls is not significant since the calls are mainly handled by the ''Contact us'' service, we believe that it is more accurate de enter 0 instead for that service./
Open source data, accessible through statcan.gc.ca. Online, In-Person, by Mail or other applications are not optional since all information is accessible through web site. Number of telephone inquiries are only accounted for the ones that are directed to the division from the tier one service 1-800 general enquiries. /
Number of Website Visits only available starting Sept. 1st 2018-Mar. 31 2019 since a new analytics tool was implemented. Visits cannot be summed. Excludes StatCan employees at work.","Le nombre d'appels téléphoniques n'est pas significatif puisque les appels sont principalement traités par le service ''Contact us'', nous avons donc jugé raisonnable d'inscrire 0 pour ce service./
Données de source ouverte, accessibles via statcan.gc.ca. Les applications en ligne, en personne, par la poste ou autres ne sont pas possibles car toutes les informations sont accessibles via le site Web. Le nombre de demandes de renseignements téléphoniques n'est pris en compte que pour celles qui sont adressées à la division à partir des demandes de renseignements généraux du service de niveau un 1-800.
Nombre de visites au site Web seulement disponible à partir du 1er sept. 2018-31 mars 2019 puisqu'un nouvel outil d'analytique a été mis en place. Les Visites ne peuvent être additionnées. Exclues les employés de StatCan au travail."
1319,2018,Not Applicable,Not Applicable,0.0,8310.0,0.0,0.0,0.0,0.0,"The number of phone calls is not significant since the calls are mainly handled by the ''Contact us'' service, we believe that it is more accurate de enter 0 instead for that service./
Open source data, accessible through statcan.gc.ca. Online, In-Person, by Mail or other applications are not optional since all information is accessible through web site. Number of telephone inquiries are only accounted for the ones that are directed to the division from the tier one service 1-800 general enquiries./
Number of Website Visits only available starting Sept. 1st 2018-Mar. 31 2019 since a new analytics tool was implemented. Visits cannot be summed. Excludes StatCan employees at work.","Le nombre d'appels téléphoniques n'est pas significatif puisque les appels sont principalement traités par le service ''Contact us'', nous avons donc jugé raisonnable d'inscrire 0 pour ce service./
Données de source ouverte, accessibles via statcan.gc.ca. Les applications en ligne, en personne, par la poste ou autres ne sont pas possibles car toutes les informations sont accessibles via le site Web. Le nombre de demandes de renseignements téléphoniques n'est pris en compte que pour celles qui sont adressées à la division à partir des demandes de renseignements généraux du service de niveau un 1-800.
Nombre de visites au site Web seulement disponible à partir du 1er sept. 2018-31 mars 2019 puisqu'un nouvel outil d'analytique a été mis en place. Les Visites ne peuvent être additionnées. Exclues les employés de StatCan au travail."
1900,2018,Not Applicable,Not Applicable,,,,,14.0,0.0,The breakdown of data is not available.,La ventilation des données n'est pas disponible.
1893,2018,Not Applicable,No,,,,,38.0,0.0,The breakdown of data is not available.,La ventilation des données n'est pas disponible.
1898,2018,Not Applicable,Not Applicable,,,,,,,The breakdown of data is not available.,La ventilation des données n'est pas disponible.
1894,2018,Not Applicable,Not Applicable,,,,,,,"The breakdown of data is not available. In 2018-2019, there were 5,302 decisions sent from the decision registry, for specific offenders.","La ventilation des données n'est pas disponible. En 2018-2019, 5 302 décisions ont été envoyées à partir du registre des décisions, pour des délinquants spécifiques."
1141,2018,Yes,No,7269142.0,,,,,,"There was no service standard for 2018-2019 while a new standard was in development.  As of 2019-2020, the CRA's goal is to respond to calls within 15 minutes or less when clients opt to speak with an agent.  The service standard is calculated as the combined results across the three enquiry lines, at the end of Q4.","Aucune norme de service n’était établie pour 2018-2019, alors qu’une nouvelle norme était en cours d’élaboration. À compter de 2019-2020, l’objectif de l’Agence est de répondre aux appels dans un délai de 15 minutes ou moins lorsque les clients choisissent de parler à un agent. La norme de service est calculée en tant que résultats combinés pour l’ensemble des trois lignes consacrées aux demandes de renseignements, à la fin du quatrième trimestre."
911,2018,Yes,No,0.0,239809.0,,,,,Blank indicates that the service is not offered through this method. 0 (Not tracked) indicates that the service is offered through this method but there is currently no easy way to capture this information.,"Cellule vide indique que le service n'est pas offert par cette méthode. 0 (Non suivi) indique que le service est offert par cette méthode, mais il n’existe actuellement aucun moyen simple de capturer ces informations."
1848,2018,Not Applicable,Not Applicable,,,,,,,LAC responded to 6 977 client requests and issued 7 300 ISBNs in 2018-19.,BAC a répondu à 6 977 demandes des clients et émis 7 300 ISBNs en 2018-19.
1850,2018,Not Applicable,Not Applicable,,,,,,,LAC responded to 71 client requests and issued 1 675 ISMNs in 2018-19.,BAC a répondu à 71 demandes des clients et émis 1 675 ISMNs en 2018-19.
1940,2018,No,No,0.0,0.0,0.0,0.0,0.0,0.0,Data not available,Données non disponibles
1951,2018,No,No,0.0,0.0,0.0,0.0,0.0,69.0,"Since Oct 17, 2018",Depuis le 17 octobre 2018
1958,2018,No,No,60000.0,0.0,0.0,0.0,0.0,64124.0,Enquiries are by phone,Les renseignment sont demandés par téléphone
1139,2018,Not Applicable,Yes,16311844.0,,,,,,"There was no service standard for 2018-2019 while a new standard was in development.  As of 2019-2020, the CRA's goal is to respond to calls within 15 minutes or less when clients opt to speak with an agent.  The service standard is calculated as the combined results across the three enquiry lines, at the end of Q4.","Aucune norme de service n’était établie pour 2018-2019, alors qu’une nouvelle norme était en cours d’élaboration. À compter de 2019-2020, l’objectif de l’Agence est de répondre aux appels dans un délai de 15 minutes ou moins lorsque les clients choisissent de parler à un agent. La norme de service est calculée en tant que résultats combinés pour l’ensemble des trois lignes consacrées aux demandes de renseignements, à la fin du quatrième trimestre."
1943,2018,Not Applicable,No,0.0,0.0,0.0,0.0,0.0,0.0,Applications are generally received through e-mail to a generic email account. Total number of interactions not available,Les demandes sont généralement reçues par courrier électronique sur un compte de messagerie générique. Nombre total d'interactions non disponibles.
1932,2018,Not Applicable,Not Applicable,0.0,0.0,0.0,0.0,0.0,2000.0,"The service is administered through email.  Stakeholders submit requests by email and ""Status decisions are provided back by email.","Le service est administré par courrier électronique. Les parties prenantes soumettent leurs demandes par courrier électronique et ""Les décisions de statut"" sont renvoyées par courrier électronique."
1959,2018,No,No,0.0,0.0,0.0,0.0,0.0,13391.0,Enquiries are by e-mail,Les renseignements sont demandés parcourriel
1953,2018,No,No,0.0,0.0,0.0,0.0,0.0,8.0,This is for FY 2018-2019.,Cela est pour 2018-2019.
1957,2018,No,No,0.0,0.0,0.0,0.0,30000.0,8.0,Applications are only accepted by mail,Les demandes sont seulement acceptés par la poste
1950,2018,No,No,366.0,0.0,0.0,0.0,0.0,677.0,# of web visits not attributed to the service but rather overall public education / health information needs.,Nombre de visites sur le Web non attribuées au service mais plutôt à l'ensemble des besoins en information du public.
1942,2018,Yes,No,0.0,13989.0,0.0,0.0,0.0,275.0,,
732,2018,Not Applicable,No,,,,,,,"PSOHP delivered 14508  Communicable Disease Prevention and Advice services in 2018-19. PSOHP does not track how the request was submitted.  All values ​​from ""Number of telephone enquiries"" down are blank because the system only accepts digits. A more accurate representation would be N/A for these 6 fields.",Le PSPFF a offert 14 508 services conseils en matière de prévention des maladies transmissibles en 2018-2019. Le PSPFF ne suit pas la façon dont la demande a été présentée. Toutes les valeurs à partir de « Nombre de demandes téléphoniques » sont vierges parce que le système n’accepte que des chiffres. Une représentation plus exacte serait S.O. pour ces six champs.
