"id","dept_code","name_en","name_fr","desc_en","desc_fr","is_active","is_drf","is_internal_service"
"PHAC-BVQ00","PHAC","Infectious Disease Prevention and Control","Prévention et contrôle des maladies infectieuses","","",1,1,0
"PHAC-BVR00","PHAC","Health Security","Sécurité sanitaire","","",1,1,0
"PHAC-ISS00","PHAC","Internal Services","Services internes","","",1,1,1
"PHAC-SO1071","PHAC","Protecting Canadians and empowering them to improve their health","Protéger les Canadiens et les aider à améliorer leur santé","","",0,0,0
"PHAC-SO1072","PHAC","Canada is able to promote health, reduce health inequalities, and prevent and mitigate disease and injury","Un Canada capable de promouvoir la santé, de réduire les disparités en matière de santé et de prévenir et d'atténuer les maladies et les blessures","","",0,0,0
"PHAC-SO1999","PHAC","Internal Services","Services internes","","",0,0,1
"PMPRB-BVM00","PMPRB","Regulate Patented Medicine Prices","Réglementer les prix des médicaments brevetés","","",1,1,0
"PMPRB-ISS00","PMPRB","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"PMPRB-SO1031","PMPRB","Canadians are protected from excessive prices for patented medicines sold in Canada and stakeholders are informed on pharmaceutical trends","Les médicaments brevetés ne peuvent être vendus au Canada à des prix excessifs, afin de protéger les intérêts de la population canadienne. La population canadienne est également tenue informée","","",0,0,0
"PMPRB-SO1999","PMPRB","Internal Services","Services internes","","",0,0,1
"PPP-SO1041","PPP","Transform Canada into a leader for public-private partnerships (P3)","Transformer le Canada en chef de file des partenariats public-privé","","",0,0,0
"PPS-SO1011","PPS","Physical security of Parliamentarians, employees, visitors, the premises or parts of premises that form part of the parliamentary Precinct and any assets located within or events that take place therein, and of Parliament Hill","La sécurité physique des parlementaires, des employés, des visiteurs, des immeubles ou parties d'immeubles faisant partie de la Cité parlementaire, y compris les biens qui y sont situés ou les événements qui s'y déroulent, et de la Colline parlementaire","","",0,0,0
"PSC-BWB00","PSC","Public Service Hiring and Non-partisanship","Impartialité et embauche dans la fonction publique","","",1,1,0
"PSC-ISS00","PSC","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"PSC-SO1091","PSC","A highly competent, non-partisan and representative public service, able to provide service in both official languages, in which appointments are based on merit and the values of fairness, access, representativeness and transparency","Une fonction publique hautement compétente, non partisane et représentative, capable d'offrir des services dans les deux langues officielles et où les nominations sont fondées sur le mérite et les valeurs que sont la justice, l'accès, la représentativité et la transparence","","",0,0,0
"PSC-SO1999","PSC","Internal Services","Services internes","","",0,0,1
"PSEP-SO1081","PSEP","A safe and resilient Canada","Un Canada sécuritaire et résilient","","",0,0,0
"PSEP-SO1999","PSEP","Internal Services","Services internes","","",0,0,1
"PSSRB-SO1101","PSSRB","Resolution of labour relations issues in the federal public service and in Parliament in an impartial manner","Règlement impartial des questions liées aux relations de travail dans la fonction publique fédérale et au Parlement","","",0,0,0
"PSSRB-SO1999","PSSRB","Internal Services","Services internes","","",0,0,1
"PSST-SO1111","PSST","Fair and impartial resolution of disputes related to internal appointments and lay offs in the federal public service","Résolution juste et impartiale de différends survenant dans le Résolution juste et impartiale de différends survenant dans le cadre des nominations internes et des mises en disponibilité dans la fonction publique fédérale","","",0,0,0
"PSST-SO1999","PSST","Internal Services","Services internes","","",0,0,1
"RCMP-AYO00","RCMP","Police Operations","Opérations policières","Under the authority of the RCMP Act, this Program provides Canadians with policing services at the federal, provincial and municipal levels and within Aboriginal communities. As described in the RCMP Act, these services include all duties that are assigned to peace officers in relation to: the preservation of the peace, the prevention of crime and of offences against the laws of Canada and the laws in force in any province in which they may be employed, and the apprehension of criminals and offenders and others who may be lawfully taken into custody; the execution of all warrants, and performing all duties and services in relation thereto, that may, under the RCMP Act or the laws of Canada or the laws in force in any province, be lawfully executed and performed by peace officers; and, performing other duties and functions as are prescribed by the Governor in Council or the Commissioner. This Program contributes to a safe and secure Canada by providing general law enforcement activities, as well as education and awareness activities delivered by employees of the RCMP to the public, businesses and other agencies/organizations within Canada. The RCMP’s education and awareness activities, such as information sessions on crime prevention, national security, financial crime, and drugs and organized crime, are aimed at reducing victimization of Canadians. This Program also ensures the protection of designated persons and security at major events, which in turn mitigates any potential threats to Canada’s population. Finally, the Program delivers a high level of technical and operational support to the Canadian law enforcement community. Taken together, these activities ensure the RCMP reaches its overarching goal of reducing criminal activity affecting Canadians.","Aux termes de la Loi sur la GRC, ce programme fournit aux Canadiens des services de police aux niveaux fédéral, provincial et municipal et dans les collectivités autochtones. Comme le précise la Loi sur la GRC, ces services comprennent toutes les fonctions des agents de la paix en ce qui concerne le maintien de la paix, la prévention du crime et des infractions aux lois fédérales et à celles en vigueur dans la province où ils peuvent être employés, et l’arrestation des criminels, des contrevenants et des autres personnes pouvant être légalement mises sous garde; l’exécution de tous les mandats — ainsi que les obligations et services s’y rattachant — qui peuvent, aux termes de la Loi sur la GRC, des autres lois fédérales ou de celles en vigueur dans une province, être légalement exécutés par des agents de la paix; ainsi que les autres attributions déterminées par le gouverneur en conseil ou le commissaire. Les activités générales d’application de la loi qui viennent s’ajouter aux activités de sensibilisation menées par les employés de la GRC auprès du public, d’entreprises et d’autres ministères ou organismes du Canada, font que ce programme contribue à un Canada sécuritaire et sécurisé. On citera par exemple les séances d’information sur la prévention de la criminalité, la sécurité nationale, la criminalité financière, le crime organisé et les drogues, que la GRC anime afin de réduire la victimisation des Canadiens. En outre, ce programme voit à la protection des personnes désignées et à la sécurité lors d’événements majeurs, ce qui a pour effet d’atténuer les menaces possibles à l’égard de la population canadienne. Enfin, ce programme offre un soutien opérationnel et technique de haut niveau à la collectivité canadienne d’application de la loi. Toutes ces activités contribuent à l’atteinte par la GRC de son but ultime qui est de réduire la criminalité dont sont victimes les Canadiens.",1,1,0
"RCMP-AYR00","RCMP","Canadian Law Enforcement Services","Services canadiens d'application de la loi","This Program provides the Canadian law enforcement community with the necessary scientific, technical, investigative and educational support to deliver proactive, intelligence-based policing and law enforcement services to their respective communities and partners. Additionally, this Program provides educational opportunities to members of the Canadian law enforcement community to enable them to develop their skills, thus increasing their effectiveness in contributing to a safer Canada.","Ce programme fournit le soutien nécessaire sur le plan scientifique, technique, didactique et des enquêtes afin que la communauté policière canadienne puisse offrir à ses partenaires et aux collectivités qu’elle sert des services de police et d’application de la loi proactifs axés sur les renseignements. De plus, ce programme offre des occasions de formation aux membres de la communauté policière canadienne afin de leur permettre de perfectionner leurs compétences et ainsi d’assurer plus efficacement la sécurité du Canada.",1,1,0
"RCMP-HGD00","RCMP","International Policing Operations","Opérations policières internationales","Under authority of the RCMP Act, this Program furthers Canada’s global peace and security agenda by cooperating with and supporting the international law enforcement community, thereby ensuring that both Canadians and the global community are safer. This Program addresses the transnational scope of crime by building relationships with international policing partners and by participating in the INTERPOL global information sharing network. Additionally, the RCMP actively participates in multiple missions abroad in a peacekeeping role and provides support to nations at risk to build their law enforcement capacity.","En vertu de la Loi sur la GRC, ce programme fait avancer le programme pour la sécurité et la paix mondiale du Canada par la collaboration et le soutien de la communauté policière internationale, et contribue à faire du Canada et du reste du monde un endroit plus sûr. Ce programme vise la portée transnationale de la criminalité en alimentant des relations avec des partenaires policiers à l’échelle mondiale et en adhérant au réseau mondial d’échange de renseignements d’INTERPOL. De plus, la GRC participe activement à diverses missions de maintien de la paix à l’étranger où elle aide les pays à risque à renforcer leur capacité d’application de la loi.",1,1,0
"RCMP-HGE00","RCMP","Canadian Police Culture and Heritage","Culture et patrimoine de la police canadienne","In order to protect the RCMP’s internationally recognized image, reputation and rich heritage, this Program works to promote the positive image of the RCMP while building relationships with domestic and international law enforcement, government and community partners. The Program provides advice and analysis to internal and external clients, including federal, provincial and municipal partners, academic institutions, Royal Household representatives, and non-government organizations, regarding appropriate ceremonial features of special events and occurrences (e.g., Olympics, expos, summits, police officer funerals).Through the activities of this Program, the RCMP contributes to Canada’s vibrant culture and heritage.","Dans le but de protéger l’image de la GRC qui est bien connue à l’étranger ainsi que sa réputation et son riche patrimoine, ce programme met de l’avant l’image positive de la GRC en nouant des liens avec des organismes d’application de la loi, des organismes gouvernementaux et des partenaires communautaires canadiens et étrangers. Le programme offre des conseils et des analyses aux clients internes et externes, dont les partenaires fédéraux, provinciaux et municipaux, les établissements d’enseignement, les représentants de la famille royale et les organisations non gouvernementales, relativement à l’aspect cérémonial des activités et événements spéciaux (Jeux olympiques, expositions, sommets, funérailles de policiers). Par les activités de ce programme, la GRC contribue au rayonnement de la culture et du patrimoine canadiens.",1,1,0
"RCMP-HGF00","RCMP","Transfer Payments","Paiements de transfert","This Program ensures that RCMP employees and their families are provided income security at their pension or in the event of disability or death, and that an appropriate level of support is afforded to those who are affected by circumstances beyond their control and as a result of their employment with the RCMP. The activities within this Program are regulated by either the terms and conditions of the grant or are statutory payments, for example, the RCMP Pension Continuation Act payments.","Ce programme apporte une sécurité du revenu aux employés de la GRC et à leur famille à leur pension ou en cas d’invalidité ou de décès. Ce programme veille à fournir un niveau adéquat de soutien aux personnes qui vivent une situation hors de leur contrôle en raison de leur emploi à la GRC. Les activités de ce programme visent à assurer le versement de prestations soit selon les conditions de la subvention ou selon les exigences de diverses lois, notamment la Loi sur la continuation des pensions de la Gendarmerie royale du Canada.",1,1,0
"RCMP-ISS00","RCMP","Internal Services","Services internes","","",1,1,1
"RCMP-SO1999","RCMP","Internal Services","Services internes","","",0,0,1
"RPSDP-SO1112","RPSDP","Fair and impartial resolution of disputes related to internal appointments and lay offs in the federal public service","Résolution juste et impartiale de différends survenant dans le Résolution juste et impartiale de différends survenant dans le cadre des nominations internes et des mises en disponibilité dans la fonction publique fédérale","","",0,0,0
"RSCT-SO1141","RSCT","Efficient administration of the Specific Claims Tribunal","Administration efficace du Tribunal des revendications particulières","","",0,0,0
"RSCT-SO1999","RSCT","Internal Services","Services internes","","",0,0,1
"SC-BNV00","SC","Statistical Information","Renseignements statistiques","","",1,1,0
"SC-ISS00","SC","Internal Services","Services internes","","",1,1,1
"SC-SO1231","SC","Canadians have access to timely, relevant and quality statistical information on Canada's changing economy and society for informed debate, research and decision making on social and economic issues","Les Canadiens ont accès à des renseignements statistiques actuels, pertinents et de qualité sur l'économie et la société canadiennes en pleine évolution, et qui servent à alimenter les débats de fond, la recherche et la prise de décisions sur des questions d'ordre social et économique","","",0,0,0
"SC-SO1241","SC","Specific client needs for high-quality and timely statistical services are met","Les besoins particuliers des clients en matière de services statistiques de grande qualité offerts en temps opportuns sont satisfaits","","",0,0,0
"SC-SO1999","SC","Internal Services","Services internes","","",0,0,1
"SCA-SO1221","SCA","Canada has an effective and efficient National Standards System","Le Canada dispose d'un Système national de normes efficient et efficace","","",0,0,0
"SCC-BRH00","SCC","The administration of Canada's final court of appeal","L'administration de la juridiction d'appel de dernier ressort du Canada","","",1,1,0
"SCC-ISS00","SCC","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"SCC-SO1251","SCC","The administration of Canada's final court of appeal is effective and independent","L'administration du tribunal de dernier ressort du Canada est efficace et indépendante","","",0,0,0
"SCC-SO1999","SCC","Internal Services","Services internes","","",0,0,1
"SEN-SO1281","SEN","To provide the best possible environment for Senators to effectively contribute to federal legislation and public policy issues in the best interest of all Canadians","Faire en sorte que le contexte soit le plus propice possible à une contribution efficace des sénateurs à la législation fédérale et aux politiques publiques dans l'intérêt supérieur de tous les Canadiens","","",0,0,0
"SHARE-SO1201","SHARE","Modern, reliable, secure and cost-effective information technology (IT) infrastructure services to support government priorities and program delivery","Services d'infrastructure de technologie de l'information modernes, fiables, sécuritaires et économiques à l'appui des priorités et de la prestation des programmes du gouvernement","","",0,0,0
"SHARE-SO1999","SHARE","Internal Services","Services internes","","",0,0,1
"SIRC-BWY00","SIRC","Investigations of Canadian Security Intelligence Services' operational activities","Enquêtes sur les activités opérationnelles du Service canadien du renseignement de sécurité","","",1,1,0
"SIRC-ISS00","SIRC","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"SIRC-SO1181","SIRC","Canadian Security Intelligence Service performs its duties and functions in accordance with the law, policy and ministerial direction","Le Service canadien du renseignement de sécurité remplit ses tâches et ses fonctions conformément aux lois, aux politiques et les instructions du ministre","","",0,0,0
"SIRC-SO1999","SIRC","Internal Services","Services internes","","",0,0,1
"SSHRC-BNT00","SSHRC","Funding Social Sciences and Humanities Research and Training","Financement de la recherche et formation en sciences humaines","","",1,1,0
"SSHRC-BNU00","SSHRC","Institutional support for the indirect costs of research","Soutien institutionnel aux coûts indirects de la recherche","","",1,1,0
"SSHRC-ISS00","SSHRC","Internal Services","Services internes","","",1,1,1
"SSHRC-SO1211","SSHRC","Canada has the institutional capacity to enable research and research-related activities in social sciences and humanities, natural sciences and engineering and health","Que le Canada ait la capacité organisationnelle pour favoriser la recherche et les activités connexes dans le domaine des sciences humaines, des sciences naturelles, du génie et de la santé","","",0,0,0
"SSHRC-SO1212","SSHRC","Canada is a world leader in social sciences and humanities research and research training","Le Canada est un chef de file mondial de la recherche et de la formation en sciences humaines","","",0,0,0
"SSHRC-SO1999","SSHRC","Internal Services","Services internes","","",0,0,1
"SWC-BWH00","SWC","Mobilizing Partners and Promoting Equality for Women and Girls","Mobiliser des partenaires et promouvoir l'avancement des femmes et des filles vers l'égalité","","",1,1,0
"SWC-ISS00","SWC","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"SWC-SO0931","SWC","Equality between women and men is promoted and advanced in Canada","Promotion et avancement de l'égalité entre femmes et hommes au Canada","","",0,0,0
"SWC-SO0932","SWC","Equality for women and their full participation in the economic, social and democratic life of Canada","Égalité entre les sexes et pleine participation des femmes à la vie économique, sociale et démocratique du Canada","","",0,0,0
"SWC-SO1999","SWC","Internal Services","Services internes","","",0,0,1
"TBC-BXA00","TBC","Spending Oversight","Surveillance des dépenses","","",1,1,0
"TBC-BXB00","TBC","Administrative Leadership","Leadership administratif","","",1,1,0
"TBC-BXC00","TBC","Employer","Employeur","","",1,1,0
"TBC-BXD00","TBC","Regulatory Oversight","Surveillance réglementaire","","",1,1,0
"TBC-ISS00","TBC","Internal Services","Services internes","","",1,1,1
"TBC-SO1311","TBC","Government is well managed and accountable, and resources are allocated to achieve results","Le gouvernement est bien géré et responsable, et des ressources sont attribuées pour atteindre des résultats","","",0,0,0
"TBC-SO1312","TBC","Good governance and sound stewardship to enable efficient and effective service to Canadians","Une bonne gouvernance et gérance saine en vue de faciliter le service efficient et efficace aux Canadiens","","",0,0,0
"TBC-SO1999","TBC","Internal Services","Services internes","","",0,0,1
"TC-BTW00","TC","Safe and Secure Transportation System","Réseau de transport sûr et sécuritaire","","",1,1,0
"TC-BTX00","TC","Green and Innovative Transportation System","Réseau de transport écologique et novateur","","",1,1,0
"TC-BTY00","TC","Efficient Transportation System","Réseau de transport efficace","","",1,1,0
"TC-ISS00","TC","Internal Services","Services internes","","",1,1,1
"TC-SO1291","TC","A Clean Transportation System","Un réseau de transport respectueux de l'environnement","","",0,0,0
"TC-SO1292","TC","A Safe and Secure Transportation System","Un réseau de transport sécuritaire et sûr","","",0,0,0
"TC-SO1293","TC","An Efficient Transportation System","Un réseau de transport efficient","","",0,0,0
"TC-SO1999","TC","Internal Services","Services internes","","",0,0,1
"TOUR-SO0381","TOUR","Canadian economy benefits from strong tourism demand from Canadian Tourism Commission's markets","L'économie canadienne profite de la demande touristique soutenue des marchés de la Commission canadienne du tourisme","","",0,0,0
"TRC-SO0651","TRC","Disclosure and recognition of the truth regarding Indian Residential Schools furthers healing and reconciliation for the individuals and communities affected","Divulguer et reconnaître la vérité concernant les pensionnats indiens afin de favoriser la guérison et la réconciliation parmi les personnes et les communautés touchées","","",0,0,0
"TRC-SO1999","TRC","Internal Services","Services internes","","",0,0,1
"VAC-BWI00","VAC","Benefits, Services and Support","Avantages, services et soutien","","",1,1,0
"VAC-BWJ00","VAC","Commemoration","Commémoration","","",1,1,0
"VAC-BWK00","VAC","Veterans Ombudsman","Ombudsman des vétérans","","",1,1,0
"VAC-ISS00","VAC","Internal Services","Services internes","","",1,1,1
"VAC-SO1321","VAC","Canadians remember and demonstrate their recognition of all those who served in Canada's efforts during war, military conflict and peace","Les Canadiens se souviennent de ceux et celles qui ont servi le Canada en temps de guerre et de paix et en situation de conflit armé, et leur témoignent de la reconnaissance","","",0,0,0
"VAC-SO1322","VAC","Financial, physical and mental well being of eligible Veterans","Mieux-être financier, physique et mental des vétérans admissibles","","",0,0,0
"VAC-SO1323","VAC","Veterans' rights to services and benefits that address their needs are considered by the Veterans Affairs Portfolio","Les droits des vétérans relativement aux services et aux avantages qui satisfont à leurs besoins sont pris en considération par le portefeuille des Anciens Combattants","","",0,0,0
"VAC-SO1999","VAC","Internal Services","Services internes","","",0,0,1
"VIA-SO1341","VIA","A national passenger rail transportation service that is safe, secure, efficient, reliable, and environmentally sustainable and that meets the needs of travellers in Canada","Un service ferroviaire voyageurs national sûr, sécuritaire, efficient, fiable et durable sur le plan de l'environnement qui répond aux besoins des voyageurs canadiens","","",0,0,0
"VRAB-BWL00","VRAB","Appeals","Appels","","",1,1,0
"VRAB-ISS00","VRAB","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"VRAB-SO1331","VRAB","An independent and fair appeal process for disability pension, award and allowance decisions made by Veterans Affairs Canada","Processus d'appel équitable et indépendant pour les décisions rendues par Anciens Combattants Canada au sujet des pensions, des indemnités et des allocations d'invalidité","","",0,0,0
"WDBA-SO1361","WDBA","A safe, secure, and efficient international crossing for commercial and passenger traffic across the Windsor-Detroit Bridge","Pont sécuritaire, sûr et efficient pour le trafic de véhicules commerciaux et de passagers au-dessus de la rivière Détroit","","",0,0,0
"WDO-BNW00","WDO","Economic development in western Canada","Développement économique de l'Ouest canadien","","",1,1,0
"WDO-ISS00","WDO","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"WDO-SO1351","WDO","A growing and diversified western Canadian economy","Une économie diversifiée et en croissance dans l'Ouest canadien","","",0,0,0
"WDO-SO1352","WDO","The western Canadian economy is developed and diversified","Une économie épanouie et diversifiée dans l'Ouest canadien","","",0,0,0
"WDO-SO1999","WDO","Internal Services","Services internes","","",0,0,1

