"Deptcode","Vote","Votestattype","DescEn","Descfr","Auth2012","Exp2012","Auth2013","Exp2013","Auth2014","Exp2014","Auth2015","Exp2015","Auth2016","Exp2016"
"ND","S",999,"Contributions to employee benefit plans (Members of the Military)","Contributions aux régimes d'avantages sociaux des employés - Membres militaires",1405619169,1405619169,1407654310.00,1407654310.00,1326612708,1326612708.00,1269394356,1269394356,1216089514,1216089514
"ND","S",999,"Court Awards","Montants adjugés par une cour",0,0,0.00,0.00,0,0.00,0,0,59763,59763
"ND","S",999,"Losses on Foreign Exchange","Pertes d'opérations de change",0,0,79723.00,79723.00,1892331,1892331.00,2739996,2739996,2349366,2349366
"ND","S",999,"Payments to dependants of certain members of the Royal Canadian Air Force killed while serving as instructors under British Commonwealth Air Training Plan (Appropriation Act No. 4, 1968)","Versements aux ayants droit de certains membres de l'Aviation royale du Canada tués dans l'exercice de leurs fonctions alors qu'ils servaient à titre d'instructeurs dans le cadre du Plan d'entraînement des aviateurs du Commonwealth britannique (Loi nº4 de 1968 portant affectation de crédits)",23030,23030,23392.00,23392.00,23656,23656.00,24046,24046,26397,26397
"ND","S",999,"Payments under Parts I-IV of the Defence Services Pension Continuation Act","Versements en vertu des parties I à IV de la Loi sur la continuation de la pension des services de défense",712813,712813,611356.00,611356.00,529008,529008.00,437876,437876,370923,370923
"ND","S",999,"Payments under the Supplementary Retirement Benefits Act","Versements en vertu de la Loi sur les prestations de retraite supplémentaires",3467313,3467313,3014547.00,3014547.00,2586516,2586516.00,2115165,2115165,1763782,1763782
"ND","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",105595,105595,104933.00,104933.00,100375,100375.00,131132,131132,83500,83500
"ND","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",55396628,27727965,50100025.00,44024103.00,23220748,7924048.00,28003109,23740571,22536721,4501914
"NEB",1,1,"Operating/Program","Fonctionnement/Programme",66896544,61997295,77902681.00,73286166.00,83789029,78629189.00,87812736,73773845,84549538,76009649
"NEB","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",7548346,7548346,8396515.00,8396515.00,8691894,8691894.00,8622723,8622723,8607169,8607169
"NEB","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",104,0,167.00,0.00,1925,0.00,1969,0,209,0
"NFB",1,1,"Operating/Program","Fonctionnement/Programme",70434916,68163346,69288514.00,66587102.70,64418342,61031382.00,63724159,59832360,66506336,63154534
"NFB","S",999,"National Film Board Revolving Fund","Fonds renouvelable de l'Office national du film",6355240,588515,5766725.00,278962.00,5487763,1531134.00,5064251,88829,4975422,759892
"NGC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État",40830762,40830762,36193242.00,36193242.00,36308269,36308269.00,37776761,37776761,38127385,38127385
"NGC",5,5,"Payments to Crown Corps","Paiement aux sociétés d'État",8000000,8000000,8000000.00,8000000.00,8000000,8000000.00,8000000,8000000,8000000,8000000
"NMST",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État",31517305,31517304,27003126.00,27003126.00,33370395,33370395.00,59600577,59600577,108428274,108103274
"NPA",1,1,"Operating/Program","Fonctionnement/Programme",3163150,1735889,3003000.00,1038693.00,701325,478845.00,701215,425969,701095,250994
"NPA","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",184253,184253,133931.00,133931.00,37465,37465.00,30086,30086,3337,3337
"NPB",1,1,"Operating/Program","Fonctionnement/Programme",48837721,40181044,45801033.00,43721153.00,45467757,43796720.00,42801791,40375622,42954435,41050204
"NPB","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",6275755,6275755,6664960.00,6664960.00,6299845,6299845.00,5928196,5928196,5754607,5754607
"NPB","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",3533,3533,18087.00,18087.00,18589,18589.00,4090,4090,7410,7410
"NPB","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",57735,51458,13519.00,6277.00,29666,7242.00,30510,23031,13220,13220
"NR",1,1,"Operating/Program","Fonctionnement/Programme",860552388,765184744,871008096.00,806226907.00,913223137,784743421.00,945617608,630741319,565244763,522006206
"NR",5,2,"Capital","Capital",31957213,29045487,28795341.00,26069585.00,18280075,18127756.00,54422417,49589000,87737904,75060056
"NR",10,3,"Grants & Contributions","Subventions et Contributions",742018648,423456774,608827748.00,401397529.00,450039000,352641128.00,306908751,253327009,287577468,234070491
"NR","S",999,"Collection Agency Fees","Honoraires - Agence de recouvrement",18714,18714,4782.00,4782.00,0,0.00,0,0,0,0
"NR","S",999,"Contribution to the Canada/Newfoundland Offshore Petroleum Board","Contribution à l'Office Canada/Terre-Neuve des hydrocarbures extracôtiers",3346925,3346925,4708800.00,4708800.00,5384778,5384778.00,4262000,4262000,2207782,2207782
"NR","S",999,"Contribution to the Canada/Nova Scotia Offshore Petroleum Board","Contribution à l'Office Canada/Nouvelle-Écosse des hydrocarbures extracôtiers",2601684,2601684,2924779.00,2924779.00,2885480,2885480.00,2070389,2070389,1224359,1224359
"NR","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",63505015,63505015,60890381.00,60890381.00,55371603,55371603.00,53228454,53228454,51190695,51190695
"NR","S",999,"Geomatics Canada Revolving Fund","Fonds renouvelable de Géomatique Canada",7109320,112207,6997113.00,162056.00,6835057,468455.00,6366602,-472069,6838671,-609662
"NR","S",999,"Grant to the Canada Foundation for Sustainable Development Technology for the Next Generation Biofuels Fund","Subvention à la Fondation du Canada pour l'appui technologique au développement durable pour le Fonds des biocarburants de la prochaine génération",0,0,0.00,0.00,0,0.00,337616,337616,2290112,2290112
"NR","S",999,"Payments of the Crown Share Adjustment for Nova Scotia Offshore Petroleum Resources","Paiements de rajustement à l'égard de la part de la Couronne pour les ressources pétrolières extracôtières de la Nouvelle-Écosse",57774592,57774592,12855636.00,12855636.00,5376337,5376337.00,12322493,12322493,1606953,1606953
"NR","S",999,"Payments to the Newfoundland Offshore Petroleum Resource Revenue Fund","Paiements au Fonds terre-neuvien des recettes provenant des ressources en hydrocarbures extracôtières",566121270,566121270,731533986.00,731533986.00,751940157,751940157.00,301220044,301220044,455431601,455431601
"NR","S",999,"Payments to the Nova Scotia Offshore Revenue Account","Paiements au Compte néo-écossais des recettes extracôtières",55120298,55120298,43861520.00,43861520.00,72159315,72159315.00,28114347,28114347,12960118,12960118
"NR","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",77516,77516,78700.00,78700.00,80300,80300.00,82044,82044,83500,83500
"NR","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",763337,445738,796400.00,329932.00,783392,240057.00,681324,356023,579754,476703
"NRC",1,1,"Operating/Program","Fonctionnement/Programme",411932718,406841780,398782904.00,389042101.00,465324030,462437666.00,397596909,391307126,402441818,397998844
"NRC",5,2,"Capital","Capital",42309221,42233042,32829181.00,32308209.00,32148263,31615038.00,59262226,45670638,123185614,69907811
"NRC",10,3,"Grants & Contributions","Subventions et Contributions",260465501,253239559,293916398.00,284036803.00,283058103,268214278.00,320779992,302516706,398196264,343050127
"NRC","S",999,"Collection Agency Fees","Honoraires - Agence de recouvrement",6331,6331,533.00,533.00,7490,7490.00,349,349,4923,4923
"NRC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",56811984,56811984,53842586.00,53842586.00,58450066,58450066.00,54188788,54188788,54776842,54776842
"NRC","S",999,"Losses on Foreign Exchange","Pertes d'opérations de change",0,0,0.00,0.00,0,0.00,274891,274891,0,0
"NRC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",534097,0,307686.00,250000.00,367012,325000.00,229861,200000,294078,275000
"NRC","S",999,"Spending of revenues pursuant to paragraph 5(1)(e) of the National Research Council Act","Dépense des recettes conformément à l'alinéa 5(1)e) de la Loi sur le Conseil national de recherches (L.R.C. (1985), ch. N-15)",188037817,45672216,291590090.00,134937974.00,292851704,134655378.00,311631833,150919097,328721311,182726918
"NRTEE",20,1,"Operating/Program","Fonctionnement/Programme",5367599,4782245,0.00,0.00,0,0.00,0,0,0,0
"NRTEE","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",661153,661153,0.00,0.00,0,0.00,0,0,0,0
"NRTEE","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",4688,0,0.00,0.00,0,0.00,0,0,0,0
"NSERC",1,1,"Operating/Program","Fonctionnement/Programme",50423616,47849011,44835901.00,42666669.00,45767548,42319175.00,45726920,42397704,47698198,43950654
"NSERC",5,3,"Grants & Contributions","Subventions et Contributions",1024464859,1022729219,1020154171.00,1018904138.00,1038500192,1038149090.00,1069268937,1068045169,1142126816,1142066653
"NSERC","S",999,"Collection Agency Fees","Honoraires - Agence de recouvrement",762,762,0.00,0.00,0,0.00,0,0,0,0
"NSERC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",5402280,5402280,5106548.00,5106548.00,4977191,4977191.00,5113160,5113160,5071764,5071764
"NSERC","S",999,"Spending of Revenues pursuant to subsection 4.2 of the Natural Sciences and Engineering Research Council Act","Dépenses des revenus en vertu du paragraphe 4.2 de la Loi sur le Conseil de recherches en sciences naturelles et en génie",0,0,0.00,0.00,0,0.00,97161,97161,171822,171822
"NSERC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",2852,0,2505.00,1675.00,962,0.00,929,0,997,0
"OAG",1,1,"Operating/Program","Fonctionnement/Programme",83730701,78095897,78457634.00,74427946.00,76707390,72739877.00,72991996,68874231,74560637,70837601
"OAG","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",10111430,10111430,9837073.00,9837073.00,9112269,9112269.00,8806148,8806148,8190332,8190332
"OAG","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",2445,2445,11284.00,0.00,13981,11284.00,3989,2697,2399,1292
"OCI",1,1,"Operating/Program","Fonctionnement/Programme",4298566,4073794,4379091.00,4192211.00,4459887,4241546.40,4323658,4060704,4377412,4197024
"OCI","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",502592,502592,533970.00,533970.00,526454,526454.00,509443,509443,495747,495747
"OCOL",1,1,"Operating/Program","Fonctionnement/Programme",19858148,18826751,22915199.00,21841701.00,20594421,20066040.00,18901953,18114091,19523297,18329523
"OCOL","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",2306864,2306864,2345250.00,2345250.00,2348843,2348843.00,2115940,2115940,2104589,2104589
"OCOL","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",401,401,812.00,812.00,991,991.00,516,0,608,608
"OCSEC",1,1,"Operating/Program","Fonctionnement/Programme",2391926,2154558,2099714.00,1775440.00,1949021,1868188.00,1942422,1856987,2025506,1834217
"OCSEC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",131161,131161,167680.00,167680.00,175372,175372.00,177890,177890,170161,170161
"ODPP",1,1,"Operating/Program","Fonctionnement/Programme",167751430,148167371,172337244.00,167621734.00,157418582,155987275.00,169976312,153042317,172822726,158186352
"ODPP","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",15199452,15199452,17655400.00,17655400.00,16864970,16864970.00,16479363,16479363,16300211,16300211
"ODPP","S",999,"Electoral expenditures","Dépenses électorales",0,0,0.00,0.00,2394505,2394505.00,2602906,2602906,3039792,3039792
"ODPP","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",0,0,16407.00,16407.00,0,0.00,0,0,58442,58442
"ODPP","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",0,0,0.00,0.00,0,0.00,0,0,15493,"."
"OEC",1,1,"Operating/Program","Fonctionnement/Programme",6338000,5698200,6234980.00,5335910.00,6178280,5607761.00,6178280,5157753,6178280,5594657
"OEC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",755249,755249,699140.00,699140.00,669451,669451.00,600385,600385,638245,638245
"OICC",1,1,"Operating/Program","Fonctionnement/Programme",56098141,45621112,55182896.34,46209274.00,75080093,66586698.00,123741190,58768365,131616485,57324445
"OICC",5,2,"Capital","Capital",0,0,0.00,0.00,94036524,15647305.00,90178530,48429565,122819141,25362188
"OICC",10,3,"Grants & Contributions","Subventions et Contributions",5153950932,3602817891,4102031263.00,3463223390.00,1566102718,1035252790.00,1569894628,1104706213,3017422437,1047776305
"OICC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",4799284,4799284,4392827.00,4392827.00,5045588,5045588.00,5185853,5185853,5286930,5286930
"OICC","S",999,"Gas Tax Fund","Fonds de la taxe sur l'essence",0,0,0.00,0.00,1973269432,1973269432.00,1973269432,1973269432,2071932904,2071932904
"OICC","S",999,"Green Infrastructure Fund","Fonds pour l'infrastructure verte",99418105,99418105,0.00,0.00,0,0.00,0,0,0,0
"OICC","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",0,0,0.00,0.00,80300,80300.00,82328,82328,83500,83500
"OICC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",83,0,0.00,0.00,0,0.00,0,0,0,0
"OPSIC",1,1,"Operating/Program","Fonctionnement/Programme",5594208,5002357,5459782.00,5006607.00,5210967,4393958.00,5180606,4055285,5202586,3928727
"OPSIC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",540573,540573,536434.00,536434.00,447023,447023.00,398272,398272,394972,394972
"OPSIC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",66,66,46.00,0.00,46,46.00,0,0,0,0
"ORL",1,1,"Operating/Program","Fonctionnement/Programme",4494261,4322227,4299854.00,4026928.00,4341487,4245194.00,4211532,3972732,4227735,4156751
"ORL","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",422901,422901,436595.00,436595.00,435333,435333.00,404667,404667,379815,379815
"ORL","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",186,186,0.00,0.00,0,0.00,58,58,12,12
"OSEO",1,1,"Operating/Program","Fonctionnement/Programme",701697,569694,823894.00,675099.00,1059500,620027.00,1059500,681431,1059500,841493
"OSEO","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",79937,79937,90819.00,90819.00,83194,83194.00,84858,84858,80978,80978
"OSFI",1,1,"Operating/Program","Fonctionnement/Programme",909369,909369,945058.00,945058.00,945058,945058.00,945058,945058,945058,945058
"OSFI","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",2020,2019,2910.00,2910.00,3789,3710.00,1867,1867,1888,1888
"OSFI","S",999,"Spending of revenues pursuant to subsection 17(2) of the Office of the Superintendent of Financial Institutions Act","Dépense des revenus conformément au paragraphe 17(2) de la Loi sur le Bureau du surintendant des institutions financières",80633611,-1224124,81857735.00,16089481.00,217222281,145360106.00,213733958,143271652,216551497,147074430
"PACS",25,1,"Operating/Program","Fonctionnement/Programme",992250,0,0.00,0.00,0,0.00,0,0,0,0
"PCA",1,1,"Operating/Program","Fonctionnement/Programme",607935988,456782300,667236232.00,523350794.00,652634423,553060657.00,986022622,837886384,1252024806,992212261
"PCA",5,9,"Other","Autre",500000,500000,500000.00,500000.00,3500000,3500000.00,500000,500000,500000,500000
"PCA","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",55254477,55254477,48030518.00,48030518.00,47239203,47239203.00,50198150,50198150,50864137,50864137
"PCA","S",999,"Expenditures equivalent to revenues resulting from the conduct of operations pursuant to section 20 of the Parks Canada Agency Act","Dépenses qui équivalent aux revenus résultant de la poursuite des opérations en vertu de l'article 20 de la Loi sur l'Agence Parcs Canada",118010814,118010814,119060044.00,119060044.00,128677779,118000000.00,163136474,147545873,166348040,148116653
"PCC",1,1,"Operating/Program","Fonctionnement/Programme",7962033,7183379,9397640.00,7958517.00,9294310,8718932.00,9484985,8736312,9477435,8190190
"PCC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",827622,827622,831317.00,831317.00,881039,881039.00,981751,981751,845762,845762
"PCO",1,1,"Operating/Program","Fonctionnement/Programme",129513255,114953289,117998155.00,112118460.00,113747027,109734217.00,113389773,109302918,146984283,141450160
"PCO","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",14837802,14837802,13980709.00,13980709.00,13204084,13204084.00,13510664,13510664,12493221,12493221
"PCO","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",0,0,0.00,0.00,0,0.00,0,0,37,37
"PCO","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",392721,392721,268467.00,268467.00,249719,249719.00,286917,286917,288465,288465
"PCO","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",66121,48629,23126.00,17491.00,24157,5635.00,27580,18522,43224,9058
"PHAC",1,1,"Operating/Program","Fonctionnement/Programme",396085975,358770085,375400013.00,360684001.00,365834259,338703770.00,337162482,322665026,353128253,325585280
"PHAC",5,2,"Capital","Capital",19501051,15456407,13849226.00,11357101.00,8760266,6920341.00,8449241,7464734,6503695,5956089
"PHAC",10,3,"Grants & Contributions","Subventions et Contributions",204477515,201062716,208048310.00,205633323.00,251101573,249625473.00,207249484,201860870,195198623,189506070
"PHAC","S",999,"Collection Agency Fees","Honoraires - Agence de recouvrement",50,50,0.00,0.00,0,0.00,0,0,0,0
"PHAC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",32848779,32848779,30651414.00,30651414.00,29129017,29129017.00,28623939,28623939,26887592,26887592
"PHAC","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",567,567,0.00,0.00,0,0.00,0,0,15,15
"PHAC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",39221,25792,94235.00,87869.00,74353,66392.00,218927,210939,70965,30288
"PHAC","S",999,"Spending of revenues from other departments for which the Minister is responsible, pursuant to subsection 4.2(4) of the Department of Health Act","Dépense des recettes provenant des autres ministères pour lesquels le ministre est responsable, conformément au paragraphe 4.2(4) de la Loi sur le ministère de la Santé",11491833,11491833,13083928.00,13083928.00,12524192,12524192.00,12254633,12254633,11251694,11251694
"PMPRB",1,1,"Operating/Program","Fonctionnement/Programme",11667975,7145775,10501868.00,6807075.95,10356470,7089582.00,10323345,8572500,10336436,9225595
"PMPRB","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",911028,911028,861365.00,861365.00,840584,840584.00,925814,925814,907916,907916
"PMPRB","S",999,"Court Awards","Montants adjugés par une cour",0,0,70628.00,70628.00,0,0.00,0,0,0,0
"PMPRB","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",0,0,2801285.00,2801285.00,0,0.00,0,0,0,0
"PMPRB","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",0,0,213.00,213.00,114,114.00,47,47,448,448
"PPP",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État",12700000,12450000,12300000.00,12300000.00,11800000,11800000.00,11800000,11800000,11800000,11800000
"PPP",5,5,"Payments to Crown Corps","Paiement aux sociétés d'État",275000000,275000000,252900000.00,252900000.00,197700000,197700000.00,219400000,0,267700000,0
"PPS",1,1,"Operating/Program","Fonctionnement/Programme",0,0,0.00,0.00,0,0.00,48752033,47100237,65150492,59599369
"PPS","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",0,0,0.00,0.00,0,0.00,3370694,3370694,5180957,5180957
"PSC",1,1,"Operating/Program","Fonctionnement/Programme",90326779,82974741,82113520.00,73980568.22,76905067,67460445.00,76197939,63002583,75694654,66714150
"PSC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",12751447,12751447,11570688.00,11570688.00,10135978,10135978.00,9598061,9598061,9108096,9108096
"PSC","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",2770,2770,4141.00,4141.00,1328,1328.00,0,0,220,220
"PSC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",1108,1108,11868.00,11868.00,180,180.00,9062,9062,642,642
"PSEP",1,1,"Operating/Program","Fonctionnement/Programme",139311850,133660075,137564354.00,133245148.00,125824048,122382753.00,125904034,120889337,158259748,151982128
"PSEP",5,3,"Grants & Contributions","Subventions et Contributions",479440792,434902027,1218687805.00,1192322278.00,1046154424,539389043.00,1005556693,271862285,1035949158,1031209114
"PSEP","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",15634160,15634160,15605276.00,15605276.00,13610690,13610690.00,13948777,13948777,14337194,14337194
"PSEP","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",77516,77516,77541.00,77541.00,80300,80300.00,82328,82328,83500,83500
"PSSRB",1,1,"Operating/Program","Fonctionnement/Programme",13216189,12349921,13175574.00,11398804.00,7289228,7279228.00,0,0,0,0
"PSSRB","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",1284279,1284279,1307089.00,1307089.00,725452,725452.00,0,0,0,0
"PSSRB","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",140,140,55.00,55.00,39,39.00,0,0,0,0
"PSST",1,1,"Operating/Program","Fonctionnement/Programme",5260052,4543265,5123904.00,4236419.00,2765794,2629844.00,0,0,0,0
"PSST","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",565542,565542,532271.00,532271.00,343705,343705.00,0,0,0,0
"RCMP",1,1,"Operating/Program","Fonctionnement/Programme",2465405070,2243129029,2021822478.00,1981451541.00,1985777714,1908906265.00,1906787131,1881921442,2117198408,1922106379
"RCMP",5,2,"Capital","Capital",341327184,232989445,335500252.00,220101586.00,300547775,263450923.00,331540322,264600732,312735236,235794707
"RCMP",10,3,"Grants & Contributions","Subventions et Contributions",140453625,136002171,153072385.00,150151242.00,166457517,160887743.00,186951933,184500180,213073483,202929139
"RCMP","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",76890000,76890000,73311742.00,73311742.00,70615520,70615520.00,67583745,67583745,66573189,66573189
"RCMP","S",999,"Court Awards","Montants adjugés par une cour",561627,561627,63593.00,63593.00,1069096,1069096.00,0,0,0,0
"RCMP","S",999,"Pensions and other employee benefits - Members of the Force","Pensions et autres prestations des employés - Membres de la Gendarmerie royale du Canada",413208659,413208659,446524247.00,446524247.00,437047609,437047609.00,439573206,439573206,574114273,574114273
"RCMP","S",999,"Pensions under the Royal Canadian Mounted Police Pension Continuation Act","Pensions aux termes de la Loi sur la continuation des pensions de la Gendarmerie royale du Canada",13963873,13963873,12315745.00,12315745.00,11400805,11400805.00,10391783,10391783,9392163,9392163
"RCMP","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",171183,171183,647937.00,647937.00,46265,46265.00,233884,233884,1098718,1098718
"RCMP","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",11967001,7483372,14459818.00,7813063.00,14919092,8464749.00,12290260,7422599,12564275,5617516
"RPSDP",1,1,"Operating/Program","Fonctionnement/Programme",1736449,1510899,1745457.00,1111720.00,878674,868674.00,0,0,0,0
"RPSDP","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",148842,148842,117642.00,117642.00,96569,96569.00,0,0,0,0
"RSCT",1,1,"Operating/Program","Fonctionnement/Programme",2782635,1995450,2791903.00,1981845.00,1224163,1214163.00,0,0,0,0
"RSCT","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",142163,142163,159591.00,159591.00,98535,98535.00,0,0,0,0
"RSCT","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",155,0,155.00,0.00,0,0.00,0,0,0,0
"SC",1,1,"Operating/Program","Fonctionnement/Programme",472275325,440054094,429489878.00,403702440.00,406108750,400619335.00,466850971,446719866,692288931,610800160
"SC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",79824189,79824189,67783916.00,67783916.00,66562622,66562622.00,70827594,70827594,70693538,70693538
"SC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",13026,13026,25419.00,25419.00,20504,20504.00,13105,13105,23463,23463
"SCA",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État",10318993,10318993,10081241.00,8081241.00,12889535,12889535.00,10194937,10194937,10515380,10515380
"SCC",1,1,"Operating/Program","Fonctionnement/Programme",23503770,22423452,23589974.00,22419896.00,23585872,22699824.00,23732571,21815595,25933544,23513974
"SCC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",2770378,2770378,2855531.00,2855531.00,2721883,2721883.00,2590341,2590341,2587860,2587860
"SCC","S",999,"Judges' salaries, allowances and annuities, annuities to spouses and children of judges and lump sum payments to spouses of judges who die while in office","Traitements, indemnités et pensions des juges, pensions aux conjoints et aux enfants des juges et montants forfaitaires versés aux conjoints des juges qui décèdent pendant leur mandat",6025983,6025983,6155512.00,6155512.00,6565949,6565949.00,7933812,7933812,7572984,7572984
"SCC","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",5,5,0.00,0.00,0,0.00,0,0,0,0
"SCC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",1751,0,825.00,0.00,5131,5131.00,4356,0,4608,4608
"SEN",1,1,"Operating/Program","Fonctionnement/Programme",57933343,55650087,58169816.00,53815856.00,58432359,56881095.00,52946960,49140138,58276163,51981002
"SEN","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",6908886,6908886,7212635.00,7212635.00,6622198,6622198.00,5839705,5839705,5841350,5841350
"SEN","S",999,"Officers and Members of the Senate-Salaries, allowances and other payments to the Speaker of the Senate, Members and other officers of the Senate under the Parliament of Canada Act; contributions to the Members of Parliament Retiring Allowances Account and Members of Parliament Retirement Compensation Arrangements Account","Dignitaires du Sénat et sénateurs - Traitements, allocations et autres paiements versés au président du Sénat, aux sénateurs et autres dignitaires du Sénat en vertu de la Loi sur le Parlement du Canada; contributions au compte d'allocations de retraite des parlementaires et au compte de convention de retraite des parlementaires",26322815,26322815,23665559.00,23665559.00,21899098,21899098.00,19592251,19592251,22856404,22856404
"SHARE",1,1,"Operating/Program","Fonctionnement/Programme",1370381389,1199081235,1406521895.00,1363797879.16,1306833768,1288300022.00,1229509769,1201014719,1377900637,1278274051
"SHARE",5,2,"Capital","Capital",101459178,101459044,221727054.00,198876712.89,282890824,246406391.00,268798688,220030555,443216441,328246669
