"IndicatorID","ResultID","Title_en","DateToBeAcheivedYear","DateToBeAcheivedMonth","ResultExp_en","datatype","MinTarget_num","MaxTarget_num","TargetResult_en","Document","Actual_Datatype","actual_Result_en","status_color","period"
"NI135-0043-2016","NR135-0036-2016","Percentage of recipients reporting a positive impact on key museum functions",2018,3,"Performance will continue to be monitored.","percent",90.00,"","","drr16","percent",100,"success","future"
"NI135-0043-2017","NR135-0036-2017","Percentage of recipients reporting a positive impact on key museum functions",2018,3,"","percent",90.00,"","","dp17","","","",""
"NI135-0044-2016","NR135-0037-2016","Percentage of recipients reporting a positive impact on heritage preservation",2018,3,"Performance will continue to be monitored.","percent",90.00,"","","drr16","percent",100,"success","future"
"NI135-0044-2017","NR135-0037-2017","Percentage of recipients reporting a positive impact on heritage preservation",2018,3,"","percent",90.00,"","","dp17","","","",""
"NI135-0045-2016","NR135-0038-2016","Number of venues providing exhibitions and other programming products/activities",2018,3,"Performance will continue to be monitored.","num",90.00,"","","drr16","num",156,"success","future"
"NI135-0045-2017","NR135-0038-2017","Number of venues providing exhibitions and other programming products/activities",2018,3,"","num",90.00,"","","dp17","","","",""
"NI135-0047-2016","NR135-0039-2016","Number of exhibition venues",2018,3,"Performance will continue to be monitored.","num",11.00,"","","drr16","num",6,"success","future"
"NI135-0047-2017","NR135-0039-2017","Number of exhibition venues",2018,3,"","num",11.00,"","","dp17","","","",""
"NI135-0048-2016","NR135-0039-2016","Number of provinces in which venues are located",2018,3,"Performance will continue to be monitored.","num",5.00,"","","drr16","num",5,"success","future"
"NI135-0048-2017","NR135-0039-2017","Number of provinces in which venues are located",2018,3,"","num",5.00,"","","dp17","","","",""
"NI135-0052-2016","NR135-0043-2016","Ratio of Canadian Conservation Institute articles published in Canadian and International professional and peer-reviewed journals on number of full-time equivalent conservation scientists",2018,3,"Performance will continue to be monitored.","num",0.70,"","","drr16","num",0.9,"success","future"
"NI135-0052-2017","NR135-0043-2017","Ratio of Canadian Conservation Institute articles published in Canadian and International professional and peer-reviewed journals on number of full-time equivalent conservation scientists",2018,3,"","num",0.70,"","","dp17","","","",""
"NI135-0053-2016","NR135-0044-2016","Number of users of Canadian Conservation Institute learning programs and materials online.",2018,3,"Performance will continue to be monitored.","num",300000.00,"","","drr16","num",444509,"success","future"
"NI135-0053-2017","NR135-0044-2017","Number of users of Canadian Conservation Institute learning programs and materials online.",2018,3,"","num",300000.00,"","","dp17","","","",""
"NI135-0054-2016","NR135-0045-2016","Number of heritage institutions that benefit from Canadian Conservation Institute expert services",2018,3,"Performance will continue to be monitored.","num",150.00,"","","drr16","num",107,"success","future"
"NI135-0054-2017","NR135-0045-2017","Number of heritage institutions that benefit from Canadian Conservation Institute expert services",2018,3,"","num",150.00,"","","dp17","","","",""
"NI135-0056-2016","NR135-0047-2016","Number of certified objects/collections donated/sold by a private interest to a designated organization",2018,3,"Performance will continue to be monitored.","num",5000.00,"","","drr16","num",6608,"success","future"
"NI135-0056-2017","NR135-0047-2017","Number of certified objects/collections donated/sold by a private interest to a designated organization",2018,3,"","num",5000.00,"","","dp17","","","",""
"NI135-0058-2016","NR135-0049-2016","Percentage of Canadian participants in the Exchanges Canada, Youth Take Charge and Canada History Fund programs who report increased level of knowledge of and appreciation for Canada.",2019,3,"Performance will continue to be monitored.","percent",75.00,"","","drr16","percent",80.4,"success","future"
"NI135-0058-2017","NR135-0049-2017","Percentage of Canadian participants in Canadian Heritage programs who report increased level of knowledge of and appreciation for Canada.",2019,3,"Results are from previous fiscal year.","percent",75.00,"","","dp17","","","",""
"NI135-0061-2016","NR135-0050-2016","Number of community events held across Canada during the Celebrate Canada period (June 21 to July 1)",2017,3,"Performance will continue to be monitored.","num",1700.00,"","","drr16","num",1744,"success","past"
"NI135-0061-2017","NR135-0050-2017","Number of community events held across Canada during the Celebrate Canada period (June 21 to July 1)",2018,3,"","num",1700.00,"","","dp17","","","",""
"NI135-0062-2016","NR135-0051-2016","Number of participants at celebration and commemoration events/activities",2018,3,"Performance will continue to be monitored.","num",7500000.00,"","","drr16","num",12567057,"success","future"
"NI135-0062-2017","NR135-0051-2017","Number of participants at celebration and commemoration events/activities",2018,3,"","num",7500000.00,"","","dp17","","","",""
"NI135-0069-2016","NR135-0057-2016","Percentage of Canadians reached by Canada History Fund who have enhanced their knowledge of Canada’s history, civics, and/or public policy",2019,3,"New data strategy forthcoming.","percent",75.00,"","","drr16","percent",0,"not_avail","future"
"NI135-0069-2017","NR135-0057-2017","Percentage of Canadians reached by Canada History Fund who have enhanced their knowledge of Canada’s history, civics, and/or public policy",2019,3,"","percent",75.00,"","","dp17","","","",""
"NI135-0070-2016","NR135-0058-2016","Percentage of participants who report enhanced knowledge and understanding of Canada",2019,3,"Performance will continue to be monitored.","percent",75.00,"","","drr16","percent",87,"success","future"
"NI135-0070-2017","NR135-0058-2017","Percentage of participants who report enhanced knowledge and understanding of Canada",2019,3,"","percent",75.00,"","","dp17","","","",""
"NI135-0071-2016","NR135-0059-2016","Percentage of participants who report having created new ties with other young Canadians as a result of the exchange",2019,3,"Performance will continue to be monitored.","percent",75.00,"","","drr16","percent",92,"success","future"
"NI135-0071-2017","NR135-0059-2017","Percentage of participants who report having created new ties with other young Canadians as a result of the exchange",2019,3,"","percent",75.00,"","","dp17","","","",""
"NI135-0072-2016","NR135-0060-2016","Percentage of participants who report having a better understanding of what Canadians have in common",2019,3,"Performance will continue to be monitored.","percent",75.00,"","","drr16","percent",84,"success","future"
"NI135-0072-2017","NR135-0060-2017","Percentage of participants who report having a better understanding of what Canadians have in common",2019,3,"","percent",75.00,"","","dp17","","","",""
"NI135-0076-2016","NR135-0064-2016","Percentage of youth participants who report having a greater sense of attachment to Canada",2019,3,"Performance will continue to be monitored.","percent",55.00,"","","drr16","percent",69,"success","future"
"NI135-0076-2017","NR135-0064-2017","Percentage of youth participants who report having a greater sense of attachment to Canada",2019,3,"","percent",55.00,"","","dp17","","","",""
"NI135-0077-2016","NR135-0065-2016","Percentage of youth participants who report having a sense of shared Canadian identity",2019,3,"Performance will continue to be monitored.","percent",60.00,"","","drr16","percent",81,"success","future"
"NI135-0077-2017","NR135-0065-2017","Percentage of youth participants who report having a sense of shared Canadian identity",2019,3,"","percent",60.00,"","","dp17","","","",""
"NI135-0078-2016","NR135-0066-2016","Number of volunteers on average per Building Communities Through Arts and Heritage project.",2018,3,"Performance will continue to be monitored.","num",112.00,"","","drr16","num",153,"success","future"
"NI135-0078-2017","NR135-0066-2017","Number of volunteers on average per Building Communities Through Arts and Heritage project.",2018,3,"","num",112.00,112.00,"","dp17","","","",""
"NI135-0081-2016","NR135-0067-2016","Number of opportunities for provincial and territorial governments to contribute to reporting on Canada’s international human rights obligations and to participate in related intergovernmental discussions.",2018,3,"Performance will continue to be monitored.","num",24.00,"","","drr16","num",32,"success","future"
"NI135-0081-2017","NR135-0067-2017","Number of opportunities for provincial and territorial governments to contribute to reporting on Canada’s international human rights obligations and to participate in related intergovernmental discussions.",2018,3,"","num",24.00,"","","dp17","","","",""
"NI135-0083-2016","NR135-0070-2016","Number of visits on the Human Rights Program Website.",2018,3,"Performance will continue to be monitored.","num",75000.00,"","","drr16","num",148280,"success","future"
"NI135-0083-2017","NR135-0070-2017","Number of visits on the Human Rights Program Website.",2018,3,"","num",75000.00,"","","dp17","","","",""
"NI135-0085-2016","NR135-0069-2016","Number of local artists, artisans, heritage performers (per project)",2019,3,"Performance will continue to be monitored.","num",85.00,"","","drr16","num",134,"success","future"
"NI135-0085-2017","NR135-0069-2017","Number of local artists, artisans, heritage performers (per project)",2019,3,"","num",85.00,"","","dp17","","","",""
"NI135-0087-2016","NR135-0071-2016","Number of participants who are engaged in Aboriginal language and cultural activities",2018,3,"Performance will continue to be monitored.","num",3250.00,"","","drr16","num",5137,"success","future"
"NI135-0087-2017","NR135-0071-2017","Number of participants who are engaged in Indigenous language and cultural activities",2018,3,"","num",3250.00,"","","dp17","","","",""
"NI135-0090-2016","NR135-0072-2016","Number of projects funded that incorporate Aboriginal languages and cultures, and support community engagement",2018,3,"Performance will continue to be monitored.","num",100.00,"","","drr16","num",112,"success","future"
"NI135-0090-2017","NR135-0072-2017","Number of projects funded that incorporate Indigenous languages and cultures, and support community engagement",2018,3,"","num",100.00,"","","dp17","","","",""
"NI135-0093-2016","NR135-0075-2016","Percentage of bilingualism amongst Canadian youth (15-19 years old)",2018,3,"Performance will continue to be monitored.","percent",20.00,"","","drr16","percent",22.6,"success","future"
"NI135-0093-2017","NR135-0075-2017","Percentage of bilingualism amongst Canadian youth (15-19 years old)",2018,3,"","percent",20.00,20.00,"","dp17","","","",""
"NI135-0094-2016","NR135-0073-2016","Percentage of official-language minority community members who live within 25 km of an elementary minority-language school or a secondary minority-language school",2018,3,"Performance will continue to be monitored.","percent",95.00,"","","drr16","percent",97,"success","future"
"NI135-0094-2017","NR135-0073-2017","Percentage of official-language minority community members who live within 25 km of an elementary minority-language school or a secondary minority-language school",2018,3,"","percent",95.00,"","","dp17","","","",""
"NI135-0095-2016","NR135-0077-2016","Percentage of Canadians that have a working knowledge of the second official language",2018,3,"Performance will continue to be monitored.","percent",15.00,"","","drr16","percent",17.5,"success","future"
"NI135-0095-2017","NR135-0077-2017","Percentage of Canadians that have a working knowledge of the second official language",2018,3,"","percent",15.00,"","","dp17","","","",""
"NI135-0104-2016","NR135-0083-2016","Number of Canadian athletes from under-represented groups participating at funded events",2018,3,"Final number will be higher as 17 of 78 events have not yet issued final reports.","num",3550.00,"","","drr16","num",199,"success","future"
"NI135-0104-2017","NR135-0083-2017","Number of Canadian athletes from under-represented groups participating at funded events",2018,3,"","num",3550.00,"","","dp17","","","",""
"NI135-0109-2016","NR135-0086-2016","Number of currently and formerly carded athletes using tuition grant (including deferred tuition)",2018,3,"Performance will continue to be monitored.","num",750.00,"","","drr16","num",699,"success","future"
"NI135-0109-2017","NR135-0086-2017","Number of currently and formerly carded athletes using tuition grant (including deferred tuition)",2018,3,"","num",750.00,"","","dp17","","","",""
"NI135-0129-2016","NR135-0006-2016","Minimum percentage of infrastructure and specialized equipment projects supported by the Canada Cultural Spaces Fund that target an underserved community",2017,3,"Performance information will be examined as part of results management activitites","percent",40.00,"","","drr16","percent",60,"success","past"
"NI135-0129-2017","NR135-0006-2017","Minimum percentage of infrastructure and specialized equipment projects supported by the Canada Cultural Spaces Fund that target an underserved community",2018,3,"","percent",40.00,"","","dp17","","","",""
"NI135-0130-2016","NR135-0091-2016","Cultural Industries portion of Gross Domestic Product (GDP), in billions of dollars",2017,3,"This figure was last updated for the publication of the 2015-16 Departmental Performance Report. No new data is currently available as the dataset is under revision. Revisions are a normal part of the Statistics Canada datasets. These revisions ensure the data used to produce the latest figures are more precise and up-to-dat, thereby improving the reported estimates of culture's economic value.","num",25.50,"","","drr16","num",28.67,"success","past"
"NI135-0130-2017","NR135-0091-2017","Cultural Industries portion of Gross Domestic Product (GDP), in billions of dollars",2017,3,"","text","","","$ 25.5 B","dp17","","","",""
"NI135-0132-2016","NR135-0092-2016","Total budget (in billions of dollars) of Canadian film and television productions (including Canadian share of co-productions)",2020,12,"Performance will continue to be monitored.","num",2.50,"","","drr16","num",2.9,"success","future"
"NI135-0132-2017","NR135-0092-2017","Total budget (in billions of dollars) of Canadian film and television productions (including Canadian share of co-productions)",2020,12,"","text","","","$ 2.5 B","dp17","","","",""
"NI135-0134-2016","NR135-0094-2016","Value, in millions of CAD dollars, of domestic and international sales of Canadian-authored titles by Canada Book Fund recipient publishers",2020,3,"Performance will continue to be monitored.","num",350.00,"","","drr16","num",366,"success","future"
"NI135-0134-2017","NR135-0094-2017","Value, in millions of dollars, of domestic and international sales of Canadian-authored titles by Canada Book Fund recipients",2020,3,"","text","","","$ 350 M","dp17","","","",""
"NI135-0137-2016","NR135-0066-2016","Number of opportunities taken by Canadians to participate in social aspects of community life by seeking out information about human rights issues in Canada made available by the Human Rights Program",2018,3,"Performance will continue to be monitored.","num",57000.00,"","","drr16","num",122358,"success","future"
"NI135-0137-2017","NR135-0066-2017","Number of opportunities taken by Canadians to participate in social aspects of community life by seeking out information about human rights issues in Canada made available by the Human Rights Program",2018,3,"","num",57000.00,57000.00,"","dp17","","","",""
"NI135-0139-2016","NR135-0073-2016","Percentage of official-language minority community members who live within 25 km of an arts and culture organization offering minority-language services",2018,3,"Performance will continue to be monitored.","percent",85.00,"","","drr16","percent",89.8,"success","future"
"NI135-0139-2017","NR135-0073-2017","Percentage of official-language minority community members who live within 25 km of an arts and culture organization offering minority-language services",2018,3,"","percent",85.00,"","","dp17","","","",""
"NI135-0140-2016","NR135-0075-2016","Percentage of the population who agree that the two official languages in Canada (English and French) are an important part of what it means to be Canadian.",2018,3,"Performance will continue to be monitored.","percent",60.00,"","","drr16","percent",70,"success","future"
"NI135-0140-2017","NR135-0075-2017","Percentage of the population who agree that the two official languages in Canada (English and French) are an important part of what it means to be Canadian.",2018,3,"","percent",60.00,60.00,"","dp17","","","",""
"NI135-0141-2016","NR135-0077-2016","Percentage of the population that recognizes that linguistic duality in Canada is a source of cultural enrichment.",2018,3,"Performance will continue to be monitored.","percent",60.00,"","","drr16","percent",65,"success","future"
"NI135-0141-2017","NR135-0077-2017","Percentage of the population that recognizes that linguistic duality in Canada is a source of cultural enrichment.",2018,3,"","percent",15.00,"","","dp17","","","",""
"NI135-0144-2016","NR135-0067-2016","Rate of participation of provincial and territorial governments contributing to reporting on Canada’s international human rights obligations and attending related intergovernmental discussions.",2017,3,"Performance will continue to be monitored.","num",78.00,"","","drr16","num",87,"success","past"
"NI135-0144-2017","NR135-0067-2017","Rate of participation of provincial and territorial governments contributing to reporting on Canada’s international human rights obligations and attending related intergovernmental discussions.",2018,3,"","num",78.00,"","","dp17","","","",""
"NI135-0149-2016","NR135-0004-2016","Degree to which, on a scale of 1 to 5, performance measurement framework targets are achieved that illustrate the variety of disciplines for professional artistic experiences offered by recipients of Canada Arts Presentation Fund",2017,3,"Performance will continue to be monitored.","num_range",1.00,5.00,"","drr16","num",5,"success","past"
"NI135-0149-2017","NR135-0004-2017","Degree to which, on a scale of 1 to 5, performance measurement framework targets are achieved that illustrate the variety of disciplines for professional artistic experiences offered by recipients of Canada Arts Presentation Fund",2017,3,"","num_range",1.00,5.00,"","dp17","","","",""
"NI135-0150-2016","NR135-0005-2016","Degree to which, on a scale of 1 to 5, performance measurement framework targets are achieved that illustrate the type of underserved communities reached by recipients of the Canada Arts Presentation Fund",2017,3,"Performance will continue to be monitored.","num_range",1.00,5.00,"","drr16","num",5,"success","past"
"NI135-0150-2017","NR135-0005-2017","Degree to which, on a scale of 1 to 5, performance measurement framework targets are achieved that illustrate the type of underserved communities reached by recipients of the Canada Arts Presentation Fund",2018,3,"","num_range",1.00,5.00,"","dp17","","","",""
"NI135-0152-2016","NR135-0039-2016","Number of visitors to indemnified venues",2018,3,"Performance will continue to be monitored.","num",700000.00,"","","drr16","num",946371,"success","future"
"NI135-0152-2017","NR135-0039-2017","Number of visitors to indemnified venues",2018,3,"","num",700000.00,"","","dp17","","","",""
"NI135-0154-2016","NR135-0011-2016","Degree to which, on a scale of 1 to 5, performance measurement framework targets that illustrate that a range of Canadian cultural content is created and produced are achieved",2017,3,"Performance will continue to be monitored.","num_range",1.00,5.00,"","drr16","num",5,"success","past"
"NI135-0154-2017","NR135-0011-2017","Degree to which, on a scale of 1 to 5, performance measurement framework targets that illustrate that a range of Canadian cultural content is created and produced are achieved",2017,3,"","num_range",1.00,5.00,"","dp17","","","",""
"NI135-0155-2016","NR135-0013-2016","Degree to which, on a scale of 1 to 5, performance measurement framework targets to illustrate the accessibility of Canadian cultural content in Canada and abroad are achieved.",2017,3,"Performance information will be examined as part of results management activitites","num_range",1.00,5.00,"","drr16","num",4,"success","past"
"NI135-0155-2017","NR135-0013-2017","Degree to which, on a scale of 1 to 5, performance measurement framework targets to illustrate the accessibility of Canadian cultural content in Canada and abroad are achieved.",2017,3,"","num_range",1.00,5.00,"","dp17","","","",""
"NI135-0157-2016","NR135-0017-2016","Number of hours viewed (in millions of hours annually) for Canada Media Fund-funded English-language television productions.",2017,10,"Performance will continue to be monitored.","num",1660.00,"","","drr16","num",2190,"success","future"
"NI135-0157-2017","NR135-0017-2017","Number of hours viewed (in millions of hours annually) for Canada Media Fund-funded English-language television productions.",2018,10,"","text","","","1,660 millions of hours annually","dp17","","","",""
"NI135-0158-2016","NR135-0017-2016","Number of hours viewed (in millions of hours annually) for Canada Media Fund-funded French-language television productions.",2017,10,"Performance will continue to be monitored.","num",980.00,"","","drr16","num",1364,"success","future"
"NI135-0158-2017","NR135-0017-2017","Number of hours viewed (in millions of hours annually) for Canada Media Fund-funded French-language television productions.",2018,10,"","text","","","980 millions of hours annually","dp17","","","",""
"NI135-0159-2016","NR135-0093-2016","Number of treaty negotiations that are underway with foreign partners",2020,3,"Performance will continue to be monitored.","num",8.00,"","","drr16","num",7,"success","future"
"NI135-0159-2017","NR135-0093-2017","Number of treaty negotiations that are underway with foreign partners",2020,3,"","num",8.00,"","","dp17","","","",""
"NI135-0160-2016","NR135-0024-2016","Percentage of domestic market share of albums by Canada Music Fund supported artists",2020,3,"Note that the data source for the market share calculations changed in 2016. Comparisons with prior years is therefore not advised.","percent",12.00,"","","drr16","percent",8,"success","future"
"NI135-0160-2017","NR135-0024-2017","Percentage of domestic market share of albums by Canada Music Fund supported artists",2020,3,"","percent",12.00,"","","dp17","","","",""
"NI135-0161-2016","NR135-0024-2016","International unit sales, in millions, of Canada Music Fund supported music",2020,3,"Performance will continue to be monitored.","num",1.00,"","","drr16","num",0.6,"success","future"
"NI135-0161-2017","NR135-0024-2017","International unit sales, in millions, of Canada Music Fund supported music",2020,3,"","text","","","$ 1 M","dp17","","","",""
"NI135-0162-2016","NR135-0030-2016","Percentage of foreign investor commitments respected relating to the creation or production of Canadian cultural products as per the Investment Canada Act",2018,3,"Performance will continue to be monitored.","percent",100.00,"","","drr16","percent",100,"success","future"
"NI135-0162-2017","NR135-0030-2017","Percentage of foreign investor commitments respected relating to the creation or production of Canadian cultural products as per the Investment Canada Act",2018,3,"","percent","",100.00,"","dp17","","","",""
"NI135-0163-2016","NR135-0030-2016","Percentage of foreign investor commitments respected relating to the sale, distribution or exhibition of Canadian cultural products as per the  Investment Canada Act",2018,3,"Performance will continue to be monitored.","percent",100.00,"","","drr16","percent",100,"success","future"
"NI135-0163-2017","NR135-0030-2017","Percentage of foreign investor commitments respected relating to the sale, distribution or exhibition of Canadian cultural products as per the  Investment Canada Act",2018,3,"","percent","",100.00,"","dp17","","","",""
"NI135-0164-2016","NR135-0053-2016","Percentage of venue capacity filled for national ceremonial events",2018,3,"Performance will continue to be monitored.","percent",95.00,"","","drr16","percent",95,"success","future"
"NI135-0164-2017","NR135-0053-2017","Percentage of venue capacity filled for national ceremonial events",2018,3,"","percent",95.00,"","","dp17","","","",""
"NI135-0165-2016","NR135-0066-2016","Number of Canadians (Aboriginal Peoples’ Program participants) engaged in social and cultural aspects of community life in Canada",2018,3,"Performance will continue to be monitored.","num",3250.00,"","","drr16","num",5137,"success","future"
"NI135-0165-2017","NR135-0066-2017","Number of Canadians (Aboriginal Peoples’ Program participants) engaged in social and cultural aspects of community life in Canada",2018,3,"","num",3250.00,3250.00,"","dp17","","","",""
"NI135-0166-2016","NR135-0081-2016","Percentage of federal institutions, including all partners of the Roadmap for Canada’s Official Languages 2013-18, that report their results for the implementation of section 41 of the  Official Languages Act, to produce the Annual Report on Official Lang",2018,3,"Performance will continue to be monitored.","percent",100.00,"","","drr16","percent",100,"success","future"
"NI135-0166-2017","NR135-0081-2017","Percentage of federal institutions, including all partners of the Roadmap for Canada’s Official Languages 2013-18, that report their results for the implementation of section 41 of the  Official Languages Act, to produce the Annual Report on Official Languages",2018,3,"","percent","",100.00,"","dp17","","","",""
"NI135-0167-2016","NR135-0095-2016","Percentage of federal institutions reporting satisfaction with the work accomplished by the Interdepartmental Relations and Accountability Directorate",2019,3,"Performance will continue to be monitored.","percent",75.00,"","","drr16","percent",85,"success","future"
"NI135-0167-2017","NR135-0095-2017","Percentage of federal institutions reporting satisfaction with the work accomplished by the Interdepartmental Relations and Accountability Directorate",2018,3,"","percent",75.00,"","","dp17","","","",""
"NI135-0219-2016","NR135-0099-2016","Percentage of NCR participants in Canada Day who agreed that the celebrations help increase their sense of pride about being Canadian.",2018,3,"Performance will continue to be monitored.","percent",70.00,"","","drr16","percent",74,"success","future"
"NI135-0219-2017","NR135-0099-2017","Percentage of participants in Canada Day in Canada’s Capital Region who agreed that the celebrations help increase their sense of pride about being Canadian.",2018,3,"","percent",70.00,"","","dp17","","","",""
"NI135-0222-2016","NR135-0003-2016","Minimum number of annual attendees, in millions, to activities funded by the Canada Arts Presentation Fund",2017,3,"Performance information will be examined as part of results management activitites","num",21.50,"","","drr16","num",21,"failure","past"
"NI135-0222-2017","NR135-0003-2017","Minimum number of annual attendees, in millions, to activities funded by the Canada Arts Presentation Fund",2017,3,"","text","","","21.5 million","dp17","","","",""
"NI135-0223-2016","NR135-0101-2016","Average number of tools developed by recipients of Strategic Initiatives funding to strengthen the business practices of arts and heritage organizations",2017,3,"In 2015-16, more than 75% of the 14 projects approved were of national or provincial scope, several of which were large scale. This led to an unusually large number of tools being created.","num",6.00,"","","drr16","num",25,"success","past"
"NI135-0223-2017","NR135-0101-2017","Average number of tools developed by recipients of Strategic Initiatives funding to strengthen the business practices of arts and heritage organizations",2018,3,"","num",6.00,"","","dp17","","","",""
"NI135-0224-2016","NR135-0101-2016","Minimum dollar amount, in millions, raised through private-sector donations by arts organizations applying to and eligible for Endowment Incentives component.",2017,3,"Performance information will be examined as part of results management activitites","num",20.00,"","","drr16","num",21.4,"success","past"
"NI135-0224-2017","NR135-0101-2017","Minimum dollar amount, in millions, raised through private-sector donations by arts organizations applying to and eligible for Endowment Incentives component.",2018,3,"","text","","","$ 20 M","dp17","","","",""
"NI135-0225-2016","NR135-0102-2016","Key policy advice is provided, including advice in support of petitions to the Governor-in-Council in respect of CRTC broadcasting licensing decisions, by legislative deadlines, or as required.","ongoing","","","text","","","Policy advice is provided on an as-needed basis.","drr16","text","Policy advice is provided on an as-needed basis.","not_appl","future"
"NI135-0225-2017","NR135-0102-2017","Policy advice is provided, including advice in support of petitions to the Governor-in-Council in respect of Canadian Radio-Television and Telecommunications Commission (CRTC) broadcasting licensing decisions, by legislative deadlines, or as required.","ongoing","","Targets are not applicable","text","","","","dp17","","","",""
"NI135-0226-2016","NR135-0103-2016","Provision of key policy advice by mandated deadlines and as required.","ongoing","","Policy advice is provided on an as-needed basis","num",100.00,"","","drr16","num",0,"not_appl","future"
"NI135-0226-2017","NR135-0103-2017","Provision of key policy advice by mandated deadlines and as required.","ongoing","","Targets are not applicable","text","","","No target; materials are generated according to mandated deadlines and as required, according to the environment.","dp17","","","",""
"NI135-0227-2016","NR135-0040-2016","Number of online visits to Canadian Heritage Information Network’s ressources for heritage professionals and volunteers",2018,3,"Performance will continue to be monitored.","num",650000.00,"","","drr16","num",1153800,"success","future"
"NI135-0227-2017","NR135-0040-2017","Number of online visits to Canadian Heritage Information Network’s ressources for heritage professionals and volunteers",2018,3,"","num",650000.00,"","","dp17","","","",""
"NI135-0228-2016","NR135-0104-2016","Percentage of referrals from the Canada Border Services Agency and the Royal Canadian Mounted Police that are successfully resolved within 90 days of receipt",2018,3,"Performance will continue to be monitored.","percent",100.00,"","","drr16","percent",81,"success","future"
"NI135-0228-2017","NR135-0104-2017","Percentage of referrals from the Canada Border Services Agency and the Royal Canadian Mounted Police that are successfully resolved within 90 days of receipt",2018,3,"","percent","",100.00,"","dp17","","","",""
"NI135-0229-2016","NR135-0073-2016","Percentage of official-language minority community members who live within 25 km of a local or regional community development organization offering minority-language services",2018,3,"Performance will continue to be monitored.","percent",85.00,"","","drr16","percent",86,"success","future"
"NI135-0229-2017","NR135-0073-2017","Percentage of official-language minority community members who live within 25 km of a local or regional community development organization offering minority-language services",2018,3,"","percent",85.00,"","","dp17","","","",""
"NI135-0230-2016","NR135-0105-2016","Percentage of Canadians who report being proud or very proud to be Canadian.",2018,3,"Performance will continue to be monitored.","percent",89.00,"","","drr16","percent",87,"success","future"
"NI135-0230-2017","NR135-0105-2017","Percentage of Canadians who report being proud or very proud to be Canadian.",2018,3,"","percent",89.00,"","","dp17","","","",""
"NI135-0231-2016","NR135-0106-2016","Minimum number of partners that are involved in the Canada 150 Initiative through facilitation efforts of the Canada 150 Federal Secretariat.",2018,3,"Performance will continue to be monitored.","num",75.00,"","","drr16","num",98,"success","future"
"NI135-0231-2017","NR135-0106-2017","Minimum number of partners that are involved in the Canada 150 Initiative through facilitation efforts of the Canada 150 Federal Secretariat.",2018,3,"","num",75.00,"","","dp17","","","",""
"NI135-0232-2016","NR135-0069-2016","Average number of volunteer hours per project.",2019,3,"Performance will continue to be monitored.","num",2750.00,"","","drr16","num",3968,"success","future"
"NI135-0232-2017","NR135-0069-2017","Average number of volunteer hours per project.",2019,3,"","num",2750.00,"","","dp17","","","",""
"NI135-0233-2016","NR135-0107-2016","Number of communities reached per year.",2019,3,"Performance will continue to be monitored.","num",420.00,"","","drr16","num",432,"success","future"
"NI135-0233-2017","NR135-0107-2017","Number of communities reached per year.",2019,3,"","num",420.00,"","","dp17","","","",""
"NI135-0234-2016","NR135-0082-2016","Percentage of Canadians who participate in sport.",2018,3,"Performance will continue to be monitored.","percent",30.00,"","","drr16","percent",28,"success","future"
"NI135-0234-2017","NR135-0082-2017","Percentage of Canadians who participate in sport.",2018,3,"","percent",30.00,30.00,"","dp17","","","",""
"NI135-0235-2016","NR135-0082-2016","Canada’s rank in Sport Canada’s Combined (Summer & Winter) Olympic Ranking Index.",2017,3,"Performance will continue to be monitored.","num_range",1.00,8.00,"","drr16","num",7,"success","past"
"NI135-0235-2017","NR135-0082-2017","Canada’s rank in Sport Canada’s Combined (Summer & Winter) Olympic Ranking Index.",2017,3,"","num",8.00,8.00,"","dp17","","","",""
"NI135-0236-2016","NR135-0082-2016","Canada’s rank in Sport Canada’s Combined (Summer & Winter) Paralympic Ranking Index.",2017,3,"n/a","num_range",1.00,8.00,"","drr16","num",0,"not_avail","past"
"NI135-0236-2017","NR135-0082-2017","Canada’s rank in Sport Canada’s Combined (Summer & Winter) Paralympic Ranking Index.",2017,3,"","num",8.00,8.00,"","dp17","","","",""
"NI135-0237-2016","NR135-0083-2016","Number of Canadian athletes, coaches and officials participating at funded events.",2018,3,"Performance will continue to be monitored.","num",6000.00,"","","drr16","num",6901,"success","future"
"NI135-0237-2017","NR135-0083-2017","Number of Canadian athletes, coaches and officials participating at funded events.",2018,3,"","num",6000.00,"","","dp17","","","",""
"NI135-0238-2016","NR135-0084-2016","Number of Canadians participating in sport through organizations or initiatives funded by Sport Canada.",2018,3,"Performance will continue to be monitored.","num",7800000.00,"","","drr16","num",7087795,"success","future"
"NI135-0238-2017","NR135-0084-2017","Number of Canadians participating in sport through organizations or initiatives funded by Sport Canada.",2018,3,"","num",7800000.00,"","","dp17","","","",""
"NI135-0239-2016","NR135-0084-2016","Percentage of funded sport organizations that have maintained or increased their overall organizational performance.",2018,3,"Performance will continue to be monitored.","percent",100.00,"","","drr16","percent",89,"success","future"
"NI135-0239-2017","NR135-0084-2017","Percentage of funded sport organizations that have maintained or increased their overall organizational performance.",2018,3,"","percent","",100.00,"","dp17","","","",""
"NI135-0240-2016","NR135-0108-2016","Number of athletes receiving AAP funding who have achieved a top 8 finish at the Olympics, Paralympics, or World Championships.",2018,3,"Performance will continue to be monitored.","num",325.00,"","","drr16","num",419,"success","future"
"NI135-0240-2017","NR135-0108-2017","Number of athletes receiving AAP funding who have achieved a top 8 finish at the Olympics, Paralympics, or World Championships.",2018,3,"","num",325.00,"","","dp17","","","",""
