"id","dept_code","name_fr","desc_fr","is_active","is_drf","is_internal_service"
"PCA-BGW00","PCA","Protéger et mettre en valeur le patrimoine naturel et culturel du Canada","Créer des parcs nationaux et des aires marines nationales de conservation; désigner des lieux, des personnes et des événements d’importance historique nationale; protéger et conserver le patrimoine naturel et culturel en se laissant guider par la science et le savoir autochtone; offrir des possibilités d’explorer le patrimoine naturel et culturel du Canada, d’en faire l’expérience et d’en profiter pleinement; assumer ces responsabilités avec le public, d’autres ministères fédéraux, les provinces, les territoires, les Autochtones et d’autres intervenants.",1,1,0
"PCA-ISS00","PCA","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"PCA-SO278","PCA","Les Canadiens éprouvent un fort sentiment d'appartenance à l'égard des parcs nationaux, des lieux historiques nationaux, les canaux patrimoniaux et des aires marines nationales de conservation du pays, et ils profitent de ces endroits protégés tout en s'efforçant de les laisser intacts pour les générations d'aujourd'hui et de demain.",,0,0,0
"PCA-SO279","PCA","Services internes",,0,0,1
"PCC-AYX00","PCC","Examen civil de la conduite des membres de la GRC dans l’exercice de leurs fonctions","La Commission civile d’examen et de traitement des plaintes relatives à la GRC (CCETP) est un organisme indépendant créé par le Parlement. Son rôle consiste à effectuer un examen juste et indépendant de la conduite de membres de la GRC dans l’exercice de leurs fonctions. Pour ce faire, la CCETP reçoit les plaintes du public au sujet de la conduite de membres de la GRC et surveille les enquêtes de la GRC concernant les plaintes. Si le plaignant n’est pas satisfait des conclusions de la GRC concernant sa plainte, il peut demander à la CCETP d’effectuer un examen indépendant sur la conduite des membres et la manière dont la GRC a traité l’affaire. Après avoir examiné une plainte, la CCETP peut conclure qu’elle est satisfaite de la manière dont la GRC a réglé la plainte ou elle peut tirer des conclusions et formuler des recommandations à l’intention du commissaire de la GRC et du ministre de la Sécurité publique à l’égard des sujets de préoccupation énoncés dans la plainte. La CCETP examine également des activités particulières de la GRC, fait rapport aux provinces qui passent des contrats de services avec la GRC, effectue des recherches, assure la sensibilisation du public et la liaison avec les collectivités et fait appel aux services d’observateurs indépendants dans le cadre d’enquêtes sur des incidents graves mettant en cause des membres de la GRC.",0,1,0
"PCC-BXF00","PCC","Examen indépendant de la GRC","Le rôle fondamental de la CCETP consiste à fournir une surveillance civile de la conduite des membres de la GRC dans l’exercice de leurs fonctions, afin de garantir que la GRC est redevable au public. La CCETP s’assure que les plaintes déposées par le public concernant la conduite des membres de la GRC sont examinées de manière équitable et objective. Ses conclusions et ses recommandations permettent de relever et de corriger des problèmes liés aux services de police qui découlent de la conduite de membres de la GRC ou de lacunes dans les politiques et les méthodes de l’organisme. En outre, la CCETP examine des activités précises de la GRC, fournit des rapports aux provinces qui utilisent les services de police de la GRC à forfait, effectue des recherches, mène des activités de sensibilisation et d’information auprès du public, et fournit des observateurs indépendants aux fins d’enquêtes sur des incidents graves impliquant des membres de la GRC.",1,1,0
"PCC-ISS00","PCC","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"PCC-SO281","PCC","Services internes",,0,0,1
"PCO-BWW00","PCO","Servir le premier ministre et son Cabinet","Offrir des analyses, des avis et du soutien au premier ministre et aux ministres du portefeuille, y compris des conseils et des renseignements impartiaux provenant de toute la fonction publique à la suite de consultations et de collaboration avec des sources internationales et nationales des secteurs public et privé. Agir comme secrétariat du Cabinet et de ses comités, ce qui comprend la gestion du système décisionnel du Cabinet, la coordination des propositions de politiques des ministères au Cabinet, des services de calendrier et de soutien pour les rencontres du Cabinet et de ses comités, la progression du programme du gouvernement dans l’ensemble des ministères et organismes fédéraux, et la prestation de services administratifs au Cabinet du premier ministre, aux ministres du portefeuille et aux commissions d’enquête. Assurer la direction et le renouvellement de la fonction publique afin de formuler des avis au gouvernement, de mettre en œuvre son programme et d’offrir des services et des résultats pour la population.",1,1,0
"PCO-ISS00","PCO","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"PCO-SO282","PCO","Services internes",,0,0,1
"PCO-SO283","PCO","Appuyer et mettre en oeuvre le programme et les décisions du gouvernement, et soutenir les institutions et leur fonctionnement.",,0,0,0
"PHAC-BVP00","PHAC","Promotion de la santé et prévention de maladies chroniques","Promouvoir la santé et le bien-être des Canadiens et des Canadiennes de tous âges en effectuant des activités de surveillance et de recherche en santé publique en appuyant les projets communautaires qui s’attaquent aux causes profondes des inégalités en matière de santé ainsi qu’aux facteurs de risque ou de protection qui sont essentiels à la promotion d’une meilleure santé à la prévention des maladies chroniques.",1,1,0
"PHAC-BVQ00","PHAC","Prévention et contrôle des maladies infectieuses","Protéger les Canadiens et les Canadiennes contre les maladies infectieuses en prévoyant, en détectant, en évaluant et en traitant les éclosions et les nouvelles menaces ; contribuer à la prévention, au contrôle et à la réduction de la propagation des maladies infectieuses chez les Canadiens et les Canadiennes.",1,1,0
"PHAC-BVR00","PHAC","Sécurité sanitaire","Se préparer aux événements de santé publique et aux urgences et les traiter ; aborder les risques pour la santé et la sécurité associés à l’utilisation d’agents pathogènes et de toxins ; aborder les risques en santé publique associés aux voyages.",1,1,0
"PHAC-ISS00","PHAC","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"PHAC-SO285","PHAC","Services internes",,0,0,1
"PHAC-SO286","PHAC","Protéger les Canadiens et les aider à améliorer leur santé.",,0,0,0
"PMPRB-BVM00","PMPRB","Réglementer les prix des médicaments brevetés","Le CEPMB réglemente les prix des médicaments brevetés en établissant les prix plafonds non excessifs et en prenant des mesures d’application de la loi devant le Conseil en cas de non-conformité.",1,1,0
"PMPRB-ISS00","PMPRB","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"PMPRB-SO287","PMPRB","Les médicaments brevetés ne peuvent être vendus au Canada à des prix excessifs, afin de protéger les intérêts de la population canadienne. La population canadienne est également tenue informée.",,0,0,0
"PMPRB-SO288","PMPRB","Services internes",,0,0,1
"PPP-SO289","PPP","Transformer le Canada en chef de file des partenariats public-privé.",,0,0,0
"PPS-BSW00","PPS","Sécurité physique","Le Service de protection parlementaire est responsable de la sécurité physique partout dans la Cité parlementaire et sur la Colline parlementaire. Ceci inclus la sécurité physique de la Cité parlementaire, des parlementaires, de leur personnel et des invités du Parlement, ainsi que tout visiteur de la Colline parlementaire et/ou de la Cité parlementaire, y compris les biens qui y sont situés ou les évènements qui s’y déroulent.",1,1,0
"PPS-SO290","PPS","La sécurité physique des parlementaires, des employés, des visiteurs, des immeubles ou parties d'immeubles faisant partie de la Cité parlementaire, y compris les biens qui y sont situés ou les événements qui s'y déroulent, et de la Colline parlementaire.",,0,0,0
"PSC-BWB00","PSC","Impartialité et embauche dans la fonction publique","La Commission de la fonction publique promeut et maintient une fonction publique fédérale non partisane, représentative de la population du pays et fondée sur le mérite, qui contribue à obtenir des résultats pour toute la population canadienne. Grâce à des orientations stratégiques, la Commission de la fonction publique aide les ministères et les organismes à embaucher des personnes qualifiées provenant de l’intérieur et de l’extérieur de la fonction publique, en contribuant à établir un effectif qui est le reflet de la diversité du Canada. Elle offre des programmes de recrutement et des services d’évaluation qui appuient les priorités de recrutement stratégique du gouvernement du Canada et le renouvellement de la fonction publique, en mettant à profit des outils modernes afin de réduire pour la population canadienne les obstacles à l’accès aux emplois de la fonction publique du Canada. La Commission de la fonction publique surveille les activités d’embauche à la fonction publique, en veillant à l’intégrité du processus d’embauche. Elle offre aux employés des orientations concernant leurs responsabilités et leurs droits légaux en matière d’activités politiques et elle rend des décisions sur les candidatures politiques; elle reconnaît aux employés leur droit de participer à des activités politiques tout en protégeant l’impartialité politique de la fonction publique.",1,1,0
"PSC-ISS00","PSC","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"PSC-SO291","PSC","Une fonction publique hautement compétente, non partisane et représentative, capable d'offrir des services dans les deux langues officielles et où les nominations sont fondées sur le mérite et les valeurs que sont la justice, l'accès, la représentativité et la transparence.",,0,0,0
"PSC-SO292","PSC","Services internes",,0,0,1
"PSEP-BVS00","PSEP","Sécurité nationale","Sécurité publique élabore des politiques, des mesures législatives et des programmes qui appuieront la capacité du gouvernement du Canada à réagir à une gamme de menaces à la sécurité nationale visant ses citoyens, ses infrastructures essentielles et ses cybersystèmes, et fait progresser les efforts nationaux de lutte contre le terrorisme.",1,1,0
"PSEP-BVT00","PSEP","Sécurité communautaire","À l’échelle nationale, Sécurité publique assume la coordination pour aider les collectivités canadiennes et les intervenants à réprimer le crime et à renforcer la résilience communautaire partout au pays, à promouvoir la sécurité des collectivités et des institutions canadiennes, à améliorer l’intégrité des frontières du Canada, et à appuyer la prestation des services de police dans les collectivités autochtones.",1,1,0
"PSEP-BVU00","PSEP","Gestion des urgences","Sécurité publique s’emploie à renforcer la gestion  des urgences à l’échelle nationale pour aider aux mesures de prévention, d’atténuation, de préparation, d’intervention et de rétablissement en cas d’incidents de toutes sortes. Sécurité publique fournit des ressources et de l’expertise aux communautés dans leurs efforts de préparation aux urgences, d’atténuation et de rétablissement en cas de catastrophe.",1,1,0
"PSEP-ISS00","PSEP","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"PSEP-SO293","PSEP","Un Canada sécuritaire et résilient.",,0,0,0
"PSEP-SO294","PSEP","Services internes",,0,0,1
"RCMP-AYO00","RCMP","Opérations policières","Aux termes de la Loi sur la GRC, ce programme fournit aux Canadiens des services de police aux niveaux fédéral, provincial et municipal et dans les collectivités autochtones. Comme le précise la Loi sur la GRC, ces services comprennent toutes les fonctions des agents de la paix en ce qui concerne le maintien de la paix, la prévention du crime et des infractions aux lois fédérales et à celles en vigueur dans la province où ils peuvent être employés, et l’arrestation des criminels, des contrevenants et des autres personnes pouvant être légalement mises sous garde; l’exécution de tous les mandats — ainsi que les obligations et services s’y rattachant — qui peuvent, aux termes de la Loi sur la GRC, des autres lois fédérales ou de celles en vigueur dans une province, être légalement exécutés par des agents de la paix; ainsi que les autres attributions déterminées par le gouverneur en conseil ou le commissaire. Les activités générales d’application de la loi qui viennent s’ajouter aux activités de sensibilisation menées par les employés de la GRC auprès du public, d’entreprises et d’autres ministères ou organismes du Canada, font que ce programme contribue à un Canada sécuritaire et sécurisé. On citera par exemple les séances d’information sur la prévention de la criminalité, la sécurité nationale, la criminalité financière, le crime organisé et les drogues, que la GRC anime afin de réduire la victimisation des Canadiens. En outre, ce programme voit à la protection des personnes désignées et à la sécurité lors d’événements majeurs, ce qui a pour effet d’atténuer les menaces possibles à l’égard de la population canadienne. Enfin, ce programme offre un soutien opérationnel et technique de haut niveau à la collectivité canadienne d’application de la loi. Toutes ces activités contribuent à l’atteinte par la GRC de son but ultime qui est de réduire la criminalité dont sont victimes les Canadiens.",0,1,0
"RCMP-AYR00","RCMP","Services canadiens d’application de la loi","Ce programme fournit le soutien nécessaire sur le plan scientifique, technique, didactique et des enquêtes afin que la communauté policière canadienne puisse offrir à ses partenaires et aux collectivités qu’elle sert des services de police et d’application de la loi proactifs axés sur les renseignements. De plus, ce programme offre des occasions de formation aux membres de la communauté policière canadienne afin de leur permettre de perfectionner leurs compétences et ainsi d’assurer plus efficacement la sécurité du Canada.",0,1,0
"RCMP-BXG00","RCMP","Services de police fédérale","Par le biais de la Police fédérale, la GRC prévient et détecte les crimes graves, le crime organisé, les crimes financiers, la cybercriminalité et les crimes liés à la sécurité nationale et mène des enquêtes à cet égard. De plus, elle renforce les lois fédérales, protège l’intégrité des frontières du Canada, assure la sécurité lors des événements majeurs, la sécurité des dirigeants d’État, des dignitaires et des missions étrangères, et mène des activités policières internationales.",1,1,0
"RCMP-BXH00","RCMP","Services nationaux de police","À l’externe, par le biais des Services nationaux de police, la GRC fournit à tous les organismes d’application de la loi l’accès à la formation continue, aux répertoires des données criminelles nationales et à l’expertise d’enquête dans divers domaines, tels que les sciences judiciaires, l’identification, les armes à feu et l’exploitation des enfants. À l’interne, un éventail de services techniques sont fournis pour faire avancer les opérations de la GRC, telles que la collecte de preuves numériques, la prestation d’outils de technologie de l’information de services de police et la mise en œuvre des normes de sécurité ministérielles.",1,1,0
"RCMP-BXI00","RCMP","Services de police contractuels et autochtones","Dans le cadre des ententes de services de police, la GRC fournit des services de police pour répondre aux besoins des provinces (à l’exception de l’Ontario et du Québec) et des territoires, ainsi qu’aux besoins des municipalités et des collectivités autochtones. Ces services englobent l’administration générale de la justice, y compris le maintien de la paix, la prévention de la criminalité et l’accomplissement de toutes les tâches énoncées en vertu des lois du Canada ou des lois des provinces et des territoires respectifs.",1,1,0
"RCMP-HGD00","RCMP","Opérations policières internationales","En vertu de la Loi sur la GRC, ce programme fait avancer le programme pour la sécurité et la paix mondiale du Canada par la collaboration et le soutien de la communauté policière internationale, et contribue à faire du Canada et du reste du monde un endroit plus sûr. Ce programme vise la portée transnationale de la criminalité en alimentant des relations avec des partenaires policiers à l’échelle mondiale et en adhérant au réseau mondial d’échange de renseignements d’INTERPOL. De plus, la GRC participe activement à diverses missions de maintien de la paix à l’étranger où elle aide les pays à risque à renforcer leur capacité d’application de la loi.",0,1,0
"RCMP-HGE00","RCMP","Culture et patrimoine de la police canadienne","Dans le but de protéger l’image de la GRC qui est bien connue à l’étranger ainsi que sa réputation et son riche patrimoine, ce programme met de l’avant l’image positive de la GRC en nouant des liens avec des organismes d’application de la loi, des organismes gouvernementaux et des partenaires communautaires canadiens et étrangers. Le programme offre des conseils et des analyses aux clients internes et externes, dont les partenaires fédéraux, provinciaux et municipaux, les établissements d’enseignement, les représentants de la famille royale et les organisations non gouvernementales, relativement à l’aspect cérémonial des activités et événements spéciaux (Jeux olympiques, expositions, sommets, funérailles de policiers). Par les activités de ce programme, la GRC contribue au rayonnement de la culture et du patrimoine canadiens.",0,1,0
"RCMP-HGF00","RCMP","Paiements de transfert","Ce programme apporte une sécurité du revenu aux employés de la GRC et à leur famille à leur pension ou en cas d’invalidité ou de décès. Ce programme veille à fournir un niveau adéquat de soutien aux personnes qui vivent une situation hors de leur contrôle en raison de leur emploi à la GRC. Les activités de ce programme visent à assurer le versement de prestations soit selon les conditions de la subvention ou selon les exigences de diverses lois, notamment la Loi sur la continuation des pensions de la Gendarmerie royale du Canada.",0,1,0
"RCMP-ISS00","RCMP","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"RCMP-SO301","RCMP","Services internes",,0,0,1
"SC-BNV00","SC","Renseignements statistiques","Statistique Canada produit des renseignements statistiques objectifs de grande qualité pour l’ensemble du Canada. Les renseignements statistiques produits portent sur les activités commerciales, industrielles, financières, sociales, économiques, environnementales et générales de la population et sur l’état de celle-ci.",1,1,0
"SC-ISS00","SC","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"SC-SO312","SC","Les Canadiens ont accès à des renseignements statistiques actuels, pertinents et de qualité sur l'économie et la société canadiennes en pleine évolution, et qui servent à alimenter les débats de fond, la recherche et la prise de décisions sur des questions d'ordre social et économique.",,0,0,0
"SC-SO313","SC","Services internes",,0,0,1
"SC-SO314","SC","Les besoins particuliers des clients en matière de services statistiques de grande qualité offerts en temps opportuns sont satisfaits.",,0,0,0
"SCA-BNS00","SCA","Conseil canadien des normes","Gérer le système national de normes du Canada en encourageant une normalisation volontaire efficiente et efficace au Canada, lorsque celle-ci ne fait l’objet d’aucune mesure législative. Les travaux de normalisation visent à faire progresser l’économie nationale, à contribuer au développement durable, à améliorer la santé, la sécurité et le bien-être des travailleurs et du public. Ces activités ont également pour but d’aider et de protéger les consommateurs, de faciliter le commerce intérieur et extérieur ainsi que de développer la coopération internationale en matière de normalisation",1,1,0
"SCA-SO315","SCA","Le Canada dispose d'un Système national de normes efficient et efficace.",,0,0,0
"SCC-BRH00","SCC","L’administration de la juridiction d’appel de dernier ressort du Canada","Fournir les services et l’appui nécessaires au tribunal d’appel de dernier ressort du Canada pour traiter, entendre et trancher des causes. Appuyer les communications et la sensibilisation auprès des intéressés.",1,1,0
"SCC-ISS00","SCC","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"SCC-SO316","SCC","Services internes",,0,0,1
"SCC-SO317","SCC","L'administration du tribunal de dernier ressort du Canada est efficace et indépendante.",,0,0,0
"SEN-BSX00","SEN","Sénateurs, hauts fonctionnaires, et bureaux des sénateurs","Assure la prestation aux sénateurs des services prévus par la loi, comme l’autorisent la Loi sur le Parlement du Canada et la Loi sur les allocations de retraite des membres du Parlement. Les dépenses de fonctionnement des bureaux des sénateurs sont payées conformément aux politiques et aux lignes directrices établies. Les dépenses comprises dans ces deux catégories sont les suivantes : indemnités de session et de fonction des sénateurs et cotisations aux régimes de retraite et allocations de retraite; frais de déplacement et de télécommunication; rémunération additionnelle des hauts fonctionnaires du Sénat; dépenses du personnel et dépenses relatives au fonctionnement des bureaux des hauts fonctionnaires du Sénat; dépenses de recherche et de bureau des sénateurs, y compris les dépenses de personnel et le coût du matériel et des services nécessaires au fonctionnement de leurs bureaux respectifs; fonds de recherche pour les caucus.",1,1,0
"SEN-BSY00","SEN","Soutien administratif","Offre le soutien nécessaire à la prestation efficace, efficiente et économique des programmes décrits sous les deux autres activités de programme du Sénat. Le programme Soutien administratif fournit des locaux et de l’équipement, des outils, de l’information, des biens et services, et des conseils spécialisés sur tous les aspects des activités. Les dépenses liées à ce programme sont les suivantes : services financiers et gestion du matériel; ressources humaines; services de sécurité institutionnelle; services d’information; gestion de la technologie de l’information; aménagement et entretien des locaux; services de poste, de messagerie et d’imprimerie; réparations, métiers et transports; amélioration de la gouvernance au moyen notamment de vérifications internes et d’une gestion stratégique.",1,1,0
"SEN-BSZ00","SEN","Chambre, comités et associations","Assure la prestation du soutien et des services nécessaires aux sénateurs qui font partie des comités permanents, spéciaux ou mixtes, ainsi qu’aux associations parlementaires, c’est-à-dire les produits liés à la procédure, aux mesures législatives et à l’information, tels que les décisions du Président, la rédaction des mesures législatives, les publications officielles et la télédiffusion; les services administratifs tels que les budgets et la logistique des réunions. Les dépenses liées à cette activité de programme sont les suivantes: salaires du greffier du Sénat et aux secteurs législatifs; journaux, comptes rendus des débats et les publications; comités, associations et échanges parlementaires; télédiffusion; communications; programme des pages du Sénat.",1,1,0
"SEN-SO319","SEN","Faire en sorte que le contexte soit le plus propice possible à une contribution efficace des sénateurs à la législation fédérale et aux politiques publiques dans l'intérêt supérieur de tous les Canadiens.",,0,0,0
"SHARE-BWC00","SHARE","Courriel et technologie en milieu de travail","SPC procure, gère et protège les services de courrier électronique pour ses organisations clientes. SPC acquiert et fournit également du matériel et des logiciels pour les appareils en milieu de travail.",1,1,0
"SHARE-BWD00","SHARE","Centres de données","SPC fournit des services de centres de données modernes, sécurisés et fiables aux organisations clientes pour le stockage, le traitement et la distribution de données à distance, y compris le courtage infonuagique et les services informatiques.",1,1,0
"SHARE-BWE00","SHARE","Télécommunications","SPC fournit des services de communication de données, de voix et de vidéo dans l’ensemble du gouvernement du Canada. SPC fournit également l’infrastructure informatique de TI du centre de contact du gouvernement du Canada, les services cellulaires et les services d’appel sans-frais.",1,1,0
"SHARE-BWF00","SHARE","Cybersécurité et sécurité de la TI","SPC collabore avec d’autres ministères du gouvernement du Canada pour fournir des services sécurisés d’infrastructure de TI afin d’assurer la confidentialité, l’intégrité et la disponibilité des données électroniques stockées, traitées et transmises par le gouvernement du Canada.",1,1,0
"SHARE-BWG00","SHARE","Gestion des relations avec la clientèle et des services","SPC fournit des fonctions de gestion des relations avec la clientèle et des services afin de veiller à ce que les clients soient appuyés et mobilisés et d’assurer la saine gestion de leurs services de TI durant tout leur cycle de vie.",1,1,0
"SHARE-ISS00","SHARE","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"SHARE-SO320","SHARE","Services internes",,0,0,1
"SHARE-SO321","SHARE","Services d'infrastructure de technologie de l'information modernes, fiables, sécuritaires et économiques à l'appui des priorités et de la prestation des programmes du gouvernement.",,0,0,0
"SIRC-BWY00","SIRC","Enquêtes sur les activités opérationnelles du Service canadien du renseignement de sécurité","Le Comité de surveillance des activités du renseignement de sécurité (CSARS) est un organe d’examen externe indépendant qui s’occupe : d’examiner les activités opérationnelles du Service canadien du renseignement de sécurité (SCRS) afin de déterminer si celles-ci sont conformes à la loi et aux directives ministérielles et qu’elles sont raisonnables et nécessaires; d’enquêter sur les plaintes déposées par quiconque concernant les activités du Service, dont les refus d’habilitation de sécurité; de certifier le rapport annuel du directeur du SCRS remis au ministre de la Sécurité publique et de la Protection civile pour déterminer s’il y a des activités qui n’ont pas été autorisées, qui contreviennent aux directives données par le ministre ou qui font intervenir l’exercice abusif des pouvoirs. Le Comité formule ses constatations, et, le cas échéant, des recommandations visant à améliorer le rendement et à prévenir la non-conformité. Les résultats de ce travail, adaptés pour des raisons de sécurité nationale et de protection de la vie privée, sont résumés dans un rapport annuel, qui est déposé au Parlement par le ministre.",0,1,0
"SIRC-BXW00","SIRC","Appuyer l’Office de surveillance des activités en matière de sécurité nationale et de renseignement","Le Secrétariat aidera les membres de l’OSSNR à s’acquitter du mandat de l’Office. Il réalisera une série d’activités pour appuyer l’Office, y compris en accédant à des renseignements pertinents et en donnant des conseils stratégiques et spécialisés sur la conduite des examens, la tenue d’enquêtes quasi judiciaires sur les plaintes et l’élaboration de rapports. Enfin, il apportera un soutien administratif pour l’organisation de séances d’information, d’audiences et de consultations avec des intervenants et des homologues internationaux, ainsi que pour le respect des exigences de sécurité.",1,1,0
"SIRC-ISS00","SIRC","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"SIRC-SO322","SIRC","Le Service canadien du renseignement de sécurité remplit ses tâches et ses fonctions conformément aux lois, aux politiques et les instructions du ministre.",,0,0,0
"SIRC-SO323","SIRC","Services internes",,0,0,1
