id,stable_id,subject_id,name_en,name_fr,doc
PROGRAM-drr19-2961,PROGRAM-473,JUS-BNX03,Departments and agencies receive high quality legal services.,Les ministères et organismes reçoivent des services juridiques de grande qualité.,drr19
PROGRAM-dp20-2961,PROGRAM-473,JUS-BNX03,Departments and agencies receive high quality legal services.,Les ministères et organismes reçoivent des services juridiques de grande qualité.,dp20
PROGRAM-drr19-2962,PROGRAM-474,JUS-BNY01,"Justice Canada laws and policies abide by the rule of law and promote respect for rights and a fair, accessible and relevant legal framework in Canada.","Les lois et politiques de Justice Canada respectent la règle de droit et favorisent le respect des droits et un cadre juridique équitable, accessible et pertinent au Canada.",drr19
PROGRAM-dp20-2962,PROGRAM-474,JUS-BNY01,"Justice Canada laws and policies abide by the rule of law and promote respect for rights and a fair, accessible and relevant legal framework in Canada.","Les lois et politiques de Justice Canada respectent la règle de droit et favorisent le respect des droits et un cadre juridique équitable, accessible et pertinent au Canada.",dp20
PROGRAM-drr19-2963,PROGRAM-478,JUS-BNY02,"Canadians in contact with the justice system have access to appropriate services enabling a fair, timely and accessible justice system.","Les Canadiens qui ont des démêlés avec le système de justice bénéficient de l’accès aux services appropriés, permettant un système de justice équitable, opportun et accessible.",drr19
PROGRAM-dp20-2963,PROGRAM-478,JUS-BNY02,"Canadians in contact with the justice system have access to appropriate services enabling a fair, timely and accessible justice system.","Les Canadiens qui ont des démêlés avec le système de justice bénéficient de l’accès aux services appropriés, permettant un système de justice équitable, opportun et accessible.",dp20
PROGRAM-drr19-2964,PROGRAM-479,JUS-BNY03,"Canadians in contact with the justice system have access to appropriate services enabling a fair, timely and accessible justice system.","Les Canadiens qui ont des démêlés avec le système de justice bénéficient de l’accès aux services appropriés, permettant un système de justice équitable, opportun et accessible.",drr19
PROGRAM-dp20-2964,PROGRAM-479,JUS-BNY03,"Canadians in contact with the justice system have access to appropriate services enabling a fair, timely and accessible justice system.","Les Canadiens qui ont des démêlés avec le système de justice bénéficient de l’accès aux services appropriés, permettant un système de justice équitable, opportun et accessible.",dp20
PROGRAM-drr19-2965,PROGRAM-475,JUS-BNY04,The criminal justice system supports alternative ways of responding to the causes and consequences of offending.,Le système de justice pénale soutient d’autres moyens de répondre aux causes et conséquences des infractions.,drr19
PROGRAM-dp20-2965,PROGRAM-475,JUS-BNY04,The criminal justice system supports alternative ways of responding to the causes and consequences of offending.,Le système de justice pénale soutient d’autres moyens de répondre aux causes et conséquences des infractions.,dp20
PROGRAM-drr19-2966,PROGRAM-480,JUS-BNY05,"Canadians in contact with the justice system have access to appropriate services enabling a fair, timely and accessible justice system.","Les Canadiens qui ont des démêlés avec le système de justice bénéficient de l’accès aux services appropriés, permettant un système de justice équitable, opportun et accessible.",drr19
PROGRAM-dp20-2966,PROGRAM-480,JUS-BNY05,"Canadians in contact with the justice system have access to appropriate services enabling a fair, timely and accessible justice system.","Les Canadiens qui ont des démêlés avec le système de justice bénéficient de l’accès aux services appropriés, permettant un système de justice équitable, opportun et accessible.",dp20
PROGRAM-drr19-2967,PROGRAM-476,JUS-BNY06,The criminal justice system supports alternative ways of responding to the causes and consequences of offending.,Le système de justice pénale soutient d’autres moyens de répondre aux causes et conséquences des infractions.,drr19
PROGRAM-dp20-2967,PROGRAM-476,JUS-BNY06,The criminal justice system supports alternative ways of responding to the causes and consequences of offending.,Le système de justice pénale soutient d’autres moyens de répondre aux causes et conséquences des infractions.,dp20
PROGRAM-drr19-2968,PROGRAM-481,JUS-BNY07,"Canadians in contact with the justice system have access to appropriate services enabling a fair, timely and accessible justice system.","Les Canadiens qui ont des démêlés avec le système de justice bénéficient de l’accès aux services appropriés, permettant un système de justice équitable, opportun et accessible.",drr19
PROGRAM-dp20-2968,PROGRAM-481,JUS-BNY07,"Canadians in contact with the justice system have access to appropriate services enabling a fair, timely and accessible justice system.","Les Canadiens qui ont des démêlés avec le système de justice bénéficient de l’accès aux services appropriés, permettant un système de justice équitable, opportun et accessible.",dp20
PROGRAM-drr19-2969,PROGRAM-477,JUS-BNY08,The criminal justice system supports alternative ways of responding to the causes and consequences of offending.,Le système de justice pénale soutient d’autres moyens de répondre aux causes et conséquences des infractions.,drr19
PROGRAM-dp20-2969,PROGRAM-477,JUS-BNY08,The criminal justice system supports alternative ways of responding to the causes and consequences of offending.,Le système de justice pénale soutient d’autres moyens de répondre aux causes et conséquences des infractions.,dp20
PROGRAM-drr19-2970,PROGRAM-482,JUS-BNY09,"Canadians in contact with the justice system have access to appropriate services enabling a fair, timely and accessible justice system.","Les Canadiens qui ont des démêlés avec le système de justice bénéficient de l’accès aux services appropriés, permettant un système de justice équitable, opportun et accessible.",drr19
PROGRAM-dp20-2970,PROGRAM-482,JUS-BNY09,"Canadians in contact with the justice system have access to appropriate services enabling a fair, timely and accessible justice system.","Les Canadiens qui ont des démêlés avec le système de justice bénéficient de l’accès aux services appropriés, permettant un système de justice équitable, opportun et accessible.",dp20
PROGRAM-drr19-2971,PROGRAM-483,JUS-BNY10,"Canadians in contact with the justice system have access to appropriate services enabling a fair, timely and accessible justice system.","Les Canadiens qui ont des démêlés avec le système de justice bénéficient de l’accès aux services appropriés, permettant un système de justice équitable, opportun et accessible.",drr19
PROGRAM-dp20-2971,PROGRAM-483,JUS-BNY10,"Canadians in contact with the justice system have access to appropriate services enabling a fair, timely and accessible justice system.","Les Canadiens qui ont des démêlés avec le système de justice bénéficient de l’accès aux services appropriés, permettant un système de justice équitable, opportun et accessible.",dp20
PROGRAM-drr19-2972,PROGRAM-571,ACOA-BED01,"Businesses and social enterprises are able to secure and leverage capital (loans, loan guarantees and equity investments)","Les entreprises commerciales et sociales sont en mesure d’acquérir et d’optimiser des capitaux (prêts, garanties de prêts et participation au capital)",drr19
PROGRAM-dp20-2972,PROGRAM-571,ACOA-BED01,"Businesses and social enterprises are able to secure and leverage capital (loans, loan guarantees and equity investments)","Les entreprises commerciales et sociales sont en mesure d’acquérir et d’optimiser des capitaux (prêts, garanties de prêts et participation au capital)",dp20
PROGRAM-drr19-2973,PROGRAM-572,ACOA-BED01,"Communities have the capacity and resources to be more inclusive and sustainable, and to grow","Les collectivités ont la capacité et les ressources nécessaires pour être plus inclusives et viables, et pour croître",drr19
PROGRAM-dp20-2973,PROGRAM-572,ACOA-BED01,"Communities have the capacity and resources to be more inclusive and sustainable, and to grow","Les collectivités ont la capacité et les ressources nécessaires pour être plus inclusives et viables, et pour croître",dp20
PROGRAM-drr19-2974,PROGRAM-573,ACOA-BED02,"Building strong, competitive communities",Bâtir des collectivités fortes et compétitives,drr19
PROGRAM-dp20-2974,PROGRAM-573,ACOA-BED02,"Building strong, competitive communities",Bâtir des collectivités fortes et compétitives,dp20
PROGRAM-drr19-2975,PROGRAM-574,ACOA-BED03,Growth through industry-led R&D and innovation,Croissance grâce à la R-D et à l'innovation menées par l'industrie,drr19
PROGRAM-dp20-2975,PROGRAM-574,ACOA-BED03,Growth through industry-led R&D and innovation,Croissance grâce à la R-D et à l'innovation menées par l'industrie,dp20
PROGRAM-drr19-2976,PROGRAM-575,ACOA-BED04,Strengthened regional innovation ecosystem that supports the needs of small and medium-sized enterprises,Renforcement de l'écosystème d'innovation régional qui appuie les besoins des petites et moyennes entreprises,drr19
PROGRAM-dp20-2976,PROGRAM-575,ACOA-BED04,Strengthened regional innovation ecosystem that supports the needs of small and medium-sized enterprises,Renforcement de l'écosystème d'innovation régional qui appuie les besoins des petites et moyennes entreprises,dp20
PROGRAM-drr19-2977,PROGRAM-576,ACOA-BED05,Enhanced Atlantic Canadian small and medium-sized enterprises' productivity and accelerated growth,Amélioration de la productivité et croissance accélérée des petites et moyennes entreprises du Canada atlantique,drr19
PROGRAM-dp20-2977,PROGRAM-576,ACOA-BED05,Enhanced Atlantic Canadian small and medium-sized enterprises' productivity and accelerated growth,Amélioration de la productivité et croissance accélérée des petites et moyennes entreprises du Canada atlantique,dp20
PROGRAM-drr19-2978,PROGRAM-577,ACOA-BED06,Expanded export activity by small and medium-sized enterprises and fostering Foreign Direct Investments in Atlantic Canada,Élargissement des activités d’exportation des petites et moyennes entreprises et favorisant les investissements étrangers directs au Canada atlantique,drr19
PROGRAM-dp20-2978,PROGRAM-577,ACOA-BED06,Expanded export activity by small and medium-sized enterprises and fostering Foreign Direct Investments in Atlantic Canada,Élargissement des activités d’exportation des petites et moyennes entreprises et favorisant les investissements étrangers directs au Canada atlantique,dp20
PROGRAM-drr19-2979,PROGRAM-578,ACOA-BED06,Increased tourism-related visits/revenues,Augmentation des visites et des revenus liés au tourisme,drr19
PROGRAM-dp20-2979,PROGRAM-578,ACOA-BED06,Increased tourism-related visits/revenues,Augmentation des visites et des revenus liés au tourisme,dp20
PROGRAM-drr19-2980,PROGRAM-579,ACOA-BED07,Policy and programs that strengthen the Atlantic economy,Politiques et programmes qui renforcent l’économie du Canada atlantique,drr19
PROGRAM-dp20-2980,PROGRAM-579,ACOA-BED07,Policy and programs that strengthen the Atlantic economy,Politiques et programmes qui renforcent l’économie du Canada atlantique,dp20
PROGRAM-drr19-2981,PROGRAM-1147,CCMD-BTR01,Strengthened capacity across the core public service to use innovative approaches,Renforcement de la capacité de l'ensemble de la fonction publique centrale d'utiliser des approches novatrices,drr19
PROGRAM-dp20-2981,PROGRAM-1147,CCMD-BTR01,Strengthened capacity across the core public service to use innovative approaches,Renforcement de la capacité de l'ensemble de la fonction publique centrale d'utiliser des approches novatrices,dp20
PROGRAM-drr19-2982,PROGRAM-559,CCMD-BTR01,Quality common learning is provided to the core public service,Un apprentissage commun de qualité est offert à la fonction publique centrale,drr19
PROGRAM-dp20-2982,PROGRAM-559,CCMD-BTR01,Quality common learning is provided to the core public service,Un apprentissage commun de qualité est offert à la fonction publique centrale,dp20
PROGRAM-drr19-2983,PROGRAM-560,CCMD-BTR01,Common learning is accessible to all employees of the core public service,L'apprentissage commun est accessible à tous les employés de la fonction publique centrale,drr19
PROGRAM-dp20-2983,PROGRAM-560,CCMD-BTR01,Common learning is accessible to all employees of the core public service,L'apprentissage commun est accessible à tous les employés de la fonction publique centrale,dp20
PROGRAM-drr19-2984,PROGRAM-558,CCMD-BTR01,Common learning is responsive to learning needs,L'apprentissage commun correspond aux besoins en matière d’apprentissage,drr19
PROGRAM-dp20-2984,PROGRAM-558,CCMD-BTR01,Common learning is responsive to learning needs,L'apprentissage commun correspond aux besoins en matière d’apprentissage,dp20
PROGRAM-drr19-2985,PROGRAM-418,CHRC-BSA01,People in Canada are informed of their human rights and responsibilities,Les citoyens du Canada sont informés de leurs droits de la personne et de leurs responsabilités,drr19
PROGRAM-drr19-2986,PROGRAM-419,CHRC-BSA01,Human Rights issues are part of public debate and the national agenda,Les enjeux liés aux droits de la personne font partie du débat public à l'échelle nationale,drr19
PROGRAM-drr19-2987,PROGRAM-421,CHRC-BSA01,Fast talks and roundtables reports,Brefs pourparlers et rapports de table ronde,drr19
PROGRAM-drr19-2988,PROGRAM-422,CHRC-BSA01,CHRC human right speeches,Discours sur les droits de la personne de la CCDP,drr19
PROGRAM-drr19-2989,PROGRAM-423,CHRC-BSA01,Cooperation and dialogue among stakeholders in support of human rights,Collaboration et dialogue entre les intervenants à l’appui des droits de la personne,drr19
PROGRAM-drr19-2990,PROGRAM-420,CHRC-BSA01,"Surveys, scanning, trends analysis, research papers, legal briefs and watching briefs 
","Sondages, examens, analyses des tendances, documents de recherche, mémoires juridiques et mandats de surveillance 
",drr19
PROGRAM-drr19-2991,PROGRAM-424,CHRC-BSB01,People in vulnerable circumstances have access to a complaint system,Les personnes en situations de vulnérabilité ont accès à un système de plainte,drr19
PROGRAM-drr19-2992,PROGRAM-425,CHRC-BSB01,Parties resolve their human rights complaints consistent with private/public interest,Les parties règlent leurs plaintes relatives aux droits de la personne en tenant compte des intérêts public et privé,drr19
PROGRAM-drr19-2993,PROGRAM-426,CHRC-BSB01,CHRC interventions/ decisions influence law and support the advancement of human rights,Les interventions et les décisions de la CCDP influencent les lois et appuient l'avancement le progrès des droits de la personne,drr19
PROGRAM-drr19-2994,PROGRAM-427,CHRC-BSB01,Investigation reports,Rapports d’enquête,drr19
PROGRAM-drr19-2995,PROGRAM-428,CHRC-BSB01,Mediation reports,Rapports de médiation,drr19
PROGRAM-drr19-2996,PROGRAM-429,CHRC-BSB01,Judicial reviews,Contrôles judiciaires,drr19
PROGRAM-drr19-2997,PROGRAM-430,CHRC-BSB01,Complaints are processed,Les plaintes sont traitées,drr19
PROGRAM-drr19-2998,PROGRAM-431,CHRC-BSC01,Employers meet their employment equity obligations,Les employeurs respectent leurs obligations d’équité en matière d’emploi.,drr19
PROGRAM-drr19-2999,PROGRAM-432,CHRC-BSC01,Employers foster a work environment that promotes equality of opportunity for members of the four designated groups,Les employeurs encouragent un environnement de travail qui favorise l’égalité des chances pour les membres des quatre groupes désignés,drr19
PROGRAM-drr19-3000,PROGRAM-433,CHRC-BSC01,Statistical Reports,Rapports statistiques,drr19
PROGRAM-drr19-3001,PROGRAM-434,CHRC-BSC01,Questionnaires,Questionnaires,drr19
PROGRAM-drr19-3002,PROGRAM-435,CHRC-BSC01,Notification letters,Lettres d’avis,drr19
PROGRAM-drr19-3003,PROGRAM-436,CHRC-BSC01,EE Surveys,Sondages sur l’EE,drr19
PROGRAM-drr19-3004,PROGRAM-437,CHRC-BSC01,Employers are taking actions to meet the requirements of the Act,Les employeurs respectent leurs obligations d’équité en matière d’emploi,drr19
PROGRAM-drr19-3005,PROGRAM-561,CSA-BLM01,Expanded Canadian presence in space through space exploration missions,Augmentation de la présence canadienne dans l’espace grâce aux missions d’exploration spatiale,drr19
PROGRAM-dp20-3005,PROGRAM-561,CSA-BLM01,Expanded Canadian presence in space through space exploration missions,Augmentation de la présence canadienne dans l’espace grâce aux missions d’exploration spatiale,dp20
PROGRAM-drr19-3006,PROGRAM-562,CSA-BLM02,Space data/signals are obtained by users,Les données spatiales/signaux sont obtenus par les utilisateurs,drr19
PROGRAM-dp20-3006,PROGRAM-562,CSA-BLM02,Space data/signals are obtained by users,Les données spatiales/signaux sont obtenus par les utilisateurs,dp20
PROGRAM-drr19-3007,PROGRAM-563,CSA-BLM03,Space science and technology readiness is advanced,La science spatiale et la maturité technologique progressent,drr19
PROGRAM-dp20-3007,PROGRAM-563,CSA-BLM03,Space science and technology readiness is advanced,La science spatiale et la maturité technologique progressent,dp20
PROGRAM-drr19-3008,PROGRAM-352,CPCC-BWX01,Canada’s polar science and technology research is being applied,La recherche en sciences et technologie polaires du Canada est appliquée,drr19
PROGRAM-dp20-3008,PROGRAM-352,CPCC-BWX01,Canada’s polar science and technology research is being applied,La recherche en sciences et technologie polaires du Canada est appliquée,dp20
PROGRAM-drr19-3009,PROGRAM-351,CPCC-BWX02,Interest in polar science and technology is strengthened among youth,L’intérêt des jeunes en science et technologie polaire est renforcé,drr19
PROGRAM-dp20-3009,PROGRAM-351,CPCC-BWX02,Interest in polar science and technology is strengthened among youth,L’intérêt des jeunes en science et technologie polaire est renforcé,dp20
PROGRAM-drr19-3010,PROGRAM-970,CFGB-BUZ01,Findings and Recommendations on all referred military grievances are provided in a timely manner,Des conclusions et recommandations sont rendues en temps opportun pour chaque grief renvoyé au Comité,drr19
PROGRAM-dp20-3010,PROGRAM-970,CFGB-BUZ01,Findings and Recommendations on all referred military grievances are provided in a timely manner,Des conclusions et recommandations sont rendues en temps opportun pour chaque grief renvoyé au Comité,dp20
PROGRAM-drr19-3011,PROGRAM-971,CFGB-BUZ01,The Chief of the Defence Staff is able to rely on the Committee's Findings and Recommendations in the military grievances decision-making process,Le chef d’état-major de la Défense peut se fier sur les conclusions et recommandations du Comité dans le contexte du processus de prise de décision en matière des griefs militaires,drr19
PROGRAM-drr19-3012,PROGRAM-674,NBC-BFO01,The National Battlefields Park is a well-maintained and safe site,Le parc des Champs-de-Bataille est un site entretenu et sécuritaire,drr19
PROGRAM-dp20-3012,PROGRAM-674,NBC-BFO01,The National Battlefields Park is a well-maintained and safe site,Le parc des Champs-de-Bataille est un site entretenu et sécuritaire,dp20
PROGRAM-drr19-3013,PROGRAM-675,NBC-BFY01,People visit the National Battlefields Park,Les visiteurs fréquentent le parc des Champs-de-Bataille,drr19
PROGRAM-dp20-3013,PROGRAM-675,NBC-BFY01,People visit the National Battlefields Park,Les visiteurs fréquentent le parc des Champs-de-Bataille,dp20
PROGRAM-drr19-3014,PROGRAM-676,NBC-BFY01,Visitors benefit from a heritage and educational experience,Les visiteurs bénéficient d’une expérience patrimoniale et éducative,drr19
PROGRAM-dp20-3014,PROGRAM-676,NBC-BFY01,Visitors benefit from a heritage and educational experience,Les visiteurs bénéficient d’une expérience patrimoniale et éducative,dp20
PROGRAM-drr19-3015,PROGRAM-950,OSFI-BVN01,Issues in institutions are identified and acted on at an early stage,"Les problèmes dans les institutions sont cernés et, en conséquence, des mesures sont prises sans tarder.",drr19
PROGRAM-dp20-3015,PROGRAM-950,OSFI-BVN01,Issues in institutions are identified and acted on at an early stage,"Les problèmes dans les institutions sont cernés et, en conséquence, des mesures sont prises sans tarder.",dp20
PROGRAM-drr19-3016,PROGRAM-949,OSFI-BVN01,Depositors and policy holders are protected while recognizing that all failures cannot be prevented,"Les déposants et les souscripteurs sont protégés, tout en reconnaissant que les faillites ne peuvent pas toutes être évitées.",drr19
PROGRAM-dp20-3016,PROGRAM-949,OSFI-BVN01,Depositors and policy holders are protected while recognizing that all failures cannot be prevented,"Les déposants et les souscripteurs sont protégés, tout en reconnaissant que les faillites ne peuvent pas toutes être évitées.",dp20
PROGRAM-drr19-3017,PROGRAM-952,OSFI-BVN02,OSFI’s expectations are communicated effectively in guidance to stakeholders.,Le BSIF communique efficacement ses attentes sous forme de consignes destinées aux parties prenantes,drr19
PROGRAM-dp20-3017,PROGRAM-952,OSFI-BVN02,OSFI’s expectations are communicated effectively in guidance to stakeholders.,Le BSIF communique efficacement ses attentes sous forme de consignes destinées aux parties prenantes,dp20
PROGRAM-drr19-3018,PROGRAM-953,OSFI-BVN02,Industry is consulted on the development of guidance.,Le BSIF consulte le secteur lorsqu’il élabore des consignes.,drr19
PROGRAM-dp20-3018,PROGRAM-953,OSFI-BVN02,Industry is consulted on the development of guidance.,Le BSIF consulte le secteur lorsqu’il élabore des consignes.,dp20
PROGRAM-drr19-3019,PROGRAM-951,OSFI-BVN02,Stakeholders are of the opinion that guidance is updated in a timely manner in response to market changes and/or industry suggestions.,Les interlocuteurs estiment que les consignes sont mises à jour en temps opportun et qu’elles répondent aux changements qui se produisent sur les marchés et(ou) aux suggestions du secteur.,drr19
PROGRAM-dp20-3019,PROGRAM-951,OSFI-BVN02,Stakeholders are of the opinion that guidance is updated in a timely manner in response to market changes and/or industry suggestions.,Les interlocuteurs estiment que les consignes sont mises à jour en temps opportun et qu’elles répondent aux changements qui se produisent sur les marchés et(ou) aux suggestions du secteur.,dp20
PROGRAM-drr19-3020,PROGRAM-954,OSFI-BVN03,Decisions on regulatory approvals are transparent and timely,Les décisions d’agrément sont prises de manière transparente et opportune.,drr19
PROGRAM-dp20-3020,PROGRAM-954,OSFI-BVN03,Decisions on regulatory approvals are transparent and timely,Les décisions d’agrément sont prises de manière transparente et opportune.,dp20
PROGRAM-drr19-3021,PROGRAM-955,OSFI-BVN04,Issues in plans are identified and acted on at an early stage.,Les problèmes des régimes sont cernés et des mesures sont prises en conséquence sans tarder.,drr19
PROGRAM-dp20-3021,PROGRAM-955,OSFI-BVN04,Issues in plans are identified and acted on at an early stage.,Les problèmes des régimes sont cernés et des mesures sont prises en conséquence sans tarder.,dp20
PROGRAM-drr19-3022,PROGRAM-956,OSFI-BVN04,OSFI is perceived as being effective in monitoring and supervising pension plans.,La surveillance et la supervision des régimes de retraite qu’exerce BSIF est perçu comme étant efficace.,drr19
PROGRAM-dp20-3022,PROGRAM-956,OSFI-BVN04,OSFI is perceived as being effective in monitoring and supervising pension plans.,La surveillance et la supervision des régimes de retraite qu’exerce BSIF est perçu comme étant efficace.,dp20
PROGRAM-drr19-3023,PROGRAM-957,OSFI-BVN04,OSFI’s expectations are communicated effectively in guidance to stakeholders.,Le BSIF communique efficacement ses attentes sous forme de consignes destinées aux parties prenantes,drr19
PROGRAM-dp20-3023,PROGRAM-957,OSFI-BVN04,OSFI’s expectations are communicated effectively in guidance to stakeholders.,Le BSIF communique efficacement ses attentes sous forme de consignes destinées aux parties prenantes,dp20
PROGRAM-drr19-3024,PROGRAM-958,OSFI-BVO01,"Stewards of Canada’s public retirement income system and Canadians receive accurate, high quality and timely professional actuarial services and advice on Canada’s public retirement income system.",Les administrateurs du système public canadien de revenu de retraite et les Canadiens bénéficient en temps opportun de services et de conseils actuariels d’experts exacts et de qualité supérieure relativement à ce système.,drr19
PROGRAM-dp20-3024,PROGRAM-958,OSFI-BVO01,"Stewards of Canada’s public retirement income system and Canadians receive accurate, high quality and timely professional actuarial services and advice on Canada’s public retirement income system.",Les administrateurs du système public canadien de revenu de retraite et les Canadiens bénéficient en temps opportun de services et de conseils actuariels d’experts exacts et de qualité supérieure relativement à ce système.,dp20
PROGRAM-drr19-3025,PROGRAM-959,OSFI-BVO01,"Accurate, high quality and timely actuarial valuation reports on federal Public Sector Employee Pension and Insurance Plans are provided to departments to assist with design, funding and administration of the plans.","Des rapports d’évaluation actuarielle précis et de grande qualité sur les régimes de retraite et d’assurance publics sont fournis aux ministères en temps utile pour étayer la conception, la capitalisation et l’administration des régimes.",drr19
PROGRAM-dp20-3025,PROGRAM-959,OSFI-BVO01,"Accurate, high quality and timely actuarial valuation reports on federal Public Sector Employee Pension and Insurance Plans are provided to departments to assist with design, funding and administration of the plans.","Des rapports d’évaluation actuarielle précis et de grande qualité sur les régimes de retraite et d’assurance publics sont fournis aux ministères en temps utile pour étayer la conception, la capitalisation et l’administration des régimes.",dp20
PROGRAM-drr19-3026,PROGRAM-960,OSFI-BVO01,"Accurate, high quality and timely actuarial valuation reports on Canada Student Loans Program (CSLP) and Employment Insurance (EI) are provided to inform stakeholders and Canadians of the future costs and rates for these programs.","Les rapports d’évaluation actuarielle sur le Programme canadien de prêts aux étudiants (PCPE) et le Programme d’assurance-emploi sont exacts, de grande qualité et produits en temps utile pour informer les parties prenantes et les Canadiens au sujet des futurs coûts et taux de provisionnement de ces programmes.",drr19
PROGRAM-dp20-3026,PROGRAM-960,OSFI-BVO01,"Accurate, high quality and timely actuarial valuation reports on Canada Student Loans Program (CSLP) and Employment Insurance (EI) are provided to inform stakeholders and Canadians of the future costs and rates for these programs.","Les rapports d’évaluation actuarielle sur le Programme canadien de prêts aux étudiants (PCPE) et le Programme d’assurance-emploi sont exacts, de grande qualité et produits en temps utile pour informer les parties prenantes et les Canadiens au sujet des futurs coûts et taux de provisionnement de ces programmes.",dp20
PROGRAM-drr19-3027,PROGRAM-1189,ERC-BXJ01,Timely identification of key case issues to support file management.,Les principales questions sont relevées rapidement dans les cas pour faciliter la gestion des dossiers.,drr19
PROGRAM-dp20-3027,PROGRAM-1189,ERC-BXJ01,Timely identification of key case issues to support file management.,Les principales questions sont relevées rapidement dans les cas pour faciliter la gestion des dossiers.,dp20
PROGRAM-drr19-3028,PROGRAM-1209,ERC-BXJ01,Thorough and expert legal analysis supports the drafting of findings and recommendations for each referred case.,Chaque dossier renvoyé fait l'objet de conclusions et de recommandations qui reposent sur une analyse juridique approfondie et éclairée.,drr19
PROGRAM-dp20-3028,PROGRAM-1209,ERC-BXJ01,Thorough and expert legal analysis supports the drafting of findings and recommendations for each referred case.,Chaque dossier renvoyé fait l'objet de conclusions et de recommandations qui reposent sur une analyse juridique approfondie et éclairée.,dp20
PROGRAM-drr19-3029,PROGRAM-1210,ERC-BXJ01,Findings and recommendations support fair and transparent recourse processes and decision-making.,Les conclusions et recommandations favorisent l'équité et la transparence des processus de recours et de prise de décisions.,drr19
PROGRAM-dp20-3029,PROGRAM-1210,ERC-BXJ01,Findings and recommendations support fair and transparent recourse processes and decision-making.,Les conclusions et recommandations favorisent l'équité et la transparence des processus de recours et de prise de décisions.,dp20
PROGRAM-drr19-3030,PROGRAM-1211,ERC-BXJ01,Findings and recommendations are issued in a timely manner.,Les conclusions et recommandations sont présentées en temps opportun.,drr19
PROGRAM-dp20-3030,PROGRAM-1211,ERC-BXJ01,Findings and recommendations are issued in a timely manner.,Les conclusions et recommandations sont présentées en temps opportun.,dp20
PROGRAM-drr19-3031,PROGRAM-1212,ERC-BXJ01,RCMP members and the public have access to current information on the issues addressed by the ERC in its reviews.,Les membres de la GRC et les citoyens ont accès aux renseignements les plus récents sur les questions que traite le CEE dans les dossiers examinés.,drr19
PROGRAM-dp20-3031,PROGRAM-1212,ERC-BXJ01,RCMP members and the public have access to current information on the issues addressed by the ERC in its reviews.,Les membres de la GRC et les citoyens ont accès aux renseignements les plus récents sur les questions que traite le CEE dans les dossiers examinés.,dp20
PROGRAM-drr19-3032,PROGRAM-1213,ERC-BXJ01,Parliamentarians and Canadians are informed of the ERC’s recommendations and activities.,Les parlementaires et les Canadiens sont informés des recommandations et des activités du CEE.,drr19
PROGRAM-dp20-3032,PROGRAM-1213,ERC-BXJ01,Parliamentarians and Canadians are informed of the ERC’s recommendations and activities.,Les parlementaires et les Canadiens sont informés des recommandations et des activités du CEE.,dp20
PROGRAM-drr19-3033,PROGRAM-1159,VAC-BWI16,Eligible Veterans and other individuals are recognized and compensated for the effects of service-related disabilities.,Les vétérans et autres personnes admissibles sont reconnus et indemnisés pour les répercussions d’une invalidité liée au service.,drr19
PROGRAM-dp20-3033,PROGRAM-1159,VAC-BWI16,Eligible Veterans and other individuals are recognized and compensated for the effects of service-related disabilities.,Les vétérans et autres personnes admissibles sont reconnus et indemnisés pour les répercussions d’une invalidité liée au service.,dp20
PROGRAM-drr19-3034,PROGRAM-603,VAC-BWI06,Veterans receive health care benefits (treatment benefits) that meet their needs.,Les vétérans ont accès aux avantages pour soins de santé (avantages médicaux) pour répondre à leurs besoins.,drr19
PROGRAM-dp20-3034,PROGRAM-603,VAC-BWI06,Veterans receive health care benefits (treatment benefits) that meet their needs.,Les vétérans ont accès aux avantages pour soins de santé (avantages médicaux) pour répondre à leurs besoins.,dp20
PROGRAM-drr19-3035,PROGRAM-605,VAC-BWI07,Education and Training Benefit:  Veterans gain knowledge and skills to support increased purposeful activity and/or labour market engagement.,Allocation pour études et formation : Les vétérans acquièrent des connaissances et des compétences pour soutenir une augmentation des activités à caractère utile ou la participation au marché du travail.,drr19
PROGRAM-dp20-3035,PROGRAM-605,VAC-BWI07,Education and Training Benefit:  Veterans gain knowledge and skills to support increased purposeful activity and/or labour market engagement.,Allocation pour études et formation : Les vétérans acquièrent des connaissances et des compétences pour soutenir une augmentation des activités à caractère utile ou la participation au marché du travail.,dp20
PROGRAM-drr19-3036,PROGRAM-606,VAC-BWI07,Career Transition Services:  Eligible Veterans and other program participants increase their civilian and/or career skills.,Services de transition de carrière : Les vétérans et autres participants admissibles au programme augmentent leurs compétences dans la vie civile ou professionnelle.,drr19
PROGRAM-dp20-3036,PROGRAM-606,VAC-BWI07,Career Transition Services:  Eligible Veterans and other program participants increase their civilian and/or career skills.,Services de transition de carrière : Les vétérans et autres participants admissibles au programme augmentent leurs compétences dans la vie civile ou professionnelle.,dp20
PROGRAM-drr19-3037,PROGRAM-607,VAC-BWI07,Veteran Family Program:  Medically-released Veterans and their families know where to go to access services and get support during the transition process.,Programme pour les familles des vétérans : Les vétérans libérés pour raisons médicales et leur famille savent où obtenir des services et du soutien pendant le processus de transition.,drr19
PROGRAM-drr19-3038,PROGRAM-604,VAC-BWI07,Rehabilitation Services:  Eligible Veterans and other program participants experience improved functional capacity.,Services de réadaptation : La capacité fonctionnelle des vétérans et autres participants admissibles au programme s’améliore.,drr19
