dept_submissions__document__year,dept_id,dept__name_en,dept__name_fr,dept__tbs_dept_code,eternal_id,name_en,name_fr,description_en,description_fr,first_active_year,last_active_year,collects_fees,last_gender_analysis,account_reg_digital_status,authentication_status,application_digital_status,decision_digital_status,issuance_digital_status,issue_res_digital_status,digital_enablement_comment_en,digital_enablement_comment_fr,last_accessibility_review,last_improve_from_feedback,scope_name_en,scope_name_fr,scope_code,service_type_name_en,service_type_name_fr,service_type_code,designations_name_en,designations_name_fr,designations_code,target_groups_id,target_groups_name_en,target_groups_name_fr,programs_activity_code,feedback_channels_name_en,feedback_channels_name_fr,feedback_channels_code,digital_identity_platforms_name_en,digital_identity_platforms_name_fr,digital_identity_platforms_code,accessibility_assessors_name_en,accessibility_assessors_name_fr,accessibility_assessors_code,recipient_type_name_en,recipient_type_name_fr,recipient_type_code
2018,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1906,Canada Arts Training Fund (CATF),Fonds du Canada pour la formation dans le secteur des arts (FCFSA),"The Canada Arts Training Fund (CATF) supports arts training in Canada. CATF provides financial support for the ongoing operations of Canadian arts organizations that specialize in training artists for professional national or international artistic careers, at the highest levels.",Le Fonds du Canada pour la formation dans le secteur des arts (FCFSA) appuie la formation en arts au Canada. Le FCFSA offre du soutien financier aux opérations des organismes artistiques canadiens qui se spécialisent dans la formation d'artistes se destinant à une carrière artistique professionnelle nationale ou internationale aux plus hauts niveaux.,2018,,FALSE,,ENABLED,ENABLED,ENABLED,ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,None,Aucun,none,TGC005,Non-Profit Institutions and Organizations,Institutions et organisations sans but lucratif,BSD01,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2019,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1906,Canada Arts Training Fund,Fonds du Canada pour la formation dans le secteur des arts,"The Canada Arts Training Fund (CATF) supports arts training in Canada. CATF provides financial support for the ongoing operations of Canadian arts organizations that specialize in training artists for professional national or international artistic careers, at the highest levels.",Le Fonds du Canada pour la formation dans le secteur des arts (FCFSA) appuie la formation en arts au Canada. Le FCFSA offre du soutien financier aux opérations des organismes artistiques canadiens qui se spécialisent dans la formation d'artistes se destinant à une carrière artistique professionnelle nationale ou internationale aux plus hauts niveaux.,2018,,FALSE,2016,ENABLED,ENABLED,ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,Priority Service,Service prioritaire,priority,TGC005,Non-Profit Institutions and Organizations,Institutions et organisations sans but lucratif,BSD01,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,"Cyber Auth/ECM - External (Public) credential and authentication (GCKey, CBS)","Authentification électronique/GJE - Service de gestion des justificatifs externes (CléGC, SCJI)",gckey,,,,,,
2018,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1907,Canada Cultural Investment Fund,Fonds du Canada pour l'investissement en culture,"The Canada Cultural Investment Fund encourages private sector investment, partnership and sound business practices to help arts and heritage organizations be better rooted and recognized in their communities.","Le Fonds du Canada pour l'investissement en culture encourage les investissements du secteur privé, les partenariats et l'adoption de pratiques d'affaires saines pour aider les organismes artistiques et patrimoniaux à être mieux reconnus et enracinés dans leurs communautés.",2018,,FALSE,,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,None,Aucun,none,TGC005,Non-Profit Institutions and Organizations,Institutions et organisations sans but lucratif,BSD01,Email<>Telephone,Par courriel<>Par téléphone,email<>tel,,,,,,,,,
2019,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1907,Canada Cultural Investment Fund,Fonds du Canada pour l'investissement en culture,"The Canada Cultural Investment Fund encourages private sector investment, partnership and sound business practices to help arts and heritage organizations be better rooted and recognized in their communities.","Le Fonds du Canada pour l'investissement en culture encourage les investissements du secteur privé, les partenariats et l'adoption de pratiques d'affaires saines pour aider les organismes artistiques et patrimoniaux à être mieux reconnus et enracinés dans leurs communautés.",2018,,FALSE,2016,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,This service supports the delivery of key initiatives. This service is not an information service. The service does not track applications by channels.,Ce service vise la réalisation d'initiatives clés. Ce service n'est pas un service d'information. Le service ne suit pas les demandes par mode de prestation.,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,Priority Service,Service prioritaire,priority,TGC005<>TGC007,"Non-Profit Institutions and Organizations<>Provinces, Territories and Communities","Institutions et organisations sans but lucratif<>Provinces, territoires et communautés",BSD01,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2018,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1908,Canada Arts Presentation Fund (Development component),Fonds du Canada pour la présentation des arts (Soutien au développement),The Canada Arts Presentation Fund (CAPF) provides financial assistance to organizations that professionally present arts festivals or performing arts series (arts presenters) and organizations that offer support to arts presenters.,Le Fonds du Canada pour la présentation des arts (FCPA) fournit une aide financière aux organismes qui présentent des festivals artistiques ou des saisons de spectacles professionnels. Le FCPA appuie également les organismes qui viennent en aide aux diffuseurs artistiques.,2018,,FALSE,,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,None,Aucun,none,TGC005,Non-Profit Institutions and Organizations,Institutions et organisations sans but lucratif,BSD01,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2019,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1908,Canada Arts Presentation Fund,Fonds du Canada pour la présentation des arts,The Canada Arts Presentation Fund (CAPF) provides financial assistance to organizations that professionally present arts festivals or performing arts series (arts presenters) and organizations that offer support to arts presenters.,Le Fonds du Canada pour la présentation des arts (FCPA) fournit une aide financière aux organismes qui présentent des festivals artistiques ou des saisons de spectacles professionnels. Le FCPA appuie également les organismes qui viennent en aide aux diffuseurs artistiques.,2018,,FALSE,2016,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,Priority Service,Service prioritaire,priority,TGC005,Non-Profit Institutions and Organizations,Institutions et organisations sans but lucratif,BSD01,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2018,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1909,Canada Cultural Spaces Fund,Fonds du Canada pour les espaces culturels,"The Canada Cultural Spaces Fund (CCSF) supports the improvement of physical conditions for arts, heritage, culture and creative innovation. The Fund supports renovation and construction projects, the acquisition of specialized equipment and feasibility studies related to cultural spaces.","Le Fonds du Canada pour les espaces culturels (FCEC) contribue à améliorer les conditions matérielles qui favorisent l'innovation dans les milieux artistique, patrimonial et créatif. Le Fonds appuie des projets de rénovation et de construction ainsi que l’acquisition d’équipement spécialisé et la réalisation d’études de faisabilité reliées aux espaces culturels.",2018,,FALSE,,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,None,Aucun,none,TGC005,Non-Profit Institutions and Organizations,Institutions et organisations sans but lucratif,BSD01,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2019,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1909,Canada Cultural Spaces Fund,Fonds du Canada pour les espaces culturels,"The Canada Cultural Spaces Fund (CCSF) supports the improvement of physical conditions for arts, heritage, culture and creative innovation. The Fund supports renovation and construction projects, the acquisition of specialized equipment and feasibility studies related to cultural spaces.","Le Fonds du Canada pour les espaces culturels (FCEC) contribue à améliorer les conditions matérielles qui favorisent l'innovation dans les milieux artistique, patrimonial et créatif. Le Fonds appuie des projets de rénovation et de construction ainsi que l’acquisition d’équipement spécialisé et la réalisation d’études de faisabilité reliées aux espaces culturels.",2018,,FALSE,2016,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,Priority Service,Service prioritaire,priority,TGC005,Non-Profit Institutions and Organizations,Institutions et organisations sans but lucratif,BSD01,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2018,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1910,Support to Canadian Celebration and Commemorations,Soutien aux célébrations et commémorations canadiennes,"Support to Canadian Celebration and Commemorations provides funding to community-based activities celebrating and promoting National Indigenous Peoples Day on June 21, Saint-Jean-Baptiste Day on June 24, Canadian Multiculturalism Day on June 27 and Canada Day on July 1. These celebrations enable Canadians to appreciate Canada’s cultural, ethnic, linguistic and geographic diversity.","Le soutien aux célébrations et commémorations canadiennes vise à financer des activités communautaires pour célébrer et promouvoir la Journée nationale des peuples autochtones le 21 juin, la Saint-Jean-Baptiste le 24 juin, la Journée canadienne du multiculturalisme le 27 juin, et la fête du Canada le 1er juillet. Ces célébrations permettent aux Canadiens et Canadiennes d’apprécier la diversité culturelle, ethnique, linguistique et géographique du Canada.",2018,,FALSE,2018,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,None,Aucun,none,TGC005,Non-Profit Institutions and Organizations,Institutions et organisations sans but lucratif,BSE01,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2019,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1910,Support to Canadian Celebration and Commemorations,Soutien aux célébrations et commémorations canadiennes,"Support to Canadian Celebration and Commemorations provides funding to community-based activities celebrating and promoting National Indigenous Peoples Day on June 21, Saint-Jean-Baptiste Day on June 24, Canadian Multiculturalism Day on June 27 and Canada Day on July 1. These celebrations enable Canadians to appreciate Canada’s cultural, ethnic, linguistic and geographic diversity.","Le soutien aux célébrations et commémorations canadiennes vise à financer des activités communautaires pour célébrer et promouvoir la Journée nationale des peuples autochtones le 21 juin, la Saint-Jean-Baptiste le 24 juin, la Journée canadienne du multiculturalisme le 27 juin, et la fête du Canada le 1er juillet. Ces célébrations permettent aux Canadiens et Canadiennes d’apprécier la diversité culturelle, ethnique, linguistique et géographique du Canada.",2018,,FALSE,2016,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,Priority Service,Service prioritaire,priority,TGC005,Non-Profit Institutions and Organizations,Institutions et organisations sans but lucratif,BSE01,Email<>Telephone,Par courriel<>Par téléphone,email<>tel,,,,,,,,,
2018,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1911,Museums Assistance,Aide aux musées,"Assistance museums helps heritage institutions and workers in the preservation and presentation of heritage collections. The program fosters the preservation of Indigenous culture and facilitates access to heritage collections for all Canadians. It also promotes professional knowledge, skills and practices related to key museum functions.","L'aide aux musées appuie les établissements et les travailleurs du patrimoine dans le but de préserver et de présenter des collections patrimoniales. Le programme favorise la préservation du patrimoine culturel autochtone et facilite l'accès aux collections patrimoniales pour tous les Canadiens et Canadiennes. Il favorise également l'essor des connaissances, des compétences et des pratiques professionnelles liées aux fonctions muséales clés.",2018,,FALSE,,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,None,Aucun,none,TGC005,Non-Profit Institutions and Organizations,Institutions et organisations sans but lucratif,BSE03,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2019,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1911,Museums Assistance,Aide aux musées,"Assistance to museums helps heritage institutions and workers in the preservation and presentation of heritage collections. The program fosters the preservation of Indigenous culture and facilitates access to heritage collections for all Canadians. It also promotes professional knowledge, skills and practices related to key museum functions.","L'aide aux musées appuie les établissements et les travailleurs du patrimoine dans le but de préserver et de présenter des collections patrimoniales. Le programme favorise la préservation du patrimoine culturel autochtone et facilite l'accès aux collections patrimoniales pour tous les Canadiens et Canadiennes. Il favorise également l'essor des connaissances, des compétences et des pratiques professionnelles liées aux fonctions muséales clés.",2018,,FALSE,2016,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,Priority Service,Service prioritaire,priority,TGC005,Non-Profit Institutions and Organizations,Institutions et organisations sans but lucratif,BSE03,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2018,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1912,Support to building Communities through Arts and Heritage,Soutien au développement des communautés par le biais des arts et du patrimoine,"Support to building Communities Through Arts and Heritage provides funding to local groups for recurring festivals that present the work of local artists, artisans or heritage performers. This includes the celebration of LGBTQ2+ communities and Indigenous cultural celebrations.",Le soutien au développement des communautés par le biais des arts et du patrimoine offre une aide financière aux groupes locaux qui organisent des festivals récurrents et présentent des œuvres d'artistes et d'artisans locaux ou des interprètes du patrimoine historique local. Ceci inclut les célébrations des communautés LGBTQ2+ et les célébrations culturelles autochtones.,2018,,FALSE,,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,None,Aucun,none,TGC005<>TGC007,"Non-Profit Institutions and Organizations<>Provinces, Territories and Communities","Institutions et organisations sans but lucratif<>Provinces, territoires et communautés",BSE02,Email<>Telephone,Par courriel<>Par téléphone,email<>tel,,,,,,,,,
2019,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1912,Support to building communities through Arts and Heritage,Soutien au développement des communautés par le biais des arts et du patrimoine,"Support to building Communities Through Arts and Heritage provides funding to local groups for recurring festivals that present the work of local artists, artisans or heritage performers. This includes the celebration of LGBTQ2 communities and Indigenous cultural celebrations.",Le soutien au développement des communautés par le biais des arts et du patrimoine offre une aide financière aux groupes locaux qui organisent des festivals récurrents et présentent des œuvres d'artistes et d'artisans locaux ou des interprètes du patrimoine historique local. Ceci inclut les célébrations des communautés LGBTQ2 et les célébrations culturelles autochtones.,2018,,FALSE,2016,ENABLED,ENABLED,ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,Priority Service,Service prioritaire,priority,TGC005<>TGC007,"Non-Profit Institutions and Organizations<>Provinces, Territories and Communities","Institutions et organisations sans but lucratif<>Provinces, territoires et communautés",BSE02,Email<>Telephone,Par courriel<>Par téléphone,email<>tel,"Cyber Auth/ECM - External (Public) credential and authentication (GCKey, CBS)","Authentification électronique/GJE - Service de gestion des justificatifs externes (CléGC, SCJI)",gckey,,,,,,
2018,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1913,Canada History Fund,Fonds pour l’histoire du Canada,"The Canada History Fund supports the development of learning materials and activities that contribute to increasing Canadians’ knowledge about Canada. The fund aims to increase understanding of Canada’s history, stories, people and systems of government.","Le Fonds pour l'histoire du Canada appuie l'élaboration de matériel pédagogique et d'activités qui contribuent à enrichir les connaissances des Canadiens sur leur pays. Le Fonds vise à améliorer la compréhension de l'histoire, des récits, de la population et des modes de gouvernement.",2018,,FALSE,,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,None,Aucun,none,TGC001<>TGC005,Economic Segments<>Non-Profit Institutions and Organizations,Segments économiques<>Institutions et organisations sans but lucratif,BSE04,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2019,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1913,Canada History Fund,Fonds pour l’histoire du Canada,"The Canada History Fund supports the development of learning materials and activities that contribute to increasing Canadians’ knowledge about Canada. The fund aims to increase understanding of Canada’s history, stories, people and systems of government.","Le Fonds pour l'histoire du Canada appuie l'élaboration de matériel pédagogique et d'activités qui contribuent à enrichir les connaissances des Canadiens sur leur pays. Le Fonds vise à améliorer la compréhension de l'histoire, des récits, de la population et des modes de gouvernement.",2018,,FALSE,2016,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,Priority Service,Service prioritaire,priority,TGC005,Non-Profit Institutions and Organizations,Institutions et organisations sans but lucratif,BSE04,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2018,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1915,Canadian Conservation Institute and Canadian Heritage Information Network Canada (Conservation treatment and services),Institut canadien de conservation et Réseau canadien d'information sur le patrimoine (Services de traitement et de conservation),"The Canadian Conservation Institute and Canadian Heritage Information Network Canada treatments and services offer conservation treatments on objects and works of art in order to prevent further deterioration, to aid interpretation or to re-establish culturally significant qualities.","L'Institut canadien de conservation et Réseau canadien d'information sur le patrimoine, services de traitement et de conservation entreprend des traitements de conservation d'objets et d'œuvres d'art afin d'éviter que ces derniers se détériorent davantage, de faciliter leur interprétation ou de rétablir leurs qualités culturelles importantes.",2018,,TRUE,,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Acquisition Management<>Information,Gestion des acquisitions<>Informations,acq<>adv,None,Aucun,none,TGC005<>TGC006<>TGC007,"Non-Profit Institutions and Organizations<>Persons<>Provinces, Territories and Communities","Institutions et organisations sans but lucratif<>Étiquettes associées aux personnes<>Provinces, territoires et communautés",BSE03,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2019,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1915,Canadian Conservation Institute (Conservation treatments and services),Institut canadien de conservation (Services de traitement et de conservation),"The Canadian Conservation Institute treatments and services offer conservation treatments on objects and works of art in order to prevent further deterioration, to aid interpretation or to re-establish culturally significant qualities.","L'Institut canadien de conservation services de traitement et de conservation entreprend des traitements de conservation d'objets et d'œuvres d'art afin d'éviter que ces derniers se détériorent davantage, de faciliter leur interprétation ou de rétablir leurs qualités culturelles importantes.",2018,,TRUE,,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Acquisition Management<>Information,Gestion des acquisitions<>Informations,acq<>adv,Priority Service,Service prioritaire,priority,TGC005<>TGC006<>TGC007,"Non-Profit Institutions and Organizations<>Persons<>Provinces, Territories and Communities","Institutions et organisations sans but lucratif<>Étiquettes associées aux personnes<>Provinces, territoires et communautés",BSE03,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2018,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1916,Canadian Conservation Institute and Canadian Heritage Information Network (Workshops),Institut canadien de conservation et Réseau canadien d'information sur le patrimoine (Ateliers),Through workshops the Canadian Conservation Institute (CCI) works with heritage professionals and institutions to help build capacity to conserve objects and collections.,"Par le biais d'ateliers, l’Institut canadien de conservation (ICC) travaille en collaboration avec des professionnels et des établissements du patrimoine pour les aider à renforcer leurs capacités de conserver des objets et des collections.",2018,,TRUE,,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Information,Informations,adv,None,Aucun,none,TGC005<>TGC006<>TGC007,"Non-Profit Institutions and Organizations<>Persons<>Provinces, Territories and Communities","Institutions et organisations sans but lucratif<>Étiquettes associées aux personnes<>Provinces, territoires et communautés",BSE03,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2019,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1916,Canadian Conservation Institute and Canadian Heritage Information Network (Workshops),Institut canadien de conservation et Réseau canadien d'information sur le patrimoine (Ateliers),"Through workshops, the Canadian Conservation Institute (CCI) and the Canadian Heritage Information Network work with heritage professionals and institutions to help build capacity to conserve objects and collections.","Par le biais d'ateliers, l’Institut canadien de conservation (ICC) et le Réseau canadien d'information sur le patrimoine (Ateliers) travaillent en collaboration avec des professionnels et des établissements du patrimoine pour les aider à renforcer leurs capacités de conserver des objets et des collections.",2018,,TRUE,,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Information,Informations,adv,Priority Service,Service prioritaire,priority,TGC005<>TGC006<>TGC007,"Non-Profit Institutions and Organizations<>Persons<>Provinces, Territories and Communities","Institutions et organisations sans but lucratif<>Étiquettes associées aux personnes<>Provinces, territoires et communautés",BSE03,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2018,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1919,Support and assistance to athletes,Soutien et aide aux athlètes,Support and assistance is given to athletes through the Athlete Assistance Program (AAP). This program contributes to the pursuit of excellence and seeks to relieve some of the financial pressures associated with preparing for and participating in international sport and assists high-performance Canadian athletes to combine their sport and academic or working careers while training intensively in pursuit of world-class performances.,Soutien et aide aux  athlètes  par le biais du Programme d’aide aux athlètes (PAA). Ce programme contribue à la recherche de l’excellence et vise à réduire le fardeau financier lié à la préparation et à la participation à des compétitions de niveau international et permet aux athlètes de haut niveau de poursuivre leurs études ou leur carrière professionnelle tout en s’entraînant avec intensité dans le but de réaliser des performances de premier ordre.,2018,,FALSE,2017,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,None,Aucun,none,TGC006,Persons,Étiquettes associées aux personnes,BSF01,Email,Par courriel,email,,,,,,,,,
2018,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1920,Support for hosting sport related events,Soutien pour l'accueil d'évènements dans le domaine du sport,"Support for hosting sport related events offers Canada a planned and coordinated approach to realizing direct and significant benefits from bidding and hosting projects in the areas of sport development, economic, social, cultural, and community impacts, across a broad range of government priorities. The program is characterized by active liaison with partners/stakeholders and a diligent contribution system.","Le soutien pour l'accueil d'évènements dans le domaine du sport offre au Canada une approche planifiée et coordonnée pour concrétiser les avantages directs et significatifs des projets de candidature et d'accueil dans les domaines du développement du sport, des impacts économiques, sociaux, culturels et communautaires, dans le cadre d'un large éventail de priorités gouvernementales. Ce programme est particulier quant à la liaison avec les partenaires / parties prenantes et un système de contribution diligent.",2018,,FALSE,2017,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,None,Aucun,none,TGC005,Non-Profit Institutions and Organizations,Institutions et organisations sans but lucratif,BSF01,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2019,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1920,Support for hosting sport-related events,Soutien pour l'accueil d'évènements dans le domaine du sport,"Support for hosting sport related events offers Canada a planned and coordinated approach to realizing direct and significant benefits from bidding and hosting projects in the areas of sports development, economic, social, cultural, and community impacts, across a broad range of government priorities. The program is characterized by an active liaison with partners/stakeholders and a diligent contribution system.","Le soutien pour l'accueil d'événements dans le domaine du sport offre au Canada une approche planifiée et coordonnée pour concrétiser les avantages directs et significatifs des projets de candidature et d'accueil dans les domaines du développement du sport, des impacts économiques, sociaux, culturels et communautaires, dans le cadre d'un large éventail de priorités gouvernementales. Ce programme est particulier quant à la liaison avec les partenaires / parties prenantes et un système de contribution diligent.",2018,,FALSE,2018,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,Priority Service,Service prioritaire,priority,TGC005,Non-Profit Institutions and Organizations,Institutions et organisations sans but lucratif,BSF01,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2018,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1921,Sport Support,Soutien au sport,"Support is provided to eligible organizations that have a direct impact on athletes and athlete development, and that provide children and youth with their first experience in sport.","Un appui est fourni aux organisations éligibles qui ont une incidence directe sur les athlètes et le développement des athlètes, enfants et jeunes ayant une première expérience sportive.",2018,,FALSE,2018,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,None,Aucun,none,TGC005,Non-Profit Institutions and Organizations,Institutions et organisations sans but lucratif,BSF01,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2019,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1921,Sport Support,Soutien au sport,"Support is provided to eligible organizations that have a direct impact on athletes and athlete development, and that provide children and youth with their first experience in sport.","Un appui est fourni aux organisations éligibles qui ont une incidence directe sur les athlètes et le développement des athlètes, enfants et jeunes ayant une première expérience sportive.",2018,,FALSE,2016,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,Priority Service,Service prioritaire,priority,TGC005,Non-Profit Institutions and Organizations,Institutions et organisations sans but lucratif,BSF01,Email<>Postal Mail,Par courriel<>Par la poste,email<>post,,,,,,,,,
