"RMCID","ParentID","Title_fr","Description_fr","PlannedSpending1718","PlannedSpending1819","PlannedSpending1920","PlannedFTE1718","PlannedFTE1819","PlannedFTE1920","ExpNoPlanSpend_FR","ExpSpendTrend_FR","ExpNoPlanFTE_FR","ExpFTETrend_FR","PlannedSpending1617","ActualSpending1617","Expl_Spending_fr","PlannedFTE1617","ActualFTE1617","Expl_FTE_fr"
"P1163-0040","SHARE-BFW00","Gestion des comptes","Cette fonction gère les relations entre les clients de SPC et facilite les ententes commerciales avec toutes les organisations partenaires de SPC. Elle fournit un soutien centralisé pour la gouvernance bilatérale avec les partenaires et les activités de mobilisation de la collectivité. De plus, cette fonction soutient la prestation de services d’infrastructure des TI fiables et opportuns aux clients de SPC par sa fonction de gestion de la prestation des services et de suivi de la satisfaction des clients comme base d’amélioration continue.",15955605.00,16162340.00,16192790.00,201.00,201.00,201.00,"","","","",".",".","",".",".",""
"P1163-0041","SHARE-BFX00","Hébergement des applications en infonuagique","Ce service fournit des plateformes informatiques infonuagiques pour supporter le sous-programme 1.2.3 « Hébergement d’application » qui fournit un accès aux environnements d’application (développement, essai et production) pour les organisations clientes et partenaires de SPC et pour les besoins internes de SPC. Ce service basé sur l’infonuagique fournit aussi une base d’intégration entre les différents domaines technologiques, environnements, intergiciels, bases de données et services de virtualisation en vue d’héberger des applications et des services connexes. Ce service est fourni pour toutes les catégories d’infonuagiques, incluant l’IaaS, le PaaS et le SaaS.",787384.00,787384.00,787384.00,9.00,9.00,9.00,"","","","",".",".","",".",".",""
"P1163-0042","SHARE-BFX00","Service de calcul en infonuagique","Ce service fournit des solutions d’infrastructure infonuagique publiques qui offrent l’IaaS et le PaaS pour des services informatiques évolutifs, sécuritaires et fiables en support du sous-programme 1.2.4 « Service de calcul ». Ce service basé sur l’infonuagique inclut le service de stockage qui fournit une solution d’infrastructure entièrement gérée qui offre des services de stockage, de connectivité et de bande passante évolutifs, sécuritaires et fiables et qui sont adaptés aux charges de travail infonuagiques. Il comprend aussi des services d’Intergiciel, qui est le logiciel situé entre le système d’exploitation et les applications des utilisateurs finaux.",0.00,0.00,0.00,0.00,0.00,0.00,"Coût recouvrable","","Aucune dépenses ne sont prévues.","",".",".","",".",".",""
"P1171-0001","CPCC-DAT00","Science et surveillance","Cette activité de sous-programme a pour but de nouer des partenariats avec diverses organisations afin de collaborer dans le cadre de dossiers interdisciplinaires et intersectoriels et de mettre en commun l’expérience, l’expertise et les ressources de chacun. Elle vise aussi à établir des processus concurrentiels et revus par les pairs pour financer des bénéficiaires externes poursuivant les mêmes objectifs (p. ex. universités, collectivités, organismes sans but lucratif, industrie, gouvernements et scientifiques internationaux). Les bénéficiaires externes seront sélectionnés d’après la pertinence de leurs travaux par rapport au plan de sciences et de technologies, l’excellence scientifique et la mesure dans laquelle les projets renforcent les capacités et le leadership nordiques en matière de sciences et de surveillance. La Station mènera le développement du Réseau de surveillance et de prévision de l’Arctique canadien, pour assurer la coordination avec les efforts existants et mettre en œuvre de nouvelles initiatives au sein d’un ensemble d’activités d’observation et de sites de surveillance sociale et environnementale coordonnés et stratégiquement répartis. Paiement de transfert : Subventions et contributions en appui aux progrès scientifiques et technologiques dans le Nord",9202452.00,11405977.00,11405977.00,16.00,18.00,18.00,"","","","",6018884.00,7339919.00,"Puisque POLAIRE en était à sa première année complète d'exploitation, l'attribution des ressources entre les sous-programmes a dû être ajustée pour répondre aux besoins de l'organisation.",10.00,9.00,""
"P1171-0002","CPCC-DAT00","Développement et transfert de technologies","Cette activité de sous-programme établira POLAIRE comme un centre principal de développement technologique pour l’Arctique. L’activité de programme vise aussi à stimuler le développement technologique dans le Nord en offrant une plateforme, de l’expertise, des infrastructures et du financement en matière de recherche, et ce, pour aider les entrepreneurs et les innovateurs nordiques à développement, à adapter et à tester les technologies qui pourraient être utilisées dans le Nord. POLAIRE collaborera avec les Autochtones du Nord canadien pour créer, grâce à ses installations et à ses travaux, un contexte permettant de mettre à profit tant le savoir traditionnel que les sciences pour relever les défis de l’Arctique. Paiement de transfert : Subventions et contributions en appui aux progrès scientifiques et technologiques dans le Nord",4396879.00,4930849.00,4930849.00,6.00,7.00,7.00,"","","","",7660398.00,1241451.00,"Relocalisation des employés à Cambridge Bay, Nunavut repoussée à l’année suivante (2017-2018). Demande de report de fonds de paiements de transferts de 2016-2017 à 2017-2018 afin de respecter les engagements de POLAIRE.  Redistribution des fonds entre le programme de Sciences et technologie pour le Nord et les Services internes afin de répondre aux besoins de l’organisation.  Puisque POLAIRE en était à sa première année complète d'exploitation, l'attribution des ressources entre les sous-programmes a dû être ajustée pour répondre aux besoins de l'organisation.",12.00,6.00,"Suite à des circonstances hors du contrôle de POLAIRE, l’organisation a dû reporté les processus de dotation à l’année fiscale 2017-18."
"P1171-0003","CPCC-DAU00","Gestion des connaissances","La gestion des connaissances suppose l’instauration d’un dialogue entre les principaux intervenants ainsi que la production et la diffusion de données sur les progrès scientifiques et technologiques. Outre les journaux scientifiques, l’atteinte de cet objectif suppose un recours à divers moyens : documents stratégiques, médias sociaux, participation à la conception des programmes, évaluations scientifiques, outils et modèles appuyant le processus décisionnel, cadres d’évaluation. POLAIRE contribuera à la transposition des connaissances en résultats tangibles pour les collectivités, l’industrie, les décideurs et divers autres parties en cause dans les activités de POLAIRE. Paiement de transfert : Subventions en appui aux progrès scientifiques et technologiques dans le Nord (Prix pour l’application des connaissances)",837851.00,1241944.00,1241944.00,5.00,5.00,5.00,"","","","",1317254.00,1709153.00,"Puisque POLAIRE en était à sa première année complète d'exploitation, l'attribution des ressources entre les sous-programmes a dû être ajustée pour répondre aux besoins de l'organisation.",7.00,7.00,""
"P1171-0004","CPCC-DAU00","Sensibilisation et renforcement des capacités","Cette activité de programme a pour objectif de renforcer les capacités par la formation, la sensibilisation et les perspectives d’emploi. POLAIRE, de concert avec ses partenaires, mettra à contribution les sciences et les technologies du Nord en vue de promouvoir une culture scientifique au Canada et travaillera à attirer l’attention, au pays comme à l’étranger, sur les travaux en cours dans l’Arctique. Le volet « Sensibilisation » prendra diverses formes, notamment un soutien spécialisé des activités de consultation ainsi que la mise en place et le maintien des média sociaux de POLAIRE et de sa présence sur Internet. Quant au volet « Renforcement des capacités », il permettra de gérer et de faciliter les activités et les initiatives conjointes destinées à promouvoir et à soutenir la prochaine génération de chercheurs et un personnel hautement qualifié, ainsi que de respecter l’obligation que fait au Canada l’article 23 de l’Accord sur les revendications territoriales du Nunavut. Paiement de transfert : Subventions à des personnes, organisations, associations et institutions pour appuyer la recherche et des activités associées aux régions polaires",2268706.00,3086422.00,3086422.00,9.00,9.00,9.00,"","","","",1676506.00,1279354.00,"Puisque POLAIRE en était à sa première année complète d'exploitation, l'attribution des ressources entre les sous-programmes a dû être ajustée pour répondre aux besoins de l'organisation.",12.00,7.00,"Suite à des circonstances hors du contrôle de POLAIRE, l’organisation a dû reporté les processus de dotation à l’année fiscale 2017-18."
"P2007-0007","P1007-0010","Financement communautaire ÉcoAction","Ce programme de financement soutient des projets communautaires d’organisations sans but lucratif et non gouvernementales qui ont des incidences positives mesurables sur l’environnement. Les projets financés par ÉcoAction protègent, restaurent ou améliorent l’environnement, et renforcent la capacité des collectivités et des personnes de se livrer à ces activités. Les projets financés appartiennent à l’un des quatre domaines prioritaires suivants : la qualité de l’air, les changements climatiques, la qualité de l’eau ou le milieu naturel. La réussite des projets d’ÉcoAction repose sur la participation de membres de la collectivité, dont des bénévoles. Ce programme utilise du financement provenant du paiement de transfert suivant : ÉcoAction 2000 – Service de financement communautaire.",5789392.00,5789392.00,5789392.00,14.00,14.00,14.00,"","","","",5912319.00,5761701.00,"",13.00,13.00,""
"P2007-0008","P1007-0010","Fonds pour dommages à l’environnement","Le Fonds pour dommages à l’environnement (FDE), qu’administre Environnement et Changement climatique Canada pour le compte du gouvernement du Canada, est assorti d’un mécanisme pour l’affectation à des projets prioritaires qui avantageront l’environnement naturel du Canada des sommes provenant d’amendes, d’ordonnances judiciaires et de paiements volontaires pour des infractions d’ordre environnemental. Environnement et Changement climatique Canada travaille de près avec les autres ministères pour veiller à ce que les amendes imposées par les tribunaux soient affectées à des projets ayant des retombées environnementales positives et de la manière prévue par le tribunal. Les projets du FDE, y compris la restauration, l’amélioration de la qualité de l’environnement, la recherche développement, et l’éducation et la sensibilisation, sont gérés sous la surveillance d’Environnement et Changement climatique Canada. Les bénéficiaires admissibles sont les organisations non gouvernementales, les universités et les autres établissements d’enseignement, les groupes autochtones, les gouvernements provinciaux et territoriaux et les administrations municipales. Les partenaires du programme FDE comprennent Transports Canada, Pêches et Océans Canada et Parcs Canada.",486118.00,486118.00,486118.00,5.00,5.00,5.00,"","","","",422709.00,370698.00,"Cela est principalement attribuable à la diminution des revenus du montant adjugé par les tribunaux par rapport à ce qui a été prévu au départ pour le Fonds pour dommages à l’environnement.",4.00,4.00,""
"P2007-0009","P1007-0010","Programme d’emploi jeunesse en environnement","Ce programme gère le Programme de stages Horizons Sciences pour les jeunes, qui fait partie de la Stratégie emploi jeunesse dirigée par Emploi et Développement social Canada. Le Programme de stages Horizons Sciences pour les jeunes prévoit le versement de subventions salariales aux organismes admissibles pour appuyer l’emploi des jeunes dans les sciences, la technologie, l’ingénierie et les mathématiques (STIM). Les bénéficiaires du financement comprennent les petites et moyennes entreprises, les établissements d’enseignement postsecondaire, les provinces et les municipalités et les organisations non gouvernementales à l’échelle du Canada. Ce programme utilise du financement provenant du paiement de transfert suivant : Contributions pour le programme de stages Horizons Sciences pour les jeunes.",3151292.00,3151292.00,3151292.00,0.00,0.00,0.00,"","","","",3153000.00,10605558.00,"Cela est principalement attribuable au financement supplémentaire reçu tout au long de l'année pour l'initiative Stratégie emploi jeunesse.",1.00,2.00,"Cela est principalement attribuable à la redistribution des ressources entre les programmes."
"P2007-0017","P1007-0022","Émissions du secteur industriel","Ce programme vise à réduire, en vertu de la Loi canadienne sur la protection de l’environnement (1999) (LCPE 1999), les émissions de polluants atmosphériques (PA) et de gaz à effet de serre (GES) provenant des secteurs industriels. Ses principales activités sont l’élaboration de normes et de règlements pour les GES provenant des secteurs de la production d’électricité, du pétrole et du gaz et des industries touchées par les échanges et rejetant de grandes quantités d’émissions, ainsi que la mise au point de normes, de règlements et d’autres instruments de gestion du risque des PA pour les principaux secteurs et types d’équipement industriel, dans le cadre du Système de gestion de la qualité de l’air. Le travail consiste aussi à négocier et à élaborer des accords d’équivalence avec les provinces ou les territoires intéressés. En vertu de la LCPE 1999, il incombe à ce programme de pister les rejets de substances nuisibles, et d’en faire rapport; il lui incombe aussi de concevoir et de mettre en œuvre un système électronique de gestion et de collecte des données pour permettre un système harmonisé pour la déclaration des émissions de GES et de PA). Le programme donne aux Canadiens et aux décideurs de l’information sur les incidences environnementales et sanitaires des polluants atmosphériques. Ce programme peut utiliser du financement provenant du paiement de transfert suivant : Changements climatiques et air pur.",86965640.00,55336229.00,56075114.00,548.00,344.00,347.00,"","","","",25580907.00,75654138.00,"Cela est principalement attribuable au nouveau financement destiné aux activités réalisées dans le cadre des initiatives associées à la croissance  propre et aux changements climatiques et à lutte contre la pollution atmosphérique",181.00,491.00,"Cela est principalement attribuable aux nouvelles ressources obtenues pour les initiatives associées à la croissance propre et aux changements climatiques et à la lutte contre la pollution atmosphérique."
"P2007-0018","P1007-0022","Émissions du secteur des transports","En vertu de la Loi canadienne sur la protection de l’environnement (1999), ce programme vise à réduire les émissions du secteur du transport (véhicules, moteurs et carburants, y compris les biocarburants) par des activités clés, comme de solides recherches scientifiques rigoureuses et la prestation de avis scientifiques ainsi que l’élaboration, la mise en œuvre et l’application de règlements sur les gaz à effet de serre (GES) et les polluants atmosphériques (PA). Ces activités comprennent aussi des tests scientifiques et la vérification des émissions afin que les normes soient respectées. En outre, le programme collabore avec Transports Canada pour lutter contre les polluants atmosphériques et les émissions de GES provenant du transport maritime par l’élaboration de nouvelles normes nationales et internationales, et recommande certaines pratiques aux navires en collaboration avec l’Organisation maritime internationale. Par l’entremise du Groupe de travail sur les sources mobiles, il partage des informations et identifie des domaines d’intérêts communs avec les provinces et les territoires en vue de réduire les émissions. Ce programme peut utiliser du financement provenant du paiement de transfert suivant : Changements climatiques et air pur.",21882993.00,5454528.00,5065092.00,151.00,43.00,42.00,"","","","",5244857.00,20468123.00,"Cela est principalement attribuable au nouveau financement destiné aux activités réalisées dans le cadre des initiatives associées à la croissance  propre et aux changements climatiques et à lutte contre la pollution atmosphérique",48.00,140.00,"Cela est principalement attribuable aux nouvelles ressources obtenues pour les initiatives associées à la croissance propre et aux changements climatiques et à la lutte contre la pollution atmosphérique."
"P2013-0025","P1013-0009","Justice pénale et représentation juridique","Le Ministère soutient l’accès à la justice et l’efficacité du système de justice canadien. Le Ministère remet des contributions financières aux provinces pour les aider à s’assurer que les personnes défavorisées sur le plan économique ont accès à des conseils juridiques, à une représentation et à de l’information en matière de droit criminel, de justice pénale pour les jeunes, d’immigration et de statut de réfugié. Les provinces, les territoires et leurs entités responsables de la prestation d’une aide juridique reçoivent également du financement pour la gestion et la prestation des services d’avocats désignés dans les poursuites fédérales et pour de l’aide juridique concernant les questions de sécurité nationale. De plus, les subventions et les contributions financières sont également offertes à un large éventail d’autres destinataires afin de favoriser : (1) des solutions de rechange à l’incarcération pour les délinquants toxicomanes non violents; (2) des avocats spéciaux dans le cadre de procédures en vertu de la section 9 de la Loi sur l’immigration et la protection des réfugiés; (3) la poursuite dans les cas graves de fraudes sur les marchés financiers; (4) l’élaboration de ressources de vulgarisation juridique; (5) les projets d’aide à l’élaboration de réactions efficaces aux tendances et aux problèmes qui touchent la politique canadienne en matière de justice. Ce sous-sous programme est financé par des fonds provenant des paiements de transfert suivants : le Programme d’aide juridique, (y compris les services d’aide juridique en matière criminelle pour les adultes et les adolescents, l’aide juridique en matière de sécurité publique et de lutte contre le terrorisme, l’aide juridique aux immigrants et aux réfugiés et les services d’avocats désignés dans les poursuites fédérales), le Programme de financement des tribunaux de traitement de la toxicomanie, le Fonds de réserve des équipes intégrées de la police des marchés financiers, le Programme des avocats spéciaux, l’Institut international pour l’unification du droit privé (UNIDROIT) et la Conférence de La Haye de droit international privé, ainsi que le Programme de partenariat et d’innovation du ministère de la Justice.",134596351.00,135489438.00,140239438.00,12.00,12.00,12.00,"","","","",144099379.00,146223895.00,"Après révision des dépenses prévues pour 2016-2017, il y a un montant de 9 767 956$ de Justice pénale et représentation juridique qui doit être transféré à Autochtones et justice dans le Nord. Le montant des dépenses prévues devrait être de 134 331 423$.



La différence (11 892 472$) s'explique par l'obtention de ressources additionnelles par le processus des budgets supplémentaires et d'un transfert d'un autre ministère.",12.10,11.80,""
"P2013-0026","P1013-0009","Victimes d’actes criminels","Par le truchement de subventions et de contributions financières, le Ministère veut donner aux victimes d’actes criminels une voix plus efficace au sein du système de justice pénale. Dans le cadre de la Stratégie fédérale d’aide aux victimes, le Ministère offre un soutien financier aux gouvernements provinciaux et territoriaux ainsi qu’aux organisations non gouvernementales pour accroître la sensibilisation et la connaissance des questions liées aux victimes, aux lois et aux services disponibles, et pour élaborer et offrir des programmes, des services et de l’aide pour combler les lacunes dans les services d’aides aux victimes d’actes criminels. Dans des circonstances précises, le Ministère dispense une aide financière directe, limitée et en urgence à des victimes individuelles, y compris pour le déplacement des victimes inscrites afin qu’elles puissent assister aux audiences de la Commission des libérations conditionnelles du Canada et pour aider les Canadiens et les Canadiennes victimes d’actes criminels à l’étranger. Ce sous-sous programme est financé par des fonds provenant du programme de subventions et de contributions suivant : le Fonds d’aide aux victimes.",28157649.00,28205443.00,21615443.00,4.00,4.00,4.00,"","Une réduction prévue de 5,4M$ de financement sous forme de contributions associée à l'échéance d'initiatives à durées déterminées sous le Fond des Victimes.","","",21918911.00,19117176.00,"Le délais deans le processus d'approbation pour les modifications au T&C. Le ministère a considéré de nouveaux projets. Malgré que l'appel de proposition a cédé un niveau élevé d'applications, la majorité des demandes reçues étaient pour l'année financière 2017-2018. Un grand nombre de subventions ont été octroyées pour supporter le travail des Centres d'appui aux enfants, par contre, ces investissements n'étaient pas assez pour contrecarré le manque à gagner actuel des ententes avec les provinces et territoires.",4.70,3.80,"Variations normales dans le processus de dotation."
"P2013-0027","P1013-0009","Justice applicable aux jeunes","Le Ministère favorise la protection du public en soutenant les programmes et les services qui vont de pair avec les objectifs de la Loi sur le système de justice pénale pour les adolescents. Le Ministère verse des contributions financières aux provinces et aux territoires pour les programmes et les services qui s’adressent aux adolescents en conflit avec la loi et qui favorisent la responsabilisation, la réadaptation et la réinsertion de ces adolescents dans leur collectivité, qui font la promotion d’autres options que le processus judiciaire officiel lorsque cela est approprié, et qui réservent l’incarcération aux délinquants les plus dangereux. Les provinces et les territoires reçoivent également un financement pour des programmes et des services thérapeutiques spécialisés destinés aux adolescents condamnés pour une infraction violente grave qui ont des besoins en santé mentale particuliers. Finalement, du financement est offert à un large éventail de bénéficiaires pour des projets qui favorisent un système de justice pour adolescents plus efficace, qui abordent les questions de justice pour les jeunes et qui permettent une participation citoyenne et communautaire accrue dans le système de justice pour les jeunes. De tels projets comprennent des programmes conçus particulièrement pour les adolescents en conflit avec la loi, de la formation pour les professionnels de la justice, des fournisseurs de services aux jeunes et de la recherche. Le financement est versé par l’intermédiaire des programmes de subventions et de contributions suivants : le Programme de financement des services de justice pour les jeunes, le Programme de placement et de surveillance dans le cadre d’un programme intensif de réadaptation et le Fonds de justice pour les jeunes.",157967435.00,157967435.00,157967435.00,4.00,4.00,4.00,"","","","",158016560.00,157459385.00,"",3.70,3.70,""
"P2013-0028","P1013-0009","Justice familiale","Par le truchement de subventions et de contributions financières, le Ministère fournit un soutien aux Canadiens et aux Canadiennes qui vivent une séparation ou un divorce en facilitant la prestation efficace de programmes et de services, notamment des programmes d’éducation sur le rôle parental, la médiation, le nouveau calcul de la pension alimentaire pour enfants, en préparant des ressources d’information et de formation dans le domaine de la justice familiale. Le financement relatif à la justice familiale aide les provinces et les territoires à établir et à fournir des services et des programmes de justice familiale permettant d’améliorer la capacité des parents de conclure des ententes appropriées relativement à la garde, aux droits de visite et aux pensions alimentaires et de respecter ces ententes. Le financement fédéral aide également les organisations non gouvernementales à préparer des ressources d’information et de formation dans le domaine de la justice familiale, appuie la mise en application des obligations législatives et des priorités stratégiques du Ministère dans le domaine de la justice familiale et fournit du soutien quant à l’évaluation des programmes en permettant la collecte de données et l’établissement de rapports sur l’utilisation des fonds. Ce sous-sous programme est financé par des fonds provenant du programme de subventions et de contributions suivant : Fonds de soutien des familles.",0.00,0.00,0.00,0.00,0.00,0.00,"Le fonds de soutien des familles est un programme temporisé qui vient à échéance le 31 mars 2017. Un renouvellement des ressources pourrait être demandé.","","Le fonds de soutien des familles est un programme temporisé qui vient à échéance le 31 mars 2017. Un renouvellement des ressources pourrait être demandé.","",16447666.00,16138212.00,"",2.40,1.50,"Variations normales dans le processus de dotation."
"P2013-0029","P1013-0009","Autochtones et justice dans le Nord","Le Ministère verse des contributions financières aux provinces et aux territoires pour les programmes et les services qui apportent un soutien approprié du point de vue culturel aux personnes autochtones qui sont entrées dans le système de justice criminelle. Le Ministère verse également un financement à divers destinataires dont les programmes offrent des solutions de rechange au système de justice traditionnel qui sont pertinentes du point de vue culturel. Finalement, le Ministère fournit des contributions financières aux territoires afin d’aider à garantir aux résidents du Nord un accès à de la représentation et à des conseils juridiques, ainsi qu’à de l’information au sujet du système de justice. Le financement est versé par l’intermédiaire des programmes de subventions et de contributions suivants : la Stratégie relative à la justice applicable aux Autochtones, le Programme d’assistance parajudiciaire aux Autochtones et l’Accès aux services de justice dans les territoires.",18491083.00,18641083.00,18891083.00,14.00,14.00,14.00,"","","","",14355428.00,29171176.00,"Après révision des dépenses prévues pour 2016-2017, il y a un montant de 9 767 956$ de Justice pénale et représentation juridique qui doit être transféré à Autochtones et justice dans le Nord. Le montant des dépenses prévues devrait être de 24 123 384$.



La différence (5 047 792$) s'explique par l'obtention de ressources additionnelles par le processus des budgets supplémentaires.",11.90,13.50,"Réalignement des priorités départementales."
"P2013-0030","P1013-0009","Justice en langues officielles","Par le truchement de subventions et de contributions financières, le Ministère fournit un soutien en vue d’améliorer l’accès à la justice dans les deux langues officielles pour les personnes aux prises avec le système de justice. Le Ministère gère le Fonds d’appui à l’accès à la justice dans les deux langues officielles et prend des mesures constructives pour respecter l’engagement du gouvernement fédéral prévu à l’article 41 de la Loi sur les langues officielles à l’égard de l’établissement de communautés de langues officielles en situation minoritaire et de la promotion de l’anglais et du français. Le Ministère administre également le Fonds pour l’application de la Loi sur les contraventions qui verse un financement aux provinces, aux territoires et aux municipalités là où cette loi est appliquée, de façon à ce qu’ils puissent offrir des services de justice pour le compte du gouvernement fédéral d’une manière conforme aux droits constitutionnels et législatifs, en particulier en ce qui a trait au respect des services judiciaires comme prévu aux articles 530 et 530.1 du Code criminel et des services extrajudiciaires comme figurant dans la partie IV de la Loi sur les langues officielles. Ce sous-sous programme est financé par des fonds provenant du programme de subventions et de contributions suivants : Fonds d’appui à l’accès à la justice dans les deux langues officielles et le Fonds pour l’application de la Loi sur les contraventions.",15857634.00,15857634.00,15857634.00,10.00,10.00,10.00,"","","","",15833943.00,11368385.00,"Les fonds octroyés tiennent compte des besoins des provinces participantes à la mise en application des exigences de la Loi sur les contraventions en matière de langues officielles. Ce n'est pas toutes les provinces qui participe à ce programme en ce moment.",2.20,10.30,"Réalignement des ETP entre les activités pour mieux aligner les activités du ministère."
"P2014-0023","P1014-0008","Santé et sécurité professionnelles","Ce programme vise la réduction des maladies et des accidents professionnels dans les milieux de travail de compétence fédérale. De plus, les responsables du programme élaborent et modifient les lois et les règlements sur la santé et la sécurité au travail régissant les milieux de travail assujettis à la réglementation fédérale et la fonction publique fédérale, et produisent les outils nécessaires pour aider les employeurs et les employés à comprendre leurs rôles et leurs responsabilités en vertu du Code canadien du travail. Ils élaborent et diffusent également du matériel promotionnel et conseillent les employeurs sur la façon de se conformer au Code canadien du travail. Ils réalisent également des inspections et des enquêtes, communiquent des directives aux employeurs pour qu’ils se conforment aux lois et entament des poursuites, au besoin. De plus, une subvention est accordée afin de favoriser l’atteinte des objectifs fédéraux en matière de santé et de sécurité en milieu de travail, objectifs qui sont liés à la partie II du Code canadien du travail.",21519701.00,21519701.00,21519701.00,208.00,208.00,208.00,"","Contrairement à la majorité des organisations, le financement d’EDSC n’est pas simplement dérivé du Trésor. EDSC a aussi l’autorité de recouvrir ses coûts du :

* Compte des opérations de l’assurance-emploi,

* Compte de Régime de pensions du Canada, 

* Fonds renouvelable de Passeport Canada. 



Comme ces autres sources de fonds ne sont pas comprises dans le grand total aux Comptes publics des dépenses budgétaires du gouvernement, elles ne sont pas comprises dans l’InfoBase du SCT. Pour trouver des détails additionnels concernant ces éléments ne provenant pas du Trésor, veuillez-vous référer au Plan ministériel d’EDSC qui comprend l’information concernant toutes les sources de financement du ministère.","","",".",".","",".",".",""
"P2014-0024","P1014-0008","Service fédéral d’indemnisation des accidentés du travail","Ce programme permet d’encadrer le maintien du revenu, l’assurance-maladie, le soutien du processus de retour au travail ainsi que les services de réadaptation professionnelle offerts aux travailleurs du secteur public fédéral ayant une blessure ou une maladie professionnelle. Il accorde aussi des prestations aux marins marchands blessés, aux survivants d’employés tués en devoir et aux détenus. Le programme permet d’assurer la conformité avec les lois fédérales grâce à la collaboration avec les ministères et les organismes fédéraux, les employés et les commissions provinciales d’indemnisation des accidents du travail. Les courts délais de déclaration se traduiront par une plus grande rapidité d’intervention et de retour au travail, ce qui favorise la productivité des travailleurs et diminue les coûts sociaux et financiers.",48757145.00,48757145.00,48757145.00,62.00,62.00,62.00,"","Contrairement à la majorité des organisations, le financement d’EDSC n’est pas simplement dérivé du Trésor. EDSC a aussi l’autorité de recouvrir ses coûts du :

* Compte des opérations de l’assurance-emploi,

* Compte de Régime de pensions du Canada, 

* Fonds renouvelable de Passeport Canada. 



Comme ces autres sources de fonds ne sont pas comprises dans le grand total aux Comptes publics des dépenses budgétaires du gouvernement, elles ne sont pas comprises dans l’InfoBase du SCT. Pour trouver des détails additionnels concernant ces éléments ne provenant pas du Trésor, veuillez-vous référer au Plan ministériel d’EDSC qui comprend l’information concernant toutes les sources de financement du ministère.","","",".",".","",".",".",""
"P2014-0025","P1014-0009","Normes du travail","Ce programme favorise la création de milieux de travail justes et équitables par l’administration et l’application de normes du travail (partie III du Code canadien du travail) qui définissent les conditions minimales d’emploi dans le secteur public fédéral. Les responsables du programme élaborent du matériel didactique pour aider les employeurs et les travailleurs à comprendre leurs droits et leurs obligations, donnent des conseils aux employeurs et aux travailleurs qui ont des questions au sujet de leurs droits et de leurs responsabilités et procèdent à des examens proactifs des dossiers des employeurs pour en vérifier la conformité, tout en ciblant les employeurs ayant des antécédents de non-conformité. Le Service fédéral de médiation et de conciliation contribue au processus de règlement des différends lorsqu’il devient nécessaire de nommer des arbitres pour entendre des plaintes de congédiement injuste et des appels de recouvrement de salaires impayés en vertu de la partie III du Code canadien du travail.",14775222.00,14775222.00,14775222.00,159.00,159.00,159.00,"","Contrairement à la majorité des organisations, le financement d’EDSC n’est pas simplement dérivé du Trésor. EDSC a aussi l’autorité de recouvrir ses coûts du :

* Compte des opérations de l’assurance-emploi,

* Compte de Régime de pensions du Canada, 

* Fonds renouvelable de Passeport Canada. 



Comme ces autres sources de fonds ne sont pas comprises dans le grand total aux Comptes publics des dépenses budgétaires du gouvernement, elles ne sont pas comprises dans l’InfoBase du SCT. Pour trouver des détails additionnels concernant ces éléments ne provenant pas du Trésor, veuillez-vous référer au Plan ministériel d’EDSC qui comprend l’information concernant toutes les sources de financement du ministère.","","",".",".","Les dépenses réelles sont supérieures à celles prévues. La réaffectation interne des ressources demeure nécessaire dans l’ensemble des sous-programmes.",".",".","L’écart entre les ETP prévus et réels reflète la restructuration nécessaire des ETP dans l’ensemble des sous-programmes."
"P2014-0026","P1014-0009","Équité en milieu de travail","Ce programme contribue à l’atteinte d’une représentation équitable en milieu de travail en exigeant des employeurs du secteur privé de compétence fédérale et des fournisseurs du gouvernement fédéral qu’ils identifient et éliminent les obstacles à l’emploi pour les quatre groupes désignés (femmes, Autochtones, personnes handicapées et membres de minorités visibles) en vertu de la Loi sur l’équité en matière d’emploi. Il a également comme objectif de prévenir l’émergence de futurs obstacles à l’emploi et de favoriser un climat d’équité dans ces organisations en appliquant les dispositions de la Loi qui prévoient la production de rapports obligatoires, en plus d’initiatives de mobilisation. L’équipe du programme gère le Programme légiféré d’équité en matière d’emploi et le Programme de contrats fédéraux afin d’appuyer les objectifs et les politiques du gouvernement fédéral liés à l’équité en matière d’emploi.",1562826.00,1562826.00,1562826.00,14.00,14.00,14.00,"","Contrairement à la majorité des organisations, le financement d’EDSC n’est pas simplement dérivé du Trésor. EDSC a aussi l’autorité de recouvrir ses coûts du :

* Compte des opérations de l’assurance-emploi,

* Compte de Régime de pensions du Canada, 

* Fonds renouvelable de Passeport Canada. 



Comme ces autres sources de fonds ne sont pas comprises dans le grand total aux Comptes publics des dépenses budgétaires du gouvernement, elles ne sont pas comprises dans l’InfoBase du SCT. Pour trouver des détails additionnels concernant ces éléments ne provenant pas du Trésor, veuillez-vous référer au Plan ministériel d’EDSC qui comprend l’information concernant toutes les sources de financement du ministère.","","",".",".","Les dépenses réelles sont inférieures à celles prévues. La réaffectation interne des ressources demeure nécessaire dans l’ensemble des sous-programmes.",".",".","L’écart entre les ETP prévus et réels reflète la restructuration nécessaire des ETP dans l’ensemble des sous-programmes."
