"ID","SubjectClass","subjectID","fyear1","fyear2","keys","footnote_en"
543,"program","GSC-BEW00","2017-18","2017-18","PLANNED_FTE,DP_FTE","The Linguistic Management and Services planned FTEs currently do not take into account recent announcements made by the Minister as part of her appearances before the House of Commons and Senate Standing Committees on Official Languages in February 2017. Further analysis must be conducted in this matter, and reviewed forecasts will therefore be issued as part of the 2018-2019 Departmental Plan"
544,"program","GSC-BEW00","2016-17","2016-17","FTE,DRR_FTE","The difference is less 10%"
545,"program","GSC-BEW00","2016-17","2016-17","EXP,DRR_EXP","The variance between actual spending and planned spending is mainly related to lower than projected operating costs."
546,"program","GSC-BEX00","2016-17","2016-17","FTE,DRR_FTE","The difference between actual and planned FTEs is mainly due to postponed staffing to replace resources for integrated services. Of note, 2016–17 planned FTEs for sub-program 1.7.4 document imaging services should have shown as 172, resulting in a variance against actual of 15 FTEs due to lower than expected imaging volumes; the published planned number was understated."
547,"program","GSC-BEX00","2016-17","2016-17","EXP,DRR_EXP","The variance between actual spending and planned spending is mainly related to required investments in IT infrastructure conversion and upgrades for document imaging activities."
548,"program","GSC-BEY00","2016-17","2016-17","FTE,DRR_FTE","The difference between actual and planned FTEs is mainly due to delays in staffing processes and employee departures."
549,"program","GSC-BEY00","2016-17","2016-17","EXP,DRR_EXP","The variance between actual spending and planned spending is mainly due to delays in staffing processes and employee departures."
550,"program","GSC-CUA00","2016-17","2016-17","FTE,DRR_FTE","The difference is less 10%"
551,"program","GSC-CUA00","2016-17","2016-17","EXP,DRR_EXP","The variance between actual spending and planned spending is mainly related to a business volume increase in the Contract Security Program, as well as the implementation of the new enhancements to the Controlled Goods Program as set out in the Enhanced Security Strategy."
552,"program","GSC-ISC00","2016-17","2016-17","FTE,DRR_FTE","The difference is less 10%"
553,"program","GSC-ISC00","2016-17","2016-17","EXP,DRR_EXP","The variance between actual spending and planned spending is mainly due to the increased workload to stabilize the Phoenix pay system."
554,"program","H-AKR00","2017-18","2017-18","PLANNED_FTE,DP_FTE","The decrease in planned FTEs in 2018-19 is mainly due to funding level decreases for the Federal Contaminated Sites Action Plan, and the Clean Air Regulatory Agenda; and the expiry of budgetary spending authorities related to the Federal Infrastructure initiative. The Department would have to request funding for this initiative for future years."
555,"program","H-AKR00","2017-18","2017-18","PLANNED_EXP,DP_EXP","The decrease in planned spending in 2018-19 is mainly due to funding level decreases for the Federal Contaminated Sites Action Plan, and the Clean Air Regulatory Agenda, and the expiry of budgetary spending authorities related to the Federal Infrastructure initiative. The Department would have to request funding for this initiative for future years.

The decrease in planned spending in 2019-20 is mainly due to funding level decreases for the Federal Contaminated Sites Action Plan; and the expiry of budgetary spending authorities for the Genomics Research and Development Initiatives. The Department would have to request funding for this initiative for future years.

Future funding amounts are potentially subject to fluctuation and may increase as they do not reflect potential future program renewals or additional investments through annual federal budgets."
556,"program","H-AKR00","2016-17","2016-17","EXP,DRR_EXP","The variance of $12M between actual and planned spending is mainly due to in-year resources received for Addressing Air Pollution and Clean Growth and Climate Change.

The variance of $19.8M between planned spending and total authorities is mainly due to in-year resources received for above-mentioned programs.

The variance of $7.8M between actual spending and total authorities is mainly due to a reallocation of resources within the Department to meet program needs and priorities, as well as the result of management's efforts to stabilize and control salary requirements through personnel departures and delays in staffing vacant positions."
557,"program","H-AKR00","2016-17","2016-17","FTE,DRR_FTE","The variance of 44 in FTE utilization is mainly due to a reallocation of resources within the Department to meet program needs and priorities, as well as the result of management's efforts to stabilize and control salary requirements through personnel departures and delays in staffing vacant positions."
558,"program","H-AKS00","2017-18","2017-18","PLANNED_FTE,DP_FTE","The decrease in planned FTEs is mainly due to the expiry of budgetary spending authorities for Growing Forward 2. The Department would have to request funding for this initiative for future years."
559,"program","H-AKS00","2017-18","2017-18","PLANNED_EXP,DP_EXP","The decrease in planned spending is mainly due to the expiry of budgetary spending authorities for Growing Forward 2. The Department would have to request funding for this initiative for future years.

Future funding amounts are potentially subject to fluctuation and may increase as they do not reflect potential future program renewals or additional investments through annual federal budgets."
560,"program","H-AKS00","2016-17","2016-17","EXP,DRR_EXP","The variance of $2.4M between actual and planned spending is mainly due to revenues collected in excess of authorities."
561,"program","H-AKS00","2016-17","2016-17","FTE,DRR_FTE","The variance of 27 in FTE utilization is mainly the result of management's efforts to stabilize and control salary requirements through personnel departures and delays in staffing vacant positions."
562,"program","H-AKU00","2017-18","2017-18","PLANNED_FTE,DP_FTE","The decrease in planned FTEs in 2018-19 is mainly due to the expiry of budgetary spending authorities for the Clinical and Client Care component of the funding to support First Nations and Inuit health programs and services; Indian Residential Schools Settlement Agreement; and the First Nations Water and Wastewater Action Plan. The Department would have to request funding for these initiatives for future years.

The decrease in planned FTEs in 2019-20 is mainly due to the expiry of budgetary spending authorities for Jordan's Principle - A Child-First Initiative and the Immediate Mental Wellness Interventions and Service Enhancements Initiative. The Department would have to request funding for these initiatives for future years."
563,"program","H-AKU00","2017-18","2017-18","PLANNED_EXP,DP_EXP","The decrease in planned spending in 2018-19 is mainly due to the expiry of budgetary spending authorities for the Clinical and Client Care component of the funding to support First Nations and Inuit health programs and services; Indian Residential Schools Settlement Agreement; and the First Nations Water and Wastewater Action Plan. The Department would have to request funding for these initiatives for future years.

The decrease in planned spending in 2019-20 is mainly due to the expiry of budgetary spending authorities for Jordan's Principle - A Child-First Initiative and the Immediate Mental Wellness Interventions and Service Enhancements Initiative. The Department would have to request funding for these initiatives for future years.

Future funding amounts are potentially subject to fluctuation and may increase as they do not reflect potential future program renewals or additional investments through annual federal budgets."
564,"program","H-AKU00","2016-17","2016-17","EXP,DRR_EXP","The variance of $96.8M between actual and planned spending is mainly due to in-year resources received for the First Nations Water and Wastewater Action Plan, Mental Wellness Interventions and Service Enhancements for First Nations and Inuit, Nutrition North Canada, Clean Growth and Climate Change, Jordan's Principle - A Child First Initiative, and the Indian Residential Schools Resolution Health Support program. 

The variance of $172.6M between planned spending and total authorities is mainly due to in-year resources received for the above-mentioned programs.

The variance of $75.9M between total authorities and actual spending is mainly the result of the re-profile of funds for Jordan's Principle - A Child First Initiative to support more First Nations children in need as they are identified."
565,"program","H-AKU00","2016-17","2016-17","FTE,DRR_FTE","The variance of 11 in FTE utilization is mainly due to in-year resources received for the above mentioned programs."
566,"program","H-AKZ00","2017-18","2017-18","PLANNED_FTE,DP_FTE","The decrease in planned FTEs is mainly due to a funding level decreases for activities related to preventing problematic prescription drug use."
567,"program","H-AKZ00","2017-18","2017-18","PLANNED_EXP,DP_EXP","The decrease in planned spending is mainly due to a funding level decreases for activities related to preventing prescription drug misuse.

Future funding amounts are potentially subject to fluctuation and my increase as they do not reflect potential future program renewals or additional investments through annual federal budgets."
568,"program","H-AKZ00","2016-17","2016-17","EXP,DRR_EXP","The variance of $7.1M between actual and planned spending is mainly due to the costs for the preparation to regulate and legalize cannabis. 

The variance of $7.6M between planned spending and total authorities is mainly due to a reallocation of resources within the Department to support the preparation to regulate and legalize cannabis. 
"
569,"program","H-AKZ00","2016-17","2016-17","FTE,DRR_FTE","The variance of 128 in FTE utilization is mainly due to a reallocation of resources within the Department for the preparation to regulate and legalize cannabis and to ensure that deliverables related to Government of Canada tobacco priorities were met."
570,"program","H-ALA00","2017-18","2017-18","PLANNED_EXP,DP_EXP","Future funding amounts are potentially subject to fluctuation and may increase as they do not reflect potential future program renewals or additional investments through annual federal budgets."
571,"program","H-ALA00","2016-17","2016-17","EXP,DRR_EXP","The variance of $5.1M between actual and planned spending is mainly due to revenues collected below authorities which can vary year-to-year based on the needs of client departments."
572,"program","H-ALA00","2016-17","2016-17","FTE,DRR_FTE","The variance of 82 in FTE utilization is mainly due to the calculation of planned FTE figures being based on the Employee Assistance Services program using its full revenue authority. FTE utilization is a reflection of workforce requirements based on actual workload."
573,"program","H-BMA00","2017-18","2017-18","PLANNED_EXP,DP_EXP","The decrease in planned spending in 2018-19 is mainly due to the expiry of budgetary spending authorities for Canada Health Infoway and the Canadian Foundation for Healthcare Improvement. The Department would have to request funding for these initiatives for future years.

The decrease in planned spending in 2019-20 is mainly due to the expiry of budgetary spending authorities for the Multi-Year Contribution Agreement to establish the Canada Brain Research Fund, and the Mental Health Commission of Canada. The Department would have to request funding for these initiatives for future years.

Future funding amounts are potentially subject to fluctuation and may increase as they do not reflect potential future program renewals or additional investments through annual federal budgets."
574,"program","H-BMA00","2016-17","2016-17","EXP,DRR_EXP","The variance of $68.6M between actual and planned spending is mainly due to increased statutory grant funding provided to the Canadian Institute for Health Information for electronic health information communication technologies, as well as increased contribution funding to Canada Brain Research Fund, and the Canadian Foundation for Health Improvement.
 
The variance of $70.4M between planned spending and total authorities is mainly due to statutory grant funding provided to the Canadian Institute for Health Information for electronic health information communication technologies and in-year resources received for Canada Health Infoway, Canadian Foundation for Health Care Improvement, and Canada Brain Research Fund.

The variance of $1.9M between total authorities and actual spending is mainly due to funding that was underspent in the Health Care Policy Contribution Program."
575,"program","H-BMA00","2016-17","2016-17","FTE,DRR_FTE","The variance of 61 in FTE utilization is mainly the result of management's efforts to stabilize and control salary requirements through personnel departures and delays in staffing vacant positions."
576,"program","H-BMD00","2017-18","2017-18","PLANNED_FTE,DP_FTE","The increase in planned FTEs is mainly due to a 2% annual increase in user fees related to the Human Drugs and Medical Devices program."
577,"program","H-BMD00","2017-18","2017-18","PLANNED_EXP,DP_EXP","The increase in planned spending in 2018-19 is mainly due to a 2% annual increase in user fees related to the Human Drugs and Medical Devices program.

The decrease in planned spending in 2019-20 is mainly due to the expiry of budgetary spending authorities related to the Genomics Research and Development and the Bovine Spongiform Encephalopathy Initiatives. The Department would have to request funding for these initiatives for future years.

Future funding amounts are potentially subject to fluctuation and may increase as they do not reflect potential future program renewals or additional investments through annual federal budgets."
578,"program","H-BMD00","2016-17","2016-17","EXP,DRR_EXP","The variance of $3.5M between actual and planned spending and between planned spending and total authorities is mainly due to revenues collected below authorities and pay list requirements."
579,"program","H-BMD00","2016-17","2016-17","FTE,DRR_FTE","The variance of 189 in FTE utilization is mainly due to the calculation of planned FTE figures being based on the Drugs and Medical Devices program using its full revenue authority. FTE utilization is a reflection of workforce requirements based on actual workload."
580,"program","H-BME00","2017-18","2017-18","PLANNED_FTE,DP_FTE","The decrease in planned FTEs in 2018-19 is mainly due to a transfer from the Canadian Food Inspection Agency to support the improvement of food safety expiring at the end of the 2017-18 fiscal year.

The decrease in planned FTEs in 2019-20 is mainly due to the expiry of the budgetary spending authorities for the Bovine Spongiform Encephalopathy initiative. The Department would have to request funding for this initiative for future years."
581,"program","H-BME00","2017-18","2017-18","PLANNED_EXP,DP_EXP","The decrease in planned spending in 2018-19 is mainly due to a transfer from the Canadian Food Inspection Agency to support the improvement of food safety expiring at the end of the 2017-18 fiscal year.

The decrease in planned spending in 2019-20 is mainly due the expiry of the budgetary spending authorities related to the Bovine Spongiform Encephalopathy initiative. The Department would have to request funding for these initiatives for future years.

Future funding amounts are potentially subject to fluctuation and may increase as they do not reflect program renewals ar additional investments through annual federal budgets."
582,"program","H-BME00","2016-17","2016-17","EXP,DRR_EXP","The variance of $0.5M between actual and planned spending is mainly due to an increase in requirements in the Healthy Eating Campaign and paylist requirements."
583,"program","H-BME00","2016-17","2016-17","FTE,DRR_FTE","The variance of 92 in FTE utilization is mainly the result of management's efforts to stabilize and control salary requirements through personnel departures and delays in staffing vacant positions."
584,"program","H-CFA00","2017-18","2017-18","PLANNED_EXP,DP_EXP","Future funding amounts are potentially subject to fluctuation and my increase as they do not reflect potential future program renewals or additional investments through annual federal budgets."
585,"program","H-CFA00","2016-17","2016-17","EXP,DRR_EXP","The variance of $3.4M between actual and planned spending is mainly due to a reallocation of resources within the Department to meet program needs and priorities."
586,"program","H-CFA00","2016-17","2016-17","FTE,DRR_FTE","The variance of 6 in FTE utilization is mainly the result of management's efforts to stabilize and control salary requirements through personnel departures and delays in staffing vacant positions."
587,"program","H-ISC00","2016-17","2016-17","EXP,DRR_EXP","The variance of $38.5M between actual and planned spending is mainly due to in-year resources received from the operating budget carry forward used in part to fund investment projects in Information Management/Information Technology and Real Property, and internal services resources received from various Treasury Board-approved initiatives.

The variance of $13.9M between total authorities and actual spending is mainly due to changes in the timing of investment plan projects.
"
588,"program","H-ISC00","2016-17","2016-17","FTE,DRR_FTE","The variance of 249 in FTE utilization is mainly due a combination of the transfer of FTEs to Health Canada from Public Health Agency of Canada which is associated with the health portfolio Shared Services Partnership model and additional resources received in-year for the internal support services from various Treasury Board- approved initiatives."
589,"program","H-LJR00","2016-17","2016-17","EXP,DRR_EXP","The variance of $0.7M between actual and planned spending is mainly due to a change in anticipated staffing levels from plans due to personnel departures and delays in staffing vacant positions."
590,"program","H-LJR00","2016-17","2016-17","FTE,DRR_FTE","The variance of 2 in FTE utilization is mainly the result of management's efforts to stabilize and control salary requirements through personnel departures and delays in staffing vacant positions."
591,"program","H-LJS00","2017-18","2017-18","PLANNED_FTE,DP_FTE","The decrease in planned FTEs is mainly due to the expiry of budgetary spending authorities for the Clean Air Regulatory Agenda Initiative. The Department would have to request funding for this initiative for future years."
592,"program","H-LJS00","2017-18","2017-18","PLANNED_EXP,DP_EXP","The decrease in planned spending is mainly due to the expiry of budgetary spending authorities for the Clean Air Regulatory Agenda Initiative. The Department would have to request funding for this initiative for future years. 

Future funding amounts are potentially subject to fluctuation and may increase as they do not reflect potential future program renewals or additional investments through annual federal budgets."
593,"program","H-LJS00","2016-17","2016-17","EXP,DRR_EXP","The variance of $6.7M between actual and planned spending is mainly due to in-year resources received for Addressing Air Pollution.

The variance of $6.9M between planned spending and total authorities is mainly due to in-year resources received for Addressing Air Pollution.
"
594,"program","H-LJS00","2016-17","2016-17","FTE,DRR_FTE","The variance of 4 in FTE utilization is mainly the result of management's efforts to stabilize and control salary requirements through personnel departures and delays in staffing vacant positions."
595,"program","H-LJT00","2017-18","2017-18","PLANNED_EXP,DP_EXP","In Budget 2013, the Government committed to stable funding and growth for supplementary health benefits for First Nations and Inuit. The total amount is confirmed annually based on the prior year's spending reported in the Public Accounts of Canada plus a growth factor. Therefore, the 2018-19 and 2019-20 planned spending amounts will be adjusted and confirmed through a future Estimates process. 

Future funding amounts are potentially subject to fluctuation and may increase as they do not reflect potential future program renewals or additional investments through annual federal budgets."
596,"program","H-LJT00","2016-17","2016-17","EXP,DRR_EXP","The variance of $71.6M between actual and planned spending is mainly due to the demand driven nature of this program.

The variance of $72.4M between planned spending and total authorities is mainly due to in-year resources received, as well as a reallocation of resources from other First Nations and Inuit programs within this strategic outcome to support the NIHB Program.

The variance of $0.7M between total authorities and actual spending is mainly due to resources held frozen that are not available for use."
597,"program","H-LJT00","2016-17","2016-17","FTE,DRR_FTE","The variance of 104 in FTE utilization is mainly due to FTEs reallocated from other First Nations and Inuit programs within this strategic outcome to support the NIHB Program."
598,"program","H-LJU00","2017-18","2017-18","PLANNED_FTE,DP_FTE","The decrease in planned FTEs is mainly due to the expiry of budgetary spending authorities related to the Accreditation program component of the funding to support First Nations and Inuit health programs and services, and Social Infrastructure. The Department would have to request funding for these initiatives for future years."
599,"program","H-LJU00","2017-18","2017-18","PLANNED_EXP,DP_EXP","The decrease in planned spending in 2018-19 is mainly due to the expiry of budgetary spending authorities related to the Accreditation program component of the funding to support First Nations and Inuit health programs and services, and Social Infrastructure. The Department would have to request funding for these initiatives for future years.

The increase in planned spending in 2019-20 is mainly due to the funding level increase related to the Tripartite Health Governance.

Future funding amounts are potentially subject to fluctuation and may increase as they do not reflect potential future program renewals or additional investments through annual federal budgets."
600,"program","H-LJU00","2016-17","2016-17","EXP,DRR_EXP","The variance of $98.1M between actual and planned spending is mainly due to in-year resources received for Social Infrastructure and a reallocation of resources from other programs within this strategic outcome to meet program needs and priorities. 

The variance of $106.3M between planned spending and total authorities is mainly due to the above-mentioned in-year resources received to make essential and priority investment in First Nations and Inuit Health infrastructures.
"
601,"program","H-LJU00","2016-17","2016-17","FTE,DRR_FTE","The variance of 46 in FTE utilization is mainly due to a reallocation of resources to meet program needs and priorities."
602,"program","HRSD-AMP00","2017-18","2017-18","PLANNED_EXP,DP_EXP","Unlike most government organizations, ESDC’s funding is derived from more than just the Consolidated Revenue Fund (CRF). ESDC also has vote-netted revenue authorities to recover costs from :
* the Employment Insurance Operating (EIO) Account,
* the Canada Pension Plan Account, 
* Passport Canada Revolving Fund.

Since these other sources of funds are not included in the grand total of government budgetary spending in the Public Accounts they are not included in TBS InfoBase. To find more details on these non-CRF items, please refer to ESDC’s Departmental Plan which includes information regarding all of the department’s sources of funds."
603,"program","HRSD-AMQ00","2017-18","2017-18","PLANNED_EXP,DP_EXP","The increase in Planned Spending is due to the Budget 2016 measures to the Canada Student Loans and Grants for Students and Apprentices Programs to make post-secondary education more affordable for low- and middle-income families.

Unlike most government organizations, ESDC’s funding is derived from more than just the Consolidated Revenue Fund (CRF). ESDC also has vote-netted revenue authorities to recover costs from :
* the Employment Insurance Operating (EIO) Account,
* the Canada Pension Plan Account, 
* Passport Canada Revolving Fund.

Since these other sources of funds are not included in the grand total of government budgetary spending in the Public Accounts they are not included in TBS InfoBase. To find more details on these non-CRF items, please refer to ESDC’s Departmental Plan which includes information regarding all of the department’s sources of funds."
604,"program","HRSD-AMQ00","2016-17","2016-17","EXP,DRR_EXP","The variation comes from two main factors. First, as part of Budget 2016, Canada Student Grants for low- and middle-income students as well as for part-time students were increased by 50 per cent. The increase has been in place since August 1st, 2016.  The remaining variation can be explained by loans that were written off by Employment and Social Development under Vote 7c from the Appropriation Act No. 5, 2016-17."
605,"program","HRSD-BJJ00","2017-18","2017-18","PLANNED_EXP,DP_EXP","Unlike most government organizations, ESDC’s funding is derived from more than just the Consolidated Revenue Fund (CRF). ESDC also has vote-netted revenue authorities to recover costs from :
* the Employment Insurance Operating (EIO) Account,
* the Canada Pension Plan Account, 
* Passport Canada Revolving Fund.

Since these other sources of funds are not included in the grand total of government budgetary spending in the Public Accounts they are not included in TBS InfoBase. To find more details on these non-CRF items, please refer to ESDC’s Departmental Plan which includes information regarding all of the department’s sources of funds."
606,"program","HRSD-BJK00","2016-17","2016-17","FTE,DRR_FTE","The difference in FTEs is mainly due to the fact that requests for additional funding and FTEs to address CPP and OAS workload were done after Planned FTE amounts were determined."
607,"program","HRSD-BJK00","2017-18","2017-18","PLANNED_EXP,DP_EXP","Unlike most government organizations, ESDC’s funding is derived from more than just the Consolidated Revenue Fund (CRF). ESDC also has vote-netted revenue authorities to recover costs from :
* the Employment Insurance Operating (EIO) Account,
* the Canada Pension Plan Account, 
* Passport Canada Revolving Fund.

Since these other sources of funds are not included in the grand total of government budgetary spending in the Public Accounts they are not included in TBS InfoBase. To find more details on these non-CRF items, please refer to ESDC’s Departmental Plan which includes information regarding all of the department’s sources of funds."
608,"program","HRSD-BKC00","2016-17","2016-17","EXP,DRR_EXP","The UCCB statutory payments were made to eligible recipients only for the months of April, May and June 2016; and the variance represents the forecasted payment costs for the last nine months of 2016-17. Although the UCCB was replaced with the CCB in July 2016, ESDC continues to be responsible for retroactive claims, write-offs and adjustments of the UCCB account receivable."
609,"program","HRSD-BKC00","2017-18","2017-18","PLANNED_FTE,DP_FTE","The decrease in FTEs from 2017–18 to 2019–20 is mainly due to  the sunsetting of the Homelessness Partnering Strategy Program. The figures cited in this report do not reflect any decisions that the government may make to renew or not renew the programs through Parliament. The Government of Canada reassesses priorities, as required, and programs that are set to sunset will be considered for renewal and may in fact be renewed."
610,"program","HRSD-BKC00","2017-18","2017-18","PLANNED_EXP,DP_EXP","The decrease in Planned Spending from 2017–18 to 2019–20 is mainly due to the sunsetting of Homelessness Partnering Strategy, Enabling Accessibility Fund and Universal child Care Benefit which the program is replaced by the new Canada Child benefit. The figures cited in this report do not reflect any decisions that the government may make to renew or not renew the programs through Parliament. The Government of Canada reassesses priorities, as required, and programs that are set to sunset will be considered for renewal and may in fact be renewed.

Unlike most government organizations, ESDC’s funding is derived from more than just the Consolidated Revenue Fund (CRF). ESDC also has vote-netted revenue authorities to recover costs from :
* the Employment Insurance Operating (EIO) Account,
* the Canada Pension Plan Account, 
* Passport Canada Revolving Fund.

Since these other sources of funds are not included in the grand total of government budgetary spending in the Public Accounts they are not included in TBS InfoBase. To find more details on these non-CRF items, please refer to ESDC’s Departmental Plan which includes information regarding all of the department’s sources of funds."
611,"program","HRSD-DAA00","2016-17","2016-17","FTE,DRR_FTE","This program includes planned FTEs for which Actuals are presented under other programs.  The difference between Planned and Actual FTEs results from a realignment of FTEs between programs to match variations in staffing and activity within the organization. This program excludes FTEs related to Employment Insurance, Old Age Security, Canada Pension Plan and Canada Pension Plan Disability Benefits which are presented under their respective programs (2.1.1, 4.1.1, 4.1.2, and 4.1.3)."
612,"program","HRSD-DAA00","2017-18","2017-18","PLANNED_EXP,DP_EXP","Unlike most government organizations, ESDC’s funding is derived from more than just the Consolidated Revenue Fund (CRF). ESDC also has vote-netted revenue authorities to recover costs from :
* the Employment Insurance Operating (EIO) Account,
* the Canada Pension Plan Account, 
* Passport Canada Revolving Fund.

Since these other sources of funds are not included in the grand total of government budgetary spending in the Public Accounts they are not included in TBS InfoBase. To find more details on these non-CRF items, please refer to ESDC’s Departmental Plan which includes information regarding all of the department’s sources of funds."
613,"program","HRSD-DAB00","2017-18","2017-18","PLANNED_FTE,DP_FTE","FTEs for passport services were approved for 2017–18. The Department will seek authorities from Treasury Board for the delivery of passport services for 2018–19 and future years."
614,"program","HRSD-DAB00","2017-18","2017-18","PLANNED_EXP,DP_EXP","Resources for passport services were approved for 2017–18. As the resources are sunsetting, the Department will seek authorities from Treasury Board for the delivery of passport services for 2018–19 and future years.

Unlike most government organizations, ESDC’s funding is derived from more than just the Consolidated Revenue Fund (CRF). ESDC also has vote-netted revenue authorities to recover costs from :
* the Employment Insurance Operating (EIO) Account,
* the Canada Pension Plan Account, 
* Passport Canada Revolving Fund.

Since these other sources of funds are not included in the grand total of government budgetary spending in the Public Accounts they are not included in TBS InfoBase. To find more details on these non-CRF items, please refer to ESDC’s Departmental Plan which includes information regarding all of the department’s sources of funds."
615,"program","HRSD-DAB00","2016-17","2016-17","FTE,DRR_FTE","With the transfer of responsibility for the delivery of passport services to ESDC, the service was provided within dedicated FTEs. The difference is mainly due to the Passport contingency reserve that was created for unexpected circumstances and increases in volumes and not used."
616,"program","HRSD-DAB00","2016-17","2016-17","EXP,DRR_EXP","With the transfer of responsibility for the delivery of passport services to ESDC, the service was provided within dedicated resources. The difference is mainly due to the Passport contingency reserve that was created for unexpected circumstances and increases in volumes and not used.  The unused Passport funds remain in the non-lapsing Passport Revolving Fund."
617,"program","HRSD-ISC00","2017-18","2017-18","PLANNED_EXP,DP_EXP","Unlike most government organizations, ESDC’s funding is derived from more than just the Consolidated Revenue Fund (CRF). ESDC also has vote-netted revenue authorities to recover costs from :
* the Employment Insurance Operating (EIO) Account,
* the Canada Pension Plan Account, 
* Passport Canada Revolving Fund.

Since these other sources of funds are not included in the grand total of government budgetary spending in the Public Accounts they are not included in TBS InfoBase. To find more details on these non-CRF items, please refer to ESDC’s Departmental Plan which includes information regarding all of the department’s sources of funds."
618,"program","INAC-AFA00","2017-18","2017-18","PLANNED_FTE,DP_FTE","Expenditures relate to the settlement amounts only, no full-time equivalents are associated with this Program."
619,"program","INAC-AFA00","2017-18","2017-18","PLANNED_EXP,DP_EXP","Spending will occur when/if litigation and/or out-of-court settlements are resolved."
620,"program","INAC-AFA00","2016-17","2016-17","EXP,DRR_EXP","The difference between planned spending and actual spending primarily reflects incremental funding provided through Supplementary Estimates for the Indigenous Childhood Claims Litigation."
621,"program","INAC-ANC00","2016-17","2016-17","FTE,DRR_FTE","The difference between planned and actual full-time equivalents primarily reflects incremental funding provided through Supplementary
Estimates for First Nations infrastructure in Budget 2016."
622,"program","INAC-ANC00","2016-17","2016-17","EXP,DRR_EXP","The difference between planned spending and actual spending primarily reflects additional funding provided through Supplementary
Estimates for First Nations infrastructure (Budget 2016) including water and wastewater, education infrastructure, on-reserve housing,
community infrastructure, cultural and recreational facilities, and waste management infrastructure (+$747.6 million)"
623,"program","INAC-ANG00","2016-17","2016-17","EXP,DRR_EXP","The difference between planned spending and actual spending primarily reflects incremental funding provided through Supplementary Estimates for First Nations elementary and secondary education (Budget 2016) (+$245.8 million), and the First Nations and Inuit Youth Employment Strategy — Skills Link Program (Budget 2016) (+$38.1 million)."
624,"program","INAC-ANL00","2016-17","2016-17","EXP,DRR_EXP","The difference between planned spending and actual spending primarily reflects additional funding reallocated during the 2016–2017 fiscal year for Indian Government Support activities to meet demand for Indigenous Governance Institutions and Organizations services (+$41.8 million), as well as incremental funding provided through Supplementary Estimates to support First Nations’ access to capital markets (Budget 2016) (+$10.0 million)."
625,"program","INAC-ANM00","2016-17","2016-17","EXP,DRR_EXP","The difference between planned spending and actual spending primarily reflects additional resources reallocated internally for registration and membership activities such as the enrollment process of Qalipu Mi’kmaq Band and the development of the Indian Registration and Estates Management System, as well as estates management activities."
626,"program","INAC-ANO00","2016-17","2016-17","FTE,DRR_FTE","The difference between planned and actual full-time equivalents primarily reflects incremental funding provided through Supplementary Estimates."
627,"program","INAC-ANO00","2016-17","2016-17","EXP,DRR_EXP","The difference between planned spending and actual spending primarily reflects additional funding provided through Supplementary
Estimates to expand the Nutrition North Canada program (Budget 2014 and Budget 2016) (+$27.8 million), for the Northern Responsible
Energy Approach for Community Heat and Electricity program (Budget 2016) (+$3.6 million),"
628,"program","INAC-ANP00","2016-17","2016-17","FTE,DRR_FTE","The difference between planned and actual full-time equivalents primarily reflects incremental funding provided through Supplementary Estimates."
629,"program","INAC-ANP00","2016-17","2016-17","EXP,DRR_EXP","The difference between planned spending and actual spending primarily reflects incremental funding provided through Supplementary
Estimates for the assessment, management and remediation of federal contaminated sites (Federal Contaminated Sites Action Plan:
Phase III and Budget 2016) (+$168.9 million), and for the Arctic Regional Environmental Studies (Budget 2016) (+$1.7 million)."
630,"program","INAC-CEA00","2016-17","2016-17","EXP,DRR_EXP","The difference between planned spending and actual spending primarily reflects additional funding provided through Supplementary
Estimates to renew the Urban Aboriginal Strategy (Budget 2016)."
631,"program","INAC-CKA00","2016-17","2016-17","FTE,DRR_FTE","The difference between planned and actual full-time equivalents primarily reflects incremental funding provided through Supplementary Estimates (as noted above), which allowed for retention of employees in programs that had been expected to sunset."
632,"program","INAC-CKA00","2016-17","2016-17","EXP,DRR_EXP","The difference between planned spending and actual spending primarily reflects incremental funding provided through Supplementary Estimates for: the settlement of special claims (+$129.6 million); the negotiation and settlement of specific claims program (+$92.2 million); the negotiation of comprehensive land claims and incremental treaty and non-treaty agreements across Canada (+$45.7 million); and Indigenous Representative Organizations (Budget 2016) (+$16.0 million)."
633,"program","INAC-CKC00","2016-17","2016-17","EXP,DRR_EXP","The difference between planned spending and actual spending primarily reflects incremental funding provided through Supplementary Estimates to support economic development for the Métis Nation (Budget 2016) (+$5.0 million)."
634,"program","INAC-CKC00","2016-17","2016-17","FTE,DRR_FTE","The proportion of the change is not big enough to require an explanation"
635,"program","INAC-CKD00","2016-17","2016-17","EXP,DRR_EXP","The difference between planned spending and actual spending primarily reflects incremental funding provided through Supplementary
Estimates for the assessment, management and remediation of federal contaminated sites"
636,"program","INAC-CKE00","2016-17","2016-17","EXP,DRR_EXP","The difference between planned spending and actual spending primarily reflects additional funding provided through internal reallocations
for the Ring of Fire initiative and for the Strategic Partnerships Initiative (+$10.9 million). This is offset by re-profiling funds that were
not required in the 2016–2017 (-$2.3 million)."
637,"program","INAC-HGH00","2016-17","2016-17","FTE,DRR_FTE","The difference between planned and actual full-time equivalents primarily reflects incremental funding provided through Supplementary Estimates for the continued implementation of the Indian Residential Schools Settlement Agreement. The completion timeline of the
Independent Assessment Process was previously extended in response to both the influx of thousands of unanticipated applications
received in the months prior to the application deadline and unforeseeable claim complexities."
