original_name,standardized_name
Pauktuutit Inuit Women of Canada,Pauktuutit Inuit Women of Canada
Pauktuutit-Inuit Women'S Assn,Pauktuutit-Inuit Women'S Assn
Paul Albert Chevrolet Buick Cadillac GMC Ltd,Paul Albert Chevrolet Buick Cadillac GMC Ltd
Paul Band,Paul Band
Paul Band First Nation,Paul Band First Nation
Paul Boers Ltd,Paul Boers Ltd
Paul Bros NEXTreme Inc,Paul Bros NEXTreme Inc
Paul Carbonneau et Fils Inc,Paul Carbonneau et Fils Inc
Paul Desrosiers,Paul Desrosiers
Paul First Nation,Paul First Nation
Paul Garland Forest Products Limited,Paul Garland Forest Products Limited
Paul J Lorraine Franken,Paul J Lorraine Franken
Paulatuk Hunters & Trappers,Paulatuk Hunters & Trappers
Pauls Poultry Ltd,Pauls Poultry Ltd
Pauquachin First Nation,Pauquachin First Nation
Pauquachin Indian Band,Pauquachin Indian Band
Pavemetrics Systems Inc,Pavemetrics Systems Inc
Pawsitive Productions Inc,Pawsitive Productions Inc
Pawsitively Pets For Kids Inc,Pawsitively Pets For Kids Inc
Payment Rails Inc,Payment Rails Inc
Payment Source Inc,Payment Source Inc
Payment Under $ 100 000 (1155),Payment Under $ 100 000 (1155)
Payment Under $ 100 000 (3),Payment Under $ 100 000 (3)
Payment Under $ 100 000 (69),Payment Under $ 100 000 (69)
"Payments Under $100,000 (113)","Payments under $100,000 (113)"
"Payments Under $100,000 (120)","Payments under $100,000 (120)"
"Payments Under $100,000 (14)","Payments under $100,000 (14)"
"Payments Under $100,000 (169)","Payments under $100,000 (169)"
"Payments Under $100,000 (175)","Payments Under $100,000 (175)"
"Payments Under $100,000 (2,375)","Payments Under $100,000 (2,375)"
"Payments Under $100,000 (249)","Payments Under $100,000 (249)"
"Payments Under $100,000 (25)","Payments under $100,000 (25)"
"Payments Under $100,000 (385)","Payments under $100,000 (385)"
"Payments Under $100,000 (643)","Payments Under $100,000 (643)"
"Payments Under $100,000 (90)","Payments under $100,000 (90)"
Payments under $100,Payments under $100
"Payments under $100,000","Payments under $100,000"
Pays Plat Band,Pays Plat Band
Pays Plat First Nation,Pays Plat First Nation
Paystone Inc,Paystone Inc
Paytic Inc,Paytic Inc
Payukotayno: James & Hudson Bay Family Services,Payukotayno: James & Hudson Bay Family Services
Pe-Ta-Pan Preschool Centre Inc,Pe-Ta-Pan Preschool Centre Inc
Peace Arch Duty Free Shop Inc,Peace Arch Duty Free Shop Inc
Peace Direct,Peace Direct
Peace Hills Trust Company,Peace Hills Trust Company
Peace Hills Trust Company In Trust Indigenous Coastal Waters Stewardship,Peace Hills Trust Company In Trust Indigenous Coastal Waters Stewardship
Peace Operations Training Institute,Peace Operations Training Institute
Peace Region Forage Seed Association,Peace Region Forage Seed Association
Peace River Child Care Association,Peace River Child Care Association
Peace River School Division No 10,Peace River School Division No 10
Peace River School Division No. 10,Peace River School Division No 10
Peace Wapiti School Division No 76,Peace Wapiti School Division No 76
Peace Wapiti School Division No. 76,Peace Wapiti School Division No 76
Peace by Chocolate Inc,Peace by Chocolate Inc
PeaceGeeks Society,PeaceGeeks Society
Peacebuilders International (Canada),Peacebuilders International (Canada)
Peacebuilders International Canada,Peacebuilders International (Canada)
Peak Harvest Agritech Ltd,Peak Harvest Agritech Ltd
Peak Power Inc,Peak Power Inc
Peak Valley Farms Ltd,Peak Valley Farms Ltd
Pearko Therapeutics Inc,Pearko Therapeutics Inc
Pearson Hospitality Inc,Pearson Hospitality Inc
Peavine Metis Settlement,Peavine Metis Settlement
Peavine Métis Settlement,Peavine Metis Settlement
Pech Programme d'encadrement clinique et d'hébergement,Pech Programme d'encadrement clinique et d'hébergement
Pecheries Baie Chaleurs Fisheries ( 2012),Pecheries Baie Chaleurs Fisheries ( 2012)
Pecheries Baie Chaleurs Fisheries 2012 Inc,Pecheries Baie Chaleurs Fisheries 2012 Inc
Pecheries Luc Couture Inc,Pecheries Luc Couture Inc
Pecheries Nicol Desbois (2973-1288 Québec Inc),Pecheries Nicol Desbois (2973-1288 Québec Inc)
Pecheries Shipek SEC,Pecheries Shipek Sec
Pecheries Uapan SEC,Pecheries Uapan SEC
Pecheries Unamen Shipu SEC,Pecheries Unamen Shipu SEC
Pedalheads Bike Camps Inc,Pedalheads Bike Camps Inc
Pedigree Poultry Ltd,Pedigree Poultry Ltd
Pee Kis Kwe Tan,Pee Kis Kwe Tan
Peel Aboriginal Network Indigenous Friendship Centre,Peel Aboriginal Network Indigenous Friendship Centre
Peel Art Gallery Museum and Archives,Peel Art Gallery Museum and Archives
Peel Career Assessment Services Inc,Peel Career Assessment Services Inc
Peel Chrysler Fiat,Peel Chrysler Fiat
Peel Chrysler Plymouth (1991) Inc,Peel Chrysler Plymouth (1991) Inc
Peel District School Board,Peel District School Board
Peel Multicultural Council,Peel Multicultural Council
Peepeekisis Cree Nation No 81,Peepeekisis Cree Nation No 81
Peepeekisis Cree Nation No. 81,Peepeekisis Cree Nation No 81
Peepeekisis Cree Nation No. 81 First Nation,Peepeekisis Cree Nation No.81
Peepeekisis Cree Nation No.81,Peepeekisis Cree Nation No.81
Peepeekisis Pesakastew School,Peepeekisis Pesakastew School
Peer Ledger Inc,Peer Ledger Inc
Peer Mediation and Skills Training,Peer Mediation and Skills Training
Peerless Trout First Nation,Peerless Trout First Nation
Peers Alliance Inc,Peers Alliance Inc
Peers Victoria Resources Society,Peers Victoria Resources Society
Peetoom Dairies Ltd,Peetoom Dairies Ltd
Pegasus Aeronautics Corp,Pegasus Aeronautics Corp
Pegasus Biotech Inc,Pegasus Biotech Inc
Pegasus Imagery Ltd,Pegasus Imagery Ltd
Peguis Alcare Treatment Centre,Peguis Al-Care Treatment Centre
Peguis Band,Peguis Band
Peguis Child And Family Services,Peguis Child and Family Services
Peguis Child and Family Services,Peguis Child and Family Services
Peguis Consultation & Special Project Inc,Peguis Consultation And Special Project Inc
Peguis Consultation & Special Projects Inc,Peguis Consultation & Special Projects Inc
Peguis Consultation And Special Project Inc,Peguis Consultation And Special Project Inc
Peguis Consultation and Special Projects Inc,Peguis Consultation and Special Projects Inc
Peguis FN Real Estate Trust,Peguis FN Real Estate Trust
Peguis First Nation,Peguis First Nation
Peguis First Nation Training & Employment,Peguis First Nation Training & Employment
Peguis First Nation for Peguis School Board,Peguis First Nation for Peguis School Board
Pehdzeh Ki First Nation,Pehdzeh Ki First Nation
Pei Aquaculture Alliance,Prince Edward Island Aquaculture Alliance Inc
Pei Fishermen's Association,Prince Edward Island Fishermen's Association
Peigan Board of Education Society,Peigan Board of Education Society
Peinture Magnetic Inc,Peinture Magnetic Inc
Pekuakamiulnuatsh Takuhikan,Pekuakamiulnuatsh Takuhikan
Pelee Island Winery,Pelee Island Winery & Vineyards Inc
Pelee Island Winery & Vineyards Inc,Pelee Island Winery & Vineyards Inc
Pelican Lake Band,Pelican Lake Band
Pelican Lake Farms Ltd,Pelican Lake Farms Ltd
Pelican Lake First Nation,Pelican Lake First Nation
Pelican Lake First Nations Band,Pelican Lake First Nations Band
Pelican Rapids Development Ltd,Pelican Rapids Development Ltd
"Peloton Technologies, Inc","Peloton Technologies, Inc"
Pemberton & District Public Library Association,Pemberton & District Public Library Association
Pembina Institute,Pembina Institute
Pembina Institute For Appropriate Development,Pembina Institute for Appropriate Development
"Pembina Institute For Appropriate Development, The","Pembina Institute For Appropriate Development, The"
Pembina Institute for Appropriate Development,Pembina Institute for Appropriate Development
Pembina Pipeline Corporation,Pembina Pipeline Corporation
Pembina Valley Watershed District,Pembina Valley Watershed District
Pembroke College,Pembroke College
Pembroke Publishers Limited,Pembroke Publishers Ltd
Pemoco Ltd,Pemoco Ltd
Pempem Inc,Pempem Inc
Pender Harbour & District Health Centre Society,Pender Harbour & District Health Centre Society
Pender Harbour Community School Society,Pender Harbour Community School Society
Pender Island Parks and Recreation,Pender Island Parks and Recreation
Pender Islands Health Care Society,Pender Islands Health Care Society
Penelakut First Nation,Penelakut First Nation
Penelakut Tribe,Penelakut Tribe
Penguin Automated Systems Inc,Penguin Automated Systems Inc
Peninsula Ridge Estates Winery Ltd,Peninsula Ridge Estates Winery Ltd
Peninsula Streams Society,Peninsula Streams Society
Pennecon Hydraulic Systems Limited,Pennecon Hydraulic Systems Ltd
Pennecon Hydraulic Systems Ltd,Pennecon Hydraulic Systems Ltd
Pennecon Technical Services Ltd,Pennecon Energy Technical Services Ltd
Pennfield Day Care,Pennfield Day Care
Penokean Hills Co-Operative Inc,Penokean Hills Co-operative Inc
Penokean Hills Co-operative Inc,Penokean Hills Co-operative Inc
Penokean Hills Farms Inc,Penokean Hills Farms Inc
Pentathlon Canada,Pentathlon Canada
Pentavere Research Group Inc,Pentavere Research Group Inc
Pentecostal Church of God of Ontario,Pentecostal Church of God of Ontario
Penticton & District Multicultural Society,Penticton & District Multicultural Society
Penticton Indian Band,Penticton Indian Band
Penticton Toyota,Penticton Toyota
Penticton and District Multicultural Society,Penticton and District Multicultural Society
Pentlatch Seafoods Ltd,Pentlatch Seafoods Ltd
People Demand Change Inc,People Demand Change Inc
People First of Canada,People First of Canada
People in Need,People in Need
People of the Dawn Indigenous Friendship Centre,People of the Dawn Indigenous Friendship Centre
People's Committee of Tra Vinh,People's Committee of Tra Vinh
People's Law School,People's Law School (BC)
People's Law School (B.C.),People's Law School (B.C.)
People's Law School (BC),People's Law School (B.C.)
People's Party of Canada,People's Party of Canada
Per Vices Corp,Per Vices Corp
Perceiv Research Inc,Perceiv Research Inc
Perennia Food & Agriculture Inc,Perennia Food & Agriculture Inc
Perennia Food and Agriculture Inc,Perennia Food and Agriculture Inc
Perennia Food and Agriculture Incorporated,Perennia Food and Agriculture Inc
Perfect Berries Ltd,Perfect Berries Ltd
Perfectly Snug Inc,Perfectly Snug Inc
Perfit Dental Solutions Inc,Perfit Dental Solutions Inc
Perfix Inc,Perfix Inc
Performance Auto Group,Performance Auto Group
Performance BioFilaments Inc,Performance BioFilaments Inc
Performance Plants Inc,Performance Plants Inc
Perimeter Aviation LP,Perimeter Aviation LP
Perimeter Institute for Theoretical Physics,Perimeter Institute for Theoretical Physics
Perimeter Medical Imaging Inc,Perimeter Medical Imaging Inc
Permafil Inc,Permafil Inc
Permanent Court of Arbitration the Hague,Permanent Court of Arbitration the Hague
Permission Click Inc,Permission Click Inc
Perron Hudon Bélanger Inc,Perron Hudon Bélanger Inc
Persephone Theatre,Persephone Theatre
Perserikatan Solidaritas Perempuan,Perserikatan Solidaritas Perempuan
Perth County Ingredients Inc,Perth County Ingredients Inc
Perth County Transition Home for Women,Perth County Transition Home for Women
Pestalto Environmental Health Services,Pestalto Environmental Health Services
Pet Industry Joint Advisory Council,Pet Industry Joint Advisory Council of Canada
Pet Industry Joint Advisory Council of Canada,Pet Industry Joint Advisory Council of Canada
Petal Solutions Inc,Petal Solutions Inc
Peter & Paul's Baskets And Gifts Inc,Peter & Paul's Baskets And Gifts Inc
Peter & Paul's Manor Ltd,Peter & Paul's Manor Ltd
Peter Ballantyne Child & Family Services Inc,Peter Ballantyne Cree Nation
Peter Ballantyne Child & Family Services Inc.,Peter Ballantyne Cree Nation
Peter Ballantyne Cree Nation,Peter Ballantyne Cree Nation
Peter Ballantyne Cree Nation Education Authority Inc,Peter Ballantyne Cree Nation
Peter Ballantyne Cree Nation Education Authority Inc.,Peter Ballantyne Cree Nation
Peter Ballantyne Cree Nation Health Services,Peter Ballantyne Cree Nation
Peter Chapman Band Economic Development Corporation,Peter Chapman Band Economic Development Corporation
Peter Kapteyn,Peter Kapteyn
Peter Martin Appliances,Peter Martin Appliances
Peter Ruiter,Peter Ruiter
Peter Wilson,Peter Wilson
Peter and Catharine Whyte,Peter and Catharine Whyte
Peter and Marsha Christie,Peter and Marsha Christie
Peter's Expediting Ltd,Peter's Expediting Ltd
Peterbilt Pacific Inc,Peterbilt Pacific Inc
Peterborough 360 Degree Nurse Practitioner-Led Clinic,Peterborough 360 Degree Nurse Practitioner-Led Clinic
Peterborough AIDS Resource Network,Peterborough AIDS Resource Network
Peterborough Child and Family Centres,Peterborough Child and Family Centres
Peterborough Mitsubishi,Peterborough Mitsubishi
Peterborough New Dance and Performance,Peterborough New Dance and Performance
Peterborough Public Unit,Peterborough Public Unit
Peterborough Region Angel Network,Peterborough Region Angel Network
Peterborough Region Angel Network (PRAN),Peterborough Region Angel Network
Peterborough Theatre Guild,Peterborough Theatre Guild
Peterborough Utilities Commission,Peterborough Utilities Commission
Peters First Nation,Peters First Nation
Peters Indian Band,Peters Indian Band
Petit Casimir Memorial School,Petit Casimir Memorial School
Petite-Côte Community Center,Petite-Côte Community Center
Petoncles Carleton,Petoncles Carleton
Petpeswick Yacht Club,Petpeswick Yacht Club
Petra Hygenic Systems International,Petra Hygenic Systems International
Petrie Island Canoe Club,Petrie Island Canoe Club
Petroglyph development Group,Petroglyph development Group
Petroleum Research Newfoundland and Labrador,Petroleum Research Newfoundland and Labrador
Petroleum Technology Alliance Canada,Petroleum Technology Alliance Canada
Petroleum Technology Alliance Canada (PTAC),Petroleum Technology Alliance Canada (PTAC)
Petrospec Engineering Inc,Petrospec Engineering Ltd
Petty Harbour Fishermen's Producer Co-operative Society,Petty Harbour Fishermen's Producers Cooperative Society
Petty Harbour Fishermen's Producers Cooperative Society,Petty Harbour Fishermen's Producers Cooperative Society
Petz International Ltd,Petz International Ltd
Pfn3Feathers Development Limited,PFN 3 Feathers Development Limited Partnership
Phantom Creek Estates Ltd,Phantom Creek Estates Ltd
Pharma Glycovax Inc,Pharma Glycovax Inc
PharmaGuide Inc,PharmaGuide Inc
PharmaPlanter Technologies Inc,PharmaPlanter Technologies Inc
PharmaSilico Technologies Inc,PharmaSilico Technologies Inc
Pharmaceutical Inspection Convention,Pharmaceutical Inspection Convention
Pharmascience Inc,Pharmascience Inc
Phase Advanced Sensor Systems Corp,Phase Advanced Sensor Systems Corp
Phe Canada,Phe Canada
Pheasant Rump Nakota Band,Pheasant Rump Nakota Band
Pheasant Rump Nakota First Nation,Pheasant Rump Nakota First Nation
Phenoswitch Bioscience Inc,Phenoswitch Bioscience Inc
PhiBer Manufacturing Inc,PhiBer Manufacturing Inc
Phil Elgersma,Phil Elgersma
Phil Lewis World Evangelism Network,Phil Lewis World Evangelism Network
Phil Mauer and Associates Inc,Phil Mauer and Associates Inc
Philanthropie Lanaudière,Philanthropie Lanaudière
Philip A Di Filippo Company Ltd,Philip A Di Filippo Company Ltd
Philip Rentsch,Philip Rentsch
Philippe Gosselin & Associés Limitée,Philippe Gosselin & Associés Limitée
Philippine Business for Social,Philippines Business for Social
Philippine Business for Social Development,Philippine Business for Social Development
Philippine Commission on Women,Philippine Commission on Women
Philippines Business for Social,Philippines Business for Social
Philippines Commission on Women,Philippine Commission on Women
Philippot Farms Ltd,Philippot Farms Ltd
Phillipine Centre Canada,Phillipine Centre Canada
Phillips Fishing Co Ltd,Phillips Fishing Co Ltd
Phily Farms Inc,Phily Farms Inc
Phocalux International Inc,Phocalux International Inc
Phoenix Drug and Alcohol Recovery and Education Society,Phoenix Drug and Alcohol Recovery and Education Society
Phoenix Farms Inc,Phoenix Farms Inc
Phoenix Molecular Designs Ltd,Phoenix Molecular Designs Ltd
Phoenix Technology Services Inc,Phoenix Technology Services Inc
Phoenix Youth Programs,Phoenix Youth Programs
Pholoho Biotechnology Group Inc,Pholoho Biotechnology Group Inc
PhotoDynamic Inc,PhotoDynamic Inc
Photon Control Inc,Photon Control Inc
Photon Etc Inc,Photon Etc Inc
Phycus Biotechnologies Inc,Phycus Biotechnologies Inc
Phyla Technologies Inc,Phyla Technologies Inc
Physical And Health Education Canada,Physical And Health Education Canada
Physical and Health Education Canada,Physical and Health Education Canada
Physicalytics Inc,Physicalytics Inc
Physicians for Human Rights,Physicians for Human Rights
Physicians for a Smoke-Free Canada,Physicians for a Smoke-Free Canada
Physiotherapy Education Accreditation Canada,Physiotherapy Education Accreditation Canada
Piapot Band,Piapot Band
Piapot First Nation,Piapot First Nation
Pic Mobert Band,Pic Mobert Band
Pic Mobert First Nation,Pic Mobert First Nation
Pic Mobert First Nation (Netmizaaggamig Nishnaabeg),Pic Mobert First Nation (Netmizaaggamig Nishnaabeg)
Pic River Development Corporation,Pic River Development Corporation
Picanic Farms Ltd,Picanic Farms Ltd
Pick a Posie Vintage,Pick a Posie Vintage
Pickering Islamic Centre,Pickering Islamic Centre
Pickering Volkswagen Inc,Pickering Volkswagen Inc
Picketa Systems Inc,Picketa Systems Inc
Picomole Inc,Picomole Inc
Pictou County Regional Enterprise Network,Pictou County Regional Enterprise Network
Pictou County Snowriders Snowmobile Club,Pictou County Snowriders Snowmobile Club
Pictou County Transit Authority Incorporated,Pictou County Transit Authority Incorporated
Pictou County Wellness Centre Building Authority Inc,Pictou County Wellness Centre Building Authority Inc
Pictou County Wellness Centre Building Authority Incorporated,Pictou County Wellness Centre Building Authority Incorporated
Pictou County Women's Resource and Sexual Assault Centre,Pictou County Women's Resource and Sexual Assault Centre
Pictou Landing Band,Pictou Landing Band Council
Pictou Landing Band Council,Pictou Landing Band Council
Pictou Landing Development Corporation,Pictou Landing Development Corporation
Pictou Landing First Nation,Pictou Landing First Nation
Pictou landing First Nation,Pictou Landing First Nation
Pido Production Ltd,Pido Production Ltd
Pier Labs,Pier Labs
Piersma Farms Ltd,Piersma Farms Ltd
Pieux Vistech Inc,Pieux Vistech Inc
PiiComm Inc,PiiComm Inc
Piicomm Inc,Piicomm Inc
Piikani Child And Family Services,Piikani Child & Family Services
Piikani Child and Family Services,Piikani Child and Family Services
Piikani Nation,Piikani Nation
Piikani Nation Consultation Office,Piikani Nation Consultation Office
Piikani Nation Lands Department,Piikani Nation Lands Department
Piikani Resource Development Ltd,Piikani Resource Development Ltd
Piikani Youth Riding Program Ltd,Piikani Youth Riding Program Ltd
Piikani Youth Riding Program Ltd.,Piikani Youth Riding Program Ltd.
Pikangikum Band,Pikangikum Band
Pikangikum First Nation,Pikangikum First Nation
Pillar Nonprofit Network,Pillar Nonprofit Network
Pillar nonprofit Network,Pillar Nonprofit Network
Pillar5 Pharma Inc,Pillar5 Pharma Inc
Pillitteri Estates Winery Inc,Pillitteri Estates Winery Inc
Pilot Diamond Tools Ltd,Pilot Diamond Tools Ltd
Pimachiowin Aki Corporation,Pimachiowin Aki Corporation
Pimee Well Servicing Limited Partnership,Pimee Well Servicing Limited Partnership
Pinay,Pinay
Pinaymootang First Nation,Pinaymootang First Nation
Pine Creek Band,Pine Creek Band
Pine Hill Colony Farming Co Ltd,Pine Hill Colony Farming Co Ltd
Pine View Auto Group,Pine View Auto Group
Pinecrest-Queensway Community Health Centre,Pinecrest-Queensway Community Health Centre
Pinehedge Farms Inc,Pinehedge Farms Inc
Pineland Farms Ltd,Pineland Farms Ltd
Pineridge Holsteins Inc,Pineridge Holsteins Inc
Pineview Properties Partnership,Pineview Properties Partnership
Pinewood Escapes Inc,Pinewood Escapes Inc
Pink Attitude Evolution,Pink Attitude Evolution
Pink Triangle Press,Pink Triangle Press
Pinnacle Renewable Energy Inc,Pinnacle Renewable Energy Inc
Pinnguaq Association,Pinnguaq Association
Pinnguaq Association (Lichen Studios),Pinnguaq Association (Lichen Studios)
Pioneer Auto Group,Pioneer Auto Group
Pioneer Enterprises Ltd,Pioneer Enterprises Ltd
Pioneer Flower Farms Ltd,Pioneer Flower Farms Ltd
Pionner Auto Group,Pioneer Auto Group
Pipeline Studios Inc,Pipeline Studios ltd
Pipeline Studios ltd,Pipeline Studios ltd
Pipemaster Oilfield Services Inc,Pipemaster Oilfield Services Inc
Pipers Welding and Repair Inc,Pipers Welding and Repair Inc
Piruqatigiit Resource Centre,Piruqatigiit Resource Centre
Pirurvik Preschool,Pirurvik Preschool
Pirurvik Preschool Society,Pirurvik Preschool
Pisciculture Acadienne Ltee,Pisciculture Acadienne Ltee
Piscine Energetics Inc,Piscine Energetics Inc
Pisim Energy Limited Partnership,Pisim Energy Limited Partnership
Pisiquid Canoe Club,Pisiquid Canoe Club
PitchPerfect Software Inc,PitchPerfect Software Inc
PivoHub Inc,PivoHub Inc
Pivot Furniture Technologies Inc,Pivot Furniture Technologies Inc
Pixcom International Inc,Pixcom International Inc
Pixtar Canada Inc,Pixtar Canada Inc
Pk Sound Corp,PK Sound Corp
Placages Lignum Inc,Placages Lignum Inc
Placages Nicolet-Sud Inc,Placages Nicolet-Sud Inc
Place Koala,Place Koala
Place aux compétences,Place aux compétences Inc
Place aux compétences Inc,Place aux compétences Inc
Place de la Cathédrale Inc,Place de la Cathédrale Inc
Place des Arts du Grand Sudbury,Place des Arts du Grand Sudbury
Placeholder Canada Inc,Placeholder Canada Inc
Placements SRS-Roy Inc,Placements SRS-Roy Inc
Plafonds Embassy Inc,Plafonds Embassy Inc
Plaid Creations Inc,Plaid Creations Inc
Plainsman Mfg Inc,Plainsman Mfg Inc
Plainview Hutterian Brethren,Plainview Hutterian Brethren
Plan Institute for Citizenship & Disability,Plan Institute for Citizenship & Disability
Plan International,Plan International
Plan International Canada Inc,Plan International
Plan International Canada Inc.,Plan International
Plane Sciences Inc,Plane Sciences Inc
Planetary Technologies Inc,Planetary Technologies Inc
Planiform (1983) Inc,Planiform (1983) Inc
Planiform Inc,Planiform Inc
Plankk Technologies Inc,Plankk Technologies Inc
Planned Lifetime Advocacy Network,Planned Lifetime Advocacy Network
Planned Parenthood Ottawa,Planned Parenthood Ottawa
Planned Parenthood Ottawa-Carleton,Planned Parenthood Ottawa-Carleton
Planned Parenthood Regina,Planned Parenthood Regina
Planned Parenthood Toronto,Planned Parenthood Toronto
Plantaform Technology Inc,Plantaform Technology Inc
Plantee Bioplastics Inc,Plantee Bioplastics Inc
Plantiga Technologies Inc,Plantiga Technologies Inc
Plaquettes de Frein Haute Performance BB Inc,Plaquettes de frein Haute performance B & B Inc
Plascon Plastics Corp,Plascon Plastics Corporation
Plascon Plastics Corporation,Plascon Plastics Corporation
Plasmagear Inc,Plasmagear Inc
Plasmionic Inc,Plasmionic Inc
Plasmionique Inc,Plasmionique Inc
Plasticase Inc,Plasticase Inc
Plastidécoverre Inc,Plastidécoverre Inc
Plastique Art Ltée,Plastique Art Ltée
Plastiques G Plus Inc,Plastiques G Plus Inc
Plastiques Moore Inc,Plastiques Moore Inc
Plastrec Inc,Plastrec Inc
Plate 2000 Inc,Plate 2000 Inc
Plateforme d'innovation numérique et quantique (PINQ2),Plateforme d'innovation numérique et quantique (PINQ2)
Platform Calgary,Platform Calgary
Platinum Mitsubishi,Platinum Mitsubishi
Platoi Internet Industries Inc,Platoi Internet Industries Inc
Play On! Canada,Play On! Canada
Playwrights Guild of Canada,Playwrights Guild of Canada
Plaza Auto Group,Plaza Auto Group
Plaza Vogue Reception Hall G.P.,Plaza Vogue Reception Hall G.P.
Plea Community Services Society,Plea Community Services Society
Pleasant Solutions Inc,Pleasant Solutions Inc
Pleasant Solutions Inc and Paranoid Inc,Pleasant Solutions Inc and Paranoid Inc
Pledge Resource Managers Inc,Pledge Resource Managers Inc
Plein Milieu,Plein Milieu
Plenty Canada,Plenty Canada
Pleora Technologies Inc,Pleora Technologies Inc
Plerose Holsteins Inc,Plerose Holsteins Inc
Plexus Technology Corporation,Plexus Technology Corporation
Plexxis Software Inc,Plexxis Software Inc
Plug 'N Drive,Plug 'N Drive
Plum Inc,Plum Inc
Plum.Io Inc,Plum.Io Inc
Plum.io Inc,Plum.io Inc
Pluri-Elles (Manitoba) Inc,Pluri-Elles Inc
Pluri-Elles (Manitoba) Inc.,Pluri-Elles Inc
Pluri-Elles Inc,Pluri-Elles Inc
Pluri-elles (Manitoba) Inc,Pluri-Elles Inc
Pluri-elles (Manitoba) inc,Pluri-Elles Inc
Plurilock Security Solutions Inc,Plurilock Security Solutions Inc
Plurilogic Inc,Plurilogic Inc
Pluto Ground Technologies Inc,Pluto Ground Technologies Inc
Pm Entertainment Group Ltd.,Pm Entertainment Group Ltd.
Podollan Grande Prairie Inn & Spa Inc,Podollan Grande Prairie Inn & Spa Inc
Point Surgical Inc,Point Surgical Inc
Point Tupper Wind Limited Partnership,Point Tupper Wind Limited Partnership
Point de Rue,Point de Rue
Point of View Suites and RV Park Limited,Point of View Suites and RV Park Limited
Pointe-Du-Chene Yacht Club Ltd,Pointe-Du-Chene Yacht Club Ltd
Pointe-du-Chêne Harbour Authority Inc,Pointe-du-Chêne Harbour Authority Inc
Poirier Fish Limited,Poirier Fish Limited
Poirier S K,Poirier S K
"Poirier, Y","Poirier, Y"
Poissonnerie Arseneau Fish Market Ltée,Poissonnerie Arseneau Fish Market Ltée
Poissonnerie de Cloridorme Inc,Poissonnerie de Cloridorme Inc
Poka Inc,Poka Inc
Pokeshaw and Black Rock Recreational Council Inc,Pokeshaw and Black Rock Recreational Council Inc
Polak Ag Enterprises Ltd,Polak Ag Enterprises Ltd
Polar Bears International,Polar Bears International
Polar Mobile Group Inc,Polar Mobile Group Inc
Polar Sapphire Ltd,Polar Sapphire Ltd
PolarSat Inc,PolarSat Inc
Poley Mountain Resorts Ltd,Poley Mountain Resorts Ltd
Policaro Group,Policaro Group
Policy and Management Consulting Group,Policy and Management Consulting Group
PolicyMe Corp,PolicyMe Corp
PolicyWise for Children & Families,PolicyWise for Children & Families
Polka Dot Montessori,Polka Dot Montessori
Polka-Dot-House Inc,Polka-Dot-House Inc
Polli-Nord Inc,Polli-Nord Inc
Pollution Probe,Pollution Probe
Pollution Probe Foundation,Pollution Probe Foundation
Polson Park Free Methodist Church,Polson Park Free Methodist Church
PolyExpert Inc,PolyExpert Inc
PolyUnity Tech Inc,PolyUnity Tech Inc
Polyamyna Nanotech Inc,Polyamyna Nanotech Inc
Polycontrols Technologies Inc,Polycontrols Technologies Inc
Polycorp Properties Inc,Polycorp Properties Inc
Polycultural Immigrant & Community Services,Polycultural Immigrant & Community Services
Polyculture Plante (1987) Inc,Polyculture Plante 1987 Inc
Polyculture Plante 1987 Inc,Polyculture Plante 1987 Inc
Polymath Research Inc,Polymath Research Inc
Polysteel Atlantic Limited,Polysteel Atlantic Ltd
Polysteel Atlantic Ltd,Polysteel Atlantic Ltd
Polystyvert Inc,Polystyvert Inc
Polytechnique Montréal,Polytechnique Montréal
Polytenna Technologies Inc,Polytenna Technologies Inc
Pomas Farms Inc,Pomas Farms Inc
Pomerleau Sports Inc,Pomerleau Sports Inc
Pond Inlet District Education Authority,Pond Inlet District Education Authority
Pondeuses Jl,Pondeuses Jl
Pondsedge Farms Inc,Pondsedge Farms Inc
Pondview Estate Winery Ltd,Pondview Estate Winery Ltd
Pont Cultural Bridge Centre,Pont Cultural Bridge Centre
Poole Acres Holstein Inc,Poole Acres Holstein Inc
Pop Montréal International Music Festival,Pop Montréal International Music Festival
Popkum First Nation,Popkum First Nation
Popkum Indian Band,Popkum Indian Band
Poplar Grove Winery Inc,Poplar Grove Winery Inc
Poplar Hill First Nation,Poplar Hill First Nation
Poplar Point Colony Farms Ltd,Poplar Point Colony Farms Ltd
Poplar River Community Park Inc,Poplar River Community Park Inc
Poplar River First Nation,Poplar River First Nation
Popular Auto Inc,Popular Auto Inc
Population Services International,Population Services International
Populus Global Solutions Inc,Populus Global Solutions Inc
Porcupine Caribou Management Board,Porcupine Caribou Management Board
Porcupine Caribou Mgmt. Board,Porcupine Caribou Mgmt. Board
Porcupine Enterprises Limited Partnership,Porcupine Enterprises Limited Partnership
Porcupine Health Unit,Porcupine Health Unit
Porcupine Opportunities Program Inc,Porcupine Opportunities Program Inc
Porlier Automobiles Inc,Porlier Automobiles Inc
Porpupine Enterprises Limited Partnership,Porpupine Enterprises Limited Partnership
Port Alberni Friendship Center,Port Alberni Friendship Center
Port Churchill Chamber of Commerce,Port Churchill Chamber of Commerce
Port Credit Yacht Club,Port Credit Yacht Club
Port Edward Harbour Authority,Port Edward Harbour Authority
