"measure_id","org_id","description_en","description_fr"
94,130,"To give even more young people opportunities to get the digital skills that will help them succeed, Budget 2019 proposes to provide $60 million over two years, starting in 2019–20, to support CanCode’s ongoing work and help one million more young Canadians gain new digital skills. The CanCode program helps young people get these coding and digital skills, with training support for their teachers and a special focus on reaching young people who are traditionally underrepresented in Science, Technology, Engineering and Mathematics, such as girls and Indigenous youth.","Afin qu’encore plus de jeunes aient des possibilités d’acquérir les compétences numériques qui favoriseront leur succès, le budget de 2019 propose de fournir 60 millions de dollars sur deux ans, à compter de 2019-2020, pour soutenir les activités en cours de CanCode et aider un autre million de jeunes canadiens à acquérir de nouvelles compétences numériques. Le programme CanCode aide les jeunes à acquérir ces compétences numériques et en codage. Il offre notamment un soutien à la formation aux enseignants et accorde une attention particulière aux jeunes qui sont traditionnellement sous-représentés en sciences, en technologies, en ingénierie et en mathématiques, comme les filles et les jeunes autochtones."
95,130,"Budget 2019 proposes to provide $117 million over five years, starting in 2019–20, to continue to effectively manage wireless networks in Canada. This will support equipment modernization and the development of innovative tools and systems to enhance ongoing efforts to minimize network interference and verify compliance with health and safety standards, including in the context of the new generation of wireless networks, referred to as 5G.","Le budget de 2019 propose de fournir 117 millions de dollars sur cinq ans, à compter de 2019-2020, pour continuer de gérer de manière efficace les réseaux sans fil au Canada. Ce financement appuiera la modernisation de l’équipement et la création d’outils et de systèmes novateurs en vue d’accroître les efforts soutenus visant à réduire au minimum l’entrave des réseaux et à vérifier la conformité aux normes de santé et sécurité, y compris dans le contexte de la nouvelle génération de réseaux sans fil, appelée 5G."
96,130,"Budget 2019 proposes to provide $100 million over four years, starting in 2019–20, to the Strategic Innovation Fund to leverage private sector co-investments, in order to support the activities of the Clean Resource Innovation Network. By developing ground-breaking clean tech and emission-lowering solutions through collaboration, the Network will support economic growth, will create good, well-paying jobs, and will lead to cleaner energy production from source to end use.","Le budget de 2019 propose de verser 100 millions de dollars sur quatre ans, à compter de 2019-2020, dans le Fonds stratégique pour l’innovation, pour mobiliser les co-investissements du secteur privé, afin de soutenir les activités du Réseau d’innovation pour des ressources propres. En mettant au point des solutions d’avant-garde de technologie propre et de réduction des émissions grâce à la collaboration, le Réseau soutiendra la croissance économique, créera de bons emplois bien rémunérés et conduira à la production d’énergies plus propres, de la source à l’utilisation finale."
97,130,"To help Futurpreneur Canada continue its efforts to support the next generation of entrepreneurs, Budget 2019 proposes to provide Futurpreneur Canada $38 million over five years, starting in 2019–20. It is expected that this renewed investment would help support the work of approximately 1,000 young entrepreneurs per year.","Afin d’aider Futurpreneur Canada à poursuivre ses efforts de soutien de la prochaine génération d’entrepreneurs, le budget de 2019 propose de fournir à Futurpreneur Canada 38 millions de dollars sur cinq ans, à compter de 2019?2020. On s’attend à ce que cet investissement renouvelé contribue à soutenir le travail d’environ 1 000 jeunes entrepreneurs par année."
98,130,"Budget 2019 proposes to provide the Business/Higher Education Roundtable with up to $17 million over three years, starting in 2019–20, to help forge partnerships and create more work-integrated learning opportunities for young Canadians. The Business/Higher Education Roundtable represents some of Canada’s largest companies and leading post-secondary institutions. The organization works to support young Canadians as they transition from education to the workplace, deepen collaboration between industry and educational institutions, and help Canadian employers and workers adapt to the economy of the future.","Le gouvernement propose dans le budget de 2019 de fournir à la Table ronde sur le milieu des affaires et l’enseignement supérieur jusqu’à 17 millions de dollars sur trois ans, à compter de 2019-2020, pour faciliter l’établissement de partenariats et créer plus de possibilités d’apprentissage intégré au travail pour les jeunes canadiens. La Table ronde sur le milieu des affaires et l’enseignement supérieur représente certaines des plus grandes entreprises et des établissements postsecondaires les plus importants au Canada. L’organisation s’emploie à soutenir les jeunes canadiens pendant la transition entre le milieu des études et le milieu de travail, à renforcer la collaboration entre l’industrie et les établissements d’enseignement et à aider les employeurs et les travailleurs canadiens à s’adapter à l’économie de l’avenir."
100,133,"Since 2015, the Canadian Armed Forces, with the support of Global Affairs Canada, have been providing military training and capacity building to the Ukrainian Armed Forces through Operation UNIFIER.  Budget 2019 confirms the Government’s plan to invest up to $105.6 million over three years, starting in 2019-20, to renew Operation UNIFIER.  This includes $99.6 million over three years in incremental funding for Canada’s military contribution, and up to $6 million to support broader efforts on defence and security sector reforms in Ukraine allocated by Global Affairs Canada from existing International Assistance Envelope resources.  These efforts complement Canada’s participation in North Atlantic Treaty Organization assurance and deterrence measures in Central and Eastern Europe through Operation REASSURANCE, which was extended in July 2018 at a cost of $514 million over four years.","Depuis 2015, les Forces armées canadiennes, avec le soutien d’Affaires mondiales Canada, offrent une formation militaire et un renforcement des capacités aux Forces armées ukrainiennes dans le cadre de l’opération UNIFIER. Le budget de 2019 confirme le plan du gouvernement d’investir jusqu’à 105,6 millions de dollars sur trois ans, à compter de 2019-2020, en vue de renouveler l’opération UNIFIER. Ce financement comprend un montant de 99,6 millions sur trois ans en tant que financement supplémentaire aux fins de la contribution militaire du Canada, et jusqu’à 6 millions tirés des ressources existantes de l’enveloppe de l’aide internationale d’Affaires mondiales Canada pour appuyer les efforts plus généraux de réforme dans le secteur de la défense et de la sécurité.  Ces efforts compléteront la participation du Canada aux mesures d’assurance et de dissuasion de l’Organisation du traité de l’Atlantique Nord (OTAN) en Europe centrale et de l’Est dans le cadre de l’opération REASSURANCE, qui a été prolongée en juillet 2018 moyennant un coût de 514 millions de dollars sur quatre ans."
101,221,"The funding provided to the National Energy Board (NEB) in Budget 2019 is for “Canadian Energy Regulator Transition Costs”. The funds will be used to transition from the NEB’s current governance model to the model proposed in the new Canadian Energy Regulator Act as set out in Bill C-69: An Act to enact the Impact Assessment Act and the Canadian Energy Regulator Act, to amend the Navigation Protection Act and to make consequential amendments to other Acts. ","Le financement accordé à l’Office national de l’énergie dans le Budget 2019 vise les « coûts de transition pour la Régie canadienne de l’énergie ». Les fonds serviront à soutenir la transition du modèle actuel de gouvernance de l’Office à celui proposé dans la nouvelle Loi sur la Régie canadienne de l’énergie qui fait partie du projet de loi C-69 intitulé Loi édictant la Loi sur l’évaluation d’impact et la Loi sur la Régie canadienne de l’énergie, modifiant la Loi sur la protection de la navigation et apportant des modifications corrélatives à d’autres lois. "
102,134,"Budget 2019 proposes to provide $12.8 million in 2019–20 to Natural Resources Canada to maintain its capacity to conduct meaningful consultations with Indigenous communities on major energy projects and to support Indigenous economic participation in the natural resource sectors.  This proposed measure includes $3 million to renew the Interim Measures for Environmental Assessments which will allow the Major Project Management Office to lead Phase III Indigenous consultations on major energy projects in a manner that meets the standards set by the courts in advance of the proposed Impact Assessment regime coming into force.  It also includes $9.8 million to continue engagement and support of Indigenous economic participation in the natural resource sectors via $6 million in contribution funding and renewal of the Indigenous Partnerships Office-West.","Le budget de 2019 propose de fournir un financement de 12,8 millions de dollars en 2019-2020 à Ressources naturelles Canada afin de lui permettre de maintenir sa capacité de tenir d’importantes consultations auprès des communautés Autochtones concernant les grands projets énergétiques et de soutenir la participation économique des Autochtones dans les secteurs des ressources naturelles.  Cette mesure propose de fournir 3,0 millions de dollars pour le renouvellement de financement des Mesures provisoires pour les évaluations environnementales qui permettront au Bureau de gestion des grands projets de mener des consultations de la troisième Phase auprès des Autochtones sur les projets énergétiques importants de manière à satisfaire aux normes fixées par les tribunaux avant l’entrée en vigueur du régime d’évaluation d’impact proposé.  Ca comprend également un montant de 9,8 millions de dollars qui permettra de poursuivre l’engagement et le soutien à la participation économique autochtone dans les secteurs des ressources naturelles par un financement sous forme de contribution de 6 millions de dollars et de renouveler le Bureau des partenariats avec les Autochtones-Ouest."
103,134,"Accurate and reliable information is important to inform Canada’s energy future.   Budget 2019 proposes to invest $15 million over five years, starting with $2 million in 2019-20, and $3.4 million ongoing, to establish the Canadian Centre of Energy Information, which will be delivered by Statistics Canada.   This Centre will compile energy data from several sources into a single easy-to-use website. It will also support ongoing research by Statistics Canada to identify data gaps that would improve the overall quality of energy information available to Canadians.  Improved energy information will allow Canadians to benefit from comparable and consolidated energy data as it contributes towards better decision-making by governments and industry, and supports higher quality research.","Pour assurer l’avenir énergétique du Canada, le gouvernement doit pouvoir compter sur des données précises et fiables.  Le budget de 2019 propose d’investir 15 millions de dollars sur cinq ans, dont deux millions de dollars en 2019-2020, et 3,4 millions de dollars par la suite, pour établir le Centre canadien d’information sur l’énergie, qui sera réalisé par Statistique Canada.  Le Centre compilera les données sur l’énergie de plusieurs sources et les rendra disponibles par le truchement d’un site Web facile à utiliser. Il soutiendra également les travaux de recherche en cours menés par Statistique Canada dans le but de déterminer les lacunes à combler sur le plan des données qui permettraient d’améliorer la qualité générale des renseignements concernant l’énergie communiqués aux Canadiens.  Ces données de meilleure qualité sur l'énergie permettront les Canadiens de gagner à avoir des données sur l’énergie comparables et regroupées, puisqu’elles améliorent le processus décisionnel des gouvernements et de l’industrie, en plus de soutenir des recherches de meilleure qualité. "
104,240,"Compensation to Judicial Advisory committee members","Rémunération des membres du comité consultatif à la magistrature"
105,256,"Funding to enhance the OPC’s capacity to engage with Canadian individuals and businesses by: developing guidance and information on privacy issues relevant to new technologies, both to empower Canadians in exercising their rights and to help organizations comply with the law; increase education and outreach efforts; and, providing advice to organizations at the design stage of specific initiatives. Funding to enable the OPC to more meaningfully fulfill its breach-related responsibilities in both the public and private sectors, responsibilities for which no new funding was provided; and increase the Office’s capacity to adequately respond to individual breach reports received and enforce mandatory notification and information safeguards requirements. Funding to enable the OPC to reduce the backlog of privacy complaints older than one year, and give Canadians more timely resolution of their complaints.","Financement pour accroître la capacité du CPVP à mobiliser les personnes et les entreprises du Canada en : élaborant des lignes directrices et de l'information sur les questions de protection de la vie privée liées aux nouvelles technologies, donner aux Canadiens le pouvoir d’exercer leurs droits et d’aider les organisations à respecter la loi; pour accroître les efforts d’éducation et de sensibilisation; et pour conseiller les organisations dès la conception des initiatives particulières. Financement pour permettre au CPVP de s'acquitter plus efficacement de ses responsabilités liées aux atteintes à la vie privée dans les secteurs public et privé, responsabilités pour lesquelles aucun nouveau financement n’avait préalablement été accordé. Ces fonds permettront au Commissariat de mieux répondre aux rapports concernant les atteintes à la vie privée de même que de faire appliquer la déclaration obligatoire des atteintes et des exigences en matière de protection des renseignements. Financement pour permettre au CPVP de réduire l'arriéré des plaintes relatives à la protection de la vie privée qui ont été déposées il y a plus d’un an et faire en sorte que les Canadiens voient leurs plaintes traitées en temps opportun."
106,256,"The Office of the Information Commissioner (OIC) investigates all access to information complaints about federal institutions. As of March 31, 2019, with the increasing number of access requests across government and the resulting increase in the volume of complaints, the OIC's Inventory stood at nearly 3,400 complaints. The timely resolution of these complaints is not achievable with the OIC's current funding levels. Over the past three years, with the temporary funding received, the OIC has exceeded the expected results for its complaints inventory reduction strategy. To maintain the momentum of the strategy, the OIC requires $3.0 M for 2019-20. This temporary funding would also enable the OIC to further reduce the number of complaints pending the passage of Bill C-58 and the accompanying increase in the OIC's permanent funding of $1.7 M on an ongoing basis. It will put the OIC in a better position to make the transition to any new business model legislative amendments might require.","Le Commissariat enquête sur toutes les plaintes d’accès à l’information concernant des institutions fédérales. Au 31 mars 2019, compte tenu du nombre croissant de demandes d’accès à l’échelle du gouvernement et de l’augmentation du nombre de plaintes qui en découle, l’inventaire du Commissariat s’élevait à près de 3 400 plaintes. Le niveau de financement actuel du Commissariat ne permet pas de régler ces plaintes rapidement. Au cours des trois dernières années, grâce au financement temporaire reçu, le Commissariat a dépassé les résultats attendus dans le cadre de sa stratégie de réduction de l’inventaire. Afin de continue sur cette voie, il a besoin de 3,0 M$ en 2019-2020. Ce financement temporaire lui permettrait aussi de continuer à réduire le nombre de plaintes en attendant l’adoption du projet de loi C-58 et l’augmentation connexe du financement permanent du Commissariat de 1,7 M$ par année. Le Commissariat sera mieux placé pour faire la transition vers un nouveau modèle d’affaires qui pourrait résulter des modifications législatives."
107,280,"Budget 2019 proposes to provide the Public Health Agency of Canada with $50 million over five years, starting in 2019–20, to support the implementation of Canada’s first national dementia strategy, which is expected to be publicly released this spring. This investment supports the National Strategy for Alzheimer's Disease and Other Dementias Act and complements Budget 2018 funding that established the Dementia Community Investment. PHAC will work with key stakeholders, including the provinces and territories, to ensure Budget 2019 funding will help improve the quality of life of people living with dementia and their caregivers, by: increasing awareness about dementia through targeted campaigns and activities to support prevention, as well as reducing risk and stigma; developing treatment guidelines and best practices for early diagnosis; and improving our understanding through surveillance of the prevalence and effects of dementia on our communities.","Le budget de 2019 propose de fournir à l’Agence de la santé publique du Canada (ASPC) 50 millions de dollars sur cinq ans, à compter de 2019?2020, pour appuyer la mise en œuvre de la première stratégie nationale sur la démence du Canada, qui devrait être rendue publique au printemps. Cet investissement appuie la Loi relative à une stratégie nationale sur la maladie d’Alzheimer et d’autres démences et complète le financement du budget de 2018 qui a établi l’investissement en matière de démence dans les communautés. L’ASPC travaillera avec les principales parties intéressées, notamment les provinces et les territoires, pour veiller à ce que le financement du budget de 2019 contribue à améliorer la qualité de vie des personnes atteintes de démence et leurs aidants naturels en sensibilisant davantage le public à la démence par des campagnes et des activités ciblées visant à aider la prévention, ainsi qu’à réduire les risques et la stigmatisation; en élaborant des lignes directrices sur le traitement et des pratiques exemplaires pour le diagnostic précoce; et en améliorant notre compréhension grâce à la surveillance de la prévalence et des effets de la démence sur nos collectivités."
108,280,"Budget 2019 provides $25 million over five years, starting in 2019-20, with $5 million per year ongoing, to the Public Health Agency of Canada (PHAC) to support a pan-Canadian suicide prevention service, in order to provide people across Canada with access to free, bilingual and 24/7 crisis support from trained responders, using the technology of their choice (voice, text or chat). This service will leverage and build on existing services and experiences of partners dedicated to suicide prevention.","Le budget de 2019  fournit 25 millions de dollars sur cinq ans, à compter de 2019-2020, et 5 millions par année par la suite, à l'Agence de la santé publique du Canada pour appuyer un service pancanadien de prévention du suicide. L’objectif est de permettre à la population de l’ensemble du Canada d’accéder à un service bilingue de soutien en cas de crise, disponible en tout temps et offert par des intervenants compétents. Les utilisateurs du service pourront utiliser la technologie de leur choix (voix, texte ou clavardage). Ce service tirera parti des services existants et de l’expérience des partenaires voués à la prévention du suicide."
109,248,"As set out in Budget 2019, the Government of Canada is committed to supporting the continued fulfillment of the Office of the Director of Public Prosecutions’ (ODPP’s) responsibilities to carry out the prosecution of criminal offences under federal law.  The $4.2M of funding allocated to the ODPP for 2019-20 as part of Budget 2019 is in addition to $17M of short-term program integrity funding that Treasury Board approved on December 13, 2018 under an off-cycle request.  The purpose of this funding is to enable the ODPP to continue delivery of its mandate at service levels that are consistent with expectations through to the end of 2019-20.  The measures announced in Budget 2019 is expected to permanently increase the ODPP’s funding by $21.2M starting in 2020-21 in order to enable the ODPP to continue fulfilling its mandate at expected levels on an on-going basis.","Comme il est énoncé dans le Budget 2019, le gouvernement du Canada s’est engagé à appuyer le Bureau du directeur des poursuites pénales (BDPP) pour qu’il puisse continuer à s’acquitter de ses responsabilités de poursuivre les infractions criminelles aux lois fédérales. Le financement de 4,2 millions de dollars alloué au BDPP pour 2019-2020 dans le cadre du Budget 2019 s’ajoute au financement à court terme de 17 millions de dollars pour le maintien de l’intégrité des programmes que le Conseil du Trésor a approuvé le 13 décembre 2018 à la suite d’une demande hors cycle. Ce financement a pour but de permettre au BDPP de poursuivre l’exécution de son mandat à des niveaux de service conformes aux attentes jusqu’à la fin de 2019-2020. Les mesures annoncées dans le Budget 2019 devraient faire augmenter de façon permanente le financement du BDPP de 21,2 millions de dollars à compter de 2020-2011 afin de permettre au BDPP de continuer à remplir son mandat aux niveaux prévus de manière continue par la suite."
110,135,"Budget 2019 proposes to invest $22.24 million over three years, starting 2019–20, to enhance Public Safety Canada’s efforts to combat child sexual exploitation online. This funding will support efforts to raise awareness of this serious issue, reduce the stigma associated with reporting, increase Canada’s ability to pursue and prosecute offenders, and work together with industry to find new ways to combat the sexual exploitation of children online. Of this amount, $4.44 million will be invested in 2019-20 and will be used to develop the following initiatives: launching a Public Opinion Research to gauge the public’s perception and awareness of online child sexual exploitation; developing national and targeted awareness and education campaigns; signing contribution agreements with provinces to build provincial and municipal law enforcement capacity to investigate cases of online child sexual exploitation; and developing a comprehensive plan to engage stakeholders, in particular, the criminal justice system and digital industry. Specifically, these initiatives will contribute to protecting children from sexual exploitation online by increasing the public’s awareness of signs of online child sexual exploitation and reducing the stigma associated with reporting, leading to an increase in reporting and greater protection of victims. These investments will also help build the capacity of local law enforcement and the judicial system, leading to more investigations and prosecutions.  Finally, increased engagement with digital industry will help prevent the uploading and increase the rate of removal of illicit content online.","Le budget de 2019 propose un investissement de 22,24 millions de dollars sur trois ans, à compter de 2019?2020, pour renforcer les efforts de Sécurité publique Canada dans la lutte contre l’exploitation sexuelle des enfants sur Internet. Ce financement soutiendra les efforts de sensibilisation à ce grave problème, réduira la stigmatisation associée aux signalements et augmentera la capacité du Canada de sévir contre les contrevenants et de les poursuivre et de collaborer avec l’industrie pour trouver de nouvelles façons de lutter contre l’exploitation sexuelle des enfants sur Internet. De ce montant, 4,44 millions de dollars seront investis en 2019-2020 et serviront à élaborer les initiatives suivantes : lancement d’une recherche sur l’opinion publique pour évaluer la perception et la sensibilisation du public à l’égard de l’exploitation sexuelle des enfants sur Internet; présentation de campagnes nationales et ciblées de sensibilisation et d’éducation; signature d’ententes de contribution avec les provinces pour renforcer les capacités provinciales et municipales en matière d’application de la loi en ce qui a trait aux enquêtes sur l’exploitation sexuelle des enfants sur Internet et élaboration d’un plan détaillé pour mobiliser les intervenants, notamment le système de justice pénale et l’industrie numérique. Plus précisément, ces initiatives contribueront à protéger les enfants contre l’exploitation sexuelle sur Internet en sensibilisant davantage le public aux signes d’exploitation sexuelle des enfants sur Internet et en réduisant la stigmatisation associée au signalement, ce qui permettra d’accroître le nombre de signalements et de mieux protéger les victimes. Ces investissements contribueront également à renforcer les capacités des services locaux d’application de la loi et du système judiciaire, ce qui mènera à davantage d’enquêtes et de poursuites. Enfin, un engagement accru auprès de l’industrie numérique permettra d’empêcher le téléchargement et d’augmenter le taux de retrait des contenus illicites en ligne."
111,135,"Additional funding for Communities at Risk: Security Infrastructure Program (SIP). The program provides funding to private, non-profit organizations linked to a community at risk being victimized by hate motivated crime, to make security improvements to their community gathering spaces, including community centers, educational institutions and places of worship.  SIP was created in 2007, as part of the National Crime Prevention Strategy, in response to concerns raised by a number of communities across Canada regarding their vulnerability to hate-motivated crime.  The next funding call will take place in June 2019.","Financement supplémentaire pour le Programme de financement des projets d’infrastructure de sécurité pour les collectivités à risque (PFPIS).  Le Programme fournit financement à des organisations privées sans but lucratif, qui aident des collectivités à risque de criminalité motivée par la haine, à améliorer les mesures de sécurité dans leurs espaces de rassemblement communautaires, y compris les écoles, les centres communautaires et les lieux de culte. PFPIS a été créé en 2007, dans le cadre de la Stratégie nationale pour la prévention du crime (SNPC), en réponse aux préoccupations exprimées par un certain nombre de collectivités partout au Canada concernant leur vulnérabilité face aux crimes motivés par la haine. Le prochain appel de demandes de financement aura lieu en juin 2019."
112,136,"The Cost and Profit Assurance Program (CPAP) provides cost audit and assurance services (integrity of pricing and payments) on domestic/international contracts for both the GoC and foreign governments. This program ensures that procurement costs and pricing are fair and reasonable by performing assurance engagements early in the contracting process.  The program currently risk assesses 80% of domestic defence procurement for reasonableness/overpayment; and audits about $1B to $3B annually, mainly in the area of marine and defence procurement over a total average of $20B procured by PSPC yearly.   Budget 2019 announced $9M over 3 years for the continuation of the CPAP program. This funding will provide sufficient resources to sustain the program activities at existing levels.","Le Programme de certification des coûts et des profits (PCCP) fournit des services d’audit et de certification des coûts (intégrité des prix et paiements) pour les marchés nationaux et internationaux, tant pour le gouvernement du Canada que pour les gouvernements étrangers. Ce programme permet d’assurer que les coûts et les prix d’approvisionnement sont justes et raisonnables, en effectuant des missions de certification au début du processus contractuel.  À l’heure actuelle, le programme évalue 80 % des achats de défense au pays sous l’angle du caractère raisonnable et du risque de trop-payé; il vérifie annuellement des marchés valant entre 1 et 3 milliards de dollars, principalement dans le domaine des achats maritimes et de défense, sur les achats totaux moyens réalisés par SPAC de 20 milliards de dollars par année.   Le budget de 2019 a annoncé 9 millions de dollars sur trois ans pour la poursuite du PCCP. Ce financement fournira suffisamment de ressources pour soutenir, aux niveaux existants, les activités du programme. "
113,136,"Five interprovincial crossings in the National Capital Region (NRC) connect the Ottawa and Gatineau regions. Of these five crossings, PSPC manages three crossings: Alexandra, Chaudière and Macdonald-Cartier.  The use of these crossings are well integrated in the daily life of the population and are critical in order to maintain a strong regional economy. Each day, close to 150,000 vehicles, 9,000 pedestrians and cyclists travel back and forth on the bridges.  Budget 2019 announced $60M over 5 years starting in 2019-2020 to support the rehabilitation and ongoing maintenance of the Chaudière and MacDonald-Cartier crossings. In addition, PSPC will work with the National Capital Commission to refresh studies on an additional crossing in the NCR, to develop long-term integrated interprovincial crossing plan and to move forward with the replacement of the Alexandra Bridge.","Cinq ponts interprovinciaux dans la région de la capitale nationale (RCN) relient les régions d’Ottawa et de Gatineau. De ces cinq ponts, SPAC en gère trois : Alexandra, Chaudière et MacDonald-Cartier.  L’utilisation de ces passages est bien intégrée dans la vie quotidienne de la population et est essentielle au maintien d’une économie régionale forte. Chaque jour, près de 150?000 véhicules et 9?000 piétons et cyclistes circulent sur ces ponts.  Le budget de 2019 a annoncé l’octroi de 60,0 millions de dollars sur 5 ans à compter de 2019-2020 pour appuyer la réfection et l’entretien continu des ponts Chaudière et MacDonald-Cartier. De plus, SPAC travaillera de concert avec la Commission de la capitale nationale dans le but de mettre à jour des études sur un passage additionnel dans la RCN, pour développer un plan intégré de développement à long terme des passages interprovinciaux et afin d'aller de l'avant avec le remplacement du pont Alexandra."
114,136,"Budget 2019 announced a total funding of $37 million over 5 years starting in 2019-2020 for PSPC to replace the current complement of aging industrial security systems PSPC relies on with a single, unified electronic system for managing contractor security clearance processing. The fully integrated system will provide government clients and industry with an accessible and intuitive self-service electronic interface with automated workflows.  The new system will directly support the delivery of supporting both the Contract Security Program (CSP) and Controlled Goods Program (CGP).  This project will improve processes, increase efficiency and better meet the expectations of Industry and Government clients and partners.These programs contribute to the protection of national security through all phases of the contracting process and supports Canada’s economic growth by providing companies and individuals the necessary security clearance needed to do business with the Government.","Le budget de 2019 a annoncé un financement total de 37 millions de dollars sur cinq ans à compter de 2019-2020 pour SPAC afin de remplacer les systèmes de sécurité industrielle vieillissants sur lesquels SPAC se fonde par un système électronique unique et unifié pour la gestion du processus des autorisations de sécurité pour les entrepreneurs. Le système, entièrement intégré, fournira aux clients du gouvernement et de l’industrie, une interface électronique libre-service accessible et intuitive dont le flux de travail sera automatisé. Ce projet permettra d’améliorer les processus, d’accroître l’efficacité et de mieux répondre aux attentes des clients et des partenaires de l’industrie et du gouvernement.  Le nouveau système permettra d’appuyer directement la prestation du Programme de sécurité des contrats (PSC) et du Programme des marchandises contrôlées (PMC). Ceux-ci contribuent à la protection de la sécurité nationale à toutes les étapes du processus contractuel et contribuent à la croissance économique du Canada en fournissant aux entreprises et aux particuliers les autorisations de sécurités nécessaires pour faire affaire avec le gouvernement."
115,136,"Controlled Goods Program (CGP) is a domestic industrial security program that regulates the examination, possession, or transfer of controlled goods – items with a military/national security significance (e.g., large calibre weapons, missiles, military aircraft, etc.), including “defense articles” (e.g. large caliber weapon accessories such as rifle silencers and scopes, military data, etc.) controlled by the U.S. International Traffic in Arms Regulations (ITAR). The CGP contributes to the Government of Canada’s national security objectives through its processes to prevent the unauthorized transfer/proliferation of controlled goods and to the economic growth and innovation objectives through the facilitation of license free transfers of ITAR controlled “defence articles” as a result of CGP registration (e.g. access to US market).  Budget 2019 announced $12M over three years for PSPC to sustain existing operation levels of the CGP’s Enhanced Security Strategy.","Le Programme des marchandises contrôlées (PMC) est un programme national de sécurité industrielle qui réglemente l’examen, la possession ou le transfert de marchandises contrôlées – des articles ayant une importance pour la sécurité militaire ou nationale (p. ex. armes de gros calibre, missiles et aéronefs militaires), y compris les «?articles de défense?» (ex. accessoires d'armes à feu tels que télescopes, silencieux et données militaires) visés par l’International Traffic in Arms Regulations (ITAR) des États-Unis. Le PMC contribue aux objectifs de sécurité nationale du gouvernement du Canada par ses processus visant à prévenir le transfert et la prolifération non autorisés de marchandises contrôlées et aux objectifs de croissance économique et d’innovation en facilitant le transfert sans licence d’articles de défense visés par l’ITAR à la suite de leur enregistrement au PMC (ex. accès au marché des E-U).  Dans le budget de 2019, le gouvernement a annoncé l’octroi de 12 millions de dollars sur trois ans à SPAC pour maintenir les niveaux d’exploitation actuels de la Stratégie de renforcement de la sécurité du PMC."
116,136,"PSPC provides Real property Services, safe and secured accommodation spaces, government-wide systems and other various specialized programs to federal departments.  In addition, the Department manages and protects the Parliamentary Precinct and surrounding federal heritage buildings. PSPC also manages 17 engineering assets nationwide which constitute critical public infrastructure, including: 7 bridge crossings, 5 dam complexes and 5 specialized assets.  Budget 2019 announced funding of $3.3B over 5 years starting in 2019-2020 for PSPC to improve the recapitalization of its portfolio of assets. This will allow PSPC to implement multi-year planning which will maximize the management of its assets. The first 2 major initiatives approved for funding under this envelope are the rehabilitation of the Alaska Highway and the Sinclair Center in Vancouver.","SPAC offre aux ministères fédéraux des services immobiliers, des locaux sécuritaires et sécurisés, des systèmes pangouvernementaux et divers autres programmes spécialisés. De plus, le Ministère gère et protège la Cité parlementaire et les édifices fédéraux du patrimoine environnants. SPAC gère également 17 ouvrages d’ingénierie à l’échelle nationale qui constituent des infrastructures publiques essentielles, notamment : sept ponts, cinq complexes de barrages et cinq ouvrages spécialisés.  Le budget de 2019 a annoncé un financement de 3,3 milliards de dollars sur cinq ans à compter de 2019 2020 pour SPAC afin d’améliorer la recapitalisation de son portefeuille de biens. Cela permettra à SPAC de mettre en œuvre un plan pluriannuel qui maximisera la gestion de ses biens. Les deux premiers projets d'envergures approuvés sous cette enveloppe de financement comprend la route de l’Alaska et le Centre Sinclair à Vancouver."
117,136,"PSPC provides work environments for about 260,000 FTEs, for 99 federal departments and agencies in over 1,500 locations across Canada. Its mandate is to provide safe, secure and stable work environments to these federal departments and agencies.   To manage its real estate portfolio, PSPC has an annual gross budget of $2.0B to operate and maintain the real property portfolio.  Of note some 88% of this funding is non-discretionary and is used to pay for contractual obligations such as rental costs, utilities and payments similar to property taxes. The remainder is insufficient to properly meet the repairs and maintenance requirements of the portfolio.  Budget 2019 announced $275M for 2019-2020 to provide essential top up to the base budget to ensure PSPC can continue to maintain the integrity of these assets. This funding will be used across Canada for priority areas such as building maintenance, security, repairs and furthering important building condition assessments.","SPAC offre des milieux de travail à environ 260?000 ETP, pour 99 ministères et organismes fédéraux dans plus de 1 500 endroits au Canada. Son mandat est d’offrir des milieux de travail sûrs, sécuritaires et stables aux ministères et organismes fédéraux.  Pour gérer son portefeuille immobilier, SPAC dispose d’un budget annuel brut de 2,0 milliards de dollars pour opérer et entretenir son portefeuille d’immobilisations.  À noter que près de 88% du financement est requis pour des dépenses non discrétionnaires et est utilisé afin de payer diverses obligations contractuelles telles que les frais de location, les services publics et des paiements semblables aux impôts fonciers.  Le reliquat s’avère insuffisant pour financer adéquatement l’entretien et les réparations que requiert le portefeuille immobilier.  Le budget de 2019 a annoncé 275 millions de dollars pour 2019-2020 en financement additionnel essentiel afin que SPAC puisse maintenir l’intégrité de ces actifs. Ce budget sera investi dans l’ensemble du Canada dans des domaines prioritaires comme l’entretien des immeubles, la sécurité, les réparations et pour l’avancement d’évaluations importantes de l’état des immeubles."
