measure_id,parent_measure_id,measure_en,chapter_key,id_en,description_en
120,,Rick Hansen Institute,prg,Research-Institutes-and-Organizations,"Founded by the “Man in Motion”, this not-for-profit research organization focuses on creating more accessible and inclusive communities and supporting research aimed at better treatment and a higher quality of life for people living with spinal cord injuries. The Government proposes to provide renewed funding of $23.6 million over four years, starting in 2018–19, through Western Economic Diversification, to support the Institute's efforts to achieve breakthroughs in spinal cord injury research and care."
121,,Safeguarding Canadians with an Enhanced Passenger Protect Program,adv,Safeguarding-Canadians-With-an-Enhanced-Passenger-Protect-Program,"The Passenger Protect Program works with air carriers to screen commercial passenger flights to, from and within Canada in order to protect safety at home and abroad. While the program is an important element of Canada’s national security framework, the Government has heard the concerns of families unfairly impacted by the program. The issue of children being unfairly targeted and encountering travel delays has been a source of particular frustration for parents. In response, the Government proposes to enhance the Passenger Protect Program with investments of $81.4 million over five years, starting in 2018–19, and $14.0 million per year ongoing, for the Canada Border Services Agency, Public Safety Canada and Transport Canada. These investments will be used to develop a rigorous centralized screening model and establish a redress mechanism for legitimate air travellers who are affected by the program. The enhanced program will help ensure that privacy and fairness concerns are addressed, while keeping Canadians safe.  "
122,,Securing Market Access for Canada’s Agriculture and Agri-food Products,oth,23-Other-Budget-2018-Measures-(Not-Included-in-Previous-Chapters),"Funding proposed to the Canadian Food Inspection Agency to support the negotiations of export conditions for agricultural, fishery and forestry products and certification of Canadian exports against other countries’ import requirements."
123,,Service Income Security Insurance Plan and other Public Service Employee Benefits,oth,23-Other-Budget-2018-Measures-(Not-Included-in-Previous-Chapters),"Funding proposed to ensure the ongoing sustainability of the long-term disability benefits plan for medically-released members of the Canadian Armed Forces and for employer-related costs of other employee benefit programs, such as the Public Service Health Care Plan."
124,,Simpler and Better Procurement,prg,Simpler-and-Better-Procurement,"Budget 2017 announced the creation of Innovative Solutions Canada, a new initiative modelled on the very successful U.S. Small Business Innovation Research program. As the single largest purchaser of Canadian goods and services, the Government of Canada has a unique opportunity to support the growth of Canadian businesses. The introduction of Innovative Solutions Canada fulfilled a longstanding request from Canadian companies that need a “first customer” to test and validate their innovations. With this assistance, Canadian businesses that operate in areas of strategic importance to our economy are better able to scale up, create new jobs and find new customers around the world.

To simplify the suite of innovation programs across the federal government, Budget 2018 proposes to consolidate the existing Build in Canada Innovation Program, focused on the procurement of later stage innovative goods and services, into Innovative Solutions Canada.

In addition, Canadian companies have long asked the federal government to improve its relationship with suppliers—to make opportunities easier to find, simpler to navigate and faster to award, with less administrative burden. Government procurement is heavily paper-based and offers limited self-serve options for suppliers.

Moving procurement online is a key element of a more efficient procurement system. It will allow more suppliers to connect with the Government, and make government procurement opportunities more accessible to potential suppliers, regardless of size or geographic location.

To this end, the Government will establish a new electronic procurement platform. This will help Canadian small and medium-sized businesses better access opportunities to work with the Government. Budget 2018 proposes to provide $196.8 million over five years, beginning in 2018–19, to Public Services and Procurement Canada to establish this platform.

The Government also recognizes the importance of ensuring that women-owned businesses have equal opportunity to participate in federal procurement opportunities. In this regard, e-procurement will support the Government’s commitment as part of the new Women Entrepreneurship Strategy to increase the participation rate for women-owned small and medium-sized businesses in the federal procurement supply chain to 15 per cent, and efforts to ensure that diverse suppliers are provided with more opportunities to compete in federal procurement 
"
125,,Stabilizing and Future Transformation of the Federal Government's Pay Administration (Phoenix),adv,Stabilizing-and-Future-Transformation-of-the-Federal-Governments-Pay-Administration-(Phoenix),"Canada’s public servants deserve to be paid properly and on time for their important work. In early 2016, the Phoenix pay system for federal public servants was implemented following years of planning and development as part of a broader initiative originally intended to save money. Since that time, it has been obvious that the outcomes have been unacceptable for both the Government and its employees. The Transformation of Pay Administration Initiative launched in 2009 was under-resourced and suffered from poor planning and implementation. The Government is doing everything it can to make this right. 

To date, the Government has committed more than $460 million to implement the Phoenix pay system and resolve subsequent issues. Over the last year and a half, the Government has hired several hundred people to rebuild capacity that was lost due to the previously flawed business plan. In addition, action has also been taken to reimburse employees who have incurred personal expenses as a result of pay issues. However, serious issues and challenges with the Phoenix pay system continue, and too many federal public servants are not being properly paid.  

Through Budget 2018, the Government is committing to the next steps in addressing the ongoing challenges of the Phoenix pay system, including announcing its intention to eventually move away from Phoenix and begin development of the next generation of the federal government’s pay system, one that is better aligned with the complexity of the federal government pay structure. In this context, the Government proposes to provide an additional investment of $16 million over two years, beginning in 2018–19, to work with experts, federal public sector unions and technology providers on a way forward for a new pay system. 

In the interim, the Government will continue to address the existing pay challenges. To this end, Budget 2018 proposes an investment of $431.4 million over six years, starting in 2017–18, to continue making progress on Phoenix issues, including hiring additional staff to support the pay system, bringing the number of employees working on pay issues at the Pay Centre and satellite offices to more than 1,500. This compares to the 550 employees that were originally intended to handle all pay issues when the new pay system was launched. Furthermore, this additional funding would go towards hiring more staff within departments to better assist employees with payroll issues as they arise. This would mean that public servants also have better access to a broader range of supports in the workplace.   

Budget 2018 also proposes to provide $5.5 million over two years, starting in 2017–18, to the Canada Revenue Agency for the processing of federal government employee individual income tax reassessments that are required due to Phoenix pay issues, and for handling related telephone enquiries. 

While the Phoenix pay system has been underpaying some public servants, it has also been paying others too much. Under current legislation, any employee who receives an overpayment in respect of a previous year is required to pay back the gross amount to their employer and recover excess withholdings from the Canada Revenue Agency. Public servants in this situation can rest assured that they will not have to start repaying until after the Canada Revenue Agency processes their tax return and refunds the excess withholdings (or credits them against a tax liability). At the same time, the Government is reviewing the legislation and will engage key stakeholders to assess the feasibility of changes to the legislation that would permit any private or public sector employee in this situation to repay the amount net of withholdings, starting for the 2018 taxation year and forward. 

Finally, to address the real mental and emotional stress and unacceptable financial impacts on public servants, the Government has initiated discussions with public service representatives to address the numerous grievances and legal actions. Similarly, the Government will also take action to reimburse missing and inaccurate dues that are owing to public sector unions. 
"
126,,Strengthening Airports Serving Remote Communities,oth,23-Other-Budget-2018-Measures-(Not-Included-in-Previous-Chapters),"Funding proposed to address urgent capital needs supporting the safe and continued operations of small airports owned and operated by the Government of Canada, which primarily serve remote and isolated communities. "
127,,Strengthening Canada’s Food Safety System,oth,23-Other-Budget-2018-Measures-(Not-Included-in-Previous-Chapters),"Funding proposed to the Canadian Food Inspection Agency to support activities that help address food safety risks before they reach domestic consumers, including improving risk intelligence and oversight, offshore prevention activities, and improving compliance of international and domestic businesses to food safety regulations."
128,,Strengthening Capacity for Environmental Assessments,oth,23-Other-Budget-2018-Measures-(Not-Included-in-Previous-Chapters),Funding proposed for Transport Canada for the renewal of its participation in environmental assessments under the Northern Projects Management Office. 
129,,Strengthening Indigenous Data and Research Capability,rec,Strengthening-Indigenous-Data-and-Research-Capability,"Strong governance and good decision-making rely on timely access to high-quality, relevant data. The importance of Indigenous-led statistical capacity to serve this need is underscored by the First Nations principles of Ownership, Control, Access and Possession (OCAP®). To continue to support the development and management of Indigenous data, and to further develop data governance and information management capacity among Indigenous governments, communities and organizations, Budget 2018 proposes to provide $3.8 million over five years, starting in 2018–19, and $0.4 million per year ongoing, to Statistics Canada to create the Indigenous Statistical Capacity Development Initiative. 

This initiative will enable the Government to undertake engagement and outreach with Indigenous Peoples and organizations to better understand their statistical, data governance and information management needs, and to provide technical support services such as statistical training, courses and tools grounded in the needs of First Nations, Inuit and Métis peoples. It will help Indigenous leadership, communities and governments build their own data and research capacities, and provide greater support to Indigenous institutions and organizations. 

In addition, Budget 2018 proposes to provide the Social Sciences and Humanities Research Council with $3.8 million in 2018–19 to develop a strategic plan that identifies new ways of doing research with Indigenous communities, including strategies to grow the capacity of Indigenous communities to conduct research and partner with the broader research community. 
"
130,,Strengthening Motor Vehicle Safety,oth,23-Other-Budget-2018-Measures-(Not-Included-in-Previous-Chapters),"Funding proposed for Transport Canada to maintain safety oversight under the Canada Motor Vehicle Safety Act, to address emerging technologies and support the modernization of the Act."
131,,Strengthening Multiculturalism and Addressing the Challenges Faced by Black Canadians,adv,Strengthening-Multiculturalism-and-Addressing-the-Challenges-Faced-by-Black-Canadians,"Diversity is Canada’s strength and a cornerstone of Canadian identity. Recent domestic and international events, like the rise of ultranationalist movements, and protests against immigration, visible minorities and religious minorities, remind us that standing up for diversity and building communities where everyone feels included are as important today as they ever were. 

To provide support for events and projects that help individuals and communities come together, the Government proposes to provide $23 million over two years, starting in 2018–19, to increase funding for the Multiculturalism Program administered by Canadian Heritage. This funding would support cross-country consultations on a new national anti-racism approach, would bring together experts, community organizations, citizens and interfaith leaders to find new ways to collaborate and combat discrimination, and would dedicate increased funds to address racism and discrimination targeted against Indigenous Peoples and women and girls.

As a first step toward recognizing the significant and unique challenges faced by Black Canadians, the Government also proposes to provide $19 million over five years that will be targeted to enhance local community supports for youth at risk and to develop research in support of more culturally focused mental health programs in the Black Canadian community. In addition, with the creation of the new Centre for Gender, Diversity and Inclusion Statistics, announced in Chapter 1, the Government is committed to increase the disaggregation of various data sets by race. This will help governments and service providers better understand the intersectional dimensions of major issues, with a particular focus on the experience of Black Canadians.
"
132,,Strengthening the Canada Border Services Agency,adv,Strengthening-the-Canada-Border-Services-Agency,"The Canada Border Services Agency is responsible for managing Canada’s borders by enforcing laws governing trade and travel and aiding legitimate cross-border traffic, while stopping people and goods that pose a potential threat to Canada. The Canada Border Services Agency strives to maintain a high standard of service and has worked to improve processing times for the efficient and secure flow of travellers. The Government proposes to invest $85.5 million in 2018–19, to enable the Canada Border Services Agency to continue existing operations in support of the Agency’s mandate"
133,,Strengthening the Canadian Judiciary,adv,Access-to-Justice,"The Government recognizes that access to justice is a foundation of Canadian society and will invest in strengthening the Canadian judiciary, supporting Canada’s court system, and enhancing openness and transparency. Together, these measures reinforce the Government's strong commitments to respecting the rule of law and to upholding a justice system that is accessible, fair and efficient."
134,,Support for Canadians Impacted by Autism Spectrum Disorder,adv,Support-for-Canadians-Impacted-by-Autism-Spectrum-Disorder,"Autism spectrum disorder is a complex, lifelong neurodevelopmental disorder that can have serious health, social and financial consequences for Canadian families. 

Through Budget 2018, the Government proposes to provide $20 million over five years for two new initiatives to better support the needs of Canadians experiencing autism spectrum disorder and their families. This will include the creation an Autism-Intellectual-Developmental Disabilities National Resource and Exchange Network (AIDE) to develop online resources, an inventory of services, employment opportunities and local programming for families across the country, based on their specific needs. The Network would be led by the Pacific Autism Family Network and the Miriam Foundation. Funding of $9.1 million will also be provided to the Public Health Agency of Canada to support community-based projects that will support innovative program models, help reduce stigma, and support the integration of health, social and educational programs to better serve the complex needs of families.   
"
135,,Support for Distinctions-Based Housing Strategies,rec,Support-for-Distinctions-Based-Housing-Strategies,"Safe, adequate and affordable housing gives people a sense of security and helps build strong communities. But for too many Indigenous Peoples, this remains out of reach. Nearly one in five Indigenous people live in housing that is in need of major repairs, and one in five also live in housing that is overcrowded. Access to adequate and affordable housing is a particular challenge for Indigenous women. In 2011, 27 per cent of Indigenous women lived in core housing need compared to 13 per cent of Indigenous men.[1] Lack of adequate housing can compound barriers to security, employment and overall well-being, which tend to disproportionately affect Indigenous women.

Indigenous leaders have told the Government that when it comes to housing in First Nations, Inuit and Métis Nation communities, the best approach is one that respects the distinct needs of each Indigenous group. The Government agrees. As announced in Canada’s first-ever National Housing Strategy, the Government and Indigenous partners are working together to improve housing conditions over the long term and to ensure that Indigenous Peoples have greater control over housing in their communities.

Through investments made in Budget 2017 and Budget 2018, the Government proposes dedicated funding to support the successful implementation of each of the distinctions-based housing strategies, including:
•An additional $600 million over three years to support housing on reserve as part of a 10-year First Nations Housing Strategy that is being developed with First Nations.
•$400 million over 10 years to support an Inuit-led housing plan in the Inuit regions of Nunavik, Nunatsiavut and Inuvialuit. This is in addition to the $240 million over 10 years announced in Budget 2017 to support housing in Nunavut, where additional funding was provided for Inuit housing.
•$500 million over 10 years to support the Métis Nation’s housing strategy.
"
136,,Support for the Correctional Service of Canada and the Office of the Correctional Investigator of Canada,adv,Safeguarding-the-Integrity-of-Our-Public-Safety-System,"The Correctional Service of Canada is responsible for the federal correctional system and protects public safety by actively encouraging and assisting offender reintegration. It provides correctional programming, opportunities for offender rehabilitation and practical skills development, and strengthening of community corrections. The Government proposes to invest $74.7 million in 2018–19 to enable the Correctional Service of Canada to continue existing operations in support of its mandate. 

As the ombudsman for federally sentenced offenders, the Office of the Correctional Investigator serves Canadians and contributes to safe, lawful and humane corrections through independent oversight of the Correctional Service of Canada. The Office provides accessible, impartial and timely investigations of individual and systemic concerns in federal correctional facilities. To support this work, the Government proposes to provide the Office of the Correctional Investigator of Canada with $3.4 million over five years beginning in 2018–19, and $0.7 million per year ongoing. These funds will be used to enhance the Office’s investigative capacity, including its ability to delve more deeply into Indigenous corrections and the overrepresentation of Indigenous peoples within the federal correctional system. 
"
137,,Supporting a Healthy Seniors Pilot Project in New Brunswick,adv,Supporting-a-Healthy-Seniors-Pilot-Project-in-New-Brunswick,"Canada’s population is aging—the most recent demographic information from Statistics Canada shows that approximately 17 per cent of the Canadian population are age 65 or older, up from about 15 per cent five years earlier. 

Notably, women make up the majority of the Canadian population over the age of 65. Senior women face different challenges than senior men—women tend to live longer than men, and as such more senior women live alone than their male counterparts. In addition, the responsibility of care for aging spouses and parents predominantly falls on women. 

As Canada’s population continues to age, we need to be prepared for the challenges that seniors, especially senior women, face. That is why Budget 2018 proposes to provide $75 million in 2018–19 through the Public Health Agency of Canada to support the Healthy Seniors Pilot Project in New Brunswick. New Brunswick is uniquely suited to undertake this pilot project as its population is aging faster than the rest of Canada. A higher proportion of New Brunswick’s population is over the age of 65—compared to other provinces—and the province is home to a measurably higher proportion of women over the age of 65, relative to the Canadian average.  

The Healthy Seniors Pilot Project will support a range of research initiatives to examine how governments can better support seniors in their home, communities and care facilities. This project will help us better understand the gendered impacts of an aging population, improve the quality of life for our senior citizens, and help us lay the groundwork for the dissemination of best practices in supporting healthy aging for all Canadians.
"
138,,Supporting Canada’s Official Languages,adv,Supporting-Canadas-Official-Languages,"Canada’s linguistic duality, which for 50 years has been enshrined in the Official Languages Act, is an integral part of Canada’s history and identity. Strong official language minority communities not only celebrate our shared history and identity, they are essential to Canada’s competitiveness in an increasingly globalized world. The Government understands the challenges that official language minority communities are facing, and has developed an Action Plan for Official Languages 2018-2023 to help address some of these challenges. In addition to serving existing communities, providing services and initiatives in both official languages is key to improving the integration and settlement of new immigrants. By promoting official bilingualism and empowering our communities to tell their stories, we strengthen Canada’s diversity, strengthen our communities and increase our influence around the world.

The Government proposes to provide $400.0 million in new funding over five years, starting in 2018–19, with $88.4 million per year ongoing, in support of the Action Plan for Official Languages 2018-2023. Key measures will be implemented by Canadian Heritage, Employment and Social Development Canada, Health Canada, the Public Health Agency of Canada, Statistics Canada, and Immigration, Refugees and Citizenship Canada and will include funding for: 
•Community organizations to ensure that they are able to continue to provide important services for individuals in their communities, to welcome newcomers, and to foster early childhood development. 
•Cultural, artistic and heritage activities, including community theatre, art workshops, and activities showcasing local heritage or history.
•French- and English-language minority community radio stations and newspapers. 
•Development of an interactive application to make it easy for Canadians to learn English or French as a second language.
•Improved access to services for English-speaking communities of Quebec in their official language.
•The recruitment and retention of teachers who teach French and English as a second language.
•Minority official language schools, $20 million for a variety of early learning and child care initiatives.

Taken together, the Action Plan will help improve services in official language minority communities and promote bilingualism across Canada. 
"
139,,Supporting Canada's Courts System,adv,Access-to-Justice,"Canadians should have every confidence that their justice system protects their rights and treats them fairly. Access to justice is not only about having an efficient and effective court system, it is also about having access to information, services and processes that enable Canadians to better understand and exercise their legal rights.  

The Government recognizes that access to justice is a foundation of Canadian society and will invest in strengthening the Canadian judiciary, supporting Canada’s court system, and enhancing openness and transparency. Together, these measures reinforce the Government's strong commitments to respecting the rule of law and to upholding a justice system that is accessible, fair and efficient.  
"
140,,Supporting Community Women's Organizations,grw,Supporting-Community-Women-s-Organizations,"When women come together, change happens. This is true around the world, and it’s true here in Canada. Across the country, women’s organizations play an important role in raising social awareness and mobilizing communities to change laws, attitudes and social norms.Created in 1973, the Women’s Program provides funding support for women’s organizations and community-based groups working to implement systemic change through projects at the local, regional and national level. These projects strive to advance gender equality by addressing the following priorities: ending violence against women and girls; improving women’s and girls’ economic security and prosperity; and encouraging more women and girls to reach leadership and decision-making positions. 

To support more initiatives that build the capacity of equality-seeking organizations, reduce gender inequality in Canada, and promote a fairer and more productive society, the Government proposes to provide $100 million over five years to Status of Women Canada to enhance the Women’s Program. This investment will increase organizational and sector capacity on a needs basis, allowing organizations to participate in ongoing training, skills development and community engagement, while reducing competition among equality-seeking organizations for funding. This investment will also ensure better funding for organizations focused on vulnerable women, including groups such as Indigenous women, women with disabilities, members of the LGBTQ2 communities, and newcomer and migrant women. 
"
141,,Supporting Equal Parenting and the Flexibility for Earlier Returns to Work,grw,Pay-Transparency,"For most Canadians, starting a family typically comes at the same time that parents-to-be are working to establish or further their careers. To help new parents care for their children during those critical early months, Employment Insurance (EI) maternity and parental benefits are available. These help to provide greater financial security when parents are away from work. 

EI parental benefits are available to both parents, allowing either parent to take time off work. The most common scenario, however, involves the mother taking on the primary caregiving responsibilities once their child is born. While the second parent may take on many household and caregiving responsibilities, child care duties continue to fall disproportionately to mothers, both in the short term following the arrival of their child, and over the longer term, often due to the challenges of re-entering the workforce after time spent away.
"
142,,Supporting Indigenous History and Heritage,rec,Supporting-Indigenous-History-and-Heritage,"The Government has committed to implementing the 94 Calls to Action of the Truth and Reconciliation Commission of Canada. Call to Action 79 calls for historical commemoration activities, and recognition and acknowledgement of the contributions that Indigenous Peoples have made to Canada’s history. In response to this call, Budget 2018 proposes to provide $23.9 million over five years, starting in 2018–19, to Parks Canada to integrate Indigenous views, history and heritage into the national parks, marine conservation areas and historic sites managed by that agency."
143,,Supporting Local Journalism,adv,Supporting-Local-Journalism,"As more and more people get their news online, and share their interests directly through social media, many communities have been left without local newspapers to tell their stories. 

To ensure trusted, local perspectives as well as accountability in local communities, the Government proposes to provide $50 million over five years, starting in 2018–19, to one or more independent non-governmental organizations that will support local journalism in underserved communities. The organizations will have full responsibility to administer the funds, respecting the independence of the press. 

Further, consistent with the advice laid out in the Public Policy Forum’s report on news in the digital age, over the next year the Government will be exploring new models that enable private giving and philanthropic support for trusted, professional, non-profit journalism and local news. This could include new ways for Canadian newspapers to innovate and be recognized to receive charitable status for not-for-profit provision of journalism, reflecting the public interest that they serve.   
"
144,,Supporting Métis Nation Priorities,rec,Supporting-Metis-Nation-Priorities,"The Government of Canada is deeply committed to renewing the relationship with the Métis Nation based on recognition of rights, respect, cooperation and partnership. Reflecting commitments in the Canada–Métis Nation Accord—which outlines ways in which Canada and the Métis National Council will work together to set priorities and develop policy in areas of shared interest—Budget 2018 proposes to invest $516 million over 10 years, including $500 million over 10 years to support a Métis Nation housing strategy, $10 million in 2018–19 to support Métis Nation post-secondary education, and $6 million over five years to support the Métis Nation in gathering health data and developing a health strategy. Furthermore, as announced elsewhere in this chapter, Budget 2018 also proposes to invest $325 million in the Métis Nation stream of the Indigenous Skills and Employment Training Program, which supports employment services, skills development and job training.

These investments in Métis Nation priorities reflect the Government’s commitment to apply a greater distinctions-based lens to Indigenous funding decisions and support the Métis Nation’s vision of self-determination.
"
145,,Supporting ParticipACTION,adv,Supporting-ParticipACTION,"Inactivity is now the fourth leading cause of death worldwide, responsible for an estimated 3.2 million deaths each year. In Canada, the vast majority of Canadians do not meet recommended levels of physical activity, with 9 out of 10 children and youth not meeting Canadian Physical Activity Guidelines. ParticipACTION is a national non-profit organization, originally established in 1971, whose mission is to make physical activity a vital part of everyday life. 

The Government proposes to provide $25 million over five years, starting in 2018–19, for ParticipACTION to increase participation in daily physical activity among Canadians. 
"
146,,Supporting RCMP Frontline Operations,adv,Safeguarding-the-Integrity-of-Our-Public-Safety-System,"The RCMP is committed to preserving the peace, upholding the law, protecting Canadians and promoting safety and security. The scope of policing operations within the RCMP is constantly evolving to address new and emerging threats, including in the areas of cybercrime, serious and organized crime, and national security investigations. The Government proposes to invest $80 million in 2018–19 to reinforce existing RCMP policing operations. This funding also supports the recruitment and training of new RCMP cadets to help meet demands for new frontline federal officers in Canada. 

The Government also proposes to invest $60.2 million over five years, and $9.5 million per year ongoing, for the RCMP to renew radio systems in four divisions: Ontario, Quebec, New Brunswick and the National Capital Region. Two-way radios are a lifeline for frontline police officers. They continue to be the most available, secure and efficient communications tool for policing. Secure radios are also critical for maintaining officer safety, promoting interoperability with other first responders and, ultimately, protecting Canadians. 
"
147,,Supporting Special Olympics,adv,Supporting-Special-Olympics,"Special Olympics is a global grassroots movement, bringing community programs and competition opportunities to more than 4.5 million children, youth and adults with intellectual disabilities across 170 countries. Special Olympics Canada is dedicated to enriching the lives of Canadians with an intellectual disability through sport.

The Government proposes to provide $16 million over five years, starting in 2018–19, with $2 million per year ongoing, for Special Olympics Canada to sustain its empowering movement, which supports more than 45,000 children, youth and adults in Canada with intellectual disabilities through its extraordinary network of more than 21,000 volunteers.
"
148,,Supporting the Canadian Museum for Human Rights,adv,Supporting-the-Canadian-Museum-for-Human-Rights,"The Canadian Museum for Human Rights, one of Canada’s national museums, works to explore the subject of human rights, with special but not exclusive reference to Canada, in order to enhance the public's understanding of human rights.

In order to ensure that the museum has adequate funding to deliver on its mandate, including promoting respect for others and encouraging reflection and dialogue, the Government proposes to provide $35 million over six years, starting in 2018–19, to support the museum’s operations. 
"
149,,Supporting the Expansion of the First Nations Land Management Act and the Successful Participation of First Nations Under the Act,rec,New-Fiscal-Relationship-Strengthening-First-Nations-Institutions-and-Community-Capacity,"The First Nations Land Management Act and associated Land Management Regime empower First Nations to exercise their jurisdiction by opting out of antiquated Indian Act provisions related to land management and replacing them with their own laws. This way, communities can manage their reserve land, resources and environment according to their cultural values and priorities. They also allow communities to process lands transactions more quickly and present a more attractive climate for investors, which helps create jobs and spur economic development."
150,,Supporting the Gord Downie and Chanie Wenjack Fund,rec,Supporting-the-Gord-Downie-Chanie-Wenjack-Fund,"The Gord Downie & Chanie Wenjack Fund is part of Gord Downie’s legacy and embodies his commitment, and that of his family, to improving the lives of Indigenous Peoples. Developed in collaboration with the Wenjack family, the goal of the Fund is to continue the conversation that began with Chanie Wenjack’s residential school story. In particular, the Fund supports activities to promote reconciliation, build awareness, and educate Canadians about residential schools and the legacy that this experience still has for many Indigenous Peoples today. 

The Fund supports tangible projects that encourage cross-cultural dialogue and awareness among Indigenous and non-Indigenous communities and that create places and spaces dedicated to reconciliation. The Fund also partners with educators and Indigenous communities to develop curricula for Canadian schools that accurately describe Indigenous history.  

To support these reconciliation initiatives across Canada, Budget 2018 proposes to provide $5 million in 2018–19 to support the Gord Downie & Chanie Wenjack Fund.
"
151,,Supporting The Next Generation of Rural Broadband,prg,Developing-the-Next-Generation-of-Rural-Broadband,"The Government recognizes that access to the internet is more than just a convenience—it is an essential means by which citizens and businesses access information, offer services and create opportunities. To reach the most remote areas of Canada, new technological solutions will be required. One promising example is the use of low Earth orbit (LEO) satellites.

Networks of LEO satellites have the potential to provide Canadians living in rural and remote areas with significantly improved access to Internet and wireless services at more affordable prices. LEO satellites, situated closer to the surface of the Earth than traditional high orbit satellites, can receive and transmit data with significantly improved response times, speeding up data services, while maintaining the benefits of satellite technology, including the ability to provide Internet across challenging landscapes at much lower costs than fibre-optic technology. Canada is also uniquely placed with space satellite industry leaders to build and operate LEO satellite technologies, creating jobs and market opportunities around the world. Budget 2018 proposes funding of $100 million over five years for the Strategic Innovation Fund, with a particular focus on supporting projects that relate to LEO satellites and next generation rural broadband.
"
152,,Supporting the Recognition of Rights and Self-Determination,rec,Permanent-Bilateral-Mechanisms,"While Canada has advanced a number of modern treaties and agreements since the 1970s, the pace of progress in many cases has been slow and uneven. Negotiations can take a decade or more, and Indigenous communities are forced to take on debt in order to participate. 

Budget 2018 outlines new steps the Government will take to increase the number of modern treaties and self-determination agreements in a manner that reflects a recognition of rights approach. These changes, along with the new approach brought forward through the Recognition of Indigenous Rights and Self-Determination negotiation process, will shorten the time it takes to reach new treaties and agreements, at a lower cost to all parties. 

As part of this new approach, the Government of Canada will be moving away from the use of loans to fund Indigenous participation in the negotiation of modern treaties. Starting in 2018–19, Indigenous participation in modern treaty negotiations will be funded through non-repayable contributions.

The Government will engage with affected Indigenous groups on how best to address past and present negotiation loans, including forgiveness of loans. 

Through Budget 2018, the Government also proposes to invest $51.4 million over the next two years to continue its support for federal and Indigenous participation in the Recognition of Indigenous Rights and Self-Determination discussion tables. 
"
153,,Supporting Those That Keep Our Communities Safe,adv,Supporting-Those-Who-Keep-Our-Communities-Safe,"Every day, public safety officers put their safety at risk to protect our communities. Often, an officer’s routine exposure to traumatic events puts them at a greater risk for operational stress injuries, including post-traumatic-stress injuries. In recognition of the daily sacrifices made by public safety officers across Canada, the Government is proposing measures to support research and treatment on post-traumatic stress injuries among public safety officers as well as targeted supports for federal police officers. "
154,,Sustainable Aquaculture Program,oth,23-Other-Budget-2018-Measures-(Not-Included-in-Previous-Chapters),"Funding proposed for Fisheries and Oceans Canada to renew the Sustainable Aquaculture Program for two years in support of an improved regulatory system. This funding will continue to support regulatory aquaculture science, work related to regulatory reform and governance, and public reporting on the environmental and economic performance of Canada's aquaculture sector."
155,,"Taking Action to Prevent and Address Gender-based Violence, Harassment and Discrimination",adv,Taking-Action-to-Prevent-and-Address-Gender-Based-Violence-Harassment-and-Discrimination,"As movements such as #MeToo and #TimesUp have demonstrated through the powerful stories of survivors, gender-based violence, harassment and discrimination continue to impact women at home, at work and throughout Canadian society. The Government has a vital role to play in helping to create a more equitable society, free from discrimination of any kind. 

Everyone deserves to live a life free from violence. While gender-based violence is often thought of through the lens of violence against women and girls, many Canadians face violence every day simply because of their gender expression, gender identity or perceived gender. 

The negative impacts of gender-based violence reach far beyond any specific population. While gender-based violence significantly influences the health, social and economic conditions of the individuals who directly experience it, it also has long-lasting and negative results for family members, friends and entire communities. 

The Government proposes to provide an additional $86.0 million over five years, starting in 2018–19, and $20.0 million per year ongoing, to expand Canada’s Strategy to Address Gender-Based Violence. New investments will focus on:
•Preventing teen dating violence.
•Enhancing and developing preventative bullying and cyber bullying initiatives.
•Equipping health professionals to provide appropriate care to victims.
•Enhancing support for the National Child Exploitation Coordination Centre to increase investigative capacity of the RCMP.
•Expanding the High Needs Victims Fund so that more organizations, such as rape crisis centres, are better able to help population groups who are at the highest risk of experiencing violence. This investment will double the support provided to this initiative in Budget 2017.
•Providing support to sexual assault centres in close proximity to Canadian Forces bases so that members of the Canadian Armed Forces have access to a full spectrum of supports to address gender-based violence. This builds on other investments in family support services through Strong, Secure, Engaged, the Government’s new defence policy.
"
156,,The Office of the Auditor General,oth,23-Other-Budget-2018-Measures-(Not-Included-in-Previous-Chapters),Additional proposed funding to the Office of the Auditor General in response to an increase in audit work resulting from a rise in the complexity and volume of government operations and transactions. Proposed funding includes ongoing funding of $8.3 million.
157,,Transition Payments to Territories,oth,23-Other-Budget-2018-Measures-(Not-Included-in-Previous-Chapters),"Proposed renewal of Equalization and Territorial Formula Financing (TFF) for a five-year period beginning April 1, 2019, with technical changes to improve the accuracy and efficiency of the calculation of entitlements and proposed transition payments of $1.3 million to Yukon and $1.7 million to the Northwest Territories from 2019–20 until 2023–24 to offset projected negative impacts of the changes on TFF entitlements over the course of the renewal period.  The Government intends to introduce legislation to implement the transfer renewal and transition payments to the territories.  Technical changes will be implemented through regulatory amendments.   "
158,,Upholding the Integrity of Canada's Elections,adv,Upholding-the-Integrity-of-Canadas-Elections,"Through Budget 2018, the Government proposes to provide $7.1 million over five years, beginning in 2018–19, and $1.5 million per year ongoing, to support the work of the Office of the Commissioner of Canada Elections. This funding will help ensure that the Canadian electoral process continues to uphold the highest standards of democracy by all Canadians, political entities, businesses and individuals alike, now and into the future.  "
160,64,Clinical and Client Care Program,,,
161,64,e-Health Infrastructure Program,,,
162,64,First Nations Health Services Accreditation Program,,,
163,64,Labrador Innu health programs,,,
164,30,Implementation and administration of various compliance measures,,,
