"org_id","dept_code","PAS","abbr_en","legal_title_en","applied_title_en","old_applied_title_en","description_en","ministry","institutional_form","incorp_yr","end_yr","status","dp_status","enabling_instrument_en","FAA_schedule_institutional","FAA_schedule_HR_status","federal_ownership_en","auditor_en","notes_en","dept_website_en","eval_url_en","article1_fr","article2_fr","other_lang_abbr","other_lang_legal_title","other_lang_applied_title"
288,"SCC","SUC","SCC","Registrar of the Supreme Court of Canada",,,"Created by an Act of Parliament in 1875, the Supreme Court of Canada is Canada’s final court of appeal.  It serves Canadians by deciding legal issues of public importance, thereby contributing to the development of all branches of law applicable within Canada.  
The independence of the Court, the quality of its work and the esteem in which it is held both in Canada and abroad contribute significantly as foundations for a secure, strong and democratic country founded on the Rule of Law.  The Supreme Court of Canada is an important national institution, positioned at the pinnacle of the judicial branch of government in Canada, separate from and independent of the executive and legislative branches of government.  The Office of the Registrar of the Supreme Court of Canada provides all necessary services and support for the Court to process, hear and decide cases.  It also serves as the interface between litigants and the Court.",20,"dept_agency",1875,,"a",1,"Supreme Court Act (R.S.C., 1985, c. S-26); Judges Act (R.S.C., 1985, c. J-1)","I.1","IV",,,"Registrar of the Supreme Court of Canada and that portion of the federal public administration appointed under subsection 12(2) of the Supreme Court Act (Financial Administration Act: Schedule I.1); Staff of the Supreme Court (Financial Administration Act: Schedule IV)","www.scc-csc.ca",,"la","de la","CSC","Registraire de la Cour suprême du Canada",
289,"CT",,"CT","Registry of the Competition Tribunal",,,"To provide support to the Competition Tribunal for its business line—the hearing of applications and the issuance of orders related to the civil reviewable matters set out in Parts VII.1 and VIII of the Competition Act.",,"dept_agency",1986,2014,"t",0,"Competition Tribunal Act, R.S.C. 1985, c. 19, (2nd Supp.)",,,,,"Pursuant to the Administrative Tribunals Support Service of Canada Act, the Registry of the Competition Tribunal was amalgamated to the Administrative Tribunals Support Service of Canada, effective November 1, 2014.",,,"le","du","TC","Greffe du Tribunal de la concurrence",
290,"RPSDP",,"PSDPTC","Registry of the Public Servants Disclosure Protection Tribunal",,,"To provide support to the Public Servants Disclosure Protection Tribunal, which protects public servants from reprisal following their disclosure of wrongdoing; it deals with reprisal complaints referred by the Public Sector Integrity Commissioner.",,"dept_agency",2007,2014,"t",0,"Public Servants Disclosure Protection Act, S.C. 2005, c. 46",,,,,"Pursuant to the Administrative Tribunals Support Service of Canada Act, the Registry of the Public Servant Disclosure Protection Tribunal was amalgamated to the Administrative Tribunals Support Service of Canada, effective November 1, 2014.",,,"le","du","TPFDC","Greffe du Tribunal de la protection des fonctionnaires divulgateurs d'actes répréhensibles",
291,"RSCT",,"SCT","Registry of the Specific Claims Tribunal",,,"To facilitate timely access to the Specific Claims Tribunal through client service, quality of advice, efficient and timely processing, and unbiased service delivery; To ensure the smooth and efficient functioning of hearings; To promote awareness and understanding of the Specific Claims Tribunal Act and related rules and procedures; and To safeguard the judicial independence of the Specific Claims Tribunal by placing them at arm’s length from the Government of Canada while providing the judges of the Specific Claims Tribunal with all the necessary tools and resources to perform their duties.",,"dept_agency",2008,2014,"t",0,"Specific Claims Tribunal Act, S.C. 2008, c. 22",,,,,"Pursuant to the Administrative Tribunals Support Service of Canada Act, the Registry of the Specific Claims Tribunal was amalgamated to the Administrative Tribunals Support Service of Canada, effective November 1, 2014.",,,"le","du","TRP","Greffe du Tribunal des revendications particulières",
292,,"RID",,"Ridley Terminals Inc.",,,"To provide continuous, high-quality, and high-performance rail car unloading, product storage, and loading services as a marine terminal and to operate in a commercial manner.",2,"crown_corp",1981,2019,"t",0,"Canada Business Corporations Act, R.S.C. 1985, c. C-44 Financial Administration Act, R.S.C. 1985, c. F-11","III",,,"Auditor General of Canada","On December 20, 2019 Canada Development Investment Corporation (CDEV) announced that the divestment of Ridley Terminals Inc. (RTI) was completed. Based on an agreement reached in July 2019, Canada sold 90 per cent of its shares in RTI to a company owned by Riverstone Holdings and AMCI Group for a purchase price of $350 million. The remaining 10 per cent of Canada’s shares was transferred to a limited partnership owned by the Lax Kw’alaams Band and the Metlakatla First Nation. CDEV managed the sale process as agent for Canada.

Established in 1983, RTI operates on Ridley Island near Prince Rupert, British Columbia, where it transfers bulk commodities from rail cars onto ocean-going vessels.

The divestment of RTI is the culmination of a process that started on November 5, 2018, and was preceded by engagement and consultation with six First Nations in the Prince Rupert area. The divestment process had the objective of obtaining the best value for Canada from a buyer that will operate the terminal on a long-term, sustainable basis and with open access.","www.rti.ca",,,,,"Ridley Terminals Inc.",
293,,,,"Roosevelt Campobello International Park Commission",,,"Under the international treaty, the Commission was charged to take the necessary measures to restore the Roosevelt home as closely as possible to its condition when it was occupied by President Franklin Delano Roosevelt, and to administer, as a memorial, the Roosevelt Campobello International Park. The treaty specifies that the two countries share equally in the costs of development, operation, and maintenance of the Park. Canadian budget approval lies with the Department of Foreign Affairs, Trade and Development. In the United States, budget approval lies with the Office of Management and Budget and the US Congress.",22,"shared_gov_corp",1964,,"a",0,"The Roosevelt Campobello International Park Commission Act, S.C. 1964-65, c. 19",,,"3/6 board members","Foster Carpenter Black & Co. LLP",,"www.fdr.net",,,,,"Commission du parc international Roosevelt de Campobello",
294,"RCM","MNT","Mint","Royal Canadian Mint",,,"In accordance with the Royal Canadian Mint Act, the Mint is to mint coins in anticipation of profit and to carry out other related activities.",19,"crown_corp",1969,,"a",0,"Royal Canadian Mint Act, R.S.C. 1985, c. R-9","III",,,"Auditor General of Canada",,"www.mint.ca",,,,"Monnaie","Monnaie royale canadienne",
295,"RCMP","RCM","RCMP","Royal Canadian Mounted Police",,,"The Minister of Public Safety and Emergency Preparedness is responsible for this organization. As Canada’s national police force, the Royal Canadian Mounted Police  (RCMP) is a critical element of the Government of Canada’s commitment to  providing for the safety and security of Canadians. By tackling crime at  the municipal, provincial/territorial, federal and international levels,  the RCMP provides integrated approaches to safety and security and a  consistent federal role and presence from coast to coast to coast. The RCMP’s mandate, as outlined in section 18 of the Royal Canadian Mounted Police Act, is multi-faceted. It includes preventing and  investigating crime; maintaining peace and order; enforcing laws;  contributing to national security; ensuring the safety of state  officials, visiting dignitaries and foreign missions; and providing  vital operational support services to other police and law enforcement agencies within Canada and abroad.",6,"dept_agency",1873,,"a",1,"Royal Canadian Mounted Police Act, R.S.C. 1985, c. R-10","I.1","IV",,,,"www.rcmp-grc.gc.ca",,"la","de la","GRC","Gendarmerie royale du Canada",
296,"ERC","REC","ERC","Royal Canadian Mounted Police External Review Committee","RCMP External Review Committee",,"The Royal Canadian Mounted Police (RCMP) External Review Committee (ERC) contributes to fair and equitable labour relations and accountability within the RCMP through its independent and impartial review of appeal cases. The ERC issues findings and recommendations to the Commissioner of the RCMP for final decisions to be made in appeals regarding certain important employment matters (e.g. appeals of decisions in harassment complaints, decisions to dismiss or demote an RCMP member for contravention of the RCMP Code of Conduct, to stop a member’s pay and allowances when a member has been suspended from duty, or to discharge a member due to disability or unsatisfactory performance). The RCMP is required to refer the appeal cases to the ERC for its review, findings and recommendations pursuant to the Royal Canadian Mounted Police Act and the Royal Canadian Mounted Police Regulations. 

The Minister of Public Safety, Democratic Institutions and Intergovernmental Affairs is responsible for this organization.",6,"dept_agency",1986,,"a",1,"Royal Canadian Mounted Police Act, R.S.C. 1985, c. R-10","I.1","IV",,,,"www.erc-cee.gc.ca",,"le","du","CEE","Comité externe d’examen de la Gendarmerie royale du Canada","Comité externe d'examen de la GRC"
297,"PCC","RPP","CRCC","Civilian Review and Complaints Commission for the Royal Canadian Mounted Police","Civilian Review and Complaints Commission for the RCMP",,"The Civilian Review and Complaints Commission for the Royal Canadian  Mounted Police (the Commission) is an independent agency created by  Parliament and is not part of the Royal Canadian Mounted Police (RCMP).  The Commission’s fundamental role is to provide civilian review of the  conduct of the RCMP members in carrying out their policing duties,  thereby holding the RCMP accountable to the public. The Commission  ensures that complaints about the conduct of RCMP members are examined  fairly and impartially. Its findings and recommendations help identify  and remedy policing problems which stem from the conduct of individual  RCMP members or from deficiencies in RCMP policies or practices.  The  Commission also conducts reviews of specified RCMP activities, reports  to provinces which contract RCMP services, conducts research, program  outreach and public education, and provides independent observers to investigations of serious incidents involving RCMP members.    The Minister of Public Safety is responsible for this organization.",6,"dept_agency",2014,,"a",1,"Royal Canadian Mounted Police Act, R.S.C 1985, c. R-10","I.1","IV",,,,"www.crcc-ccetp.gc.ca/",,"La","de la","CCETP","Commission civile d’examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada","Commission civile d’examen et de traitement des plaintes relatives à la GRC"
298,,,,"Saguenay Port Authority",,,"To manage the marine infrastructure and services in a commercial manner that encourages and takes into account input from users and from the community in which the port is located.",2,"shared_gov_corp",1999,,"a",0,"Canada Marine Act, S.C. 1998, c. 10",,,"5/7 board members","Deloitte s.e.n.c.r.l.",,"www.portsaguenay.ca",,"le","du",,"Administration portuaire du Saguenay",
299,,,,"Saint John Airport Inc.",,,"To manage, operate, and develop the airport.",2,"shared_gov_corp",1999,,"a",0,"Companies Act, R.S.N.B. 1973, c. C-13",,,"2/15 board members","Teed Saunders Doyle & Co.",,"www.saintjohnairport.com",,,,,"Saint John Airport Inc.",
300,,,,"Saint John Port Authority",,,"To manage the marine infrastructure and services in a commercial manner that encourages and takes into account input from users and from the community in which the port is located.",2,"shared_gov_corp",1999,,"a",0,"Canada Marine Act, S.C. 1998, c. 10",,,"5/7 board members","PricewaterhouseCoopers LLP",,"www.sjport.com",,,,,"Administration portuaire de Saint John",
301,,,,"Saskatoon Airport Authority",,,"To manage, operate, and develop the airport.",2,"shared_gov_corp",1999,,"a",0,"Canada Not-for-profit Corporations Act (S.C. 2009, c. 23)",,,"2/12 board members","Deloitte LLP",,"www.yxe.ca",,,,,"Saskatoon Airport Authority",
302,"SIRC","NRA",,"National Security and Intelligence Review Agency Secretariat",,,"The National Security and Intelligence Review Agency (NSIRA) is an independent and external review body which reports to Parliament. NSIRA reviews all Government of Canada national security and intelligence activities to ensure that they are lawful, reasonable and necessary. NSIRA also hears public complaints regarding key national security agencies and activities.",15,"dept_agency",1984,,"a",1,"National Security and Intelligence Review Agency Act (S.C. 2019, c. 13, s. 2)","I.1","V",,,"Bill C-59 enacted the National Security and Intelligence Review Agency Act (NSIRA Act), which came into force by order of the Governor in Council on July 12, 2019. The NSIRA Act repeals the provisions of the Canadian Security Intelligence Service Act, which established and governed the activities of the Security Intelligence Review Committee (SIRC). In SIRC’s place, the NSIRA Act sets out the composition, mandate and powers of the National Security and Intelligence Review Agency (NSIRA). 

The transition of the SIRC to the NSIRA requires significant changes to the Departmental Results Framework, expected results and indicators. Consequently, 2019–20 actual results for NSIRA are not available. NSIRA will implement a new Departmental Results Framework starting in 2021–22.","https://nsira-ossnr.gc.ca/",,"l'","de l'",,"Secrétariat de l’Office de surveillance des activités en matière de sécurité nationale et de renseignement",
303,"SEN","SEN","SEN","Senate",,,"As parliamentarians, senators serve Canadians in many ways. They review proposed laws and regulations; suggest solutions to societal problems; keep important issues in current debate; carry out research; act as federal ombudsmen for the people of their communities; and serve as ambassadors abroad for our country and its system of governance.",11,"parl_ent",1867,,"a",0,"Parliament of Canada Act, R.S.C., 1985, c. P-1",,,,,,"www.parl.gc.ca",,"le","du","SEN","Sénat",
304,,,,"Sept-Îles Port Authority",,,"To manage the marine infrastructure and services in a commercial manner that encourages and takes into account input from users and from the community in which the port is located.",2,"shared_gov_corp",1999,,"a",0,"Canada Marine Act, S.C. 1998, c. 10",,,"5/7 board members","Mallette s.e.n.c.r.l.",,"www.portsi.com",,,,,"Administration portuaire de Sept-Îles",
305,"SHARE","GSS","SSC","Shared Services Canada","Shared Services Canada",,"Shared Services Canada (SSC) is responsible for digitally enabling government programs and services by providing secure and reliable
digital, network and hosting services that allow public servants to work collaboratively and seamlessly across the Government of Canada to
serve Canadians. As a service provider to over 40 government departments and agencies, SSC is focused on moving toward an IT service
delivery model that encourages sharing common solutions and platforms across departments in an effort to standardize and consolidate IT
solutions while also modernizing and reducing legacy IT. In taking an enterprise approach, SSC is working to provide fast, reliable and
secure connections, ensure employees have the digital tools they need, and support partner departments in the development and delivery of
their services to Canadians. The Minister of Public Services and Procurement is responsible for SSC. Additional information can be found in SSC’s Departmental Plan.",1,"dept_agency",2011,,"a",1,"Shared Services Canada Act","I.1","IV",,,,"https://www.canada.ca/en/shared-services.html","https://www.canada.ca/en/shared-services/corporate/publications.html",,"de","SPC","Services partagés Canada","Services partagés Canada"
306,"SSHRC","SSH","SSHRC","Social Sciences and Humanities Research Council","Social Sciences and Humanities Research Council of Canada",,"The Minister of Innovation, Science and Industry is responsible for this organization.     The Social Sciences and Humanities Research Council (SSHRC) funds  research and research training that builds knowledge about people, past  and present, with a view toward creating a better future. From questions on how technology is integrated into our lives and how we can adapt to a changing environment to concerns about family, jobs and security, research about people—how we live, what we think, how we act—informs new knowledge and insights on the issues that matter most to Canadians.   SSHRC plays a unique role within Canada’s science, technology and  innovation system by awarding grants and scholarships to researchers,  students and fellows who work as individuals, in small groups and in  formal partnerships to develop talent, generate insights and build connections that address the needs of all sectors of society.",7,"dept_corp",1977,,"a",1,"Social Sciences and Humanities Research Council Act, R.S.C. 1985, c. S-12","II","V",,,,"www.sshrc-crsh.gc.ca",,"le","du","CRSH","Conseil de recherches en sciences humaines","Conseil de recherches en sciences humaines du Canada"
307,,,,"Social Security Tribunal",,,,21,"dept_agency",2012,2013,"t",0,"Human Resources and Skills Development Act, S.C. 2005, c. 24",,,,,,,,,,,"Tribunal de la sécurité sociale",
308,,,,"Sport Dispute Resolution Centre of Canada",,,"To provide to the Canadian sport community a national-level alternative dispute resolution service for sport as well as expertise and assistance regarding alternative dispute resolution.",5,"shared_gov_corp",2004,,"a",0,"Physical Activity and Sport Act, S.C. 2003, c. 2",,,"12/12 board members","Collins Barrow Montreal LLP",,"www.crdsc-sdrcc.ca",,,,,"Centre de règlement des différends sportifs du Canada",
309,,,,"St. John’s International Airport Authority",,,"To manage, operate, and develop the airport.",2,"shared_gov_corp",1998,,"a",0,"Canada Not-for-profit Corporations Act (S.C. 2009, c. 23)",,,"2/12 board members","PricewaterhouseCoopers LLP",,"www.stjohnsairport.com",,,,,"St. John’s International Airport Authority",
310,,,,"St. John’s Port Authority",,,"To manage the marine infrastructure and services in a commercial manner that encourages and takes into account input from users and from the community in which the port is located.",2,"shared_gov_corp",1999,,"a",0,"Canada Marine Act, S.C. 1998, c. 10",,,"5/7 board members","Deloitte LLP",,"www.sjpa.com",,,,,"Administration portuaire de St. John’s",
311,,,,"St. Lawrence Seaway Management Corporation",,,"To manage and operate the St. Lawrence Seaway pursuant to a management agreement entered into between the St. Lawrence Seaway Management Corporation and Her Majesty the Queen.",2,"shared_gov_corp",1998,,"a",0,"Canada Not-for-profit Corporations Act (S.C. 2009, c. 23)",,,"1/9 board members","Ernst & Young LLP",,"www.greatlakes-seaway.com",,,,,"Corporation de gestion de la Voie maritime du Saint-Laurent",
312,"SCA","STD","SCC-CCN","Standards Council of Canada",,,"To oversee Canada’s standardization system by promoting efficient and effective voluntary standardization in Canada, when standardization is not expressly provided for by law, in order to advance the national economy, support sustainable development, benefit the health, safety, and welfare of workers and the public, assist and protect consumers, facilitate domestic and international trade, and further international cooperation in relation to standardization.",7,"crown_corp",1970,,"a",0,"Standards Council of Canada Act, R.S.C. 1985, c. S-16","III",,,"Auditor General of Canada",,"www.scc.ca",,"le","du","SCC-CCN","Conseil canadien des normes",
313,"SC","STC","StatCan","Statistics Canada","Statistics Canada",,"Statistics Canada’s mandate derives primarily from the Statistics Act. The Act requires the agency to collect, compile, analyse and publish statistical information on the economic, social and general activities and conditions of Canada and its people; to collaborate with departments of government in the collection and publication of statistical information; to take the census of population of Canada and the census of agriculture of Canada every five years; to promote the avoidance of duplication in the information collected by departments of government; to promote and develop integrated statistics pertaining to the whole of Canada and to each of the provinces thereof; and to protect the confidentiality of the information with which it is entrusted.",7,"dept_agency",1918,,"a",1,"Statistics Act, R.S.C. 1985, c. S-19
Corporations Returns Act, R.S.C. 1985, c. C-43","I.1","IV",,,,"www.statcan.gc.ca",,,"de","StatCan","Statistique Canada","Statistique Canada"
315,"CFDC","FDC","CFDC","Telefilm Canada",,,"To foster and promote the development of the audiovisual industry in Canada.",5,"crown_corp",1967,,"a",0,"Telefilm Canada Act, R.S.C., 1985, c. C-16",,,,"Auditor General of Canada",,"www.telefilm.ca",,,"de","Telefilm","Téléfilm Canada",
316,,,,"Terry Fox Humanitarian Award Inc.",,,"To encourage Canadian youth to seek high ideals, as represented by Terry Fox, by granting commemorative scholarships for the pursuit of higher education and to establish, maintain, and manage an endowment fund.",5,"shared_gov_corp",1982,,"a",0,"Not-for-profit Corporation Act (2014-10-16)",,,"2/12 board members","Deloitte & Touche LLP",,"www.terryfoxawards.ca",,,,,"Prix humanitaire Terry Fox inc.",
317,,,,"The Halifax 2011 Canada Games Host Society",,,"To plan, organize, manage, promote, finance, conduct, operate, and supervise the 2011 Canada Winter Games.",,"shared_gov_corp",2007,2012,"d",0,"Corporations Registration Act, R.S.N.S. 1989, c. 101",,,,,,,,,,,"Société d’accueil des Jeux de 2011 de Halifax",
318,,,,"Thunder Bay International Airports Authority Inc.",,,"To manage, operate, and develop the airports.",2,"shared_gov_corp",1997,,"a",0,"Canada Not-for-profit Corporations Act (S.C. 2009, c. 23)",,,"2/9 board members","Grant Thornton LLP",,"www.tbairport.on.ca",,,,,"Thunder Bay International Airports Authority Inc.",
319,,,,"Thunder Bay Port Authority",,,"To manage the marine infrastructure and services in a commercial manner that encourages and takes into account input from users and from the community in which the port is located.",2,"shared_gov_corp",1999,,"a",0,"Canada Marine Act, S.C. 1998, c. 10",,,"5/7 board members","BDO Canada LLP",,"www.portofthunderbay.com",,,,,"Administration portuaire de Thunder Bay",
320,,,,"Toronto Organizing Committee for the 2015 Pan American and Parapan American Games",,,"To plan, organize, manage, promote, finance, conduct, operate, and supervise the 2015 Pan American and Parapan American Games.",5,"shared_gov_corp",2010,,"a",0,"Corporations Act, R.S.O. 1990, C.38 (Ontario)",,,"3/12 board members","Grant Thornton LLP",,,,,,,"Comité d’organisation des Jeux panaméricains et parapanaméricains de Toronto 2015",
321,,,,"Toronto Port Authority",,,"To manage the marine infrastructure and services in a commercial manner that encourages and takes into account input from users and from the community in which the port is located.",2,"shared_gov_corp",1999,,"a",0,"Canada Marine Act, S.C. 1998, c. 10",,,"7/9 board members","Deloitte LLP",,"www.portstoronto.com",,,,,"Administration portuaire de Toronto",
323,,,,"Translation Bureau",,,"The Bureau shall collaborate with and act for all departments, boards, agencies, and commissions established by Act of Parliament or appointed by order of the Governor in Council and collaborate with and act for both Houses of Parliament in all matters relating to the making and revising of translations from one language into another of documents, including correspondence, reports, proceedings, debates, bills and Acts, and to interpretation, sign-language interpretation and terminology.",1,"spec_op_agency",1995,,"a",0,"Translation Bureau Act, R.S.C. 1985, c. T-16 Department of Public Works and Government Services Act, S.C. 1996, c. 16 Treasury Board Decision No. 820016, April, 1993",,,,,,"www.tpsgc-pwgsc.gc.ca/bt-tb/index-eng.html",,,,,"Bureau de la traduction",
324,"CAT",,"TATC","Transportation Appeal Tribunal of Canada",,,"The Tribunal’s principal mandate, as a multi-modal review body, is to hold review and appeal hearings at the request of interested parties with respect to certain administrative actions taken under various federal transportation Acts.",,"dept_agency",2003,2014,"t",0,"Transportation Appeal Tribunal of Canada Act, S.C. 2001, c. 29",,,,,,,,"Le","Du","TATC","Tribunal d’appel des transports du Canada",
326,"TBC","TBD","TBS","Treasury Board Secretariat","Treasury Board of Canada Secretariat",,"The Treasury Board of Canada Secretariat, under the leadership of the President of the Treasury Board, is the central agency that acts as the administrative arm of the Treasury Board. 

The Treasury Board is a committee of the King’s Privy Council for Canada that oversees the effective management of public funds, the public service, and cross-government policies that enable increased effectiveness and productivity as well as ongoing improvements to client-centred program delivery. This includes a special focus on accelerating the digitization and the use of artificial intelligence across government. 

The Treasury Board’s mandate is derived from the Financial Administration Act. 

Additional information can be found in the Organization’s Departmental Plan.",18,"min_dept",1966,,"a",1,"Financial Administration Act, R.S.C. 1985, c. F-11","I",,,,,"www.canada.ca/en/treasury-board-secretariat/index.html",,"le","du","SCT","Secrétariat du Conseil du Trésor","Secrétariat du Conseil du Trésor du Canada"
327,,,,"Trois-Rivières Port Authority",,,"To manage the marine infrastructure and services in a commercial manner that encourages and takes into account input from users and from the community in which the port is located.",2,"shared_gov_corp",1999,,"a",0,"Canada Marine Act, S.C. 1998, c. 10",,,"5/7 board members","Deloitte LLP",,"www.porttr.com",,,,,"Administration portuaire de Trois-Rivières",
328,,,,"TV5 Québec Canada",,,"Contribute to the international outreach of Canada by offering a special showcase for French-language Canadian artists and producers abroad. 
Providing Canadians with audiovisual programming and content that enriches the francophone broadcasting landscape in Canada and is a reflection of the vitality and cultural diversity of the Canadian and international Francophonie.",5,"shared_gov_corp",1987,,"a",0,"Canada Corporations Act, R.S.C. 1970, c. C-32 (original instrument) Canada Not-for-Profit Corporations Act, L.C. 2009, c. 23 (Current Instrument)",,,"2/11 board members nominated (rather than appointed)","Deloitte LLP",,"www.tv5.ca",,,,,"TV5 Québec Canada",
329,,,,"Vancouver Fraser Port Authority",,,"To manage the marine infrastructure and services in a commercial manner that encourages and takes into account the input from users and from the community in which the port is located",2,"shared_gov_corp",2008,,"a",0,"Canada Marine Act, S.C. 1998, c. 10",,,"8/11 board members","Ernst & Young LLP",,"www.portmetrovancouver.com",,,,,"Administration portuaire de Vancouver Fraser",
330,,,,"Vancouver International Airport Authority",,,"To manage, operate, and develop the airport.",2,"shared_gov_corp",1992,,"a",0,"Canada Not-for-profit Corporations Act (S.C. 2009, c. 23)",,,"2/15 board members","Ernst & Young LLP",,"www.yvr.ca",,,,,"Administration de l'Aéroport de Vancouver",
331,,,,"Vancouver Organizing Committee for the 2010 Olympic and Paralympic Winter Games",,,"To organize and manage the hosting of the 2010 Olympic and Paralympic Games in Vancouver and Whistler.",,"shared_gov_corp",2003,2012,"d",0,"Canada Corporations Act, R.S.C. 1970, c. C-32",,,,,,,,,,,"Comité d’organisation des Jeux olympiques et paralympiques d’hiver de 2010 à Vancouver",
332,,,,"Vanier Institute of the Family, The",,,"To promote the spiritual and material well-being of Canadian families and to study their social, physical, mental, moral, and financial environment and characteristics.",,"shared_gov_corp",1965,2012,"t",0,"Canada Corporations Act, R.S.C. 1970, c. C-32",,,,,,,,,,,"L’Institut Vanier de la famille",
333,"VRAB","AVC","VRAB","Veterans Review and Appeal Board",,,"The Veterans Review and Appeal Board (Board) is an independent, administrative tribunal created in 1995. The Board provides an appeal program for service-related disability decisions made by the Department of Veterans Affairs. This program gives applicants two levels of redress for disability benefits decisions and the final level of appeal for War Veterans Allowance claims. The Board’s objective is to ensure that Veterans, Canadian Armed Forces and  Royal Canadian Mounted Police  members, and their families receive the disability  benefits to which they are entitled. The responsible Minister for the Board is the Minister of Veterans Affairs and Associate Minister of National Defence.",16,"dept_agency",1995,,"a",1,"Veterans Review and Appeal Board Act, S.C. 1995, c. 18","I.1","IV",,,"Internal Services to support the operations of the Veterans Review and Appeal Board are provided at no cost to the Board under a Memorandum of Understanding (MOU) with Veterans Affairs Canada.","www.vrab-tacra.gc.ca",,"le","du","TACRA","Tribunal des anciens combattants (révision et appel)",
334,"VIA","VIA","VIA Rail","VIA Rail Canada Inc.",,,"To offer a national passenger rail transportation service that is safe, secure, efficient, reliable, and environmentally sustainable, and that meets the needs of travellers in Canada.",2,"crown_corp",1977,,"a",0,"Canada Business Corporations Act, R.S.C. 1985, c. C-44","III",,,"Auditor General of Canada",,"www.viarail.ca/en",,,"de","VIA Rail","VIA Rail Canada inc.",
335,,,,"Victoria Airport Authority",,,"To manage, operate, and develop the airport.",2,"shared_gov_corp",1997,,"a",0,"Canada Not-for-profit Corporations Act (S.C. 2009, c. 23)",,,"2/12 board members","KPMG LLP",,"www.victoriaairport.com",,,,,"Autorité aéroportuaire de Victoria",
336,,,,"Waterfront Toronto",,,"To transform the Toronto waterfront for the use and enjoyment of the people of Toronto, Ontario, and Canada; to foster economic growth; and to redefine how the city, province, and country are perceived by the world.",8,"shared_gov_corp",2003,,"a",0,"Toronto Waterfront Revitalization Corporation Act, S.O. 2002, c. 28",,,"4/13 board members","BDO Canada LLP",,"www.waterfrontoronto.ca",,,,,"Waterfront Toronto",
337,,,,"Wildlife Habitat Canada",,,"To promote the conservation, restoration, and enhancement of wildlife habitat in Canada in order to retain the diversity, distribution, and abundance of wildlife.",23,"shared_gov_corp",1984,,"a",0,"Canada Corporations Act, R.S.C. 1970, c. C-32",,,"2/10 board members","Marcil Lavallée",,"www.whc.org",,,,,"Habitat faunique Canada",
338,,,,"Windsor Port Authority",,,"To manage the marine infrastructure and services in a commercial manner that encourages and takes into account input from users and from the community in which the port is located.",2,"shared_gov_corp",1999,,"a",0,"Canada Marine Act, S.C. 1998, c. 10",,,"5/7 board members","Collins Barrow Windsor LLP",,"www.portwindsor.com",,,,,"Administration portuaire de Windsor",
339,"WDBA",,"WDBA","Windsor-Detroit Bridge Authority","Windsor-Detroit Bridge Authority",,"Under the terms of its Letters Patent and of the Crossing Agreement, the WDBA is responsible for carrying out the obligations of the Crossing Authority as a party to the Crossing Agreement and to construct, and / or operate the Detroit River International Crossing.",8,"crown_corp",2012,,"a",0,"International Bridges and Tunnels Act, S.C. 2007, c. 1","III",,,"Office of the Auditor General of Canada",,"https://www.gordiehoweinternationalbridge.com/en",,"l'","de l'","APWD","Autorité du pont Windsor-Détroit","Autorité du pont Windsor-Détroit"
340,,,,"Winnipeg Airports Authority Inc.",,,"To manage, operate, and develop the airports.",2,"shared_gov_corp",1997,,"a",0,"Canada Not-for-profit Corporations Act (S.C. 2009, c. 23)",,,"2/15 board members","PricewaterhouseCoopers LLP",,"www.waa.ca",,,,,"Winnipeg Airports Authority Inc.",
341,,,,"World Anti-Doping Agency",,,"To promote and coordinate at the international level the fight against doping in sport in all its forms.",5,"inter_org",1999,,"a",0,"Incorporated under Swiss law as a non-profit organization, 1999",,,"1/38 board members","PricewaterhouseCoopers LLP",,"www.wada-ama.org/en",,,,,"Agence mondiale antidopage",
342,,"OCE",,"Commissioner of Canada Election",,,,,"other",2019,,"a",0,,,"IV",,,"The portion of the federal public administration in the Office of the Director of Public Prosecutions in which the employees referred to in section 509.3 of the Canada Elections Act occupy their positions (Financial Administration Act: Schedule IV)",,,,,,"Commissaire aux élections fédérales",
344,,,,"Canada Infrastructure Bank",,,"The purpose of the Bank is to invest, and seek to attract investment from private sector investors and institutional investors, in infrastructure projects in Canada or partly in Canada that will generate revenue and that will be in the public interest by, for example, supporting conditions that foster economic growth or by contributing to the sustainability of infrastructure in Canada.",8,"crown_corp",2017,,"a",0,"Canada Infrastructure Bank Act, S.C. 2017, c. 20, s. 403","III",,,"Auditor General of Canada",,"www.infrastructure.gc.ca/CIB-BIC/index-eng.html",,,,,"Banque de l’infrastructure du Canada",
345,"NSICP","NSI",,"Secretariat of the National Security and Intelligence Committee of Parliamentarians",,,"The mandate of the Committee is to review (a) the legislative, regulatory, policy, administrative and financial framework for national security and intelligence; (b) any activity carried out by a department that relates to national security or intelligence, unless the activity is an ongoing operation and the appropriate Minister determines that the review would be injurious to national security; and (c) any matter relating to national security or intelligence that a minister of the Crown refers to the Committee. If the appropriate Minister determines that a review would be injurious to national security, he or she must inform the Committee of his or her determination and the reasons for it. If the appropriate Minister determines that the review would no longer be injurious to national security or if the appropriate Minister is informed that the activity is no longer ongoing, he or she must inform the Committee that the review may be conducted.",15,"dept_agency",2017,,"a",1,"National Security and Intelligence Committee of Parliamentarians Act, S.C. 2017, c. 15","I.1","IV",,,,"https://www.nsicop-cpsnr.ca/index-en.html",,,,,"Secrétariat du Comité des parlementaires sur la sécurité nationale et le renseignement",
