measure_id,measure_en,measure_fr,chapter_key,id_en,id_fr,description_en,description_fr
111,Renewing and Enhancing the Federal Tobacco Control Strategy,Renouveler et renforcer la Stratégie fédérale de lutte contre le tabagisme,adv,,,,
112,Renewing and Modernizing Statistics Canada,Renouvellement et modernisation de Statistique Canada,adv,,,,
113,Renewing Canada’s Network of Small Craft Harbours,Renouvellement du réseau de ports pour petits bateaux,prg,,,,
114,Renewing Federal Laboratories,Modernisation des laboratoires fédéraux,prg,,,,
115,Renewing the Matrimonial Real Property Implementation Support Program,Renouveler le Programme de soutien à la mise en œuvre des biens immobiliers matrimoniaux,rec,,,,
116,Reopening the Penitentiary Farms at Joyceville and Collins Bay Institutions,Réouverture des fermes pénitentiaires aux établissements de Joyceville et de Collins Bay,adv,Reopening-the-Penitentiary-Farms-at-Joyceville-and-Collins-Bay-Institutions,Reouverture-des-fermes-penitentiaires-aux-etablissements-de-Joyceville-et-de-Collins-Bay,"To provide federal inmates with training opportunities to acquire new skills, while preparing for employment and successful reintegration and rehabilitation into the community, the Government proposes to invest $4.3 million over five years, beginning and 2018–19, to support the reopening of the Penitentiary Farms at the Joyceville and Collins Bay Institutions in Kingston, Ontario. The farms would be run by CORCAN, a key rehabilitation programming agency of the Correctional Service of Canada.","Afin d’offrir aux détenus fédéraux des possibilités de formation en vue d’acquérir de nouvelles compétences tout en se préparant à l’emploi et à une réintégration et à une réhabilitation réussies dans la collectivité, le gouvernement propose d’investir 4,3 millions de dollars sur cinq ans à compter de 2018-2019, afin de soutenir la réouverture des fermes pénitentiaires aux établissements de Joyceville et de Collins Bay, à Kingston, en Ontario. Les fermes seraient exploitées par CORCAN, un organisme clé de programmes de réhabilitation du Service correctionnel du Canada."
117,Reprofile of Indigenous Infrastructure Allocation,Réaffectation de la provision pour l’infrastructure autochtone,oth,,,,
118,Research Support Fund,Fonds de soutien à la recherche,prg,,,,
119,Revitalizing National Capital Commission Assets,Revitaliser les actifs de la Commission de la capitale nationale,adv,,,,
120,Rick Hansen Institute,Institut Rick Hansen,prg,,,,
121,Safeguarding Canadians with an Enhanced Passenger Protect Program,Protéger les Canadiens grâce au Programme de protection des passagers amélioré,adv,Safeguarding-Canadians-With-an-Enhanced-Passenger-Protect-Program,Migration-irreguliere-controle-de-la-frontiere,"The Passenger Protect Program works with air carriers to screen commercial passenger flights to, from and within Canada in order to protect safety at home and abroad. While the program is an important element of Canada’s national security framework, the Government has heard the concerns of families unfairly impacted by the program. The issue of children being unfairly targeted and encountering travel delays has been a source of particular frustration for parents. In response, the Government proposes to enhance the Passenger Protect Program with investments of $81.4 million over five years, starting in 2018–19, and $14.0 million per year ongoing, for the Canada Border Services Agency, Public Safety Canada and Transport Canada. These investments will be used to develop a rigorous centralized screening model and establish a redress mechanism for legitimate air travellers who are affected by the program. The enhanced program will help ensure that privacy and fairness concerns are addressed, while keeping Canadians safe.  ","Le Programme de protection des passagers travaille avec les transporteurs aériens afin de soumettre à un contrôle les vols commerciaux de passagers en provenance et à destination du Canada, et à l’intérieur du Canada, pour assurer la sécurité au pays et à l’étranger. Même si le programme est un élément important du cadre de sécurité nationale du Canada, le gouvernement a entendu les préoccupations des familles injustement touchées par le Programme. La question des enfants qui sont ciblés injustement et subissent des retards pendant les déplacements a été source de frustration particulière pour les parents. Le gouvernement propose donc d’améliorer le Programme de protection des passagers grâce à des investissements de 81,4 millions de dollars sur cinq ans à compter de 2018-2019, et de 14,0 millions par année par la suite, pour l’Agence des services frontaliers du Canada, Sécurité publique Canada et Transports Canada. Ces investissements seront utilisés afin d’élaborer un modèle de contrôle centralisé et établiront un mécanisme de recours pour les voyageurs aériens qui sont touchés par le programme. Le programme amélioré servira à garantir que les préoccupations relatives à la protection de la vie privée et à l’équité sont prises en compte, tout en assurant la sécurité des Canadiens."
122,Securing Market Access for Canada’s Agriculture and Agri-food Products,Garantir l’accès au marché des produits agricoles et agroalimentaires du Canada,oth,,,,
123,Service Income Security Insurance Plan and other Public Service Employee Benefits,Régime d’assurance-revenu militaire et autres avantages sociaux des employés de la fonction publique,oth,,,,
124,Simpler and Better Procurement,Approvisionnement plus simple et meilleur,prg,,,,
125,Stabilizing and Future Transformation of the Federal Government's Pay Administration (Phoenix),Stabilisation et transformation future de l’administration de la paye du gouvernement fédéral (Phénix),adv,Stabilizing-and-Future-Transformation-of-the-Federal-Governments-Pay-Administration-(Phoenix),tabiliser-ladministration-de-la-paye-du-gouvernement-du-federal-(Phenix)-et-la-transformer,"Canada’s public servants deserve to be paid properly and on time for their important work. In early 2016, the Phoenix pay system for federal public servants was implemented following years of planning and development as part of a broader initiative originally intended to save money. Since that time, it has been obvious that the outcomes have been unacceptable for both the Government and its employees. The Transformation of Pay Administration Initiative launched in 2009 was under-resourced and suffered from poor planning and implementation. The Government is doing everything it can to make this right. 

To date, the Government has committed more than $460 million to implement the Phoenix pay system and resolve subsequent issues. Over the last year and a half, the Government has hired several hundred people to rebuild capacity that was lost due to the previously flawed business plan. In addition, action has also been taken to reimburse employees who have incurred personal expenses as a result of pay issues. However, serious issues and challenges with the Phoenix pay system continue, and too many federal public servants are not being properly paid.  

Through Budget 2018, the Government is committing to the next steps in addressing the ongoing challenges of the Phoenix pay system, including announcing its intention to eventually move away from Phoenix and begin development of the next generation of the federal government’s pay system, one that is better aligned with the complexity of the federal government pay structure. In this context, the Government proposes to provide an additional investment of $16 million over two years, beginning in 2018–19, to work with experts, federal public sector unions and technology providers on a way forward for a new pay system. 

In the interim, the Government will continue to address the existing pay challenges. To this end, Budget 2018 proposes an investment of $431.4 million over six years, starting in 2017–18, to continue making progress on Phoenix issues, including hiring additional staff to support the pay system, bringing the number of employees working on pay issues at the Pay Centre and satellite offices to more than 1,500. This compares to the 550 employees that were originally intended to handle all pay issues when the new pay system was launched. Furthermore, this additional funding would go towards hiring more staff within departments to better assist employees with payroll issues as they arise. This would mean that public servants also have better access to a broader range of supports in the workplace.   

Budget 2018 also proposes to provide $5.5 million over two years, starting in 2017–18, to the Canada Revenue Agency for the processing of federal government employee individual income tax reassessments that are required due to Phoenix pay issues, and for handling related telephone enquiries. 

While the Phoenix pay system has been underpaying some public servants, it has also been paying others too much. Under current legislation, any employee who receives an overpayment in respect of a previous year is required to pay back the gross amount to their employer and recover excess withholdings from the Canada Revenue Agency. Public servants in this situation can rest assured that they will not have to start repaying until after the Canada Revenue Agency processes their tax return and refunds the excess withholdings (or credits them against a tax liability). At the same time, the Government is reviewing the legislation and will engage key stakeholders to assess the feasibility of changes to the legislation that would permit any private or public sector employee in this situation to repay the amount net of withholdings, starting for the 2018 taxation year and forward. 

Finally, to address the real mental and emotional stress and unacceptable financial impacts on public servants, the Government has initiated discussions with public service representatives to address the numerous grievances and legal actions. Similarly, the Government will also take action to reimburse missing and inaccurate dues that are owing to public sector unions. 
","Les fonctionnaires fédéraux méritent d’être payés le bon montant et au bon moment pour le travail important qu’ils accomplissent. Au début de 2016, le système de paye Phénix a été mis en œuvre pour traiter les salaires des fonctionnaires fédéraux à la suite de plusieurs années de planification et d’élaboration dans le cadre d’une initiative plus générale visant, à l’origine, à économiser de l’argent. Depuis lors, le système a connu des ratés tout simplement inacceptables pour le gouvernement et pour ses employés. Les ressources consacrées à l’initiative Transformation de l’administration de la paye lancée en 2009 n’étaient pas suffisantes et le projet a souffert d’une mauvaise planification et d’une mauvaise mise en œuvre. Le gouvernement fait tout ce qu’il peut pour redresser la situation.

À ce jour, le gouvernement a pris l’engagement d’investir plus de 460 millions de dollars pour mettre en œuvre le système de paye Phénix et régler les problèmes connexes. Au cours de la dernière année et demie, le gouvernement a embauché plusieurs centaines de personnes pour renforcer la capacité qui avait été perdue dans le cadre du plan d’entreprise antérieure. Des mesures ont également été prises pour rembourser les employés qui ont dû assumer des dépenses personnelles à la suite de problèmes liés à la paye. Toutefois, Phénix pose encore beaucoup de problèmes et des défis de taille, et trop de fonctionnaires fédéraux ne sont toujours pas rémunérés correctement en ce moment.

Dans le cadre du budget de 2018, le gouvernement s’engage à aller plus loin et à prendre les mesures requises pour régler les difficultés liées au système de paye Phénix, y compris en annonçant son intention d’éliminer en fin de compte Phénix et à entreprendre l’élaboration de la prochaine génération du système de paye du gouvernement fédéral qui correspond davantage à la complexité de la structure salariale du gouvernement fédéral. Dans ce contexte, le gouvernement propose d’investir 16 millions de dollars de plus sur deux ans à compter de 2018-2019, afin de travailler avec des experts, les syndicats de la fonction publique fédérale et des fournisseurs de technologies sur les prochaines étapes de la mise en place d’un nouveau système de paye.

Entre-temps, le gouvernement continuera de s’occuper des difficultés que pose la paye. À cette fin, le budget de 2018 propose un investissement de 431,4 millions de dollars sur six ans à compter de 2017-2018, pour continuer à réaliser des progrès relatifs aux problèmes liés à Phénix, y compris l’embauche d’employés supplémentaire pour appuyer le système de paye, dont le nombre d’employés travaillant à régler les problèmes de paye au Centre des services de paye et aux bureaux satellites s’élève à plus de 1 500. À l’origine, 550 employés étaient envisagés pour régler tous les problèmes de paye au moment du lancement du nouveau système de paye. De plus, ce financement additionnel serait utilisé pour embaucher d’autres employés au sein des ministères afin de mieux aider les employés relativement aux problèmes de paye au fur et à mesure qu’ils surviennent. Cela signifierait que les fonctionnaires auraient également un meilleur accès à un plus grand éventail de mesures de soutien au travail. 

Le budget de 2018 propose également d’accorder 5,5 millions de dollars sur deux ans à compter de 2017-2018, à l’Agence du revenu du Canada pour qu’elle traite les nouvelles cotisations d’impôt sur le revenu des particuliers destinées aux employés du gouvernement fédéral qui ont subi les effets des problèmes de paye et qu’elle donne suite aux demandes de renseignements téléphoniques connexes.

Alors que le système de paye Phénix a sous-payé certains fonctionnaires, il en a également trop payé d’autres. Selon les dispositions législatives actuelles, un employé qui touche un trop-payé à l’égard d’une année antérieure est tenu de rembourser à son employeur le montant brut et de récupérer auprès de l’Agence du revenu du Canada toute retenue d’impôt excédentaire. Les fonctionnaires dans cette situation peuvent être assurés qu’ils n’auront pas à commencer à rembourser ce montant avant que l’Agence du revenu du Canada traite leur déclaration de revenus et rembourse la retenue d’impôt excédentaire (ou accorde un crédit à l’égard de l’impôt). En même temps, le gouvernement examine les dispositions législatives et mobilisera les principaux intervenants afin d’évaluer la faisabilité des changements aux dispositions législatives qui permettraient à un employé du secteur privé ou public qui vit cette situation de rembourser le montant moins les retenues d’impôt, et ce, à compter de l’année d’imposition 2018 et par la suite.

Enfin, afin de s’occuper du stress psychologique et émotionnel réel des fonctionnaires causés par les problèmes de paye et des répercussions financières inacceptables, le gouvernement a lancé des discussions avec les représentants de la fonction publique afin de traiter des nombreux griefs et actions en justice. De même, le gouvernement interviendra afin de rembourser les cotisations manquantes et inexactes qui sont dues aux syndicats du secteur public.
"
126,Strengthening Airports Serving Remote Communities,Renforcement des aéroports desservant les communautés éloignées,oth,,,,
127,Strengthening Canada’s Food Safety System,Renforcer le système canadien de salubrité des aliments,oth,,,,
128,Strengthening Capacity for Environmental Assessments,Renforcement de la capacité en matière d’évaluations environnementales,oth,,,,
129,Strengthening Indigenous Data and Research Capability,Renforcer la capacité des Autochtones en matière de données et de recherche,rec,,,,
130,Strengthening Motor Vehicle Safety,Renforcement de la sécurité des véhicules à moteur,oth,,,,
131,Strengthening Multiculturalism and Addressing the Challenges Faced by Black Canadians,Renforcer le multiculturalisme et relever les défis auxquels sont confrontés les Canadiens de race noire,adv,Strengthening-Multiculturalism-and-Addressing-the-Challenges-Faced-by-Black-Canadians,Renforcer-le-multiculturalisme-et-relever-les-defis-auxquels-sont-confrontes-les-Canadiens-noirs,"Diversity is Canada’s strength and a cornerstone of Canadian identity. Recent domestic and international events, like the rise of ultranationalist movements, and protests against immigration, visible minorities and religious minorities, remind us that standing up for diversity and building communities where everyone feels included are as important today as they ever were. 

To provide support for events and projects that help individuals and communities come together, the Government proposes to provide $23 million over two years, starting in 2018–19, to increase funding for the Multiculturalism Program administered by Canadian Heritage. This funding would support cross-country consultations on a new national anti-racism approach, would bring together experts, community organizations, citizens and interfaith leaders to find new ways to collaborate and combat discrimination, and would dedicate increased funds to address racism and discrimination targeted against Indigenous Peoples and women and girls.

As a first step toward recognizing the significant and unique challenges faced by Black Canadians, the Government also proposes to provide $19 million over five years that will be targeted to enhance local community supports for youth at risk and to develop research in support of more culturally focused mental health programs in the Black Canadian community. In addition, with the creation of the new Centre for Gender, Diversity and Inclusion Statistics, announced in Chapter 1, the Government is committed to increase the disaggregation of various data sets by race. This will help governments and service providers better understand the intersectional dimensions of major issues, with a particular focus on the experience of Black Canadians.
","La diversité fait la force du Canada et représente une pierre angulaire de l’identité canadienne. Les récents événements sur la scène nationale et internationale, comme le soulèvement de mouvements ultranationalistes et les manifestations contre l’immigration, les minorités visibles et les minorités religieuses nous rappellent que la défense de la diversité et la création de collectivités où chacun se sent accepté sont aussi importantes aujourd’hui que jamais. 

Afin d’offrir un soutien aux événements et aux projets qui aident les personnes et les communautés à se réunir, le gouvernement propose de fournir un financement de 23 millions de dollars sur deux ans, à compter de 2018 2019, en vue d’augmenter le financement du Programme du multiculturalisme de Patrimoine canadien. Ce financement servirait à soutenir des consultations à l’échelle du pays sur une nouvelle approche nationale contre le racisme, réunirait les experts, les organismes communautaires, les citoyens et les dirigeants interconfessionnels et consacrerait des fonds pour lutter contre le racisme et la discrimination ciblant les peuples autochtones, les femmes et les filles.

Pour commencer à reconnaître les défis importants et uniques auxquels sont confrontés les Canadiens noirs, le gouvernement propose également de fournir un financement ciblé de 19 millions de dollars sur cinq ans en vue d’accroître le soutien de la communauté locale destiné aux jeunes à risque et de développer la recherche à l’appui de programmes de santé mentale mieux axés sur la culture dans la communauté des Canadiens noirs. De plus, à la suite de la création du nouveau Centre pour les statistiques sur les sexes, la diversité et l’inclusion, annoncée dans le chapitre 1, le gouvernement est déterminé à accroître la désagrégation des minorités visibles de divers jeux de données. Cette désagrégation accrue permettra aux gouvernements et aux fournisseurs de services de mieux comprendre les aspects intersectionnels des principaux enjeux en mettant un accent particulier sur l’expérience des Canadiens noirs.
"
132,Strengthening the Canada Border Services Agency,Renforcer l’Agence des services frontaliers du Canada ,adv,Strengthening-the-Canada-Border-Services-Agency,Renforcer-l-Agence-des-services-frontaliers-du-Canada,"The Canada Border Services Agency is responsible for managing Canada’s borders by enforcing laws governing trade and travel and aiding legitimate cross-border traffic, while stopping people and goods that pose a potential threat to Canada. The Canada Border Services Agency strives to maintain a high standard of service and has worked to improve processing times for the efficient and secure flow of travellers. The Government proposes to invest $85.5 million in 2018–19, to enable the Canada Border Services Agency to continue existing operations in support of the Agency’s mandate","L’Agence des services frontaliers du Canada est responsable de gérer les frontières canadiennes en appliquant les lois régissant le commerce et le déplacement et en aidant la circulation transfrontalière légitime, tout en interceptant les personnes et les marchandises qui posent une menace potentielle au Canada. Elle s’efforce de maintenir un niveau de service élevé et a travaillé à améliorer les délais de traitement pour la circulation efficace et sécuritaire des voyageurs. Le gouvernement propose d’investir 85,5 millions de dollars en 2018-2019, afin de permettre à l’Agence de poursuivre les activités actuelles à l’appui de son mandat."
133,Strengthening the Canadian Judiciary,Renforcer la magistrature canadienne,adv,,,,
134,Support for Canadians Impacted by Autism Spectrum Disorder,Soutien aux Canadiens touchés par le trouble du spectre de l’autisme,adv,,,,
135,Support for Distinctions-Based Housing Strategies,Mesures de soutien en matière de stratégies du logement basée sur les des distinctions,rec,,,,
136,Support for the Correctional Service of Canada and the Office of the Correctional Investigator of Canada,Soutien au Service correctionnel du Canada et au Bureau de l’enquêteur correctionnel du Canada,adv,Safeguarding-the-Integrity-of-Our-Public-Safety-System,Proteger-l-integrite-de-notre-systeme-de-securite-publique,"The Correctional Service of Canada is responsible for the federal correctional system and protects public safety by actively encouraging and assisting offender reintegration. It provides correctional programming, opportunities for offender rehabilitation and practical skills development, and strengthening of community corrections. The Government proposes to invest $74.7 million in 2018–19 to enable the Correctional Service of Canada to continue existing operations in support of its mandate. 

As the ombudsman for federally sentenced offenders, the Office of the Correctional Investigator serves Canadians and contributes to safe, lawful and humane corrections through independent oversight of the Correctional Service of Canada. The Office provides accessible, impartial and timely investigations of individual and systemic concerns in federal correctional facilities. To support this work, the Government proposes to provide the Office of the Correctional Investigator of Canada with $3.4 million over five years beginning in 2018–19, and $0.7 million per year ongoing. These funds will be used to enhance the Office’s investigative capacity, including its ability to delve more deeply into Indigenous corrections and the overrepresentation of Indigenous peoples within the federal correctional system. 
","Le Service correctionnel du Canada est responsable du système correctionnel fédéral et protège la sécurité publique en encourageant et en facilitant la réintégration des délinquants. Il offre des programmes correctionnels, des possibilités de réhabilitation pour les contrevenants, ainsi que le perfectionnement de compétences pratiques et le renforcement des services correctionnels dans la communauté. Le gouvernement propose d’investir 74,7 millions de dollars en 2018-2019, afin de permettre au Service correctionnel du Canada de poursuivre les activités existantes à l’appui de son mandat.

À titre d’ombudsman des délinquants sous responsabilité fédérale, le Bureau de l’enquêteur correctionnel sert les Canadiens et contribue à l’imposition de corrections sécuritaires, légales et humaines en exerçant une surveillance indépendante du Service correctionnel du Canada. Le Bureau mène des enquêtes accessibles, impartiales et en temps opportun sur des préoccupations d’ordre personnel ou général dans les installations correctionnelles fédérales. Pour appuyer ce travail, le gouvernement propose d’octroyer au Bureau de l’enquêteur correctionnel du Canada 3,4 millions de dollars sur cinq ans à compter de 2018-2019, et 0,7 million par année par la suite. Ces fonds serviront à améliorer la capacité d’enquête du Bureau, y compris sa capacité à approfondir davantage son examen des services correctionnels pour les Autochtones et la surreprésentation des personnes autochtones dans le système correctionnel fédéral. 
"
137,Supporting a Healthy Seniors Pilot Project in New Brunswick,Soutenir un projet pilote d’aînés en santé au Nouveau-Brunswick,adv,,,,
138,Supporting Canada’s Official Languages,Soutenir les langues officielles du Canada,adv,Supporting-Canadas-Official-Languages,Soutenir-les-langues-officielles-du-Canada,"Canada’s linguistic duality, which for 50 years has been enshrined in the Official Languages Act, is an integral part of Canada’s history and identity. Strong official language minority communities not only celebrate our shared history and identity, they are essential to Canada’s competitiveness in an increasingly globalized world. The Government understands the challenges that official language minority communities are facing, and has developed an Action Plan for Official Languages 2018-2023 to help address some of these challenges. In addition to serving existing communities, providing services and initiatives in both official languages is key to improving the integration and settlement of new immigrants. By promoting official bilingualism and empowering our communities to tell their stories, we strengthen Canada’s diversity, strengthen our communities and increase our influence around the world.

The Government proposes to provide $400.0 million in new funding over five years, starting in 2018–19, with $88.4 million per year ongoing, in support of the Action Plan for Official Languages 2018-2023. Key measures will be implemented by Canadian Heritage, Employment and Social Development Canada, Health Canada, the Public Health Agency of Canada, Statistics Canada, and Immigration, Refugees and Citizenship Canada and will include funding for: 
•Community organizations to ensure that they are able to continue to provide important services for individuals in their communities, to welcome newcomers, and to foster early childhood development. 
•Cultural, artistic and heritage activities, including community theatre, art workshops, and activities showcasing local heritage or history.
•French- and English-language minority community radio stations and newspapers. 
•Development of an interactive application to make it easy for Canadians to learn English or French as a second language.
•Improved access to services for English-speaking communities of Quebec in their official language.
•The recruitment and retention of teachers who teach French and English as a second language.
•Minority official language schools, $20 million for a variety of early learning and child care initiatives.

Taken together, the Action Plan will help improve services in official language minority communities and promote bilingualism across Canada. 
","La dualité linguistique du Canada, qui est enchâssée depuis cinquante ans dans la Loi sur les langues officielles, fait partie intégrante de l’histoire et de l’identité du Canada. Des communautés bien implantées de langues officielles en situation minoritaire célèbrent notre histoire et identité partagées. Elles sont d’ailleurs essentielles à la compétitivité du Canada dans un contexte de plus en plus mondialisé. Le gouvernement comprend les défis auxquels sont confrontées les communautés de langue officielle en situation minoritaire; il a donc mis au point un Plan d’action pour les langues officielles 2018-2023 pour aider à relever certains de ces défis. En plus de servir les communautés existantes, la prestation de services et d’initiatives dans les deux langues officielles est la clé pour améliorer l’intégration et l’établissement des nouveaux immigrants. En faisant la promotion du bilinguisme officiel et en accordant à nos communautés les moyens dont elles ont besoin pour raconter leur histoire, nous renforçons nos communautés et accroissons notre influence partout dans le monde. 

Le gouvernement propose d’accorder un nouveau financement de 400 millions de dollars sur cinq ans, à compter de 2018-2019, ainsi que 88,4 millions de dollars par année par la suite, pour appuyer le Plan d’action pour les langues officielles 2018-2023. Les mesures clés seront mises en place par Patrimoine canadien, Emploi et Développement social Canada, Santé Canada, Agence de la santé publique du Canada, Statistique Canada et Immigration, Réfugiés et Citoyenneté Canada et comprendront des montants pour financer : 
•les organismes communautaires afin de veiller à ce qu’ils puissent continuer d’offrir des services importants aux personnes dans leurs communautés, d’accueillir les nouveaux arrivants et de favoriser le développement de la petite enfance; 
•les activités culturelles, artistiques et patrimoniales, y compris le théâtre communautaire, les ateliers d’art et les activités qui mettent en évidence le patrimoine ou l’histoire locale;
•les stations de radio et les journaux dans les communautés de langue officielle en situation minoritaire; 
•le développement d’une application interactive afin qu’il soit plus facile pour les Canadiens d’apprendre le français ou l’anglais comme langue seconde;
•l’amélioration de l’accès aux services par les communautés d’expression anglaise du Québec dans leur langue officielle;
•le recrutement et le maintien en poste d’enseignants qui enseignent le français et l’anglais comme langue seconde;
•des écoles dans la langue officielle des minorités, un financement de 20 millions de dollars pour diverses initiatives d’apprentissage et de garde de jeunes enfants.

Dans son ensemble, le plan d’action améliorera les services dans les communautés de langue officielle en situation minoritaire et favorisera le bilinguisme partout au Canada. 
"
139,Supporting Canada's Courts System,Appui au système de tribunaux du Canada,adv,,,,
140,Supporting Community Women's Organizations,Appuyer les organismes communautaires pour les femmes,grw,,,,
141,Supporting Equal Parenting and the Flexibility for Earlier Returns to Work,Soutenir l’égalité des tâches parentales et la souplesse pour un retour au travail plus rapide,grw,Pay-Transparency,Soutenir-l-egalite-a-l-egard-du-role-parental-et-la-souplesse-permettant-un-retour-plus-rapide-au-travail,"For most Canadians, starting a family typically comes at the same time that parents-to-be are working to establish or further their careers. To help new parents care for their children during those critical early months, Employment Insurance (EI) maternity and parental benefits are available. These help to provide greater financial security when parents are away from work. 

EI parental benefits are available to both parents, allowing either parent to take time off work. The most common scenario, however, involves the mother taking on the primary caregiving responsibilities once their child is born. While the second parent may take on many household and caregiving responsibilities, child care duties continue to fall disproportionately to mothers, both in the short term following the arrival of their child, and over the longer term, often due to the challenges of re-entering the workforce after time spent away.
","La plupart des Canadiens commencent à fonder une famille au moment d’entreprendre une carrière ou de progresser dans leur carrière. Afin d’aider les nouveaux parents à prendre soin de leurs enfants au cours des premiers mois, le gouvernement leur accorde des prestations de maternité et des prestations parentales au titre de l’assurance–emploi. Ces prestations offrent une plus grande sécurité financière lorsque les parents sont absents de leur travail. 

Les prestations de l’assurance-emploi sont versées aux deux parents, ce qui leur permet de prendre un congé. Toutefois, la situation la plus courante est celle d’une mère qui s’occupe principalement des enfants après leur naissance. Même si le deuxième parent peut assumer de nombreuses responsabilités ménagères et apporter des soins, les mères continuent d’assumer de manière disproportionnée les responsabilités parentales, tant à court terme suivant l’arrivée de leur enfant qu’à long terme, souvent en raison des nombreux défis liés à leur retour sur le marché du travail après une interruption de leur carrière. 
"
142,Supporting Indigenous History and Heritage,Appuyer l’histoire et le patrimoine autochtones,rec,,,,
143,Supporting Local Journalism,Appuyer le journalisme local,adv,Supporting-Local-Journalism,Appuyer-le-journalisme-local,"As more and more people get their news online, and share their interests directly through social media, many communities have been left without local newspapers to tell their stories. 

To ensure trusted, local perspectives as well as accountability in local communities, the Government proposes to provide $50 million over five years, starting in 2018–19, to one or more independent non-governmental organizations that will support local journalism in underserved communities. The organizations will have full responsibility to administer the funds, respecting the independence of the press. 

Further, consistent with the advice laid out in the Public Policy Forum’s report on news in the digital age, over the next year the Government will be exploring new models that enable private giving and philanthropic support for trusted, professional, non-profit journalism and local news. This could include new ways for Canadian newspapers to innovate and be recognized to receive charitable status for not-for-profit provision of journalism, reflecting the public interest that they serve.   
","Alors que de plus en plus de personnes s’informent en ligne et partagent directement leurs intérêts dans les médias sociaux, bon nombre de communautés se retrouvent sans journal local pour raconter leurs histoires.

Afin de veiller à intégrer les perspectives locales fiables ainsi que d’assurer la responsabilisation dans les communautés locales, le gouvernement propose d’accorder 50 millions de dollars sur cinq ans à compter de 2018-2019, à une ou à plusieurs organisations non gouvernementales indépendantes qui soutiendront le journalisme local dans les communautés mal desservies. Les organisations récipiendaires seront entièrement responsables d’administrer les fonds en respectant l’indépendance de la presse.

Par ailleurs, conformément aux conseils compris dans le rapport du Forum des politiques publiques sur les nouvelles dans l’ère numérique, au cours de la prochaine année, le gouvernement étudiera de nouveaux modèles qui autoriseront les dons privés et le soutien philanthropique pour des nouvelles locales et un journalisme fiables, professionnels et à but non lucratif. Entre autres, il pourrait s’agir de nouveaux moyens, pour les journaux canadiens, d’innover et d’obtenir le statut d’organisme de bienfaisance en tant que fournisseurs de journalisme à but non lucratif compte tenu de leurs services dans l’intérêt du public. 
"
144,Supporting Métis Nation Priorities,Appuyer les priorités de la Nation métisse,rec,,,,
145,Supporting ParticipACTION,Soutenir ParticipACTION,adv,,,,
146,Supporting RCMP Frontline Operations,Appuyer les opérations de première ligne de la GRC,adv,,,,
147,Supporting Special Olympics,Appuyer Olympiques spéciaux Canada,adv,Supporting-Special-Olympics,Appuyer-les-Olympiques-speciaux,"Special Olympics is a global grassroots movement, bringing community programs and competition opportunities to more than 4.5 million children, youth and adults with intellectual disabilities across 170 countries. Special Olympics Canada is dedicated to enriching the lives of Canadians with an intellectual disability through sport.

The Government proposes to provide $16 million over five years, starting in 2018–19, with $2 million per year ongoing, for Special Olympics Canada to sustain its empowering movement, which supports more than 45,000 children, youth and adults in Canada with intellectual disabilities through its extraordinary network of more than 21,000 volunteers.
","Les Olympiques spéciaux sont un mouvement pionnier mondial qui offre des programmes communautaires et des possibilités compétitives à plus de 4,5 millions d’enfants, de jeunes et d’adultes dans 170 pays ayant des déficiences intellectuelles. Olympiques spéciaux Canada se consacre à enrichir la vie des Canadiens ayant une déficience intellectuelle au moyen du sport.

Le gouvernement propose d’octroyer 16 millions de dollars sur cinq ans, à compter de 2018-2019, et 2 millions de dollars par année par la suite, à Olympiques spéciaux Canada, pour appuyer son mouvement qui soutien plus de 45 000 enfants, jeunes et adultes du Canada ayant des déficiences intellectuelles grâce à son réseau extraordinaire de plus de 21 000 bénévoles.
"
148,Supporting the Canadian Museum for Human Rights,Appuyer le Musée canadien des droits de la personne,adv,Supporting-the-Canadian-Museum-for-Human-Rights,Appuyer-le-Musee-canadien-des-droits-de-la-personne,"The Canadian Museum for Human Rights, one of Canada’s national museums, works to explore the subject of human rights, with special but not exclusive reference to Canada, in order to enhance the public's understanding of human rights.

In order to ensure that the museum has adequate funding to deliver on its mandate, including promoting respect for others and encouraging reflection and dialogue, the Government proposes to provide $35 million over six years, starting in 2018–19, to support the museum’s operations. 
","Le Musée canadien des droits de la personne, un des musées nationaux du Canada, s’efforce d’étudier le sujet des droits de la personne, en mentionnant spécialement, mais non exclusivement, le Canada, afin d’accroître les connaissances du public sur les droits de la personne.

Pour s’assurer que le Musée possède un financement suffisant pour réaliser son mandat, notamment la promotion du respect d’autrui et l’encouragement à la réflexion et au dialogue, le gouvernement propose d’accorder 35 millions de dollars sur six ans à compter de 2018-2019, pour appuyer les opérations du musée.
"
