"RMCID","ParentID","Title_en","Description_en","PlannedSpending1718","PlannedSpending1819","PlannedSpending1920","PlannedFTE1718","PlannedFTE1819","PlannedFTE1920","ExpNoPlanSpend_EN","ExpSpendTrend_EN","ExpNoPlanFTE_EN","ExpFTETrend_EN","PlannedSpending1617","ActualSpending1617","Expl_Spending_en","PlannedFTE1617","ActualFTE1617","Expl_FTE_en"
"P2013-0027","P1013-0009","Youth Justice","The Department promotes the protection of the public by supporting programs and services which are consistent with the objectives of the Youth Criminal Justice Act. The Department provides contribution funding to the provinces and territories for programs and services aimed at youth in conflict with the law which encourages their accountability, rehabilitation and reintegration into the community; promote diversion from the formal court process where appropriate; and reserve custody for the most serious offenders. Funding is also provided to the provinces and territories for specialized therapeutic programs and services for youth with mental health needs who are convicted of a serious violent offence. Finally, funding is available to a wide range of recipients for projects which encourage a more effective youth justice system, respond to youth justice issues and enable greater citizen and community participation in the youth justice system. Such projects include programs specifically aimed at youth in conflict with the law, training for justice professionals and youth service providers and research. Funding is provided through the following grants and contributions programs: Youth Justice Services Funding Program, Intensive Rehabilitative Custody and Supervision Program and the Youth Justice Fund.",157967435.00,157967435.00,157967435.00,4.00,4.00,4.00,"","","","",158016560.00,157459385.00,"",3.70,3.70,""
"P2013-0028","P1013-0009","Family Justice","The Department, through grants and contributions funding, provides support to Canadians experiencing separation and divorce by facilitating effective delivery of programs and services, such as parent education, mediation, support enforcement and child support recalculation, and developing family law information and training resources. Family justice funding assists the provinces and territories to develop and provide family justice services and programs that are aimed at enhancing the capacity of parents to reach appropriate custody, access and support agreements and comply with those agreements. Federal funding also assists non-government organizations in developing family law information and training resources, supports implementation of the Department’s legislative obligations and policy priorities in the area of family justice, and provides support to program evaluation by collecting and reporting on the funding data. This sub-sub program uses funding from the following grants and contributions program: Supporting Families Fund.",0.00,0.00,0.00,0.00,0.00,0.00,"The Supporting Families Fund is sunsetting on March 31, 2017. A renewal of resources may be sought.","","The Supporting Families Fund is sunsetting on March 31, 2017. A renewal of resources may be sought.","",16447666.00,16138212.00,"",2.40,1.50,"Day to day variations due to staffing processes."
"P2013-0029","P1013-0009","Aboriginal and Northern Justice","The Department contributes funding to the provinces and territories for programs and services which provides culturally appropriate assistance to Aboriginal people navigating the criminal justice system. The Department also provides funding to a range of recipients who deliver programs which provide culturally relevant alternatives to the mainstream justice system for Aboriginal people. Finally, the Department provides contribution funding to the territories to help ensure that Northern residents have access to legal representation and advice as well as information on the justice system. Funding is provided through the following grants and contributions programs: Aboriginal Justice Strategy, Aboriginal Courtwork Program, and Access to Justice Services Agreements in the Territories.",18491083.00,18641083.00,18891083.00,14.00,14.00,14.00,"","","","",14355428.00,29171176.00,"Revision of 2016-17 Planned Spending in the amount of $9,767,956 from Criminal Justice and Legal Representation to Aboriginal and Northern Justice. Planned Spending should be at $24,123,384.



The difference left ($5,047,792) is explained by additional resources received through the Supplementary Estimates process.",11.90,13.50,"Realignment of departmental priorities."
"P2013-0030","P1013-0009","Justice in Official Languages","The Department, through grants and contributions funding, provides support to improve access to justice in both official languages to persons navigating the justice system. The Department manages the Access to Justice in Both Official Languages Support Fund and takes positive measures to fulfill the federal government’s commitment contained in section 41 of the Official Languages Act towards the development of official language minority communities and the promotion of English and French. The Department also manages the Contraventions Act Fund that provides funding to provinces, territories and municipalities where the Contraventions Act is implemented so that they can provide justice services on behalf of the federal government in a manner consistent with the applicable language rights involving compliance with judicial services as set out in sections 530 and 530.1 of the Criminal Code and extra-judicial services as set out in Part IV of the Official Languages Act. This sub-sub program uses funding from the following grants and contributions programs: Access to Justice in Both Official Languages Support Fund and Contraventions Act Fund.",15857634.00,15857634.00,15857634.00,10.00,10.00,10.00,"","","","",15833943.00,11368385.00,"Funds allocated reflect the need amongst participating provinces only under the Implementation of Official Languages Requirements under the Contraventions Act. Not all provincees are participating at the moment.",2.20,10.30,"Realignment of FTEs between activities to better reflect deparmental activities. (Public Law portion of Official Languages)"
"P2014-0023","P1014-0008","Occupational Health and Safety","This program has the goal of reducing work-related accidents and illnesses in federal jurisdiction workplaces. It also develops and amends occupational health and safety legislation and regulations for federally regulated workplaces and the federal public service and produces tools to assist employers and employees in understanding their roles and responsibilities under the Canada Labour Code. The program develops and disseminates promotional material and advises employers on how to achieve compliance with the Canada Labour Code. It also conducts inspections and investigations, issues directions to employers to comply with the legislation and, if necessary, initiates prosecutions. Further, a grant is disbursed that supports federal workplace health and safety objectives linked to Part II of the Canada Labour Code.",21519701.00,21519701.00,21519701.00,208.00,208.00,208.00,"","Unlike most government organizations, ESDC’s funding is derived from more than just the Consolidated Revenue Fund (CRF). ESDC also has vote-netted revenue authorities to recover costs from :

* the Employment Insurance Operating (EIO) Account,

* the Canada Pension Plan Account, 

* Passport Canada Revolving Fund.



Since these other sources of funds are not included in the grand total of government budgetary spending in the Public Accounts they are not included in TBS InfoBase. To find more details on these non-CRF items, please refer to ESDC’s Departmental Plan which includes information regarding all of the department’s sources of funds.","","",".",".","",".",".",""
"P2014-0024","P1014-0008","Federal Workers’ Compensation","This program oversees income maintenance, medical benefits, support of the return to work process and vocational rehabilitation services to workers in the federal public sector who sustain an occupational injury or illness. It also provides benefits to injured merchant seamen, survivors of employees slain on duty and inmates. The program ensures compliance with federal statutes through collaboration with federal departments and agencies, employees and provincial workers’ compensation boards. Shorter reporting times will result in earlier intervention and, subsequently, quicker returns to work, positively influencing worker productivity and social and financial costs.",48757145.00,48757145.00,48757145.00,62.00,62.00,62.00,"","Unlike most government organizations, ESDC’s funding is derived from more than just the Consolidated Revenue Fund (CRF). ESDC also has vote-netted revenue authorities to recover costs from :

* the Employment Insurance Operating (EIO) Account,

* the Canada Pension Plan Account, 

* Passport Canada Revolving Fund.



Since these other sources of funds are not included in the grand total of government budgetary spending in the Public Accounts they are not included in TBS InfoBase. To find more details on these non-CRF items, please refer to ESDC’s Departmental Plan which includes information regarding all of the department’s sources of funds.","","",".",".","",".",".",""
"P2014-0025","P1014-0009","Labour Standards","This program seeks to support fair and equitable workplaces through the administration and enforcement of labour standards (Part III of the Canada Labour Code) that define minimum conditions of employment in the federal jurisdiction. The program also develops educational materials to assist employers and workers in understanding their rights and obligations; provides advice to employers and workers who have questions about their rights and responsibilities; and engages in proactive inspections of employer records to verify compliance, while targeting those employers with a history of non compliance. The Federal Mediation and Conciliation Service contributes to the dispute resolution process when it becomes necessary to appoint adjudicators to hear unjust dismissal complaints and referees to hear wage recovery appeals under Part III of the Canada Labour Code.",14775222.00,14775222.00,14775222.00,159.00,159.00,159.00,"","Unlike most government organizations, ESDC’s funding is derived from more than just the Consolidated Revenue Fund (CRF). ESDC also has vote-netted revenue authorities to recover costs from :

* the Employment Insurance Operating (EIO) Account,

* the Canada Pension Plan Account, 

* Passport Canada Revolving Fund.



Since these other sources of funds are not included in the grand total of government budgetary spending in the Public Accounts they are not included in TBS InfoBase. To find more details on these non-CRF items, please refer to ESDC’s Departmental Plan which includes information regarding all of the department’s sources of funds.","","",".",".","The actual spending is higher than anticipated;  resources realignment continues to be necessary across the sub-programs.",".",".","The difference between Planned and Actual FTEs reflects the need for a realignment of FTEs across sub-programs."
"P2014-0026","P1014-0009","Workplace Equity","This program helps to achieve equitable representation in workplaces by requiring federally regulated private-sector employers and federal contractors to identify and eliminate employment barriers for the four designated groups (women, Indigenous peoples, persons with disabilities and members of visible minorities) under the Employment Equity Act. It also seeks to prevent the emergence of future employment barriers and to foster a climate of equity in these organizations by enforcing the Employment Equity Act through mandatory employer reporting as well as engagement initiatives. The program administers the Legislated Employment Equity Program and the Federal Contractors Program in order to support the federal government’s objectives and policies on employment equity.",1562826.00,1562826.00,1562826.00,14.00,14.00,14.00,"","Unlike most government organizations, ESDC’s funding is derived from more than just the Consolidated Revenue Fund (CRF). ESDC also has vote-netted revenue authorities to recover costs from :

* the Employment Insurance Operating (EIO) Account,

* the Canada Pension Plan Account, 

* Passport Canada Revolving Fund.



Since these other sources of funds are not included in the grand total of government budgetary spending in the Public Accounts they are not included in TBS InfoBase. To find more details on these non-CRF items, please refer to ESDC’s Departmental Plan which includes information regarding all of the department’s sources of funds.","","",".",".","The actual spending is lower than anticipated; resources realignment continues to be necessary across the sub-programs.",".",".","The difference between Planned and Actual FTEs reflects the need for a realignment of FTEs across sub-programs."
"P2014-0027","P1014-0009","Wage Earner Protection Program","This program is designed to reduce the economic insecurity of Canadian workers who are owed unpaid wages and vacation, termination and severance pay when their employer declares bankruptcy or becomes subject to receivership. Individuals can receive an amount up to four weeks’ maximum insurable earnings under the Employment Insurance Act. When eligible individuals receive payments under the Wage Earner Protection Program Act, they sign over their rights as creditors of the employer to the federal government to the extent of the Wage Earner Protection Program (WEPP) payment. Applicants who disagree with initial eligibility decision can request a review within 30 days of the initial decision and file a request for appeal within 60 days of the review decision. The appeals are handled by an independent adjudicator appointed by the Federal Mediation and Conciliation Service. The federal government seeks recovery of the amounts as the creditor of the employer in the bankruptcy or receivership process. This program covers workers in all labour jurisdictions. This program uses funding from the following transfer payment: Wage Earner Protection Program.",51190916.00,51190916.00,51190916.00,25.00,25.00,25.00,"","Unlike most government organizations, ESDC’s funding is derived from more than just the Consolidated Revenue Fund (CRF). ESDC also has vote-netted revenue authorities to recover costs from :

* the Employment Insurance Operating (EIO) Account,

* the Canada Pension Plan Account, 

* Passport Canada Revolving Fund.



Since these other sources of funds are not included in the grand total of government budgetary spending in the Public Accounts they are not included in TBS InfoBase. To find more details on these non-CRF items, please refer to ESDC’s Departmental Plan which includes information regarding all of the department’s sources of funds.","","",".",".","The annual program spending remains well below the statutory envelope allocated to the WEPP due to relatively low demand on the program year over year.",".",".","The difference between Planned and Actual FTEs reflects the need for a realignment of FTEs across sub-programs."
"P2014-0038","P1014-0016","Children and Families","Children and families can face unique personal, social and economic pressures which challenge their ability to adapt and thrive. As a result, families may experience a diminished quality of life, with limited ability to participate in the workplace or to contribute to their communities. With the objective of supporting the creation of more responsive programs, services or tools to better serve the diverse needs of children and their families, particularly those living in disadvantaged circumstances, the Children and Families program makes strategic grant and contribution-based investments. Grant and contribution funding supports projects in the not-for-profit sector to meet the social needs and aspirations of children and families, and of other vulnerable populations. The program is moving towards a delivery model based on third-party intermediaries that have expertise on the ground in communities. Funding recipients are also encouraged to find new partners across the private and public sectors to complement federal money in order to maximize the effect of interventions on complex social issues at the community level. This component is also the source of funding for Official Language Minority Communities (OLMC), the Prime Minister’s Voluntary Awards, and the analysis and dissemination of the General Social Survey—Giving, Volunteering and Participating. This program uses funding from the following transfer payment: Social Development Partnerships Program.",16227168.00,16227168.00,16227168.00,64.00,64.00,64.00,"","Unlike most government organizations, ESDC’s funding is derived from more than just the Consolidated Revenue Fund (CRF). ESDC also has vote-netted revenue authorities to recover costs from :

* the Employment Insurance Operating (EIO) Account,

* the Canada Pension Plan Account, 

* Passport Canada Revolving Fund.



Since these other sources of funds are not included in the grand total of government budgetary spending in the Public Accounts they are not included in TBS InfoBase. To find more details on these non-CRF items, please refer to ESDC’s Departmental Plan which includes information regarding all of the department’s sources of funds.","","",".",".","This component of the Program primarily develops intermediary model projects that leverage funds from partners across sectors to maximize the impact of federal funding for projects benefitting vulnerable populations. Developing projects under the intermediary model takes longer than in the previous funding model and therefore spending was lower than expected.",".",".","The FTE variance can be explained by delays in staffing, LIA’s, LWOP, and unexpected departures."
"P2014-0039","P1014-0016","Disability","Canadians with disabilities can face unique personal, social and economic pressures. As a result, they may experience a diminished quality of life, with limited ability to participate in the workplace or to contribute to their communities. With the objective of promoting the full participation of Canadians with disabilities in learning, work and community life by increasing the effectiveness of the not-for-profit sector, this program makes strategic grant and contributions-based investments. Funded projects support a wide range of community-based initiatives that address social issues and barriers that face persons with disabilities. Funding recipients are encouraged to find new partners across the private and public sectors to complement federal money in order to maximize the effect of interventions on complex social issues at the community level. This program uses funding from the following transfer payment: Social Development Partnerships Program.",18153826.00,18153826.00,18153826.00,68.00,68.00,68.00,"","Unlike most government organizations, ESDC’s funding is derived from more than just the Consolidated Revenue Fund (CRF). ESDC also has vote-netted revenue authorities to recover costs from :

* the Employment Insurance Operating (EIO) Account,

* the Canada Pension Plan Account, 

* Passport Canada Revolving Fund.



Since these other sources of funds are not included in the grand total of government budgetary spending in the Public Accounts they are not included in TBS InfoBase. To find more details on these non-CRF items, please refer to ESDC’s Departmental Plan which includes information regarding all of the department’s sources of funds.","","",".",".","",".",".","The FTE variance can be explained by delays in staffing, LIA’s, LWOP, and unexpected departures."
"P2018-0049","P1018-0051","Operations to Defend Canada Against Armed Threats","Operations to Defend Canada Against Armed Threats aim to defend Canada against armed threats and provide military power when necessary anywhere in Canada for the purpose of averting major crises where armed aggressors threaten Canadians, Canadian sovereignty, or the interests of the Canadian Government. Results are achieved through the deployment of immediate response force elements and, when required, the mobilization, employment and sustainment of larger follow-on force elements in accordance with the mandated role of National Defence. This Program directly supports Canada and Canadians.",".",".",".",".",".",".","Since operations in this Program are rare and unexpected, no expenditures are forecasted.","","Personnel are drawn from Ready Forces as required to provide National Defence services under this Program","",0.00,0.00,"No activities were undertaken during FY 2016-17",0.00,0.00,""
"P2018-0050","P1018-0051","Ongoing Defence, Security and Sovereignty of Canada Operations","Ongoing Defence, Security and Sovereignty of Canada Operations aim to ensure constant monitoring and conspicuous presence of military forces in Canadian territory, including the arctic, through the application of military power. When necessary this Program also delivers localized responses against detected aggressors that threaten the security of Canadians, the sovereignty of Canada, or the interests of the Canadian Government. Typical results are achieved through the employment of force elements with the requisite Defence capabilities to conduct surveillance operations; maritime, land, and air patrols; and operations to assert Canada’s sovereignty. Results are typically achieved through this Program by focused execution of: national intelligence, surveillance and reconnaissance operations; presence operations; and intercept operations.",97947189.00,100131884.00,101744429.00,921.00,935.00,937.00,"","","","",122249828.00,99385683.00,"",1259.00,870.00,"Variances between planned and actual FTEs at the Sub- and Sub-Sub-Program levels are primarily due to a shift in activities across the Program Alignment Architecture."
"P2018-0051","P1018-0051","Ongoing Defence Operations through NORAD","Ongoing Defence Operations through NORAD seek to provide for the defence of North America in combination with the United States through the North American Aerospace Defense Command (NORAD) in accordance with the North American Aerospace Defence Agreement. This agreement provides co-ordinated bi-national delivery of both aerospace and maritime warning capabilities as well as related control capabilities to the Governments of Canada and the United States in order to protect against threats that may impact the North American continent. The aerospace warning and control capabilities applied through this Program typically detect, identify, monitor, track, deter, intercept, divert and neutralize manned or unmanned air-breathing vehicles that threaten air sovereignty. They also detect and monitor airborne and maritime vessels that are suspected of illegal drug trafficking and human trafficking/illegal immigrants, and relay information to civilian law enforcement agencies. The maritime warning capabilities applied through this Program provide shared awareness and a mutual understanding of activity within maritime approaches, marine areas, and inland waterways that are in the jurisdictions of Canada and the United States. This Program is conducted within the framework of the North Atlantic Treaty and therefore is also a key aspect of trans-Atlantic security and defence.",75586018.00,77279976.00,78451827.00,764.00,776.00,778.00,"","","","",87220133.00,80452438.00,"",660.00,621.00,"Variances between planned and actual FTEs at the Sub- and Sub-Sub-Program levels are primarily due to a shift in activities across the Program Alignment Architecture."
"P2018-0052","P1018-0051","Ongoing Continental Defence Operations in Cooperation with US","Ongoing Continental Defence Operations in Cooperation with the United States aim to protect Canada and North America in accordance with agreements with the United States, Caribbean and Central and South American nations where applicable, that are outside the purview of North American Aerospace Defense Command (NORAD). Results are achieved through the employment of forces with the requisite military capabilities to conduct daily continental operations where threats along air, land and sea approaches to Canadian territory are detected, identified, monitored, tracked, deterred, intercepted, diverted and neutralized, as required. This Program includes participation in the US-led Joint Interagency Task Force (South) as well as the employment of military capabilities in support to the United States in accordance with requirements and emergency/contingency plans established through bi-lateral agreements. Results may sometimes also be achieved through application of military capabilities in co-ordination with South American and Caribbean nations.",25249154.00,26066434.00,27004900.00,188.00,191.00,191.00,"","","","",43429143.00,17679117.00,"",395.00,177.00,"Variances between planned and actual FTEs at the Sub- and Sub-Sub-Program levels are primarily due to a shift in activities across the Program Alignment Architecture."
"P2018-0053","P1018-0052","International Operations over Extended Periods","International Operations Over Extended Periods aim to meet expectations agreed upon by the Canadian Government and foreign partners, which include allied nations, alliance organizations and the United Nations. Results are achieved through the application of Defence capabilities by force elements outside of the domestic or continental setting. The force elements that achieve this Program’s results are organized into portfolios according to the environments in which they operate – the most fundamental of which are the maritime, land and aerospace environments. There are also force elements that operate across these domains which include joint, common and special force elements. The operations conducted under this Program occur over extended periods during which time certain force elements from across the portfolio are tailored, delivered and sustained within a forum that typically also includes force elements provided by international partners. Examples of past operations conducted as part of this Program are those conducted in Afghanistan and Bosnia.",155912877.00,160995235.00,166767030.00,1177.00,1195.00,1197.00,"","","","",147412321.00,213495221.00,"",820.00,1108.00,"Variances between planned and actual FTEs at the Sub- and Sub-Sub-Program levels are primarily due to a shift in activities across the Program Alignment Architecture."
"P2018-0054","P1018-0052","International Crisis and Surge Response Operations","International Crisis and Surge Response Operations aim to respond to immediate international crises with the potential for armed aggression through the delivery of Defence capabilities. As with the International Operations over Extended Periods Program, Defence capabilities are applied outside of the continent by this Program through the employment of force elements, as appropriate, from the maritime, land and aerospace environments and the joint, common and special force domains. However, the operations undertaken under this Program are expected to be of much shorter duration and often require what is called a surge response. These operations are typically undertaken at the request of the Canadian Government to meet particular expectations which are usually connected to the support of foreign partners which includes allied nations, alliance organizations and the United Nations. The operation in Libya is an example of an operation conducted as part of this Program.",5177798.00,5264620.00,5280336.00,60.00,61.00,61.00,"","","","",5761051.00,6500813.00,"",62.00,62.00,""
"P2018-0055","P1018-0052","Ongoing Defence Operations through Standing NATO Commitments","Ongoing Defence Operations through Standing NATO Commitments aim to provide for the ongoing defence of Canada and protect the interests of the Government of Canada through routine participation as an active member of the North Atlantic Treaty Organization (NATO). Results are achieved by representing Canadian interests in: defence policies and plans; military standards and doctrine, and best practices; fostering defence diplomacy and international defence relations; and providing Defence capabilities for ongoing operations. Specifically, Canadian interests in defence policy and planning matters are delivered through the Canadian Joint Delegation to NATO and through representation on the NATO Headquarters International Military Staff which facilitates the framing of NATO defence issues in ways commensurate with Canadian interests. Canada’s representation on various NATO organizations also provides an avenue for development of defence policy advice within Canada as well as the progression of defence relations and opportunities to leverage capability development initiatives. A key aspect of this Program is the delivery of Canadian force elements to ongoing NATO operations and to NATO’s response force (NRF) which provides rapid military response to emerging crisis as part of the NATO crisis response system. However this Program does not include participation in extended or crisis response operations that are instead captured under the International Operations Over Extended Periods Program or the International Crisis and Surge Response Operations Program. This Program operates within the framework of the North Atlantic Treaty and the National Defence Act.",42760594.00,43552530.00,43839592.00,544.00,552.00,553.00,"","","","",42278586.00,168737086.00,"Variance is primarily due to a change in financial coding related to NATO activities.",327.00,346.00,""
"P2018-0056","P1018-0053","Overarching Command and Control of Domestic and International Operations","Overarching Command and Control of Domestic and International Operations seek to ensure there is congruency between operational objectives and higher-level strategic goals associated with the defence of Canada, the protection of Canadian sovereignty, and the interests of the Canadian Government by providing overarching control functions to military operations. Results are achieved by providing the rules and constraints that control each operation; coordinating the provision and allocation of resources; engaging with operational-level partners and other stakeholders to ensure unity of action; and ensuring that structures and processes are in place to manage risk. The products and services provided by this Program sustain Defence by enabling the Defence Combat and Support Operations Program and the Defence Services and Contributions to Government Program to deliver military efforts.",145107357.00,148514936.00,150785922.00,1321.00,1340.00,1342.00,"","","","",147720984.00,232956891.00,"",924.00,901.00,"Variances between planned and actual FTEs at the Sub- and Sub-Sub-Program levels are primarily due to a shift in activities across the Program Alignment Architecture."
"P2018-0057","P1018-0053","Ongoing Defence Intelligence Operations","Ongoing Defence Intelligence Operations aim to increase security and situational awareness essential to Force protection. Results are achieved through surveys and analysis of the many dimensions of the current security environment. It identifies critical patterns, synthesizes trends, and from this information establishes potential impacts, risks and opportunities to inform the execution of ongoing and contingency operations conducted under the Defence Combat and Support Operations Program and the Defence Services and Contributions to Government Program. It also informs the delivery, or potential delivery, of Defence capabilities in the future. Results are achieved through the collection, storage, protection, collation, analysis, and dissemination of intelligence information. These activities are enabled, in part, by collaboration and liaison with national and international partners. Besides supporting each military operation directly, the products and services provided by this Program sustain Defence by directly enabling the Overarching Control of Domestic and International Operations Program, the Operational Readiness Production Coordination and Control Program, and the Defence Capability Development and Research Program. This Program is primarily focused on National Defence but also supports Federal Departments/Agencies and international partners.",199024150.00,204848645.00,210244396.00,1734.00,1754.00,1756.00,"","","","",204803656.00,210660756.00,"",1628.00,1544.00,"Variances between planned and actual FTEs at the Sub- and Sub-Sub-Program levels are primarily due to a shift in activities across the Program Alignment Architecture."
"P2018-0058","P1018-0053","Operational Support Services","Operational Support Services aim to provide operational support services for the conduct of military operations. Results are achieved through the deployment and sustainment of forces to distant areas in response to domestic, continental and international operations. Operational support is provided to deployed force elements within a theatre of operations. This Program delivers Defence services such as Surveillance from Space and the provision of Cyber defense. Included in the Support Services is the establishment of Lines of Communications for facilitating coordination of procurement and delivery of a wide variety of materiel, personnel and information services that directly support the deployment and sustainment of military forces and the maintenance of Defence capabilities during military operations. Operational Support Services directly supports Defence.",73626049.00,76220055.00,78687399.00,421.00,426.00,426.00,"","","","",73895831.00,66830004.00,"",368.00,345.00,"Variances between planned and actual FTEs at the Sub- and Sub-Sub-Program levels are primarily due to a shift in activities across the Program Alignment Architecture."
"P2018-0059","P1018-0053","Military Diplomacy and Global Engagement","The Military Diplomacy and Global Engagement Program aims to achieve greater interoperability and enhanced delivery of Defence capabilities during on-going, contingency and potential operations in the future in order to support the defence of Canada and Canadian Interests. Results are achieved through the establishment of new bi-national and multinational relations and the strengthening of existing key defence partnerships. This is accomplished through assistance to foreign partners in the form of military training, participation in international fora, the establishment of formal arrangements, the sharing of expertise and operational cooperation. The Military Diplomacy and Global Engagement Program also delivers support to Federal Departments and Agencies, foreign governments, international organizations and alliances.",384217506.00,399328935.00,426958629.00,633.00,638.00,639.00,"","","","",360846795.00,251255472.00,"Variance is primarily due to a change in financial coding related to NATO activities.",356.00,444.00,"Variances between planned and actual FTEs at the Sub- and Sub-Sub-Program levels are primarily due to a shift in activities across the Program Alignment Architecture."
"P2018-0060","P1018-0054","Domestic and Continental Assistance and Response Operations","Domestic and Continental Assistance and Response Operations aim to reduce suffering and to improve the well-being of members of the civil society living in North America. Results are achieved through the delivery of forces elements with the capabilities to conduct domestic disaster relief operations. This Program delivers unique Defence capabilities through modular and scalable responses to mitigate a wide range of crises associated with disasters. Operations in this Program will only occur if Defence is tasked by the Government of Canada. Response activities may include Defence services such as strategic air and sealift, aviation support, medical aid, logistic and engineering support, or provision of security assistance. Domestic and Continental Assistance and Response Operations are provided directly to Federal Departments and Agencies, other levels of Government and continental partners.",6743955.00,6860293.00,6887881.00,81.00,82.00,82.00,"","","","",7123104.00,7594834.00,"",66.00,63.00,"Variances between planned and actual FTEs at the Sub- and Sub-Sub-Program levels are primarily due to a shift in activities across the Program Alignment Architecture."
"P2018-0061","P1018-0054","International Humanitarian Assistance and Disaster Response Operations","International Humanitarian Assistance and Disaster Response Operations aim to reduce suffering and to improve the well-being of members of the International civil society. Results are achieved through the delivery of forces elements internationally with the capabilities to conduct disaster and humanitarian response operations in support of Government of Canada goals. This Program delivers unique Defence capabilities through modular and scalable responses tailored to address identified gaps in civilian humanitarian capacity. Operations in this Program will only occur if Defence is tasked by the Government of Canada. Response activities may include Defence services such as strategic air and sealift, aviation support, medical aid, logistic and engineering support, or provision of security assistance. International Humanitarian Assistance and Disaster Response Operations are provided directly to Federal Departments and Agencies and international partners.",504720.00,513862.00,515161.00,6.00,6.00,6.00,"","","","",988230.00,472721.00,"",9.00,4.00,"Variances between planned and actual FTEs at the Sub- and Sub-Sub-Program levels are primarily due to a shift in activities across the Program Alignment Architecture."
"P2018-0062","P1018-0054","Non-Combatant Evacuation Operations","Non-Combatant Evacuation Operations aim to contribute to the security of Canadian citizens abroad. Results are achieved through the delivery of force elements with the requisite capabilities to conduct operations where the primary focus is the evacuation of Canadian Entitled Personnel or other non-combatants from hostile or potentially hostile environments. Operations in this Program will only occur if Defence is tasked by the Government of Canada. Non-Combatant Evacuation Operations are provided directly to Federal Departments and Agencies and Canadian citizens.",526450.00,544789.00,567200.00,3.00,3.00,3.00,"","","","",9787635.00,415417.00,"",113.00,2.00,"Variances between planned and actual FTEs at the Sub- and Sub-Sub-Program levels are primarily due to a shift in activities across the Program Alignment Architecture."
"P2018-0063","P1018-0055","Counter Terrorism, Terrorism Event Response and Consequence Management Operations","Counter Terrorism, Terrorism Event Response and Consequence Management Operations aim to contribute to the protection of Canada, Canadians and Canadian interests from terrorist activity. Results are achieved through the conduct of counter terrorism operations both domestically and internationally. This Program delivers unique Defence capabilities to support the Government of Canada and is an integral part of Canada’s Counter-terrorism Strategy. This Program ensures that Canada, through Defence, has the capability to prevent, pre-empt, disrupt, and, if not successful, prepare for and execute any deployment of Defence capability in response to terrorist activity at home or abroad. The breadth of Defence activities includes international areas of operation through various international and global engagements and domestic support to law enforcement. Counter Terrorism, Terrorism Event Response and Consequence Management Operations services are provided directly to Federal Departments and Agencies.",".",".",".",".",".",".","Details regarding financial resources assigned to this program are classified.","","Details regarding human resources assigned to this Program are classified.","",0.00,0.00,"",0.00,0.00,""
"P2018-0064","P1018-0055","Assistance to Major Canadian Event Operations","Assistance to Major Canadian Event Operations aim to contribute to the Defence of Canada and the security of Canadian citizens through the provision of security and related support for major events. Results are achieved through the maintenance of situational awareness and provision of naval, air, and land Defence capabilities. Operations in this Program will only occur if Defence is tasked by the Government of Canada. Assistance to Major Canadian Event Operations services are provided directly to Federal Departments and Agencies and other levels of Government.",".",".",".",".",".",".","No Major operations took place.","","No Major operations took place.","",59863.00,0.00,"No major events operations took place",0.00,0.00,""
"P2018-0065","P1018-0055","National Search and Rescue Program Coordination","National Search and Rescue Program Coordination aims at continuously improving search and rescue services. Results are achieved by coordinating and integrating the efforts of federal, provincial and territorial organizations, and other stakeholders that provide search and rescue services, in order to achieve seamless search and rescue services across Canada. This Program encompasses the services provided by the National Search and Rescue Secretariat. The role of the secretariat is to integrate the efforts of search and rescue partners. National Search and Rescue Program Coordination services are provided directly to Federal Departments and Agencies, level of Governments, other partners from industry, academia, the volunteer community and not-for-profit organizations. The National Search and Rescue Secretariat is Canada’s permanent representative to the International COSPAS-SARSAT Council and also functions as the Head of the Canadian delegation at all COSPAS-SARSAT forums.",5194697.00,5243200.00,5243476.00,2.00,2.00,2.00,"","","","",6476317.00,3382322.00,"Effective 23 July 2015, the National Search and Rescue Secretariat was transferred to Public Safety Canada. Planned spending is forecasted under this Program as the training portion of the National Search and Rescue Program Coordination Program was retained by National Defence. The Civil Air Search and Rescue Association Program trains volunteers to enable them to support activities related to CAF coordinated aeronautical Search and Rescue operations.",0.00,0.00,""
"P2018-0066","P1018-0055","Search and Rescue Operations","Search and Rescue Operations seek to provide assistance and safety to persons in distress. Results are achieved by delivering force elements with the requisite capabilities to provide aeronautical and maritime search and rescue response operations within the Canadian Federal Area of Responsibility. This Program delivers the aeronautical and maritime search and rescue system which presently includes the several Joint Rescue Coordination Centres and other search and rescue facilities in conjunction with the Canadian Coast Guard. Search and Rescue Operations services are provided directly to Federal Departments and Agencies, other levels of Government and the General Public.",70039470.00,71653253.00,72870145.00,668.00,678.00,680.00,"","","","",68378464.00,65567133.00,"",610.00,613.00,"Variances between planned and actual FTEs at the Sub- and Sub-Sub-Program levels are primarily due to a shift in activities across the Program Alignment Architecture."
