"measure_id","parent_measure_id","measure_fr","chapter_key","id_fr","description_fr"
14,,"Lutte contre la crise des opioïdes","adv","Gerer-la-crise-des-opioides","Il y a une crise des opioïdes au Canada. En 2016 seulement, plus de 2 800 vies canadiennes ont été perdues en raison d’une apparente surdose d’opioïdes. La Colombie-Britannique a été au premier rang de cette crise. Elle a déclaré une urgence de santé publique il y a presque deux ans. Cependant, les effets de la crise se font maintenant sentir dans de nombreuses communautés partout au pays, des grandes villes aux banlieues, en passant par les collectivités rurales et nordiques et les communautés autochtones. Le gouvernement a pris l’engagement de s’y attaquer."
15,,"Faire progresser les femmes chefs d’entreprise","prg","Faire-avancer-la-cause-des-femmes-chefs-d-entreprise","Les mesures d’encouragement de la diversité au sein des entreprises ne visent pas uniquement à créer des chances égales pour les femmes. Elles visent à créer un avantage concurrentiel pour les entreprises canadiennes en les assurant d’un accès au talent, à l’ambition, aux compétences et aux idées des femmes. Cependant, même s’il ne manque pas au Canada de femmes qui possèdent une expérience de haute direction, le changement à cet égard est lent et les femmes demeurent minoritaires dans les conseils d’administration des sociétés détenant moins du cinquième (19 %) des sièges de ces conseils et seulement 15 % des postes de cadre de direction des sociétés formant l’indice composé S&P/TSX, selon Catalyst Canada.

Un nombre plus élevé de femmes au sein d’un effectif produit inévitablement un bassin de talents plus grand – et lorsque des femmes occupent des postes de commande, les sociétés connaissent des résultats financiers plus solides, plus d’innovation et un processus décisionnel plus efficace. L’étude réalisée par McKinsey auprès de plus de 1 000 entreprises dans 12 pays a révélé que les entreprises qui affichaient la plus grande diversité des sexes au sein de leur équipe de direction avaient 21 % plus de chances d’obtenir une rentabilité supérieure à la moyenne que les entreprises affichant moins de diversité. En outre, une augmentation de 1 % de la représentation des femmes dans les milieux de travail canadiens est associée à une augmentation moyenne de 3,5 % des revenus et de 0,7 % de la productivité en milieu de travail, d’après le Centre for International Governance Innovation.

Le gouvernement est déterminé à faire de l’égalité des sexes une priorité et à tirer parti de cet avantage concurrentiel de l’histoire du Canada, y compris la manière dont le gouvernement lui-même prend ses décisions. En 2015, le gouvernement a formé le premier cabinet du Canada qui respectait l’équilibre entre les sexes. Depuis, le pourcentage de femmes nommées par le cabinet fédéral à un poste de niveau supérieur a augmenté et les femmes représentent maintenant plus de 40 % de ces nominations. Le fait que le gouvernement a désigné l’avancement de l’égalité des sexes et le renforcement du pouvoir  des femmes comme l’un des thèmes clés de la présidence canadienne du G7 cette année est un autre exemple de son engagement en faveur de l’égalité des sexes et de sa volonté de prêcher par l’exemple.

Le projet de loi que le ministre de l’Innovation, des Sciences et du Développement économique a présenté récemment au Parlement propose des modifications à la Loi canadienne sur les sociétés par actions visant à exiger des sociétés constituées sous le régime fédéral qu’elles communiquent annuellement aux actionnaires la situation quant à la diversité de leur équipe de la haute direction et de leur conseil d’administration.
S’appuyant sur cette exigence législative, le gouvernement étendra le soutien à l’inclusion dans les sociétés en soulignant publiquement les efforts des sociétés qui sont engagées à promouvoir la présence des femmes, y compris les femmes des groupes minoritaires, dans les postes de haute direction et dans les conseils d’administration. En partenariat avec le secteur privé, le gouvernement créera un prix annuel destiné aux sociétés canadiennes qui font preuve de leadership dans ce domaine.
"
16,,"Offrir de meilleurs services aux anciens combattants","adv","Meilleurs-services-aux-anciens-combattants","Depuis 2016, le gouvernement a apporté de considérables améliorations aux prestations et aux services à la disposition des anciens combattants. Par exemple, le gouvernement a haussé les soutiens financiers pour les anciens combattants et les aidants naturels, a instauré de nouvelles allocations pour études et formation et a élargi un éventail de services auxquels les familles d’anciens combattants libérés pour raisons médicales peuvent recourir. 

Grâce aux prestations et aux services supplémentaires qui sont maintenant disponibles, de plus en plus d’anciens combattants demandent l’aide dont ils ont besoin. Par exemple, au cours des deux dernières années, Anciens Combattants Canada a constaté une augmentation de 32 % du nombre de demandes de prestations d’invalidité. Afin de répondre à cette augmentation et de veiller à ce que les anciens combattants obtiennent les services et les prestations lorsqu’ils en ont besoin, le gouvernement propose de fournir un financement de 42,8 millions de dollars sur deux ans, à compter de 2018 2019, en vue d’accroître la capacité en matière de prestation de services à Anciens Combattants Canada. 
"
17,,"Bâtir plus de logements locatifs pour les familles canadiennes","grw","Construire-plus-de-logements-locatifs-pour-les-familles-canadiennes","Trouver un logement sécuritaire et abordable est un défi pour un nombre de plus en plus élevé de Canadiens. Bon nombre de villes au pays n’ont pas de programme de logements locatifs abordables. De plus, la croissance démographique et les coûts de plus en plus élevés de l’acquisition d’une maison font en sorte qu’il est de plus en plus difficile de trouver un logement abordable. La demande élevée de logements dans bon nombre de villes fait monter les taux de location de sorte qu’il est plus difficile pour des Canadiens de vivre et de travailler dans la même communauté. 

Environ 30 % des Canadiens ont recours au marché locatif pour se trouver un logement. Bien que les tendances varient d’une ville à l’autre, la demande future pour des logements locatifs abordables devrait augmenter en fonction du vieillissement de la population, de la migration des jeunes professionnels vers les grandes villes et en fonction de la croissance de la population d’immigrants dans nos communautés. Les Canadiens qui souhaitent acheter une maison ont maintenant besoin de plus de temps pour épargner en vue d’une mise de fonds, notamment dans les plus grandes villes canadiennes. 
Malheureusement, la grande demande de logements locatifs n’a pas donné lieu à une augmentation de l’offre. Les taux d’inoccupation demeurent faibles dans les grands centres urbains comme Toronto et Vancouver, à 1 % et à 0,9 % respectivement.

Afin d’encourager une offre stable de logements locatifs abordables à l’échelle du pays, le gouvernement propose d’augmenter le montant des prêts consentis par l’intermédiaire de l’initiative Financement de la construction de logements locatifs de 2,5 milliards de dollars à 3,75 milliards au cours des trois prochaines années. Ce nouveau financement vise à appuyer les projets qui permettent de répondre aux besoins des ménages à faible revenu ou des ménages à revenu moyen qui éprouvent des difficultés sur les marchés de logements dispendieux. Cette mesure devrait à elle seule stimuler la construction de plus de 14 000 nouvelles unités de logement locatif partout au Canada. Le gouvernement propose d’accorder 113,6 millions de dollars sur cinq ans, à compter de 2018-2019, à la Société canadienne d’hypothèques et de logement afin d’étendre l’initiative Financement de la construction de logements locatifs.
"
18,,"Chaires de recherche du Canada","prg","Chaires-de-recherche-du-Canada","Pour attirer et retenir les chercheurs de pointe en début de carrière dans les établissements d’enseignement postsecondaire partout au pays, le budget de 2018 propose un nouvel investissement de 210 millions de dollars sur cinq ans, à compter de 2018-2019, et de 50 millions de dollars par année par la suite, pour le programme des chaires de recherche du Canada afin de soutenir les chercheurs en début de carrière tout en assurant une plus grande diversité parmi les chercheurs sélectionnés et un nombre accru de femmes nommées à des chaires de recherche du Canada. Ce financement offrira la marge de manœuvre nécessaire pour améliorer le programme afin de respecter les priorités des chercheurs et pourrait donner lieu, par exemple, à la création de 250 chaires supplémentaires pour les chercheurs en début de carrière d’ici 2020-2021, et à une augmentation importante du financement pour les chercheurs en début de carrière. Le gouvernement s’attend à ce que les conseils subventionnaires consacrent ces nouveaux investissements aux chercheurs en début de carrière dont la diversité est mieux représentative de la population canadienne.

Au cours de la prochaine année, le gouvernement étudiera les moyens de mieux soutenir les étudiants et la prochaine génération de chercheurs par le biais de bourses d’études et de bourses de recherche.
"
19,,"Emplois d’été Canada 2019-2020","grw","Emplois-d-ete-Canada-2019-2020","Un emploi d’été aide les étudiants à payer leurs études et à acquérir l’expérience dont ils auront besoin pour trouver et conserver un emploi à temps plein après leurs études. Depuis le budget de 2016, le gouvernement a soutenu 35 000 emplois d’été supplémentaires en vertu du programme Emplois d’été de la Stratégie emploi jeunesse. Le gouvernement propose d’offrir 448,5 millions de dollars sur cinq ans, à compter de 2018-2019, pour la Stratégie emploi jeunesse. Ce financement permettra de continuer de doubler le nombre de placements professionnels financés dans le cadre du programme Emplois d’été Canada en 2019-2020 et d’affecter des ressources supplémentaires pour une Stratégie emploi jeunesse modernisée dans les années suivantes, d’après les commentaires du Groupe d’experts sur l’emploi chez les jeunes. Une Stratégie emploi jeunesse renouvelée sera annoncée au cours de la prochaine année. "
20,,"Coprésidence canadienne du Groupe de travail sur le cadre du G20","oth","23-Autres-mesures-prevues-dans-le-budget-de-2018-(non-incluses-dans-les-chapitres-anterieurs)","Financement proposé pour le ministère des Finances du Canada afin de soutenir le rôle du Canada en tant que coprésident du Groupe de travail sur le cadre du G20 pour une croissance forte, durable, équilibrée et inclusive.   "
21,,"Programme des accélérateurs technologiques canadiens","prg","La-creation-de-quatre-plateformes-phares","Afin d’aider les entreprises canadiennes à profiter des possibilités de croissance à l’aide de l’exportation, le Service des délégués commerciaux fera l’objet d’améliorations transformatrices en vue de simplifier l’expérience client, de moderniser ses outils et d’offrir des services novateurs.  Les exportations sont essentielles à la croissance de nos entreprises et de l’économie. Elles aident à transformer nos petites entreprises en de grandes entreprises et soutiennent un emploi sur six au Canada; ces emplois offrent habituellement une rémunération plus élevée que la moyenne. Comme mentionné dans le budget de 2017, le gouvernement s’est donné comme objectif de faire avancer le Canada en faisant augmenter les exportations de notre pays de 30 % d’ici 2025.

Les accords de libre-échange du Canada constituent un facteur de succès – des outils importants pour ouvrir de nouveaux marchés pour nos entreprises. Toutefois, les entreprises qui tentent de miser sur ces possibilités ont beaucoup à faire – elles doivent apprendre comment faire affaire dans ces marchés, recueillir de l’information commerciale, prendre connaissance des lois et des règlements locaux et établir de bons liens.

Le gouvernement compte un certain nombre de programmes, y compris le Service des délégués commerciaux du Canada d’Affaires mondiales Canada. Grâce à ses 1 300 délégués commerciaux répartis dans 161 bureaux au Canada et ailleurs, le Service des délégués commerciaux offre aux entreprises des conseils, des contacts et des fonds pour les aider à explorer les nouveaux marchés. D’autres partenaires fédéraux, comme Exportation et développement Canada et la Corporation commerciale canadienne, offrent des services complémentaires, y compris du financement, des services consultatifs et une aide pour accéder aux chaînes d’approvisionnement mondiales.

Afin d’accroître et de moderniser cette plateforme de programmes de soutien à l’exportation, le gouvernement apportera des améliorations transformatrices au cours de l’année qui vient en mettant l’accent sur la simplification de l’expérience client, sur l’offre d’un soutien ciblé aux entreprises à fort potentiel et sur l’offre de services novateurs.

À cette fin, les améliorations transformatrices du Service des délégués commerciaux du Canada appuieront :
•La fusion de plusieurs programmes de promotion du commerce dans l’ensemble du gouvernement, y compris CanExport, les Accélérateurs technologiques canadiens, Visée mondiale en innovation et le Programme canadien de l’innovation à l’international au sein du Service des délégués commerciaux du Canada, l’objectif étant de simplifier la navigation pour le client.
•La création d’un effectif du Service des délégués commerciaux du Canada à impact élevé, agile et doté d’une solide expertise.
•La modernisation des outils numériques afin de mieux servir les entreprises canadiennes, y compris la navigation sans heurt parmi les partenaires fédéraux pour les clients.
•L’orientation vers la nouvelle économie, à l’aide d’un soutien ciblé en faveur des exportations canadiennes croissantes de technologies, de services numériques et de propriété intellectuelle.
•L’intensification de la présence locale du Service partout au Canada afin d’établir des liens entre les futurs exportateurs et la plateforme du Service.
•Les efforts visant à rapprocher les femmes, entrepreneures des possibilités d’exportation. 

De plus, le budget de 2018 propose de fournir 10 millions de dollars sur cinq ans, à compter de 2018-2019, et 2 millions par année par la suite, pour renouveler le programme fructueux des accélérateurs technologiques canadiens, qui aide les entreprises technologiques canadiennes à forte croissance à positionner leurs produits et services de pointe dans les marchés clés des États-Unis.

Au cours de la prochaine année, le gouvernement continuera à peaufiner sa plateforme de soutien à l’exportation, notamment en simplifiant et en améliorant l’expérience client du Service des délégués commerciaux, d’Exportation et développement Canada et d’autres partenaires fédéraux.
                      "
22,,"Éducation publique sur le cannabis","adv","Education-publique-relative-au-cannabis","L’expérience des autres administrations qui ont légalisé le cannabis a souligné l’importance de s’assurer que les Canadiens sont bien informés au sujet du cannabis. Le gouvernement propose de fournir 62,5 millions de dollars sur cinq ans, à compter de 2018-2019, pour financer des initiatives d’éducation publique. Ce financement facilitera la mobilisation des organisations communautaires et autochtones qui éduquent leurs communautés sur les risques associés à la consommation de cannabis. Le gouvernement propose également de fournir 10 millions de dollars sur cinq ans à la Commission de la santé mentale du Canada afin de l’aider à évaluer l’effet de la consommation de cannabis sur la santé mentale des Canadiens et 10 millions sur cinq ans au Centre canadien sur les dépendances et l’usage de substances afin de soutenir la recherche sur la consommation de cannabis au Canada. Ces deux investissements contribueront à éclairer l’élaboration des futures politiques en la matière et ils miseront sur d’importants investissements en éducation du public antérieurs de 46 millions de dollars, qui ont financé des activités visant à informer les Canadiens. Avec ces investissements, les dépenses du Canada en matière d’éducation publique sur le cannabis seront équivalentes au montant par habitant dépensé par l’État de Washington lors de sa propre expérience de la légalisation et de la stricte réglementation du cannabis."
23,,"Entretien des cimetières et des tombes","adv","Entretien-des-cimetieres-et-des-tombes","Anciens Combattants Canada s’est engagé à honorer les sacrifices de nos anciens combattants en entretenant les tombes et les plaques funéraires pour les Canadiens qui ont été enterrés ou pour qui le gouvernement du Canada a érigé une plaque funéraire. Ces sites et ces plaques reconnaissent le courage et l’engagement de ceux qui ont été au service de notre pays et ils doivent être entretenus. Il y a environ 110 000 Canadiens enterrés à l’étranger en raison des deux guerres mondiales, ainsi que 200 000 tombes au Canada pour les anciens combattants à faible revenu ou dont le décès était lié à leur service militaire. 

En 2017, selon une évaluation effectuée par Anciens Combattants Canada (ACC), il y avait un arriéré de 45 000 tombes dont AAC s’occupe au Canada qui nécessite des réparations. Avec les niveaux existants de financement, les auteurs de l’évaluation ont estimé qu’il faudrait plus de 17 ans pour effectuer les réparations nécessaires. Afin d’éliminer l’arriéré actuel des réparations au cours des cinq prochaines années, le gouvernement propose d’accorder un financement de 24,4 millions de dollars sur cinq ans à compter de 2018-2019. Le financement sera utilisé pour nettoyer, restaurer ou remplacer les pierres tombales, et régler les problèmes de fondation. 
"
25,,"Centre d’excellence sur la fédération canadienne","prg","Instituts-et-organismes-de-recherche","Le gouvernement propose de verser 10 millions de dollars en 2018-2019 à l’Institut de recherche en politiques publiques pour qu’il se dote d’un centre d’excellence sur la fédération canadienne, un organe de recherche permanent visant à promouvoir une compréhension commune de la communauté fédérale du Canada. Ce centre entreprendra des recherches sur des questions telles que l’incidence des tendances économiques et sociales émergentes sur les arrangements fédéraux du Canada."
26,,"Eau potable propre et salubre dans les réserves","rec","De-l-eau-potable-et-salubre-dans-les-reserves","Le gouvernement tient fermement à son engagement : tous les avis à long terme concernant la qualité de l'eau potable des systèmes publics d'approvisionnement en eau dans les réserves seront levés d'ici mars 2021.

Dans le budget de 2016, le gouvernement avait proposé un investissement important de 1,8 milliard de dollars sur cinq ans pour soutenir les infrastructures d'approvisionnement en eau et de traitement des eaux usées dans les communautés des Premières Nations. Ces investissements ont permis d'appuyer 349 projets liés à l'eau dans 275 communautés jusqu'à maintenant. Les travaux effectués au moyen d'un partenariat entre les Premières Nations et le gouvernement donnent des résultats concrets pour les communautés. En date du 12 février 2018, 52 avis à long terme concernant la qualité de l'eau potable des systèmes publics d'approvisionnement en eau ont été levés. Voici quelques exemples : 
•La Première Nation Pic Mobert, en Ontario, a collaboré avec Services aux Autochtones Canada pour construire une nouvelle usine de traitement des eaux qui a permis à la communauté de lever un avis concernant la qualité de l'eau potable à long terme touchant 295 résidents.
•La Première Nation Kahkewistahaw, en Saskatchewan, a achevé des mises à niveau et des réparations à son usine de traitement des eaux, lui permettant de fournir de l'eau potable à ses résidents pour la première fois en plus de deux ans.

Dans le budget de 2018, le gouvernement ajoute aux investissements antérieurs et confirme son engagement en proposant 172,6 millions de dollars de plus sur trois ans, à compter de 2018-2019, afin d'améliorer l'accès à l'eau potable et salubre dans les réserves.

Ce financement appuiera des initiatives visant à accélérer le rythme de la construction et de la rénovation des systèmes d'eau touchés, ce qui mènera à l'achèvement de 25 projets supplémentaires d'ici 2020 plutôt qu'en 2021.

De nouveaux investissements soutiendront également les réparations de systèmes d'eau à risque élevé afin de prévenir les avis à long terme concernant la qualité de l'eau potable. De plus, ces nouveaux investissements faciliteront les efforts de recrutement, de formation et de maintien en poste des opérateurs d'approvisionnement en eau et contribueront à établir des modèles de prestation de services innovateurs dirigés par les Premières Nations.
"
27,,"Programme d'innovation dans les collèges et la communauté","prg","Exploiter-le-plein-potentiel-de-collaboration-entre-les-entreprises-et-les-universitaires","Les collèges et les écoles polytechniques établissent des partenariats directement avec les employeurs locaux afin de leur donner accès aux étudiants, au corps enseignant et à l’équipement spécialisé pour relever leurs défis commerciaux dans le cadre du Programme d’innovation dans les collèges et la communauté. Ce programme confère aux petites et moyennes entreprises la capacité d’entreprendre de la recherche appliquée en vue de développer de nouveaux produits aux fins de commercialisation ou d’améliorer leurs processus de production, offrant ainsi à ces entreprises les moyens de soutenir la concurrence, et ce, sans avoir à établir de capacité interne de recherche et de développement à l’interne. En entretenant des liens étroits avec leurs communautés locales, les collèges sensibilisent les entreprises au sujet des nouvelles pratiques et technologies ainsi que des pratiques exemplaires pour appuyer le développement local et économique.

Les collèges abritent également 30 centres d’accès à la technologie (CAT) situés partout au pays, des intermédiaires en innovation qui offrent un accès aux installations de recherche et qui assurent que l’expertise des étudiants et des membres du personnel est mise en lien avec les clients et les partenaires qui cherchent à relever des défis d’innovation. En 2015-2016, presque 2 000 entreprises ont obtenu des services des CAT, dont plus de 75 % étaient des petites et moyennes entreprises, et près de 1 000 étudiants ont participé à la prestation de services des CAT,correspondant à près de 89 000 heures consacrées à l’acquisition de compétences en matière d’innovation.
"
28,,"Lutter contre les pratiques agressives d’évitement fiscal international","grw","Sevir-contre-levasion-fiscale-et-lutter-contre-levitement-fiscal","L’évasion et l’évitement fiscal engendrent un sérieux coût financier pour le gouvernement et pour tous les contribuables. En sévissant contre l’évasion fiscale, surtout à l’étranger, le gouvernement peut s’assurer de disposer des fonds nécessaires pour fournir les programmes qui viennent en aide à la classe moyenne et aux personnes qui travaillent fort pour en faire partie. Et en préservant l’intégrité du régime fiscal, le Canada se positionne toujours comme un endroit attrayant où travailler, investir et faire des affaires. 

Au cours des dernières années, l’Agence du revenu du Canada a transformé ses programmes relatifs à l’observation des règles fiscales. En ciblant l’inobservation des règles fiscales dans les secteurs présentant les risques les plus élevés, dont les personnes bien nanties qui ont des comptes à l’étranger, l’ARC est en mesure de mieux limiter l’évasion fiscale et l’évitement fiscal.

Ces efforts donnent des résultats concrets pour les Canadiens. 

Au cours des deux derniers exercices, le gouvernement a examiné tous les transferts importants d’argent entre le Canada et huit pays qui sont des sources de préoccupation – un total de 187 000 opérations d’une valeur totale de 177 milliards de dollars qui nécessitaient qu’on s’y penche de plus près. 

En étroite collaboration avec des partenaires au Canada et partout dans le monde, on compte maintenant près de 1 000 vérifications à l’étranger et plus de 40 enquêtes criminelles reliées à des opérations à l’étranger. 

Le gouvernement prend aussi des mesures énergiques contre les personnes qui font la promotion de stratagèmes d’évitement fiscal. Jusqu’à présent, il a imposé 44 millions de dollars en pénalités à ces tiers. 

Grâce à ces efforts et à d’autres efforts de vérification, le gouvernement a ciblé 25 milliards de dollars en retombées financières au cours des deux derniers exercices. 

Dans la lutte contre l’évasion fiscale et l’évitement fiscal, le gouvernement investira 90,6 millions de dollars sur cinq ans afin de se pencher sur d’autres cas cernés au moyen des systèmes d’évaluation améliorée des risques, au pays et à l’étranger. 

Alors que l’ARC a fait la preuve de sa capacité à répondre aux attentes en menant des interventions ciblées pour vérifier l’observation des règles fiscales, le budget de 2018 tient compte de l’incidence prévue sur les revenus de 354 millions de dollars sur cinq ans. Ce montant n’inclut pas le gain que retireront les provinces et les territoires par suite de ces initiatives, ce qui fera également augmenter leurs revenus fiscaux.

Pour faire en sorte que les contribuables comprennent leurs obligations fiscales et s’en acquittent, l’ARC propose de poursuivre ses efforts de sensibilisation. Ces efforts permettent d’améliorer l’observation des règles fiscales grâce à l’adoption de la méthode consistant à « bien faire dès le début » pour sensibiliser, informer et aider les contribuables en améliorant le service et en encourageant l’observation volontaire.

Pour veiller à ce que les cours fédérales du Canada, y compris la Cour canadienne de l’impôt, reçoivent un soutien adéquat pour traiter un nombre croissant de dossiers de plus en plus complexes, le gouvernement propose de fournir 41,9 millions de dollars sur cinq ans, et 9,3 millions par année par la suite, au Service administratif des tribunaux judiciaires. Cet investissement comprend une aide pour de nouveaux membres du personnel de première ligne du greffe et de la magistrature, dont la majorité devrait appuyer la Cour canadienne de l’impôt.
"
