year,standard,standard_comment_en,standard_comment_fr,lower,upper,met_count,count,is_target_met
2018,788,,,95.0,100,1060,1078,1
2019,788,,,95.0,100,888,898,1
2019,7890,"SERVICE STANDARD IN DEVELOPMENT: IRAP uses Net Promoter Score Methodology where a score above 50% is considered Excellent and above 70% Exceptional. Clients receiving the advisory services are asked about likelihood to recommnd a service as part of the Post Project Report

The Annual Business Volume Satisfying Standard was recorded by the service as a percentage (89%). The number shown is the approximate value for the percentage reported.","EN COURS D'ÉLABORATION: Le PARI utilise la méthode du taux de recommandation net lorsqu'une note supérieure à 50 % est considérée comme excellente et supérieure à 70 % comme exceptionnelle.

Le volume d'activité annuel satisfaisant la norme de service a été enregistrée par le service sous forme de pourcentage (89%). Le nombre indiqué est la valeur approximative correspondant à ce pourcentage.",70.0,100,1719,1931,1
2019,7891,Test confirmation sent by email.,Confirmation de test envoyée par courriel.,90.0,100,31,31,1
2019,7892,"SERVICE STANDARD IN DEVELOPMENT: IRAP uses Net Promoter Score Methodology where a score above 50% is considered Excellent and above 70% Exceptional. Clients receiving the service are asked about likelihood to recommend a service as part of the Post Service Assessment.

Post Service Assessment is sent to clients who have received a service from an organization in a given FY. Some of those clients may receive multiple assessment requests if they have worked with more than one organization, but they are counted only once in the Business Volume number

The Annual Business Volume Satisfying Standard was recorded by the service as a percentage (60%). The number shown is the approximate value for the percentage reported.","EN COURS D'ÉLABORATION : Le PARI utilise la méthode du taux de recommandation net, selon laquelle une note supérieure à 50 % est considérée comme excellente et supérieure à 70 % comme exceptionnelle. On demande aux clients qui reçoivent le service s'ils sont susceptibles de recommander un service dans le cadre de l'évaluation postservice.

L'évaluation après le service est envoyée à clients qui ont reçu un service d'une organisation au cours d'une année financière donnée. Certains de ces clients peuvent recevoir plusieurs demandes d'évaluation s'ils ont travaillé avec plus d'une organisation, mais ils ne sont comptés qu'une seule fois dans le numéro du volume d'activités.

Le volume d'activité annuel satisfaisant la norme de service a été enregistrée par le service sous forme de pourcentage (60%). Le nombre indiqué est la valeur approximative correspondant à ce pourcentage.",70.0,100,347,578,0
2019,7893,,,97.0,100,579,579,1
2019,7894,"Service standard is administred through the phone and through email

No target was in use during 2019-20, but best practice would be to strive for 90% or more. 

The number provided for Annual Business Volume Satisfying Standard corresponds to 90% compliance obtained on a random sampling of 5 calls per agent per month. 

Best practice Quality Assurance/Quality Control methodology.",Insert French,0.0,100,15654,17393,1
2019,7897,,,100.0,100,19,19,1
2019,7901,Some applications had a delay being processed as a result of COVID-19 directions to work from home and some mailed applications had a delay being processed.,Le traitement de certaines demandes a été retardé en raison des instructions de la COVID-19 de travailler à domicile et le traitement de certaines demandes envoyées par courrier a été retardé.,90.0,100,9,11,0
2019,7911,,,1.0,100,1108,1691,1
2019,7912,Presently unable to report on this standard. Date designation request received is not presently being collected.  Development of manual workaround required. Designation package sent via mail. 1190 represents all applications and requests for certificate order requests. The placeholder “0” values will be replaced with updated values as they become available.,"Il n'est actuellement pas possible de fournir de renseignements sur cette norme. On ne consigne pas, pour le moment, la date de la désignation. Il faut élaborer une solution de contournement manuelle. La trousse de désignation est envoyée par la poste. 1190 représente l'ensemble des demandes et des requêtes de commandes de certificats.",80.0,100,1190,1190,1
2019,7913,,,1.0,100,5542,7436,1
2019,7917,,,100.0,100,6000,6000,1
2019,7918,,,100.0,100,6000,6000,1
2019,7919,"The service is usually completed (97%of the time) within 14 days time, but can take longer if Distribution is out of stock or if there are any delivery delays or complications. For that reason, the estimated time of delivery communicated to clients is of 4 to 6 weeks.","En règle générale (dans 97 % des cas), le service est effectué dans un délai de 14 jours, mais il pourrait arriver que ce délai ne soit pas respecté si la distribution est en rupture de stock ou s’il y a des retards ou des complications avec la livraison. Pour cette raison, le délai de livraison estimé communiqué aux clients est de 4 à 6 semaines.",100.0,100,12131,12506,0
2019,7920,,,100.0,100,1,1,1
2019,7921,,,100.0,100,1,1,1
2019,7926,"No performance target is established.  Performance targets are dependent on the client successfully implementing the accreditation requirements. For the 41 laboratories accredited, 23 on-site assessments were completed in 2019-20; 1 laboratory voluntarily withdraw from the program; and 1 laboratory is newly accredited.","Aucun objectif de performance n'est établi.  Les objectifs de performance dépendent de la réussite de la mise en œuvre des exigences d'accréditation par le client. Pour les 41 laboratoires accrédités, 23 évaluations ont été réalisées en 2019-2020, 1 laboratoire s'est retiré volontairement du programme et 1 laboratoire est nouvellement accrédité.

La norme de service est administrée par les voies suivantes :
• au téléphone; 
• en personne;
• en ligne.",0.0,100,18,23,1
2019,7927,,,90.0,100,1243,1243,1
2019,7936,The number of annual publications depends on research and other types of reports written.,Le nombre de publications annuelles dépend de la recherche et d’autres types de rapports rédigés.,100.0,100,17,17,1
2019,7941,"Most decisions are rendered by e-mail, with a few mailed exceptions.","La plupart des décisions sont rendues par courriel, à l’exception de quelques-unes qui sont transmises par la poste.",80.0,100,46,50,1
2019,7943,"Most acknowledgements are rendered by e-mail, with a few mailed exceptions.","La plupart des accusés de réception sont envoyés par courriel, à l'exception de quelques-uns qui sont envoyés par la poste.",80.0,100,60,60,1
2019,7944,,,99.0,100,64,64,1
2019,7946,"The ATIP Division does not set targets for timeliness. For detailed information, please view the Access to Information Act and Privacy Act Annual Reports.","La Division de l'AIPRP ne fixe pas d'objectif de rapidité. Pour des renseignements détaillés, veuillez consulter la Loi sur l’accès à l’information et les rapports annuels de la Loi sur la protection des renseignements personnels.",100.0,100,100,153,0
2019,7948,"Data presently not tracked for this service. As a result, there is also no benchmark satisfaction standard.","Données présentement non suivies pour ce service. De ce fait, il n'y a aucun standard de satisfaction d'établi.",95.0,100,0,0,0
2019,7950,"Volumes are for both email and phone, can't be disaggregated. Presently unable to report on this standard; at this time, information for cost estimate service standard is not tracked.","Les volumes sont à la fois pour le courriel et le téléphone, et ne peuvent être désagrégés. Actuellement, il n'est pas possible de faire rapport sur cette norme ; pour l'instant, les informations relatives à la norme de service d'estimation des coûts ne font pas l'objet d'un suivi.",90.0,100,825,825,1
2018,796,,,95.0,100,1421,1421,1
2019,7970,,,85.0,100,82,83,1
2019,7971,NSERC closed 28 ATIP formal requests from all channels during the 2019-2020 fiscal year.,Le CRSNG a fermé 28 demandes officielles d'AIPRP de tous les modes de prestation dans l'exercice financier 2019-2020.,0.0,100,28,49,1
2019,7975,"Given the short timeframes of this request, the amount of data to compile, and the importance of the regional offices focusing on service delivery, data was not available at this time.","Étant donné les courts délais liés à cette demande, la quantité de données à colliger et le fait que les bureaux régionaux se concentrent de manière importante sur la prestation de services, les données n’étaient pas disponibles au moment d’écrire ces lignes.",0.0,100,0,0,0
2019,7976,"Over the last fiscal year, we received almost 100 calls to the 1-800 line. 11% of them came from other federal government departments, and 89% came from external sources such as Indigenous businesses or the public. Given the short time frames of this request, the amount of data to compile, and the importance of the regional offices focusing on service delivery, data was not available at this time.","Au cours du dernier exercice, nous avons reçu près de 100 appels à la ligne 1-800. 11 % d’entre eux provenaient d’autres ministères du gouvernement fédéral et 89 % de sources externes telles que des entreprises autochtones ou le public. Compte tenu du court délai imparti pour cette demande, de la quantité de données à compiler et de l’importance pour les bureaux régionaux de se concentrer sur la prestation de services, les données n’étaient pas disponibles pour le moment.",80.0,100,0,100,0
2018,797,Standard is administered electronically by Email,Standard est administré électroniquement par courriel,99.0,100,898,904,1
2019,7983,"All 104 acknowledgements were sent within 15 calendar days.
All 104 notifications of funding decisions were sent within 11 weeks.
26 out of 47 payments were issued within 28 days of the successful fulfillment of requirements.","Les 104 accusés de réception ont été envoyés en l'espace de 15 jours civils.
Les 104 notifications de décisions de financement ont été envoyées en l'espace de 11 semaines.
26 des 47 paiements ont été émis dans les 28 jours suivants le respect des exigences.",0.0,100,0,0,1
2019,7986,No standard has been established for the business volume.,Aucune norme n'a été établie pour le volume d'activités annuelles.,85.0,100,0,0,0
2019,7987,No standard has been established for the business volume.,Aucune norme n'a été établie pour le volume d'activités annuelles.,85.0,100,0,0,0
2019,7988,No standard has been established for the business volume.,Aucune norme n'a été établie pour le volume d'activités annuelles.,85.0,100,0,0,0
2019,7989,No standard has been established for the business volume.,Aucune norme n'a été établie pour le volume d'activités annuelles.,85.0,100,0,0,0
2018,798,Target was surpassed as it was a new service standard put in place in 2018-19. Actual volume satisfying standard was 8957. Standard to be reviewed for 2019-20 period.,La cible a été dépassée puisqu'il s'agissait d'une nouvelle norme de service mise en place en 2018-2019. Le volume réel satisfaisant la norme était de 8957. La norme vas être révisée pour la période 2019-2020.,95.0,100,4500,4500,1
2019,7994,No standard has been established for the business volume.,Aucune norme n'a été établie pour le volume d'activités annuelles.,85.0,100,0,0,0
2019,7997,No standard has been established for the business volume.,Aucune norme n'a été établie pour le volume d'activités annuelles.,85.0,100,0,0,0
2019,7998,No standard has been established for the business volume.,Aucune norme n'a été établie pour le volume d'activités annuelles.,85.0,100,0,0,0
2019,7999,No standard has been established for the business volume.,Aucune norme n'a été établie pour le volume d'activités annuelles.,85.0,100,0,0,0
2019,8001,No standard has been established for the business volume.,Aucune norme n'a été établie pour le volume d'activités annuelles.,85.0,100,0,0,0
2019,8002,No standard has been established for the business volume.,Aucune norme n'a été établie pour le volume d'activités annuelles.,85.0,100,0,0,0
2019,8003,No standard has been established for the business volume.,Aucune norme n'a été établie pour le volume d'activités annuelles.,85.0,100,0,0,0
2019,8004,No standard has been established for the business volume.,Aucune norme n'a été établie pour le volume d'activités annuelles.,85.0,100,0,0,0
2019,8005,No standard has been established for the business volume.,Aucune norme n'a été établie pour le volume d'activités annuelles.,85.0,100,0,0,0
2019,8006,,,100.0,100,2,6,0
2019,8014,"CSC is currently developing the capacity to report the number of victims who receive information through the Victims Portal. CSC has also launched a Communications and Outreach Strategy with the goal of increasing awareness of CSC Victim Information Services and the option to use the Portal. CSC expects to begin reporting and publishing results in relation to established indicators by March 31, 2021.","Le SCC développe actuellement sa capacité de rapporter le nombre de victimes ayant reçu des informations à
travers le Portail des Victimes. Le SCC a aussi lancé une Stratégie de communication et de sensibilisation avec
comme but d’augmenter la visibilité du Service d’information des victimes et la possibilité de l’utiliser sur le Portail.
Le SCC prévoit pouvoir commencer à rapporter et publier les résultats reliés aux indicateurs établis d’ici le 31 mars 2021.",75.0,100,0,0,0
2019,8016,"CSC is currently developing the capacity to report the number of victims who receive information through the Victims Portal. CSC has also launched a Communications and Outreach Strategy with the goal of increasing awareness of CSC Victim Information Services and the option to use the Portal. CSC expects to begin reporting and publishing results in relation to established indicators by March 31, 2021.",Le SCC fait le suivi relatif aux deux normes de service du module d'application pour les victimes de la gestion de la relation client depuis le 1er juin 2016 et élabore actuellement la capacité de rendre compte de la conformité dans les délais impartis. Le SCC prévoit pouvoir commencer à identifier et publier les résultats par rapport aux indicateurs établis d'ici le 31 mars 2021.,75.0,100,0,0,0
2019,8017,"CSC is currently developing the capacity to report the number of victims who receive information through the Victims Portal. CSC has also launched a Communications and Outreach Strategy with the goal of increasing awareness of CSC Victim Information Services and the option to use the Portal. CSC expects to begin reporting and publishing results in relation to established indicators by March 31, 2021.","Le SCC fait le suivi relatif aux deux normes de service du module d'application pour les victimes de la gestion de la relation client depuis le 1er juin 2016 et élabore actuellement la capacité de rendre compte de la conformité dans les délais impartis. Le SCC prévoit pouvoir commencer à identifier et publier les résultats par rapport
aux indicateurs établis d'ici le 31 mars 2021.",75.0,100,0,0,0
2019,8019,"CSC is currently developing the capacity to report the number of victims who receive information through the Victims Portal. CSC has also launched a Communications and Outreach Strategy with the goal of increasing awareness of CSC Victim Information Services and the option to use the Portal. CSC expects to begin reporting and publishing results in relation to established indicators by March 31, 2021.","CSC is currently developing the capacity to report the number of victims who receive information through the Victims Portal. CSC has also launched a Communications and Outreach Strategy with the goal of increasing awareness of CSC Victim Information Services and the option to use the Portal. CSC expects to begin reporting and publishing results in relation to established indicators by March 31, 2021.",75.0,100,0,0,0
2019,8020,"CSC is currently developing the capacity to report the number of victims who receive information through the Victims Portal. CSC has also launched a Communications and Outreach Strategy with the goal of increasing awareness of CSC Victim Information Services and the option to use the Portal. CSC expects to begin reporting and publishing results in relation to established indicators by March 31, 2021.",Le SCC fait le suivi relatif aux deux normes de service du module d'application pour les victimes de la gestion de la relation client depuis le 1er juin 2016 et élabore actuellement la capacité de rendre compte de la conformité dans les délais impartis. Le SCC prévoit pouvoir commencer à identifier et publier les résultats par rapport aux indicateurs établis d'ici le 31 mars 2021.,75.0,100,0,0,0
2019,8022,"All of the information CSC provides is requested and responded to via telephone (majority) or email (occasionally). At this point CSC does not differentiate between the two delivery channels. While CSC post news releases on the CSC website and links them on social media, CSC does not track who is taking the data from those sources. CSC will consider doing so in the future.","Les requêtes d’information fournie par le SCC et la réponse à ces requêtes se font majoritairement par téléphone ou occasionnellement par courriel. En ce moment, le SCC ne fait pas la distinction entre ces deux canaux. Alors que le SCC publie des communiqués sur son site web et les partage sur les réseaux sociaux, le SCC ne fait pas le suivi des individus qui utilisent les données provenant de ces sources. Le SCC considère implanter cette pratique dans le futur.",75.0,100,904,1274,0
2019,8023,"All of the information CSC provides is requested and responded to via telephone (majority) or email (occasionally). At this point CSC does not differentiate between the two delivery channels. While CSC post news releases on the CSC website and links them on social media, CSC does not track who is taking the data from those sources. CSC will consider doing so in the future.","Les requêtes d’information fournie par le SCC et la réponse à ces requêtes se font majoritairement par téléphone ou occasionnellement par courriel. En ce moment, le SCC ne fait pas la distinction entre ces deux canaux. Alors que le SCC publie des communiqués sur son site web et les partage sur les réseaux sociaux, le SCC ne fait pas le suivi des individus qui utilisent les données provenant de ces sources. Le SCC considère implanter cette pratique dans le futur.",75.0,100,904,1274,0
2019,8024,,,90.0,100,99,2668,0
2019,8027,The College does have any Service Delivery Targets or explicit service standards.  We are bound by PIP and DRR like other departments but nothing to report as far as Service Level Agreements or Objectives.,"Le Collège n'a établi ni cibles en matière de prestation de services ni normes de service explicites. Nous sommes liés aux mesures de rendement dans le PIR et le RMR comme les autres ministères, mais nous n'avons pas signé d'accord sur les niveaux de service ou établi d'objectifs.",0.0,100,0,0,1
2019,8030,,,80.0,100,5907,8500,0
2019,8031,,,80.0,100,5907,8500,0
2019,8032,,,0.0,100,0,0,0
2019,8034,"During this reporting period, the Agency received eleven new requests and five were carried over from the previous year. Within this reporting period, thirteen requests were processed and the remaining three were carried over to the next reporting year. Eight of the thirteen requests were closed within legislated timelines.","Au cours de cette période, l’Agence a reçu onze nouvelles demandes et cinq autres ont été reportées de l’exercice précédent. Au cours de cette même période, treize demandes ont été traitées et les trois autres ont été reportées à l’exercice suivant. Huit des treize demandes ont été fermées dans les délais prévus par la loi.",100.0,100,8,13,0
2019,8035,"90% of correspondence is received via email, 10% is received via physical mail. Processes are all paperless. 
Of the business volume, total received was 82,617 of which 2,841 were actionable for the service standard.","Une proportion de 90 % de la correspondance est reçue par courriel, et 10 % est reçu par courrier. Les processus sont tous sans papier.
Un total de 82 617 documents de correspondance a été reçu, dont 2 841 répondaient à la norme de service.",80.0,100,1490,1846,1
2019,8036,"90% of correspondence is received via email, 10% is received via physical mail. Processes are all paperless. 
Of the business volume, total received was 82,617 of which 2,841 were actionable for the service standard.","Une proportion de 90 % de la correspondance est reçue par courriel, et 10 % est reçu par courrier. Les processus sont tous sans papier.
Un total de 82 617 documents de correspondance a été reçu, dont 2 841 répondaient à la norme de service.",80.0,100,780,995,0
2019,8038,,,80.0,100,1,2,0
2022,803,"AFF attained this service standard 28.8 per cent of the time. Due to the program's rigorous due diligence process and tiered approval process, time required to render a decision was greater in 2022-2023 than in previous years. These delays were not within control of the program.","Le PFA a respecté cette norme de service 28.8 % du temps. En raison du processus rigoureux de diligence raisonnable et du processus d’approbation à plusieurs niveaux du programme, le temps requis pour rendre une décision a été plus important en 2022-2023 que les années précédentes. Ces retards n’étaient pas sous le contrôle du programme.",90.0,100,46,160,0
2020,803,"AFF attained this service standard 53 per cent of the time. Program efficiencies have been identified to improve the probability of meeting this service standard in 2021-2022; however, 2021-2022 progress has been limited due to the ongoing issues with SAP implementation and the impact it has had on issuing payments to clients in a timely fashion.","Le PFA a respecté cette norme de service 53% du temps. Des gains d’efficacité pour le programme ont été déterminés pour améliorer la probabilité de satisfaire à cette norme de service en 2021-2022. Toutefois, les progrès en 2021-2022 ont été limités en raison des problèmes liés à la mise en œuvre de SAP et de son incidence sur le versement des paiements aux clients en temps opportun.",90.0,100,147,279,0
2021,803,"AFF attained this service standard 40.2 per cent of the time. Due to the program's rigorous due diligence process and tiered approval process, time required to render a decision was greater in 2021-2022 than in previous years, some issues heightened by the COVID-19 pandemic. These delays were not within control of the program.","Le PFA a respecté cette norme de service 40.2 % du temps. En raison du processus rigoureux de diligence raisonnable et du processus d’approbation à plusieurs niveaux du programme, le temps requis pour rendre une décision a été plus important en 2021-2022 que les années précédentes, certains problèmes étant accentués par la pandémie de COVID-19. Ces retards n’étaient pas sous le contrôle du programme.",90.0,100,66,164,0
2019,8040,,,80.0,100,1,1,1
2019,8041,,,80.0,100,223,243,1
2019,8042,,,80.0,100,700,740,1
2019,8043,,,80.0,100,29,32,1
2019,8044,,,80.0,100,4,4,1
2019,8045,There were a total of seven delays for the winter of 2019-2020.,Il y a eu un total de sept retards pour l’hiver 2019-2020.,100.0,100,277,284,0
2019,8046,Business volume for FY 2019-20.,Volume d’affaires pour l’exercice 2019-2020.,90.0,100,0,1794,0
2019,8047,Business volume for FY 2019-20.,Translation pending,90.0,100,0,1794,0
2019,8048,Business volume for FY 2019-20.,pending,100.0,100,0,8012,0
2019,8049,Business volume for FY 2019-20.,pending,100.0,100,0,8012,0
2019,8050,,,100.0,100,150647,150647,1
2019,8051,,,100.0,100,150647,150647,1
2019,8052,"An update to this standard was in progress during the Service Inventory reporting last year.  This revised Service Standard will take effect as of April 1st, 2021.",Pending,0.0,100,0,0,0
2019,8053,,,100.0,100,409790,409790,1
2019,8054,Measured via telephone reports.,Mesuré au moyen de rapports de téléphonie.,90.0,100,6320,10377,0
2019,8055,"Measured via outage reports. Client service is provided during business hours. The standard is met 100% of the time, except in circumstances beyond our control (e.g. fire alarm), when the standard is met 99.9% of the time.","Mesuré au moyen de rapports sur les interruptions. Le service à la clientèle est fourni pendant les heures ouvrables. La norme est respectée 100 % du temps, sauf dans des circonstances indépendantes de notre volonté (par exemple, une alarme incendie), où la norme est respectée 99,9 % du temps.",100.0,100,409790,409790,1
2019,8056,Measured via quality assurance reports.,Mesuré au moyen de rapports d'assurance de la qualité.,90.0,100,10991,11846,1
2019,8057,Measured via enquiry reports.,Mesuré au moyen de rapports sur les demandes,90.0,100,11654,11846,1
2019,8058,,,95.0,100,118,167,0
2019,8060,,,80.0,100,262,324,1
2019,8061,,,95.0,100,154,157,1
2019,8062,,,95.0,100,107,144,0
2019,8063,,,80.0,100,59,142,0
2019,8064,,,80.0,100,183,207,1
2019,8065,,,90.0,100,11908,12277,1
2019,8066,"If the proposed radio station will be located near an international border area or will use frequencies that require coordination with a foreign administration or another agency, the issuance of the licence may be delayed pending the outcome of their process. Delays due to the activities of foreign administrations or other agencies are beyond ISED’s control and will extend the service standards.","Si la station radio proposée est située près d’un secteur frontalier international ou utilisera des fréquences nécessitant une coordination avec une administration étrangère ou un autre organisme, la délivrance de la licence pourrait prendre plus de temps, en fonction des autres processus requis. Les retards attribuables aux activités d’administrations étrangères ou d’autres organismes échappent au contrôle d’ISDE et peuvent allonger le délai des normes de service.",90.0,100,2277,2347,1
2019,8067,"If the proposed radio station will be located near an international border area or will use frequencies that require coordination with a foreign administration or another agency, the issuance of the licence may be delayed pending the outcome of their process. Delays due to the activities of foreign administrations or other agencies are beyond ISED’s control and will extend the service standards.","Si la station radio proposée est située près d’un secteur frontalier international ou utilisera des fréquences nécessitant une coordination avec une administration étrangère ou un autre organisme, la délivrance de la licence pourrait prendre plus de temps, en fonction des autres processus requis. Les retards attribuables aux activités d’administrations étrangères ou d’autres organismes échappent au contrôle d’ISDE et peuvent allonger le délai des normes de service.",90.0,100,7725,7978,1
2019,8068,,,90.0,100,1427,1460,1
2019,8069,"If the proposed radio station will be located near an international border area or will use frequencies that require coordination with a foreign administration or another agency, the issuance of the licence may be delayed pending the outcome of their process. Delays due to the activities of foreign administrations or other agencies are beyond ISED’s control and will extend the service standards.","Si la station radio proposée est située près d’un secteur frontalier international ou utilisera des fréquences nécessitant une coordination avec une administration étrangère ou un autre organisme, la délivrance de la licence pourrait prendre plus de temps, en fonction des autres processus requis. Les retards attribuables aux activités d’administrations étrangères ou d’autres organismes échappent au contrôle d’ISDE et peuvent allonger le délai des normes de service.",90.0,100,484,489,1
2022,806,"The service is offered through an external vendor, managed with a contract that contains a service level agreement. We do not have access to the data to complete this report.","Le service est offert par l'intermédiaire d'un fournisseur externe, géré avec un contrat contenant un accord de niveau de service. Nous n’avons pas accès aux données pour compléter ce rapport.",85.0,100,1,1,1
2020,806,,,85.0,100,558,672,0
2021,806,Team down from 3 to 1 individual with a significant increase in volume.,L'équipe est passée de 3 à 1 individu avec une augmentation significative du volume.,85.0,100,600,741,0
2019,8070,"The licensing procedures outlined in Client Procedures Circulars CPC-2-6-01 (for fixed earth stations), CPC-2-6-02 (for space stations) and CPC-2-6-06 (for mobile satellite services in Canada) provide further information, including delays that may occur due to domestic and international coordination.","Les procédures de délivrance de licence décrites dans les Circulaires des procédures concernant les clients, CPC 2 6 01 (stations terriennes fixes), CPC 2 6 02 (stations spatiales) et CPC 2 6 06 (services mobiles par satellite au Canada) donnent de plus amples renseignements, notamment au sujet des délais pouvant survenir en raison d’une coordination à l’échelle nationale ou internationale.",90.0,100,9,9,1
2019,8071,"The licensing procedures outlined in Client Procedures Circulars CPC-2-6-01 (for fixed earth stations), CPC-2-6-02 (for space stations) and CPC-2-6-06 (for mobile satellite services in Canada) provide further information, including delays that may occur due to domestic and international coordination.","Les procédures de délivrance de licence décrites dans les Circulaires des procédures concernant les clients, CPC 2 6 01 (stations terriennes fixes), CPC 2 6 02 (stations spatiales) et CPC 2 6 06 (services mobiles par satellite au Canada) donnent de plus amples renseignements, notamment au sujet des délais pouvant survenir en raison d’une coordination à l’échelle nationale ou internationale.",90.0,100,6,6,1
2019,8072,This service standard does not apply to licences issued following a spectrum auction.,Cette norme de service ne s’applique pas aux licences délivrées à la suite d’une mise aux enchères du spectre.,90.0,100,3,3,1
2019,8073,,,0.0,100,0,0,1
2019,8074,Measured via quality assurance reports. The standard is met 100% of the time,Mesuré au moyen de rapports d'assurance de la qualité. La norme est respectée 100% du temps,100.0,100,8407,8407,1
2019,8075,Measured via quality assurance reports.,Mesuré au moyen de rapports d'assurance de la qualité.,90.0,100,92,99,1
2019,8076,Measured via telephone reports.,Mesuré au moyen de rapports de téléphonie,90.0,100,58,95,0
2019,8077,Measured via enquiry reports.,Mesuré au moyen de rapports sur les demandes.,90.0,100,94,99,1
2019,8078,,,90.0,100,50,50,1
2019,8079,,,90.0,100,16,21,0
2022,807,"The service is offered through an external vendor, managed with a contract that contains a service level agreement. We do not have access to the data to complete this report.","Le service est offert par l'intermédiaire d'un fournisseur externe, géré avec un contrat contenant un accord de niveau de service. Nous n’avons pas accès aux données pour compléter ce rapport.",95.0,100,1,1,1
2020,807,,,95.0,100,630,649,1
2021,807,Team down from 3 to 1 individual with a significant increase in volume.,L'équipe est passée de 3 à 1 individu avec une augmentation significative du volume.,95.0,100,593,741,0
2019,8080,,,90.0,100,29337,54047,0
2019,8081,,,90.0,100,142,1034,0
2019,8082,,,90.0,100,30689,42292,0
2019,8083,,,90.0,100,10615,24512,0
2019,8084,,,90.0,100,49121,49121,1
2019,8085,,,90.0,100,37,38,1
2019,8086,,,90.0,100,5133,8594,0
2019,8088,,,90.0,100,25,25,1
2019,8089," - However, 2019-2020 standards and targets have been reviewed and adjusted before being published on CIPO website.","Non évalué à l’aide de l’outil GCSS – Toutefois, les normes et les cibles pour 2019 2020 ont été revues et ajustées avant d’être publiées sur le site Web de l’OPIC.",90.0,100,21,23,1
2018,808,,,80.0,100,168,210,1
2019,808,,,80.0,100,203,254,1
2019,8090,Measured via quality assurance reports. The standard is met 100% of the time.,Mesuré au moyen de rapports d’assurance de la qualité. La norme est respectée 100 % du temps.,100.0,100,16455,16455,1
2019,8091,Measured via quality assurance reports. The standard is met 100% of the time,Mesuré au moyen de rapports d’assurance de la qualité. La norme est respectée 100 % du temps.,100.0,100,37474,37474,1
2019,8092,Measured via telephone reports.,Mesuré au moyen de rapports de téléphonie,90.0,100,62,101,0
2019,8093,Measured via enquiry reports.,Mesuré au moyen de rapports sur les demandes.,90.0,100,199,210,1
2019,8094,Measured via enquiry reports.,Mesuré au moyen de rapports sur les demandes.,90.0,100,207,210,1
2019,8095,,,90.0,100,101,108,1
2019,8096,,,0.0,100,0,0,1
2019,8097,,,90.0,100,88,98,1
2019,8098,Note: Decrease in volume may be attributed to impacts resulting from COVID-19 restrictions in March 2020.,Remarque : La baisse en volume peut être attribuée aux répercussions découlant des restrictions liées à la pandémie de COVID-19 en mars 2020,95.0,100,102,103,1
2019,8099,Note: Decrease in volume may be attributed to impacts resulting from COVID-19 restrictions in March 2020. Service is initiated by Measurement Canada (MC) following successful evaluation of authorized service providers' (ASPs) competencies. Payments are initiated by MC. ASPs can make payment on line and their business number is registered as part of the process.,"Remarque : La baisse en volume peut être attribuée aux répercussions découlant des restrictions liées à la pandémie de COVID-19 en mars 2020.

Le service est lancé par Mesures  Canada (MC) après une évaluation réussie des compétences des fournisseurs de services autorisés (FSA). Les paiements sont initiés par MC. Les FSA peuvent effectuer des paiements en ligne; leur numéro d’entreprise est enregistré dans le cadre du processus.",95.0,100,102,103,1
2019,8100,Service is initiated by Measurement Canada (MC) following successful evaluation of authorized service providers' (ASPs) competencies. Payments are initiated by MC. ASPs can make payment on line and their business number is registered as part of the process.,Le service est lancé par Mesures Canada (MC) après une évaluation réussie des compétences des fournisseurs de services autorisés (FSA). Les paiements sont initiés par MC. Les FSA peuvent effectuer des paiements en ligne et leur numéro d'entreprise est enregistré dans le cadre du processus.,95.0,100,102,103,1
2019,8101,Note: Decrease in volume may be attributed to impacts resulting from COVID-19 restrictions in March 2020,Remarque : La baisse en volume peut être attribuée aux répercussions découlant des restrictions liées à la pandémie de COVID-19 en mars 2020.,95.0,100,102,103,1
2019,8102,Note: Decrease in volume may be attributed to impacts resulting from COVID-19 restrictions in March 2020.,Remarque : La baisse en volume peut être attribuée aux répercussions découlant des restrictions liées à la pandémie de COVID-19 en mars 2020.,95.0,100,97,98,1
2019,8103,,,90.0,100,71,75,1
2019,8104,,,90.0,100,76,82,1
2019,8105,,,90.0,100,208,227,1
2019,8106,,,90.0,100,6797,8510,0
2019,8108,,,90.0,100,2238,2260,1
2019,8109,,,90.0,100,2238,2260,1
2019,8110,,,90.0,100,7139,7514,1
2019,8111,,,90.0,100,7514,7514,1
2019,8112,,,90.0,100,44,44,1
2019,8113,,,90.0,100,140,140,1
2019,8114,,,90.0,100,7253,7253,1
2019,8115,Note: Decreases and changes in business profile characteristics may be attributed to impacts resulting from international and domestic COVID-19 restrictions in February and March.,Remarque : Les baisses et les changements dans les profils des entreprises peuvent être attribués aux effets des restrictions à l’échelle internationale et nationale liées à la pandémie de COVID-19 pour les mois de février et mars.,90.0,100,118,131,1
2019,8116,Note: Decreases and changes in business profile characteristics may be attributed to impacts resulting from international and domestic COVID-19 restrictions in February and March.,Remarque : Les baisses et les changements dans les profils des entreprises peuvent être attribués aux effets des restrictions à l’échelle internationale et nationale liées à la pandémie de COVID-19 pour les mois de février et mars.,90.0,100,62,66,1
2019,8117,Note: Decreases and changes in business profile characteristics may be attributed to impacts resulting from international and domestic COVID-19 restrictions in February and March.,Remarque : Les baisses et les changements dans les profils des entreprises peuvent être attribués aux effets des restrictions à l’échelle internationale et nationale liées à la pandémie de COVID-19 pour les mois de février et mars.,90.0,100,150,176,0
