"dept_code","type","name_en","name_fr","pa_last_year_5_auth","pa_last_year_5_exp","pa_last_year_4_auth","pa_last_year_4_exp","pa_last_year_3_auth","pa_last_year_3_exp","pa_last_year_2_auth","pa_last_year_2_exp","pa_last_year_auth","pa_last_year_exp"
"NR","g","Grants in support of the Property Value Protection Program and the Municipal Tax Revenue Loss Protection Program associated with low-level radioactive waste clean-up in the Port Hope area","Subventions à l'appui du Programme de protection d'évaluation des propriétés et du Programme de protection contre la perte de revenus découlant de taxes municipales associés à l'élimination des déchets de faible radioactivité dans la",1826000,944988,1151088,1151088,2600000,455232,3000000,130495,0,0
"NR","c","Youth Employment Strategy","Stratégie emploi jeunesse",516300,439328,542481,542481,550798,549931,558000,551349,1651000,1615265
"NR","c","GeoConnections Program","Programme GéoConnexions",890000,889965,733354,733354,750000,738697,500300,500253,500000,428434
"NR","g","Grants in support of the Geo-mapping for Energy and Minerals program","Subventions à l'appui du programme Géocartographie de l'énergie et des minéraux",0,0,86400,86400,800000,799993,800000,789652,800000,800000
"NR","g","Grants in support of organizations associated with the research, development and promotion of activities that contribute to departmental objectives","Subventions à l'appui des organismes s'occupant de recherche, de développement et d'activités de promotion qui contribuent aux objectifs du Ministère",2296889,2054324,1596825,1596825,1671900,1644017,1572588,1504948,1743000,1685996
"NR","g","Grants in Support of the Targeted Geoscience Initiative","Subventions à l'appui de l'Initiative géoscientifique ciblée",0,0,0,0,0,0,0,0,600000,567023
"NR","c","Contributions in support of the ENERGY Efficiency program","Contributions pour appuyer le programme ÉNERGIE sur l'efficacité énergétique",1980000,1605773,2220000,948241,2660000,2281254,1848000,1599525,1795100,1673499
"NR","c","Oil spill Response Science Program","Programme scientifique d'intervention en cas de déversements d'hydrocarbures",0,0,0,0,0,0,0,0,2500000,400000
"NR","c","Renewal and Enhancement of Funding for the Forest Research Institute","Renouvellement et augmentation des fonds pour les instituts de recherche forestière",4228000,4228000,2368000,2368000,2368000,2368000,2368000,2368000,2368000,2368000
"NR","c","(S) Contribution to the Canada/Nova Scotia Offshore Petroleum Board","(S) Contribution à l'Office Canada – Nouvelle-Écosse des hydrocarbures extracôtiers",2601684,2601684,2924779,2924779,2885480,2885480,2070389,2070389,1224359,1224359
"NR","c","Contributions in support of organizations associated with the research, development and promotion of activities that contribute to departmental objectives","Contributions à l'appui des organismes qui participent à la recherche, au développement et à la promotion des activités qui contribuent à l'atteinte des objectifs du Ministère",4401221,4068787,3150271,3150271,3148402,2996509,2647505,2633529,2382285,2020861
"NR","c","Contributions in support of the Isotope Technology Acceleration Program to advance the development of alternatives to existing medical isotope production technologies","Contribution à l'appui du Programme d'accélération des technologies d'isotopes visant à faire avancer le développement de solutions de rechange aux technologies existantes de production d'isotopes médicaux",6080000,6080000,8995000,8995000,4160000,4160000,2230000,2230000,0,0
"NR","c","Climate Change Adaptation Initiatives","Initiatives d'adaptation aux changements climatiques",3300111,766569,4297080,4297080,4815000,4409829,2500000,2488106,0,0
"NR","c","Contributions in support of Indigenous Participation in PolicyDialogues","Contributions à l'appui de la participation des Autochtones aux dialogues sur les politiques",0,0,0,0,0,0,0,0,3000000,2771965
"NR","c","Contributions in support of Transportation and Alternative Fuels","Contributions pour appuyer les transports et les carburants de remplacement",0,0,0,0,0,0,0,0,2124488,2119000
"NR","c","Contribution under Enhancing Competitiveness in a Changing Climate","Contribution pour l'Amélioration de la compétitivité dans un contexte de changements climatiques",0,0,0,0,0,0,0,0,600000,537574
"NR","c","(S) Payments of the Crown Share Adjustment for Nova Scotia Offshore Petroleum Resources","(S) Paiements de rajustement à l'égard de la part de la Couronne pour les ressources pétrolières extracôtières de la Nouvelle-Écosse",57774592,57774592,12855636,12855636,5376337,5376337,12322493,12322493,1606953,1606953
"NR","c","(S) Contribution to the Canada/Newfoundland Offshore Petroleum Board","(S) Contribution à l'Office Canada – Terre-Neuve des hydrocarbures extracôtiers",3346925,3346925,4708800,4708800,5384778,5384778,4262000,4262000,2207782,2207782
"NR","c","Contribution in support of Investments in the Forest Industry Transformation Program","Contribution à l'appui du programme Investissements dans la transformation de l'industrie forestière",25579109,21705420,25625000,25625000,6000000,6000000,20950000,20950000,40640000,26640000
"NR","c","Clean Energy Fund program","Programme du Fonds pour l'énergie propre",153195000,26469464,9704540,9704540,7330606,6593300,0,0,0,0
"NR","c","Contribution Program for expanding market opportunities","Programme de contribution pour l’expansion des perspectives commerciales",16671820,16671820,13639058,13639058,11715338,11715031,11509000,11508776,10675000,10675000
"NR","c","Wind Power Production Incentive Contribution Program","Programme de contribution pour l'encouragement à la production d'énergie éolienne",29604000,29604000,25304000,25304000,22704000,22113496,17304000,16229274,3704000,3347627
"NR","c","Contributions in support of the Forest Innovation Program","Contribution à l'appui du programme de promotion de l'innovation en foresterie",27372800,27361766,24353130,24353130,22884662,22881963,21623838,21592945,19598715,19584720
"NR","c","Contributions in support of the ENERGY Innovation Initiative","Contributions pour appuyer l'initiative ÉNERGIE sur l'innovation",22226000,15858744,34325606,34325606,40469394,39851251,21440000,20749145,11026210,10874426
"NR","c","(S) Payments to the Nova Scotia Offshore Revenue Account","(S) Paiements au compte des recettes extracôtières de la Nouvelle-Écosse",55120298,55120298,43861520,43861520,72159315,72159315,28114347,28114347,12960118,12960118
"NR","c","Contributions in support of ecoENERGY for Biofuels","Contributions à l'appui d'écoÉNERGIE pour les biocarburants",237435128,130046621,113656336,113656336,139035000,93942654,52860000,14904234,23870000,3654458
"NR","c","Contributions in support of ecoENERGY for Renewable Power","Contributions à l'appui d'écoÉNERGIE pour l'électricité renouvelable",134674000,127584238,127117878,127117878,132891000,128067145,133799000,125428503,134041000,122280295
"NR","c","(S) Payments to the Newfoundland Offshore Petroleum Resource Revenue Fund","(S) Paiements au Fonds terre-neuvien des recettes provenant des ressources en hydrocarbures extracôtières",566121270,566121270,731533986,731533986,751940157,751940157,301220044,301220044,455431601,455431601
"NRC","c","Industrial Research Assistance Program—Contributions to Firms","Programme d'aide à la recherche industrielle – Contributions aux entreprises",154388446,148442265,172652246,170116708,163426500,160459185,168826500,168542673,216329000,213621977
"NRC","c","Contribution to TRIUMF (Canada's National Laboratory for Particle and Nuclear Physics)","Contribution à TRIUMF (Laboratoire national canadien pour la recherche en physique nucléaire et en physique des particules)",44000000,44000000,44300000,44300000,45000000,45000000,50832800,50832800,53672800,53672800
"NRC","c","Industrial Research Assistance Program—Contributions to Youth Employment Strategy","Programme d'aide à la recherche industrielle – Contributions à la Stratégie emploi jeunesse",5200000,5087492,6438772,6278713,18600000,18139209,23748000,23706342,14935000,14930212
"NRC","c","Industrial Research Assistance Program—Contributions to Organizations","Programme d'aide à la recherche industrielle – Contributions aux organisations",20038054,19697512,16402549,16091757,13800000,12501543,13800000,13050751,14380000,14370643
"NRC","c","Contributions to the International Astronomical Observatories Program","Contributions au Programme des observatoires astronomiques internationaux",10700001,10674500,11340278,11340278,12193775,12154179,31637807,15406533,71844579,20991704
"NRC","c","Contributions for the Canada Accelerator and Incubator Program","Contributions pour le Programme canadien des accélérateurs et incubateurs",0,0,0,0,20618828,10623035,19095885,18198272,25815885,24341747
"NRC","c","Contributions for the Business Innovation Access Program","Contributions en vertu du Programme d’accès à l’innovation pour les entreprises",0,0,0,0,8200000,8169157,11600000,11546211,0,0
"NRC","c","Payment of an assessed contribution for the Bureau International des Poids et Mesures","Paiement de la quote-part versée au Bureau international des poids et mesures",659000,594193,571197,571197,659000,607985,679000,673126,659000,561046
"NRC","g","International Affiliations","Affiliations internationales",560000,559119,559737,559737,560000,559985,560000,559998,560000,559998
"NRC","c","Contributions for the Digital technology pilot program","Contributions pour le Programme pilote d'adoption des technologies numériques",24920000,24184478,34778413,34778413,0,0,0,0,0,0
"NSERC","g","College-University Idea to Innovation","De l'idée à l'innovation pour les collèges et les universités",1820600,1820600,2356166,2356166,2735850,2664729,2735850,1672005,0,0
"NSERC","g","Industrial Research Chairs for Colleges","Chaires de recherche industrielle dans les collèges",4356006,4165259,3500500,3500500,4278756,4278755,4276714,4276714,0,0
"NSERC","g","Business-Led Networks of Centres of Excellence","Réseaux de centres d'excellence dirigés par l'entreprise",2234750,1223294,5573412,5573412,6709482,6709482,6917000,6917000,6551000,6551000
"NSERC","g","Industrial R&D Internship Program","Programme de stages en R-D industrielle",6880000,6880000,6880000,6880000,6880125,6880000,6880125,6880000,0,0
"NSERC","g","Vanier Canada Graduate Scholarships","Bourses d'études supérieures du Canada Vanier",8350000,8225092,8275000,8275000,8350000,8107501,8350000,8286944,8350000,8307394
"NSERC","g","Centres of Excellence for Commercialization and Research","Centres d'excellence en commercialisation et en recherche",7795000,7390000,10821538,10821538,8180493,8180493,8925237,8925237,12494569,12494569
"NSERC","g","Canada Excellence Research Chairs","Chaires d'excellence en recherche du Canada",18200000,18200000,18200000,18200000,21800000,21800000,25050000,25050000,25448000,25448000
"NSERC","g","Networks of Centres of Excellence","Réseaux de centres d'excellence",36504000,36504000,33430050,33430050,33430050,33430050,33430050,33430050,33430050,33430050
"NSERC","g","College and Community Innovation Program","Programme d'innovation dans les collèges et la communauté",29192817,29192817,40570662,40570662,40525238,40525238,40705157,40655749,52200459,52200459
"NSERC","g","Canada Graduate Scholarships","Bourses d'études supérieures du Canada",42580000,42576471,42563232,42563232,42580000,42542644,42580000,42572667,42580000,42562444
"NSERC","g","Grants and Scholarships","Subventions et bourses",866551686,866551686,846733578,846733578,863030198,863030198,858183860,858143860,894566630,894566629
"NSERC","g","Canada First Research Excellence Fund","Fonds d'excellence en recherche Apogée Canada",0,0,0,0,0,0,31234944,31234943,66506108,66506108
"OICC","c","Contributions under the Border Infrastructure Fund","Contributions en vertu du Fonds sur l'infrastructure frontalière",28653070,7449802,28196496,28196496,51032163,20863226,21874942,17699761,0,0
"OICC","c","Contributions under the Canada Strategic Infrastructure Fund","Contributions en vertu du Fonds canadien sur l'infrastructure stratégique",356115044,239189191,196634325,196634325,251695831,233373467,143090980,141733441,87156234,54045215
"OICC","c","Contributions under the Green Infrastructure Fund","Contributions en vertu du Fonds pour l'infrastructure verte",56984916,15494256,84567663,84567663,89429335,36862072,50784093,11378170,85738101,44958101
"OICC","c","Contributions under the Municipal Rural Infrastructure Fund","Contributions en vertu du Fonds sur l'infrastructure municipale rurale",57674528,35296905,42337674,42337674,24744902,9410559,0,0,0,0
"OICC","o","Provincial-Territorial Infrastructure Base Funding Program","Programme de financement de base de l'infrastructure des provinces et des territoires",347814200,236814200,191431000,191431000,62500000,25000000,90684800,50000000,97231800,3050000
"OICC","c","Contributions under the Building Canada Fund — Strategic Research and Partnership","Contributions en vertu du Fonds Chantiers Canada — Recherches et partenariats stratégiques",79681,79681,5000,5000,37713,37713,0,0,0,0
"OICC","c","Public Transit Infrastructure Fund","Fonds pour les infrastructures du transport en commun",0,0,0,0,0,0,0,0,844414816,37169257
"OICC","c","Clean Water and Wastewater Fund","Fonds pour l’eau potable et les eaux usées",0,0,0,0,0,0,0,0,496701184,7091039
"OICC","c","Asset Management Fund","Contributions en vertu du Fonds de gestion des actifs",0,0,0,0,0,0,0,0,7500000,783800
"OICC","c","Capacity Building for Climate Change Challenges Fund","Renforcement de la capacité pour les défis liés aux changements climatiques",0,0,0,0,0,0,0,0,11250000,738700
"OICC","c","Contributions for the Gas Tax Fund","Contributions en vertu du Fonds de la taxe sur l'essence",0,0,0,0,0,0,0,0,30155357,30155357
"OICC","o","(S) Gas Tax Fund","(S) Fonds de la taxe sur l’essence",2096451931,1964039431,2106864500,2106864500,1973269432,1973269432,1973269432,1973269432,2071932904,2071932904
"OICC","c","Inuvik to Tuktoyaktuk Highway Program","Programme de la route entre Inuvik et Tuktoyaktuk",0,0,0,0,93525000,79275000,51375000,51375000,57000000,57000000
"OICC","c","National Recreational Trails program","Programme Sentiers récréatifs nationaux",0,0,0,0,5000000,5000000,5000000,4990154,0,0
"OICC","c","New Building Canada Fund—National Infrastructure Component","Nouveau Fonds Chantiers Canada – Volet Infrastructures nationales",0,0,0,0,15000000,0,15000000,3069122,135900000,15379869
"OICC","c","New Building Canada Fund—Provincial-Territorial Infrastructure Component—National and Regional Projects","Nouveau Fonds Chantiers Canada – volet Infrastructures provinciales et territoriales – Projets nationaux et régionaux",0,0,0,0,114480000,11066545,114480000,41528898,422481554,119970867
"OICC","c","New Building Canada Fund—Provincial-Territorial Infrastructure Component—Small Communities Fund","Nouveau Fonds Chantiers Canada – Volet Infrastructures provinciales et territoriales – Fonds des petites collectivités",0,0,0,0,12720000,0,12720000,12093038,113768736,113768736
"OICC","c","Contributions under the Building Canada Fund Communities Component","Contributions en vertu du Fonds Chantiers Canada – Volet Collectivités",230296274,184690213,187557328,120382787,139298397,76338704,154956816,69630098,51663552,42626711
"OICC","c","Contributions under the Building Canada Fund Major Infrastructure Component","Contributions en vertu du Fonds Chantiers Canada –Volet Grandes infrastructures",1979881288,919764212,944021821,692803945,706639377,538025504,909741624,701022158,576117573,520695123
"OICC","c","(S) Contributions under the Green Infrastructure Fund","(S) Contributions en vertu du Fonds pour l'infrastructure verte",99418105,99418105,0,0,0,0,0,0,0,0
"OICC","c","Contributions under the Building Canada Fund-Research and Planning Component","Contributions en vertu du Fonds Chantiers Canada – Volet Recherche et planification",0,0,0,0,0,0,186373,186373,343530,343530
"OPSIC","c","Contributions for access to legal advice under the Public Servants Disclosure Protection Act","Contribution qui permet d'obtenir des conseils juridiques en vertu de la Loi sur la protection des fonctionnaires divulgateurs d'actes répréhensibles",44472,44472,34533,34533,40639,40638,40000,21432,40000,25157
"PCA","g","Funding to Support the Trans Canada Trail Foundation's Fundraising Campaign","Financement à l’appui de la campagne de financement de la Fondation du sentier transcanadien",0,0,7152037,7152037,11597963,5520495,10307704,6250000,6077468,5031682
"PCA","g","Grant to the International Peace Garden","Subvention au Jardin international de la paix",22700,22700,22700,22700,22700,22700,22700,22700,22700,22700
"PCA","c","Contributions in support of activities or projects related to national parks, national marine conservation areas, national historic sites and historic canals","Contributions à l'appui d'activités ou de projets liés aux parcs nationaux, aux aires marines nationales de conservation, aux lieux historiques nationaux et aux canaux historiques",10662579,10662579,3576886,3576886,5574023,5574023,4883166,4883166,4477298,4477298
"PCA","c","Contributions in support of National Historic Sites Cost-Sharing Program","Contributions à l'appui du Programme de partage des frais des lieux historiques nationaux",1502878,1502878,1065252,1065252,915289,915289,933397,933397,9679226,6262998
"PCA","c","Grant to the Qikiqtani Inuit Association","Subvention à l'association Qikiqtani Inuit",0,0,0,0,0,0,3000000,3000000,0,0
"PCA","c","Contribution for the Implementation of Canada's Copenhagen Accord near term financing commitments","Contribution pour la mise en oeuvre des engagements financiers à court terme du Canada relativement à l'Accord de Copenhague",3300000,1548439,1756561,1756561,0,0,0,0,0,0
"PCO","c","Contribution program for the Commission of Inquiry into the Decline of Sockeye Salmon in the Fraser River","Programme de contributions pour la Commission d'enquête sur le déclin des populations de saumon rouge du fleuve Fraser",125000,44601,0,0,0,0,0,0,0,0
"PHAC","c","Assessed contribution to the Pan-American Health Organization","Quote-part à l'Organisation panaméricaine de la santé",11756213,11742432,13298807,13298807,14334724,14334724,14818529,14622256,0,0
"PHAC","c","Contribution in support of the Federal Initiative on HIV/AIDS","Contribution pour appuyer l'Initiative fédérale sur le VIH/sida",22895006,22894998,23772078,23772078,22783159,22708436,23038607,23019206,15631758,23048615
"PHAC","c","Contributions to Canadian Blood Services and/or other designated transfusion/transplantation centres to support adverse event surveillance activities","Contributions à la Société canadienne du sang et/ou à d'autres organismes de transfusion et/ou de transplantation désignés, à l'appui d'activités de surveillance des effets indésirables",2150000,2150000,2157880,2157880,2190000,1864732,2193000,2057709,2190000,1913206
"PHAC","c","Contributions to incorporated local or regional non-profit Aboriginal organizations and institutions for the purpose of developing early intervention programs for Aboriginal pre-school children a","Contributions aux organisations et aux institutions autochtones sans but lucratif locales ou régionales constituées en société, d'élaborer des programmes d'intervention précoce pour les autochtones d'âge préscolaire et leurs familles",31451067,31451063,32666837,32666837,33038367,32994509,33828782,33676570,32134000,32479550
"PHAC","c","Contributions to individuals and organizations in support of public health infrastructure","Contributions à des personnes et à des organisations visant à soutenir l'infrastructure de santé publique",1150925,1036925,961731,961731,1225323,1220659,1487152,620378,3302673,2043683
"PHAC","c","Contributions to individuals and organizations to support health promotion projects in the areas of building community capacity, stimulating knowledge development and dissemination, and partnersh","Contributions à des personnes et à des organisations pour appuyer des projets de promotion de la santé dans les domaines du renforcement des capacités communautaires, de la stimulation du développement et de la transmission des connai",47626774,46226769,44286691,44286691,41875359,40956432,37220916,34815653,37314242,44338988
"PHAC","c","Contributions to non-government organizations, corporations, other levels of government, post-secondary institutions and individuals to support development and creation of public health workforce","Contributions à des organisations non gouvernementales, des sociétés, d'autres ordres de gouvernement, des établissements d'enseignement postsecondaires, et des personnes pour appuyer le développement et la création de produits et d'o",219220,219220,1195375,1195375,1215700,1215700,633155,617011,963000,0
"PHAC","c","Contributions to non-profit organizations to support, on a long-term basis, the development and provision of preventative and early intervention services aimed at addressing the health and develo","Contributions à des organismes communautaires à but non lucratif afin d'appuyer le développement et la prestation de services continus de prévention et d'intervention précoce qui visent à diminuer les problèmes de santé et de développ",82876200,82876200,84750452,84750452,81948002,81921533,84411474,84298632,82088000,81225731
"PHAC","g","Grants to individuals and organizations in support of health promotion projects in the areas of building community capacity, stimulating knowledge development and dissemination, and partnership b","Subventions à des personnes et à des organismes pour appuyer des projets de promotion de la santé dans les domaines de renforcement des capacités communautaires, de stimulation du développement et de la transmission des connaissances,",870781,870781,250000,250000,604249,524866,906000,905998,17445000,1853586
"PHAC","g","Grant to eligible non-profit international organizations in support of their projects or programs on health","Subvention à des organismes internationaux sans but lucratif admissibles pour soutenir des projets ou programmes en matière de santé",1594329,1594328,2293472,2293472,2186690,2183882,2777869,2777869,2125000,2123773
"PHAC","o","Payments to provinces and territories to improve access to health care and treatment services to persons infected with hepatitis C through the blood system","Paiements aux provinces et aux territoires afin d’améliorer l’accès aux services de santé et aux traitements pour les personnes qui ont contracté l’hépatite C par transfusion sanguine",0,0,0,0,49700000,49700000,4000000,4000000,0,0
"PHAC","g","Grants to individuals and organizations in support of public health infrastructure","Subventions à des personnes et à des organisations visant à soutenir l'infrastructure de santé publique",114000,0,0,0,0,0,1684000,199588,1764950,478938
"PHAC","g","Grant to graduate students, post-graduate students and Canadian post-secondary institutions to increase professional capacity and training levels in order to build an effective public health sect","Subventions à des étudiants diplômés, à des étudiants au niveau postdoctoral et à des établissements d'enseignement postsecondaire pour augmenter les compétences et capacités professionnelles afin de renforcer le domaine de la santé p",1773000,0,0,0,0,0,250000,250000,240000,0
"PSEP","g","Grant to the city of Moncton, New Brunswick, in support of the establishment of a permanent commemorative memorial for three fallen Royal Canadian Mounted Police officers","Subvention à la ville de Moncton (Nouveau-Brunswick) en appui à la construction d'un monument commémoratif rendant hommage aux trois agents décédés de la Gendarmerie royale du Canada",0,0,0,0,0,0,258500,258500,201500,201500
"PSEP","g","Canadian Red Cross in support of Fort McMurray relief efforts","La Croix-Rouge canadienne en appui aux activités de secours à Fort McMurray",0,0,0,0,0,0,0,0,104466553,104466553
"PSEP","g","Heavy Urban Search and Rescue Program","Programme de recherche et de sauvetage en milieu urbain à l'aide d'équipement lourd",0,0,0,0,0,0,0,0,3100000,3100000
"PSEP","g","Community Resilience Fund","Fonds pour la résilience communautaire",0,0,0,0,0,0,0,0,200000,40811
"PSEP","g","Grant to the Province of British Columbia to Support its Response to the Opioids Crisis","Subvention à la Colombie-Britannique en appui à son intervention face à la crise des opioïdes",0,0,0,0,0,0,0,0,10000000,10000000
"PSEP","g","Grant to the Province of Alberta to Support its Response to the Opioids Crisis","Subvention à l'Alberta en appui à son intervention face à la crise des opioïdes",0,0,0,0,0,0,0,0,6000000,6000000
"PSEP","c","Contribution Program in support of the Search and Rescue New Initiatives Fund","Programme de contributions à l'appui du Fonds des nouvelles initiatives de recherche et de sauvetage",0,0,0,0,0,0,5241169,4808820,6108905,6071589
"PSEP","c","National Disaster Mitigation Program","Programme national d'atténuation des catastrophes",0,0,0,0,0,0,11214000,0,4884020,4884019
"PSEP","c","Contribution in support of the Nation's Capital Extraordinary Policing Costs Program","Programme de contribution pour les coûts extraordinaires des services de police de la capitale nationale",0,0,0,0,0,0,2000000,2000000,2000000,2000000
"PSEP","c","Search and Rescue Volunteer Association of Canada Contribution Program","Programme de contribution de l'Association canadienne des volontaires en recherche et sauvetage",0,0,0,0,0,0,375000,375000,500000,500000
"PSEP","c","COSPAS-SARSAT Secretariat Contribution Program","Programme de contribution au Secrétariat de COSPAS-SARSAT",0,0,0,0,0,0,142500,142500,190000,190000
"PSEP","c","Contributions to the provinces and municipalities pursuant to the Emergency Management Act","Contributions versées aux provinces et aux municipalités en vertu de la Loi sur la gestion des urgences",6133276,6044924,0,0,0,0,0,0,0,0
"PSEP","g","Ex gratia payments to the families of the victims of Air India Flight 182","Paiements à titre gracieux aux familles des victimes du vol 182 d'Air India",6600000,6600000,0,0,0,0,0,0,0,0
"PSEP","c","Community Resilience Fund","Fonds pour la résilience communautaire",0,0,0,0,0,0,0,0,1000000,680095
"PSEP","g","Cyber Security Cooperation Program","Programme de coopération en matière de cybersécurité",0,0,0,0,150000,150000,64334,64334,120693,120693
"PSEP","c","Cyber Security Cooperation Program","Programme de coopération en matière de cybersécurité",0,0,0,0,150000,150000,272671,272671,179307,174501
"PSEP","c","Worker's compensation","Indemnisation des accidents du travail",337724,337724,233281,233281,181000,180665,192022,192021,308300,308234
"PSEP","g","Grants in support of the Safer Communities Initiative","Subventions pour soutenir l'Initiative pour des communautés plus sûres",469120,366963,468700,468700,1960000,336603,1701500,191185,1003232,1003231
"PSEP","c","Payments to the provinces, territories, and public and private bodies in support of activities complementary to those of the Department of Public Safety and Emergency Preparedness","Paiements aux provinces, aux territoires et aux organismes publics et privés pour appuyer des activités complémentaires à celles du ministère de la Sécurité publique et de la Protection civile",617000,613250,361321,361321,362000,362000,362000,356878,672000,644428
"PSEP","g","Grants to provincial partners for the National Flagging System to identify and track high-risk violent offenders who jeopardize public safety","Subventions aux partenaires provinciaux pour le Système national de repérage afin de repérer et de surveiller les délinquants violents à risque élevé qui mettent en péril la sécurité publique",500001,499996,499913,499913,500000,499913,500000,499196,500000,499196
"PSEP","c","International Association of Fire Fighters, Canada","Association internationale des pompiers, Canada",500000,356401,420000,420000,500000,500000,500000,500000,500000,500000
"PSEP","c","Aboriginal Community Safety Development Contribution Program","Programme de contributions à l'amélioration de la sécurité des collectivités autochtones",690000,675797,675329,675329,690000,684025,727307,700319,947192,944059
"PSEP","c","Contribution Program to Combat Serious and Organized Crime","Programme de contribution pour combattre les crimes graves et le crime organisé",0,0,0,0,2551000,1175829,2251000,1950345,2551000,1786813
"PSEP","g","Other National Voluntary Organizations active in the criminal justice sector","Autres organismes nationaux de bénévolat actifs dans le secteur de la justice pénale",1796144,1796143,1796143,1796143,1796144,1796143,1796144,1796143,1796144,1777113
"PSEP","c","Major International Events Security Cost Framework","Cadre sur les coûts de la sécurité dans le cadre des événements internationaux d'envergure",2296000,786931,2687858,2687858,2097844,2080155,1510365,1482766,4967660,4849915
"PSEP","c","Contribution Program to Combat Child Sexual Exploitation and Human Trafficking","Programme de contribution visant à combattre l'exploitation sexuelle des enfants et la traite de personnes",2175600,2024921,2161000,2161000,2135600,2135600,2635600,2629650,2557600,2557599
"PSEP","c","Biology Casework Analysis Contribution Program","Programme de contributions pour les analyses biologiques",6900000,6900000,6900000,6900000,6900000,6900000,6900000,6900000,6900000,6900000
"PSEP","c","Contributions in support of the Safer Communities Initiative","Contributions pour soutenir l'Initiative pour des communautés plus sûres",40191779,37726556,29763087,29763087,36423516,28262488,37152097,26093038,34632678,31575432
"PSEP","c","Financial support to Provinces and Territories for 2011 Flood Mitigation Investments","Aide financière aux provinces et aux territoires pour les mesures d’atténuation prises en 2011 en prévision des inondations",50000000,10000000,15634720,15634720,50750000,50431899,0,0,0,0
"PSEP","c","Financial assistance to the Province of Quebec for response and recovery costs from the explosion following the train derailment in Lac-Mégantic, Quebec","Aide financière à la province de Québec pour l'aider à assumer les coûts d’intervention et de rétablissement engagés à la suite de l'explosion découlant du déraillement de train survenu à Lac-Mégantic, au Québec",0,0,25000000,25000000,95000000,56700000,18735,18734,38281266,38281266
"PSEP","c","Payments to the provinces, territories, municipalities, Indian band councils and recognized authorities representing Indians on reserve, Indian communities on Crown land and Inuit communities, fo","Paiements aux provinces, aux territoires, aux municipalités, ainsi qu'aux conseils de bande, aux représentants officiels des Autochtones vivant dans les réserves, aux collectivités autochtones établies sur les terres de la Couronne et",80234148,80223612,86732870,86732870,82007320,81771968,81356749,81281859,88664054,88435013
"PSEP","c","Contributions to the provinces for assistance related to natural disasters","Contributions versées aux provinces à titre d'aide financière en cas de catastrophes naturelles",280000000,279948809,1018988056,1018988056,762000000,305271755,848385000,139348326,712717054,712717054
"RCMP","c","Contributions to the provinces and territories and to aboriginal and/or other communities and organizations (not for profit)","Contributions aux provinces, aux territoires et aux communautés autochtones et/ou à d'autres communautés ou organismes (sans but lucratif)",15444896,14480607,14485446,14485446,14487000,14472087,14487000,14230446,14487000,14460980
"RCMP","g","(S) Pensions under the Royal Canadian Mounted Police Pension Continuation Act","(S) Pensions aux termes de la Loi sur la continuation des pensions de la Gendarmerie royale du Canada",13963873,13963873,12315745,12315745,11400805,11400805,10391783,10391783,9392163,9392163
"RCMP","g","Grant to Promote Law Enforcement through Crime Prevention, Training and Public Relations","Subvention pour promouvoir l'application de la loi par le biais de la prévention du crime, la formation et les relations publiques",1000000,862554,838797,838797,1000000,838336,1000000,771155,1000000,997877
"RCMP","g","RCMP Survivor Income Plan","Plan de prestations des survivants de la GRC",2527104,2527104,2686991,2686991,2349131,2014339,2464933,2062976,2586483,1988478
"RCMP","g","To compensate members of the Royal Canadian Mounted Police for injuries received in the performance of duty","Indemnisation des membres de la Gendarmerie royale du Canada pour blessures reçues dans l'exercice de leurs fonctions",121481625,118131906,132140008,132140008,148621386,143562981,169000000,167435603,195000000,185481804
"SC","c","Grant to the Organisation for Economic Co-operation and Development","Subvention à l'Organisation de coopération et de développement économiques",560800,0,0,0,0,0,0,0,100000,100000
"SEN","c","Contributions to Parliamentary Associations","Contributions aux associations parlementaires",373275,373275,402207,402207,421775,421775,418679,418679,415411,415411
"SEN","g","(S) Pensions to Retired Senators","(S) Pensions aux sénateurs à la retraite",45651,45651,46402,46402,46913,46913,47664,47664,48283,48283
"SSHRC","g","College and Community Innovation Program","Programme d'innovation dans les collèges et la communauté",148831,148831,43692,43692,25000,25000,25000,25000,174612,174612
"SSHRC","g","Industrial Research Chairs for Colleges","Chaires de recherche industrielle dans les collèges",115494,115494,120994,120994,120994,120994,123036,123036,0,0
"SSHRC","g","Business-Led Networks of Centres of Excellence","Réseaux de centres d'excellence dirigés par l'entreprise",1100000,611646,1221206,1221206,1319241,1319241,1419000,1419000,1477000,1477000
"SSHRC","g","Centres of Excellence for Commercialization and Research","Centres d'excellence en commercialisation et en recherche",6911805,5461805,6101107,6101107,6859164,6859164,6719789,6719789,5711093,5711093
"SSHRC","g","Vanier Canada Graduate Scholarships","Bourses d'études supérieures du Canada Vanier",8300000,8291468,8286666,8286666,8300000,8016666,8300000,8300000,8300000,8231943
"SSHRC","g","Networks of Centres of Excellence","Réseaux de centres d'excellence",10159150,10159150,8911000,8911000,8911000,8911000,8911000,8911000,8911000,8911000
"SSHRC","g","Canada Graduate Scholarships","Bourses d'études supérieures du Canada",69018500,68873659,68567976,68567976,68983500,68691764,68983500,68689226,68983500,68262198
"SSHRC","g","Research Support Fund","Fonds de soutien à la recherche",0,0,0,0,128156292,128156292,340451411,340434112,368440841,368440841
