"deptcode","vote_num","vs_type","name_en","name_fr","pa_last_year_5_auth","pa_last_year_5_exp","pa_last_year_4_auth","pa_last_year_4_exp","pa_last_year_3_auth","pa_last_year_3_exp","pa_last_year_2_auth","pa_last_year_2_exp","pa_last_year_auth","pa_last_year_exp"
"IPC",5,1,"Operating/Program","Fonctionnement/Programme","","",23728093,23065873.00,22571076,21834186,22910623,21295678,23879678.00,23237576.00
"IPC",40,1,"Operating/Program","Fonctionnement/Programme",14002674.00,13965233.00,"","","","","","","",""
"IPC",45,1,"Operating/Program","Fonctionnement/Programme",27917645.00,25553435.00,"","","","","","","",""
"IPC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",3905549.00,3905549.00,3787549,3787549.00,3453604,3453604,3569558,3569558,3572741.00,3572740.65
"IPC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",2758.00,0.00,3063,0.00,461,0,9654,"",9717.00,""
"IRB",1,1,"Operating/Program","Fonctionnement/Programme","","",115998916,107060930.00,107336401,100430708,110421917,103317368,124732124.00,118363648.00
"IRB",10,1,"Operating/Program","Fonctionnement/Programme",117682102.00,108051120.00,"","","","","","","",""
"IRB","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",13868350.00,13868350.00,12685148,12685148.00,11966103,11966103,12181640,12181640,13328068.00,13328067.84
"IRB","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",850.00,850.00,3955,3955.00,362,362,459,459,667.00,666.83
"ISC",1,1,"Operating/Program","Fonctionnement/Programme",378409371.00,373431712.00,361190315,351744891.00,353055670,340146745,374589855,346775580,416542926.00,409848727.00
"ISC",5,2,"Capital","Capital",27485740.00,23496933.00,24255382,23731534.00,23412737,22532288,20611002,14559638,17575661.00,16925527.00
"ISC",10,3,"Grants & Contributions","Subventions et Contributions",706442572.00,557545624.00,592311612,545758016.00,733868225,635155778,1582925423,1515554353,2225321742.00,1773682271.00
"ISC","S",999,"Canada Foundation for Sustainable Development Technology Grant","Subvention pour la Fondation du Canada pour l'appui technologique au développement durable","","","","","","",27476242,27476242,"",""
"ISC","S",999,"Canadian Intellectual Property Office Revolving Fund","Fonds renouvelable de l'Office de la propriété intellectuelle du Canada",173593925.00,1452901.00,172141024,-265146.00,172406170,-3583979,175990149,6501630,169488519.00,18990173.58
"ISC","S",999,"Canadian Youth Business Foundation","Fondation canadienne des jeunes entrepreneurs",9000000.00,9000000.00,9000000,9000000.00,"","","","","",""
"ISC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",55261823.00,55261823.00,53050791,53050791.00,51683374,51683374,50056005,50056005,53354962.00,53354961.63
"ISC","S",999,"Grant and Contribution to Genome Canada","Subventions et Contributions à Génome Canada",35400000.00,35400000.00,47300000,47300000.00,59900000,59900000,61900000,61900000,23700000.00,23700000.00
"ISC","S",999,"Grant to CANARIE Inc. to operate and develop the generation of Canada's Advanced Research Network","Contributions à la Fondation canadienne des jeunes entrepreneurs","","","","","","","","",7500000.00,7500000.00
"ISC","S",999,"Liabilities under the Canada Small Business Financing Act","Obligations contractées en vertu de la Loi sur le financement des petites entreprises du Canada",59184724.00,59184724.00,66374591,66374591.00,62699806,62699806,63079578,63079578,51300219.00,51300219.14
"ISC","S",999,"Liabilities under the Small Business Loan Act","Obligations contractées en vertu de la Loi sur le financement des petites entreprises du Canada","","","","","","",10644,10644,"",""
"ISC","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",388371.00,388371.00,358031,358031.00,1021245,1021245,690349,690349,316337.00,316337.61
"ISC","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",82700.00,82700.00,84300,84300.00,86339,86339,87500,87500,88600.00,88600.08
"ISC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",512498.00,230676.00,419008,277488.00,375510,192901,341500,222266,386331.00,231464.98
"JCCB",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",432832159,244957619.35,426801000,247328089,367525000,284286532,331777000.00,179229642.00
"JCCB",50,5,"Payments to Crown Corps","Paiement aux sociétés d'État",274566409.00,189218871.00,"","","","","","","",""
"JUS",1,1,"Operating/Program","Fonctionnement/Programme",326037485.00,308287237.00,296462847,282434401.00,279767291,260403258,270507779,245298460,272264040.00,252800841.00
"JUS",5,3,"Grants & Contributions","Subventions et Contributions",356435223.00,345578345.00,356435223,348763264.00,358445530,349694923,383816278,374462688,394315319.00,387257144.00
"JUS","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",83064980.00,83064980.00,77566150,77566150.00,73027604,73027604,69973539,69973539,66857913.00,66857912.62
"JUS","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",30045.00,30045.00,5852,5852.00,9408,9408,"","","",""
"JUS","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",78700.00,78700.00,80300,80300.00,82328,82328,83500,83500,84600.00,84600.00
"JUS","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",3208.00,1557.00,3937,1651.00,3545,2286,2832,1259,5231.00,1573.00
"LAC",1,1,"Operating/Program","Fonctionnement/Programme","","",94205601,91474158.00,93957495,81211485,101467831,95947976,108692368.00,105074404.00
"LAC",5,2,"Capital","Capital","","","","","","",11241607,8423673,14397864.00,11459359.00
"LAC",55,1,"Operating/Program","Fonctionnement/Programme",91270738.00,87253831.75,"","","","","","","",""
"LAC",60,2,"Capital","Capital",3943615.00,2596052.93,"","","","","","","",""
"LAC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",10820781.00,10820781.00,10987374,10987374.00,10207275,10207275,10104355,10104355,10870958.00,10870958.30
"LAC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",265142.00,133026.00,164970,132118.00,57486,32852,36662,24634,23164.00,12028.00
"LP",1,1,"Operating/Program","Fonctionnement/Programme","","",37317035,37103813.00,37754035,37110432,37899035,37871853,43754877.00,41112174.00
"LP",10,1,"Operating/Program","Fonctionnement/Programme",37817080.00,37347525.00,"","","","","","","",""
"LP","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",4983016.00,4983016.00,4726530,4726530.00,4508192,4508192,4569814,4569814,4519938.00,4519937.95
"MPCC",1,1,"Operating/Program","Fonctionnement/Programme","","",7740533,4619001.00,5418346,5031875,4496858,3748700,4454113.00,4175963.00
"MPCC",25,1,"Operating/Program","Fonctionnement/Programme",10883288.00,5159799.00,"","","","","","","",""
"MPCC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",360406.00,360406.00,346272,346272.00,375364,375364,370830,370830,359735.00,359735.31
"MPCC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",4.00,0.00,"","",287,0,376,"",154.00,""
"NAC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",35321395,35321395.00,54897056,54897056,135309431,135309431,141324356.00,141324356.00
"NAC",65,5,"Payments to Crown Corps","Paiement aux sociétés d'État",34647720.00,34647720.00,"","","","","","","",""
"NBC",1,1,"Operating/Program","Fonctionnement/Programme","","",12262644,9427867.00,11356526,10818552,6999736,6635647,7935815.00,6756994.00
"NBC",70,1,"Operating/Program","Fonctionnement/Programme",7755964.00,7435086.00,"","","","","","","",""
"NBC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",553281.00,553281.00,506589,506589.00,485720,485720,486422,486422,477747.00,477747.33
"NBC","S",999,"Expenditures pursuant to Paragraph 29.1(1) of Financial Administration Act","Dépenses aux termes du paragraphe 29.1(1) de la Loi sur la gestion des finances publiques",2166480.00,2166477.00,2162923,2162922.00,2196075,2196074,2201505,2201505,2516943.00,2516942.75
"NCC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",68781209,68781209.00,71357471,68344322,67834325,67834325,68366358.00,66130358.00
"NCC",5,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",23665000,23665000.00,22665000,22665000,22789114,22789114,24894870.00,23499870.00
"NCC",55,5,"Payments to Crown Corps","Paiement aux sociétés d'État",78189680.00,78189680.00,"","","","","","","",""
"NCC",60,5,"Payments to Crown Corps","Paiement aux sociétés d'État",37008494.00,27971494.00,"","","","","","","",""
"ND",1,1,"Operating/Program","Fonctionnement/Programme",14135439177.00,13992664687.00,13817379847,13396436118.00,14164551726,13775156234,14304175878,13919219357,16050430318.00,15560133719.00
"ND",5,2,"Capital","Capital",3618939713.00,2855755116.00,4835557782,3316468475.00,4105468232,3182342740,3504237773,3055226195,3885528229.00,3722931316.00
"ND",10,3,"Grants & Contributions","Subventions et Contributions",184691220.00,164625402.00,178764886,134877030.00,165552299,150998684,162992820,150784806,177003422.00,152820308.00
"ND","S",999,"Collection Agency Fees","Honoraires - Agence de recouvrement",1950.00,1950.00,28,28.00,"","","","","",""
"ND","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",295814687.00,295814687.00,266488168,266488168.00,258992443,258992443,255678012,255678012,269776368.00,269776368.26
"ND","S",999,"Contributions to employee benefit plans (Members of the Military)","Contributions aux régimes d'avantages sociaux des employés - Membres militaires",1407654310.00,1407654310.00,1326612708,1326612708.00,1269394356,1269394356,1216089514,1216089514,3150988816.00,3150988815.97
"ND","S",999,"Court Awards","Montants adjugés par une cour","","","","","","",59763,59763,"",""
"ND","S",999,"Losses on Foreign Exchange","Pertes d'opérations de change",79723.00,79723.00,1892331,1892331.00,2739996,2739996,2349366,2349366,492327.00,492327.40
"ND","S",999,"Payments to dependants of certain members of the Royal Canadian Air Force killed while serving as instructors under British Commonwealth Air Training Plan (Appropriation Act No. 4, 1968)","Versements aux ayants droit de certains membres de l'Aviation royale du Canada tués dans l'exercice de leurs fonctions alors qu'ils servaient à titre d'instructeurs dans le cadre du Plan d'entraînement des aviateurs du Commonwealth britannique (Loi nº4 de 1968 portant affectation de crédits)",23392.00,23392.00,23656,23656.00,24046,24046,26397,26397,22684.00,22684.00
"ND","S",999,"Payments under Parts I-IV of the Defence Services Pension Continuation Act","Versements en vertu des parties I à IV de la Loi sur la continuation de la pension des services de défense",611356.00,611356.00,529008,529008.00,437876,437876,370923,370923,316101.00,316100.97
"ND","S",999,"Payments under the Supplementary Retirement Benefits Act","Versements en vertu de la Loi sur les prestations de retraite supplémentaires",3014547.00,3014547.00,2586516,2586516.00,2115165,2115165,1763782,1763782,1485401.00,1485400.70
"ND","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",104933.00,104933.00,100375,100375.00,131132,131132,83500,83500,84600.00,84600.00
"ND","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",50100025.00,44024103.00,23220748,7924048.00,28003109,23740571,22536721,4501914,41808529.00,18035080.82
"NEB",1,1,"Operating/Program","Fonctionnement/Programme","","",83789029,78629189.00,87812736,73773845,84549538,76009649,90229658.00,85502958.00
"NEB",25,1,"Operating/Program","Fonctionnement/Programme",77902681.00,73286166.00,"","","","","","","",""
"NEB","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",8396515.00,8396515.00,8691894,8691894.00,8622723,8622723,8607169,8607169,8330032.00,8330031.61
"NEB","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",167.00,0.00,1925,0.00,1969,0,209,"",10629.00,""
"NFB",1,1,"Operating/Program","Fonctionnement/Programme","","",64418342,61031382.00,63724159,59832360,66506336,63154534,79913025.00,67346477.00
"NFB",75,1,"Operating/Program","Fonctionnement/Programme",69288514.00,66587102.70,"","","","","","","",""
"NFB","S",999,"National Film Board Revolving Fund","Fonds renouvelable de l'Office national du film",5766725.00,278962.00,5487763,1531134.00,5064251,88829,4975422,759892,4215530.00,-992185.80
"NGC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",36308269,36308269.00,37776761,37776761,38127385,38127385,47063243.00,41413243.00
"NGC",5,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",8000000,8000000.00,8000000,8000000,8000000,8000000,8000000.00,8000000.00
"NGC",80,5,"Payments to Crown Corps","Paiement aux sociétés d'État",36193242.00,36193242.00,"","","","","","","",""
"NGC",85,5,"Payments to Crown Corps","Paiement aux sociétés d'État",8000000.00,8000000.00,"","","","","","","",""
"NMST",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",33370395,33370395.00,59600577,59600577,108428274,108103274,145277576.00,145277576.00
"NMST",90,5,"Payments to Crown Corps","Paiement aux sociétés d'État",27003126.00,27003126.00,"","","","","","","",""
"NPA",1,1,"Operating/Program","Fonctionnement/Programme","","",701325,478845.00,701215,425969,701095,250994,465000.00,221805.00
"NPA",30,1,"Operating/Program","Fonctionnement/Programme",3003000.00,1038693.00,"","","","","","","",""
"NPA","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",133931.00,133931.00,37465,37465.00,30086,30086,3337,3337,4001.00,4000.85
"NPA","S",999,"S0797","S0797","","","","","","","","",5315360.00,5315359.96
"NPB",1,1,"Operating/Program","Fonctionnement/Programme","","",45467757,43796720.00,42801791,40375622,42954435,41050204,44294350.00,42038492.00
"NPB",35,1,"Operating/Program","Fonctionnement/Programme",45801033.00,43721153.00,"","","","","","","",""
"NPB","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",6664960.00,6664960.00,6299845,6299845.00,5928196,5928196,5754607,5754607,5679207.00,5679206.61
"NPB","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",18087.00,18087.00,18589,18589.00,4090,4090,7410,7410,4567.00,4567.00
"NPB","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",13519.00,6277.00,29666,7242.00,30510,23031,13220,13220,7558.00,7558.39
"NR",1,1,"Operating/Program","Fonctionnement/Programme",871008096.00,806226907.00,913223137,784743421.00,945617608,630741319,565244763,522006206,570835668.00,556633185.00
"NR",5,2,"Capital","Capital",28795341.00,26069585.00,18280075,18127756.00,54422417,49589000,87737904,75060056,69182483.00,51020288.00
"NR",10,3,"Grants & Contributions","Subventions et Contributions",608827748.00,401397529.00,450039000,352641128.00,306908751,253327009,287577468,234070491,413910621.00,381082400.00
"NR","S",999,"Collection Agency Fees","Honoraires - Agence de recouvrement",4782.00,4782.00,"","","","","","","",""
"NR","S",999,"Contribution to the Canada/Newfoundland Offshore Petroleum Board","Contribution à l'Office Canada/Terre-Neuve des hydrocarbures extracôtiers",4708800.00,4708800.00,5384778,5384778.00,4262000,4262000,2207782,2207782,1962465.00,1962465.48
"NR","S",999,"Contribution to the Canada/Nova Scotia Offshore Petroleum Board","Contribution à l'Office Canada/Nouvelle-Écosse des hydrocarbures extracôtiers",2924779.00,2924779.00,2885480,2885480.00,2070389,2070389,1224359,1224359,567427.00,567427.27
"NR","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",60890381.00,60890381.00,55371603,55371603.00,53228454,53228454,51190695,51190695,52758303.00,52758303.67
"NR","S",999,"Geomatics Canada Revolving Fund","Fonds renouvelable de Géomatique Canada",6997113.00,162056.00,6835057,468455.00,6366602,-472069,6838671,-609662,7448333.00,-181947.94
"NR","S",999,"Grant to the Canada Foundation for Sustainable Development Technology for the Next Generation Biofuels Fund","Subvention à la Fondation du Canada pour l'appui technologique au développement durable pour le Fonds des biocarburants de la prochaine génération","","","","",337616,337616,2290112,2290112,"",""
"NR","S",999,"Payments of the Crown Share Adjustment for Nova Scotia Offshore Petroleum Resources","Paiements de rajustement à l'égard de la part de la Couronne pour les ressources pétrolières extracôtières de la Nouvelle-Écosse",12855636.00,12855636.00,5376337,5376337.00,12322493,12322493,1606953,1606953,53319.00,53319.00
"NR","S",999,"Payments to the Newfoundland Offshore Petroleum Resource Revenue Fund","Paiements au Fonds terre-neuvien des recettes provenant des ressources en hydrocarbures extracôtières",731533986.00,731533986.00,751940157,751940157.00,301220044,301220044,455431601,455431601,246734939.00,246734938.69
"NR","S",999,"Payments to the Nova Scotia Offshore Revenue Account","Paiements au Compte néo-écossais des recettes extracôtières",43861520.00,43861520.00,72159315,72159315.00,28114347,28114347,12960118,12960118,275316673.00,275316672.58
"NR","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",78700.00,78700.00,80300,80300.00,82044,82044,83500,83500,84600.00,84600.00
"NR","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",796400.00,329932.00,783392,240057.00,681324,356023,579754,476703,312335.00,220563.65
"NRC",1,1,"Operating/Program","Fonctionnement/Programme","","",465324030,462437666.00,397596909,391307126,402441818,397998844,410248462.00,409640474.00
"NRC",5,2,"Capital","Capital","","",32148263,31615038.00,59262226,45670638,123185614,69907811,107122312.00,69610046.00
"NRC",10,3,"Grants & Contributions","Subventions et Contributions","","",283058103,268214278.00,320779992,302516706,398196264,343050127,377820835.00,294036926.00
"NRC",60,1,"Operating/Program","Fonctionnement/Programme",398782904.00,389042101.00,"","","","","","","",""
"NRC",65,2,"Capital","Capital",32829181.00,32308209.00,"","","","","","","",""
"NRC",70,3,"Grants & Contributions","Subventions et Contributions",293916398.00,284036803.00,"","","","","","","",""
"NRC","S",999,"Collection Agency Fees","Honoraires - Agence de recouvrement",533.00,533.00,7490,7490.00,349,349,4923,4923,1680.00,1679.33
"NRC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",53842586.00,53842586.00,58450066,58450066.00,54188788,54188788,54776842,54776842,52204594.00,52204593.75
"NRC","S",999,"Losses on Foreign Exchange","Pertes d'opérations de change","","","","",274891,274891,"","",105005.00,105005.09
"NRC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",307686.00,250000.00,367012,325000.00,229861,200000,294078,275000,192525.00,170000.00
"NRC","S",999,"Spending of revenues pursuant to paragraph 5(1)(e) of the National Research Council Act","Dépense des recettes conformément à l'alinéa 5(1)e) de la Loi sur le Conseil national de recherches (L.R.C. (1985), ch. N-15)",291590090.00,134937974.00,292851704,134655378.00,311631833,150919097,328721311,182726918,339147477.00,190754711.94
"NSERC",1,1,"Operating/Program","Fonctionnement/Programme","","",45767548,42319175.00,45726920,42397704,47698198,43950654,50497754.00,47685085.00
"NSERC",5,3,"Grants & Contributions","Subventions et Contributions","","",1038500192,1038149090.00,1069268937,1068045169,1142126816,1142066653,1167081913.00,1165593171.00
"NSERC",75,1,"Operating/Program","Fonctionnement/Programme",44835901.00,42666669.00,"","","","","","","",""
"NSERC",80,3,"Grants & Contributions","Subventions et Contributions",1020154171.00,1018904138.00,"","","","","","","",""
"NSERC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",5106548.00,5106548.00,4977191,4977191.00,5113160,5113160,5071764,5071764,5440147.00,5440146.76
"NSERC","S",999,"Spending of Revenues pursuant to subsection 4.2 of the Natural Sciences and Engineering Research Council Act","Dépenses des revenus en vertu du paragraphe 4.2 de la Loi sur le Conseil de recherches en sciences naturelles et en génie","","","","",97161,97161,171822,171822,423485.00,423485.44
"NSERC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",2505.00,1675.00,962,0.00,929,0,997,"",334.00,""
"NSICP",3,1,"Operating/Program","Fonctionnement/Programme","","","","","","","","",4261607.00,579141.00
"OAG",1,1,"Operating/Program","Fonctionnement/Programme","","",76707390,72739877.00,72991996,68874231,74560637,70837601,75705751.00,74024292.00
"OAG",20,1,"Operating/Program","Fonctionnement/Programme",78457634.00,74427946.00,"","","","","","","",""
"OAG","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",9837073.00,9837073.00,9112269,9112269.00,8806148,8806148,8190332,8190332,8404465.00,8404465.45
"OAG","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",11284.00,0.00,13981,11284.00,3989,2697,2399,1292,1445.00,1106.81
"OCI",1,1,"Operating/Program","Fonctionnement/Programme","","",4459887,4241546.40,4323658,4060704,4377412,4197024,4456075.00,4369377.00
"OCI",40,1,"Operating/Program","Fonctionnement/Programme",4379091.00,4192211.00,"","","","","","","",""
"OCI","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",533970.00,533970.00,526454,526454.00,509443,509443,495747,495747,481070.00,481069.85
"OCOL",1,1,"Operating/Program","Fonctionnement/Programme","","",20594421,20066040.00,18901953,18114091,19523297,18329523,20072432.00,18928368.00
"OCOL",20,1,"Operating/Program","Fonctionnement/Programme",22915199.00,21841701.00,"","","","","","","",""
"OCOL","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",2345250.00,2345250.00,2348843,2348843.00,2115940,2115940,2104589,2104589,2119222.00,2119221.71
"OCOL","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",812.00,812.00,991,991.00,516,0,608,608,3853.00,""
"OCSEC",1,1,"Operating/Program","Fonctionnement/Programme","","",1949021,1868188.00,1942422,1856987,2025506,1834217,2059246.00,1825235.00
"OCSEC",30,1,"Operating/Program","Fonctionnement/Programme",2099714.00,1775440.00,"","","","","","","",""
"OCSEC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",167680.00,167680.00,175372,175372.00,177890,177890,170161,170161,141825.78,141825.78
"ODPP",1,1,"Operating/Program","Fonctionnement/Programme","","",157418582,155987275.00,169976312,153042317,172822726,158186352,174525317.00,162543127.00
"ODPP",35,1,"Operating/Program","Fonctionnement/Programme",172337244.00,167621734.00,"","","","","","","",""
"ODPP","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",17655400.00,17655400.00,16864970,16864970.00,16479363,16479363,16300211,16300211,15531817.00,15531816.85
"ODPP","S",999,"Electoral expenditures","Dépenses électorales","","",2394505,2394505.00,2602906,2602906,3039792,3039792,3410178.00,3410178.48
"ODPP","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",16407.00,16407.00,"","","","",58442,58442,"",""
"ODPP","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","","","","","","",15493,"",15493.00,15492.88
"OEC",1,1,"Operating/Program","Fonctionnement/Programme","","",6178280,5607761.00,6178280,5157753,6178280,5594657,6178280.00,5973165.00
"OEC",15,1,"Operating/Program","Fonctionnement/Programme",6234980.00,5335910.00,"","","","","","","",""
"OEC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",699140.00,699140.00,669451,669451.00,600385,600385,638245,638245,665257.00,665257.22
"OICC",1,1,"Operating/Program","Fonctionnement/Programme",55182896.34,46209274.00,75080093,66586698.00,123741190,58768365,131616485,57324445,217145305.00,141061203.00
"OICC",3,2,"Capital","Capital","","",94036524,15647305.00,"","","","","",""
"OICC",5,2,"Capital","Capital","","","","",90178530,48429565,122819141,25362188,576351890.00,570321744.00
"OICC",5,3,"Grants & Contributions","Subventions et Contributions",4102031263.00,3463223390.00,1566102718,1035252790.00,"","","","","",""
"OICC",10,3,"Grants & Contributions","Subventions et Contributions","","","","",1569894628,1104706213,3017422437,1047776305,4282963173.00,1536772728.00
"OICC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",4392827.00,4392827.00,5045588,5045588.00,5185853,5185853,5286930,5286930,6123830.00,6123829.91
"OICC","S",999,"Gas Tax Fund","Fonds de la taxe sur l'essence","","",1973269432,1973269432.00,1973269432,1973269432,2071932904,2071932904,2071932904.00,2071932904.00
"OICC","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","","",80300,80300.00,82328,82328,83500,83500,84600.00,84600.00
"OPSIC",1,1,"Operating/Program","Fonctionnement/Programme","","",5210967,4393958.00,5180606,4055285,5202586,3928727,5279398.00,4518110.00
"OPSIC",50,1,"Operating/Program","Fonctionnement/Programme",5459782.00,5006607.00,"","","","","","","",""
"OPSIC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",536434.00,536434.00,447023,447023.00,398272,398272,394972,394972,431723.00,431722.44
"OPSIC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",46.00,0.00,46,46.00,"","","","","",""
"ORL",1,1,"Operating/Program","Fonctionnement/Programme","","",4341487,4245194.00,4211532,3972732,4227735,4156751,4642478.00,4438552.00
"ORL",45,1,"Operating/Program","Fonctionnement/Programme",4299854.00,4026928.00,"","","","","","","",""
"ORL","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",436595.00,436595.00,435333,435333.00,404667,404667,379815,379815,333393.00,333393.29
"ORL","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","","","","",58,58,12,12,"",""
"OSEO",1,1,"Operating/Program","Fonctionnement/Programme","","",1059500,620027.00,1059500,681431,1059500,841493,1120500.00,922207.00
"OSEO",20,1,"Operating/Program","Fonctionnement/Programme",823894.00,675099.00,"","","","","","","",""
"OSEO","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",90819.00,90819.00,83194,83194.00,84858,84858,80978,80978,92635.00,92634.51
"OSFI",1,1,"Operating/Program","Fonctionnement/Programme","","",945058,945058.00,945058,945058,945058,945058,945058.00,945058.00
"OSFI",35,1,"Operating/Program","Fonctionnement/Programme",945058.00,945058.00,"","","","","","","",""
"OSFI","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",2910.00,2910.00,3789,3710.00,1867,1867,1888,1888,2722.00,2722.06
"OSFI","S",999,"Spending of revenues pursuant to subsection 17(2) of the Office of the Superintendent of Financial Institutions Act","Dépense des revenus conformément au paragraphe 17(2) de la Loi sur le Bureau du surintendant des institutions financières",81857735.00,16089481.00,217222281,145360106.00,213733958,143271652,216551497,147074430,221973946.00,154054684.65
"PBO",3,1,"Operating/Program","Fonctionnement/Programme","","","","","","","","",2201031.00,1819087.00
"PBO","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","","","","","","","","",166066.00,166066.29
"PCA",1,1,"Operating/Program","Fonctionnement/Programme","","",652634423,553060657.00,986022622,837886384,1252024806,992212261,1570653928.00,1140076058.00
"PCA",5,9,"Other","Autre","","",3500000,3500000.00,500000,500000,500000,500000,25545821.00,25545821.00
"PCA",20,1,"Operating/Program","Fonctionnement/Programme",667236232.00,523350794.00,"","","","","","","",""
"PCA",25,9,"Other","Autre",500000.00,500000.00,"","","","","","","",""
"PCA","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",48030518.00,48030518.00,47239203,47239203.00,50198150,50198150,50864137,50864137,51595808.00,51595808.14
"PCA","S",999,"Expenditures equivalent to revenues resulting from the conduct of operations pursuant to section 20 of the Parks Canada Agency Act","Dépenses qui équivalent aux revenus résultant de la poursuite des opérations en vertu de l'article 20 de la Loi sur l'Agence Parcs Canada",119060044.00,119060044.00,128677779,118000000.00,163136474,147545873,166348040,148116653,121405446.00,99815122.57
